Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,1.0266712837340093,0.19340227367822269,0.6185,0.01711118806223349,0.003223371227970378,0.010308333333333334,0.010164811314108825,0.0,0.2449231390865669,0.7215833333333335,0.05,0.6185,0.0,0.0,0.17881894034488935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.007032145012939235,0,On,0.006497885293381027,0,On,0.17583787853243757,0.13187840889932814,On,On,11169.913935919925,15.000000000000057,0.8,4052.8279751911878,18.126448222222223,0.7215833333333335,1,14501.158577777778,14501.158577777778,Off,0.0,25.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8604.274751111112,Off,0.0,0.0,39.2400217335024,51.666666666666686,46.10666666666668,0.0,50.52591144478963,0.0,0.0,0.0,39.2400217335024,47.817101163976375,50.52591144478963,46.462696023569755,12.43753247303448,14.170476089260426,-0.3295239107396313,7.301031968744688,2.8,9.236100170605994,10770.192511615965,2468.22977266036,-792.5881349960878,-0.0,-0.0,440.77814157007174,0.0,3.0,0.05348737265386375,0.0,0,0.9648126363060927,197.99884266666666,-47.911430877945314,0.3141607737802656,6.858091062833351,0.003090633062803444,32.38037326550219,1.2429275062031049,0.2750492757662754,-1613.3933226907968,28.795120159969198
2025-01-01 00:01:00,1.0266712837340093,0.19340227367822269,0.6185,0.01711118806223349,0.003223371227970378,0.010308333333333334,0.010164811314108825,0.0,0.2449231390865669,0.7215833333333335,0.05,0.6185,0.0,0.0,0.17881894034488935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.007032145012939235,0,On,0.006497885293381027,0,On,0.17583787853243757,0.13187840889932814,On,On,11169.913935919925,15.000000000000057,0.8,4052.8279751911878,18.126448222222223,0.7215833333333335,1,14501.158577777778,14501.158577777778,Off,0.0,25.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8604.274751111112,Off,0.0,0.0,38.86479482268861,51.666666666666686,46.10666666666668,0.0,50.51947386834828,0.0,0.0,0.0,38.86479482268861,47.811594155675095,50.51947386834828,46.45765429933851,12.43753247303448,14.487447509551876,-0.012552490448181075,7.550474291524759,2.8,9.236100170605994,10723.135320270881,2372.1180581025947,-825.837999879796,-0.0,-0.0,440.77814157007174,0.0,3.0,0.05421975329811309,0.0,0,0.9780234198069107,197.99884266666666,-61.71875733932054,0.3086995833379512,7.036405377014972,0.0030908458329541428,30.632142832300453,1.2451844133286858,0.2756538028482463,-1706.5484092765957,25.83849218800253
2025-01-01 00:02:00,1.0266712837340093,0.19340227367822269,0.6185,0.01711118806223349,0.003223371227970378,0.010308333333333334,0.010164811314108825,0.0,0.2449231390865669,0.7215833333333335,0.05,0.6185,0.0,0.0,0.17881894034488935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.007032145012939235,0,On,0.006497885293381027,0,On,0.17583787853243757,0.13187840889932814,On,On,11169.913935919925,15.000000000000057,0.8,4052.8279751911878,18.126448222222223,0.7215833333333335,1,14501.158577777778,14501.158577777778,Off,0.0,25.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8604.274751111112,Off,0.0,0.0,38.50212105325299,51.666666666666686,46.10666666666668,0.0,50.513092270406425,0.0,0.0,0.0,38.50212105325299,47.80613980732713,50.513092270406425,46.45266357578749,12.43753247303448,14.793682316896971,0.0,7.783204712039964,2.8,9.236100170605994,10677.73841156597,2282.35242208405,-858.4784237075813,-0.0,-0.0,440.77814157007174,0.0,3.0,0.05492362474453132,0.0,0,0.9907199504485273,197.99884266666666,-74.47524221644751,0.3026736599000753,7.186508301040274,0.0030910467507254966,28.95165498272774,1.2438599800314731,0.2762166353220482,-1793.8090515855474,23.333498478409417
2025-01-01 00:03:00,1.0266712837340093,0.19340227367822269,0.6185,0.01711118806223349,0.003223371227970378,0.010308333333333334,0.010164811314108825,0.0,0.2449231390865669,0.7215833333333335,0.05,0.6185,0.0,0.0,0.17881894034488935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.007032145012939235,0,On,0.006497885293381027,0,On,0.17583787853243757,0.13187840889932814,On,On,11169.913935919925,15.000000000000057,0.8,4052.8279751911878,18.126448222222223,0.7215833333333335,1,14501.158577777778,14501.158577777778,Off,0.0,25.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8604.274751111112,Off,0.0,0.0,38.15121276458182,51.666666666666686,46.10666666666668,0.0,50.50676478442931,0.0,0.0,0.0,38.15121276458182,47.800736357204265,50.50676478442931,46.44772214359175,12.43753247303448,15.089855737342837,0.0,8.000646630025889,2.8,9.236100170605994,10633.093130432537,2198.143179133038,-890.5260750710877,-0.0,-0.0,440.77814157007174,0.0,3.0,0.055600948899239076,0.0,0,1.0029376173652849,197.99884266666666,-87.07287198637343,0.29697064630757664,7.331394710622235,0.0030912368482883907,27.334272778363378,1.2425817413967761,0.27674145991004895,-1875.6388739502595,20.95407789210946
2025-01-01 00:04:00,0.3050879504006757,0.19340227367822269,0.0,0.005084799173344595,0.003223371227970378,0.0,0.010164811314108825,0.0,0.2449231390865669,0.0,0.05,0.0,0.0,0.0,0.17881894034488935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.007032145012939235,0,On,0.006497885293381027,0,On,0.17583787853243757,0.13187840889932814,On,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14501.158577777778,Off,0.0,25.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8604.274751111112,Off,0.0,0.0,37.811443385386376,51.666666666666686,46.10666666666668,0.0,50.50048966097684,0.0,0.0,0.0,37.811443385386376,47.795382154119835,50.50048966097684,46.44282840069134,12.43753247303448,15.376504652169908,0.0,8.204005705197686,2.8,9.236100170605994,-578.6788589379048,-1933.7000483103252,-921.9891230853734,-0.0,-0.0,440.77814157007174,0.0,3.0,0.05625332399475114,0.0,0,1.0147052496966507,197.99884266666666,-97.46787742260301,0.2915652677645392,7.470911543060616,0.0030914165106921106,25.776306375539,1.2413471112911918,0.2772313946077613,-1952.4317455577707,18.73169724744534
2025-01-01 00:05:00,0.3050879504006757,0.19340227367822269,0.0,0.005084799173344595,0.003223371227970378,0.0,0.010164811314108825,0.0,0.2449231390865669,0.0,0.05,0.0,0.0,0.0,0.17881894034488935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.007032145012939235,0,On,0.006497885293381027,0,On,0.17583787853243757,0.13187840889932814,On,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14501.158577777778,Off,0.0,25.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8604.274751111112,Off,0.0,0.0,37.93644413895218,51.666666666666686,46.10666666666668,0.0,50.494265243759166,0.0,0.0,0.0,37.93644413895218,47.79007563482122,50.494265243759166,46.43798083035226,12.43753247303448,15.263733413818093,0.0,8.112785520890974,2.8,9.236100170605994,-563.1019047284449,-1897.9988612288835,-909.5590129528218,-0.0,-0.0,440.77814157007174,0.0,3.0,0.055997040983110924,0.0,0,1.0100823812356927,197.99884266666666,-94.32103334569486,0.29370123334410303,7.416634987953381,0.003091586101417073,26.345682072587202,1.24183235734148,0.2770117332052105,-1917.9536168930106,19.95475566412679
2025-01-01 00:06:00,0.3050879504006757,0.19340227367822269,0.0,0.005084799173344595,0.003223371227970378,0.0,0.010164811314108825,0.0,0.2449231390865669,0.0,0.05,0.0,0.0,0.0,0.17881894034488935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.007032145012939235,0,On,0.006497885293381027,0,On,0.17583787853243757,0.13187840889932814,On,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14501.158577777778,Off,0.0,25.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8604.274751111112,Off,0.0,0.0,38.05663010775042,51.666666666666686,46.10666666666668,0.0,50.48802245258161,0.0,0.0,0.0,38.05663010775042,47.7847515727141,50.48802245258161,46.43311613278034,12.43753247303448,15.155082894887238,0.0,8.028213317889039,2.8,9.236100170605994,-548.440603903584,-1865.1387807982765,-897.6470646075392,-0.0,-0.0,440.77814157007174,0.0,3.0,0.05574966981057372,0.0,0,1.0056202657628268,197.99884266666666,-91.57168086611665,0.29577668016494313,7.3640085314490875,0.003091759370519037,26.893823633066425,1.2423002239095342,0.276807924654657,-1886.033794236029,20.895013437752645
2025-01-01 00:07:00,0.3050879504006757,0.19340227367822269,0.0,0.005084799173344595,0.003223371227970378,0.0,0.010164811314108825,0.0,0.2449231390865669,0.0,0.05,0.0,0.0,0.0,0.17881894034488935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.007032145012939235,0,On,0.006497885293381027,0,On,0.17583787853243757,0.13187840889932814,On,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14501.158577777778,Off,0.0,25.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8604.274751111112,Off,0.0,0.0,38.17242344187234,51.666666666666686,46.10666666666668,0.0,50.48176200325896,0.0,0.0,0.0,38.17242344187234,47.779410643513145,50.48176200325896,46.42823496364025,12.43753247303448,15.050190936048836,0.0,7.949593045047375,2.8,9.236100170605994,-533.9990718660542,-1834.64505481481,-886.2068870010214,-0.0,-0.0,440.77814157007174,0.0,3.0,0.055510432490484804,0.0,0,1.0013048698470186,197.99884266666666,-88.57032643510466,0.2977968381926407,7.312847196046029,0.0030919361780007617,27.422571073048168,1.2427522330460083,0.27661832483662785,-1856.3997807621965,21.754725947386458
2025-01-01 00:08:00,0.3050879504006757,0.19340227367822269,0.0,0.005084799173344595,0.003223371227970378,0.0,0.010164811314108825,0.0,0.2449231390865669,0.0,0.05,0.0,0.0,0.0,0.17881894034488935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.007032145012939235,0,On,0.006497885293381027,0,On,0.17583787853243757,0.13187840889932814,On,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14501.158577777778,Off,0.0,25.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8604.274751111112,Off,0.0,0.0,38.28412680293374,51.666666666666686,46.10666666666668,0.0,50.475484548852194,0.0,0.0,0.0,38.28412680293374,47.77405346368786,50.475484548852194,46.423337921105706,12.43753247303448,14.948798018513964,0.0,7.876367973668043,2.8,9.236100170605994,-520.1010140047298,-1806.2356017129732,-875.2042197070904,-0.0,-0.0,440.77814157007174,0.0,3.0,0.055278778684620944,0.0,0,0.997126266411172,197.99884266666666,-85.67493586771118,0.2997652004589508,7.263544437757551,0.0030921163960432457,27.933229934912184,1.243189469697074,0.2764416190701216,-1828.8335292278648,22.59792751489151
2025-01-01 00:09:00,0.3050879504006757,0.19340227367822269,0.0,0.005084799173344595,0.003223371227970378,0.0,0.010164811314108825,0.0,0.2449231390865669,0.0,0.05,0.0,0.0,0.0,0.17881894034488935,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.007032145012939235,0,On,0.006497885293381027,0,On,0.17583787853243757,0.13187840889932814,On,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14501.158577777778,Off,0.0,25.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8604.274751111112,Off,0.0,0.0,38.39199711246848,51.666666666666686,46.10666666666668,0.0,50.46919069742906,0.0,0.0,0.0,38.39199711246848,47.7686806072317,50.46919069742906,46.41842556213302,12.43753247303448,14.85068389436491,0.0,7.808075202937883,2.8,9.236100170605994,-506.73474671417796,-1779.7645440686117,-864.6097744089432,-0.0,-0.0,440.77814157007174,0.0,3.0,0.05505424288533976,0.0,0,0.9930760585639573,197.99884266666666,-82.90311387530653,0.3016846726874968,7.2159823130231535,0.0030922999055141335,28.42690591695392,1.2436128534628583,0.2762767140082243,-1803.1538173115507,23.389273242938966
