Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.5741709163061193,0.25061012334129745,0.4148049269236438,0.009569515271768655,0.004176835389021624,0.006913415448727396,0.016062784503463517,0.3475312087257326,0.21057692307692308,0.0,0.0,0.4148049269236438,0.0,0.25061012334129745,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005118174342105263,0.0,On,0.010944610161358255,0,On,0.01338437760400257,0,On,0.2973288431150744,0.22299663233630573,On,0,0,Off,On,9942.29623863248,22.222222222222285,0.8005208676345466,0.0,12.156734082787553,0.21057692307692308,1,9731.719315555556,9731.719315555556,Off,0.0,0,73.23160508913764,51.666666666666686,46.10666666666668,0.0,49.50272353139243,0.0,0.0,0.0,114.42438295177757,49.20632345285938,49.50272353139243,49.05812341359286,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,6187.743439461946,21.799384448229166,0.0,2.8,9.236100170605994,7385.27795551573,-3117.758619947335,-0.0,-0.0,606.7794311000298,0.0,4.0,0.12591727197279823,0.0,0,1.7583716365459432,263.9984568888889,-46.03909426944385,0.1954951940148151,10.434688424614325,0.0031084895341707925,-90.2542774986856,1.2107659706430842
2025-01-01 00:01:00,0.5741709163061193,0.25061012334129745,0.4148049269236438,0.009569515271768655,0.004176835389021624,0.006913415448727396,0.016062784503463517,0.3475312087257326,0.21057692307692308,0.0,0.0,0.4148049269236438,0.0,0.25061012334129745,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005118174342105263,0.0,On,0.010944610161358255,0,On,0.01338437760400257,0,On,0.2973288431150744,0.22299663233630573,On,0,0,Off,On,9942.29623863248,22.222222222222285,0.8005208676345466,0.0,12.156734082787553,0.21057692307692308,1,9731.719315555556,9731.719315555556,Off,0.0,0,72.88576847092818,51.666666666666686,46.10666666666668,0.0,49.49038751918902,0.0,0.0,0.0,113.8840132358253,49.19491346352252,49.49038751918902,49.04717643568927,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,6190.306609274555,21.917420103285476,0.0,2.8,9.236100170605994,7348.511588405091,-3145.0004858324687,-0.0,-0.0,606.7794311000298,0.0,4.0,0.12623325506174568,0.0,0,1.7627841821207342,263.9984568888889,-55.563595494949325,0.194628787346072,10.510219061034032,0.0031080182141550545,-90.82151937259742,1.2138173629335314
2025-01-01 00:02:00,0.5741709163061193,0.25061012334129745,0.4148049269236438,0.009569515271768655,0.004176835389021624,0.006913415448727396,0.016062784503463517,0.3475312087257326,0.21057692307692308,0.0,0.0,0.4148049269236438,0.0,0.25061012334129745,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005118174342105263,0.0,On,0.010944610161358255,0,On,0.01338437760400257,0,On,0.2973288431150744,0.22299663233630573,On,0,0,Off,On,9942.29623863248,22.222222222222285,0.8005208676345466,0.0,12.156734082787553,0.21057692307692308,1,9731.719315555556,9731.719315555556,Off,0.0,0,72.55111884634293,51.666666666666686,46.10666666666668,0.0,49.47810953407783,0.0,0.0,0.0,113.36112319741083,49.18355735791689,49.47810953407783,49.03628126983642,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,6192.19544716105,22.031321497966584,0.0,2.8,9.236100170605994,7312.896304285694,-3171.3754774630065,-0.0,-0.0,606.7794311000298,0.0,4.0,0.1265379760061066,0.0,0,1.7670394574870996,263.9984568888889,-64.803887983808,0.19325171617211623,10.559643104423195,0.003107545124214749,-91.36017744026167,1.2133493342540829
2025-01-01 00:03:00,0.5741709163061193,0.25061012334129745,0.4148049269236438,0.009569515271768655,0.004176835389021624,0.006913415448727396,0.016062784503463517,0.3475312087257326,0.21057692307692308,0.0,0.0,0.4148049269236438,0.0,0.25061012334129745,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005118174342105263,0.0,On,0.010944610161358255,0,On,0.01338437760400257,0,On,0.2973288431150744,0.22299663233630573,On,0,0,Off,On,9942.29623863248,22.222222222222285,0.8005208676345466,0.0,12.156734082787553,0.21057692307692308,1,9731.719315555556,9731.719315555556,Off,0.0,0,72.22702881637198,51.666666666666686,46.10666666666668,0.0,49.4658877115402,0.0,0.0,0.0,112.85473252558123,49.172253393031696,49.4658877115402,49.02543623377745,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,6194.027271531117,22.14132177634522,0.0,2.8,9.236100170605994,7278.358587909794,-3196.9284016862293,-0.0,-0.0,606.7794311000298,0.0,4.0,0.12683207795548465,0.0,0,1.7711464439071272,263.9984568888889,-73.78868013648568,0.19193098158982824,10.607663155648172,0.003107069044832096,-91.87134229150517,1.212897692290595
2025-01-01 00:04:00,0.5741709163061193,0.25061012334129745,0.4148049269236438,0.009569515271768655,0.004176835389021624,0.006913415448727396,0.016062784503463517,0.3475312087257326,0.21057692307692308,0.0,0.0,0.4148049269236438,0.0,0.25061012334129745,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005118174342105263,0.0,On,0.010944610161358255,0,On,0.01338437760400257,0,On,0.2973288431150744,0.22299663233630573,On,0,0,Off,On,9942.29623863248,22.222222222222285,0.8005208676345466,0.0,12.156734082787553,0.21057692307692308,1,9731.719315555556,9731.719315555556,Off,0.0,0,71.91293603265656,51.666666666666686,46.10666666666668,0.0,49.4537202915713,0.0,0.0,0.0,112.36396255102586,49.16099992360924,49.4537202915713,49.014639739628215,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,6195.807113672893,22.247629826173096,0.0,2.8,9.236100170605994,7247.389073548837,-3221.699417101313,-0.0,-0.0,606.7794311000298,0.0,4.0,0.12711613724135506,0.0,0,1.7751131895612096,263.9984568888889,-79.98717908235899,0.1906630274020953,10.653659471914725,0.0031065901234933395,-92.35648946463816,1.2124615433535904
2025-01-01 00:05:00,0.5741709163061193,0.25061012334129745,0.4148049269236438,0.009569515271768655,0.004176835389021624,0.006913415448727396,0.016062784503463517,0.3475312087257326,0.21057692307692308,0.0,0.0,0.4148049269236438,0.0,0.25061012334129745,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005118174342105263,0.0,On,0.010944610161358255,0,On,0.01338437760400257,0,On,0.2973288431150744,0.22299663233630573,On,0,0,Off,On,9942.29623863248,22.222222222222285,0.8005208676345466,0.0,12.156734082787553,0.21057692307692308,1,9731.719315555556,9731.719315555556,Off,0.0,0,71.60814817477745,51.666666666666686,46.10666666666668,0.0,49.44160560784666,0.0,0.0,0.0,111.88773152308977,49.14979539200958,49.44160560784666,49.00389028409105,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,6197.511898272142,22.3505032831676,0.0,2.8,9.236100170605994,7219.503338321045,-3245.7409757606497,-0.0,-0.0,606.7794311000298,0.0,4.0,0.12739085855548887,0.0,0,1.7789495351169797,263.9984568888889,-83.83135565081477,0.18944385859527518,10.698518664205693,0.0031061084999150904,-92.81739522893797,1.2120397975384
2025-01-01 00:06:00,0.36359399322919617,0.25061012334129745,0.0,0.00605989988715327,0.004176835389021624,0.0,0.016062784503463517,0.3475312087257326,0.0,0.0,0.0,0.0,0.0,0.25061012334129745,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005118174342105263,0.0,On,0.010944610161358255,0,On,0.01338437760400257,0,On,0.2973288431150744,0.22299663233630573,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,9731.719315555556,Off,0.0,0,71.31205558510304,51.666666666666686,46.10666666666668,0.0,49.429542109358096,0.0,0.0,0.0,111.4250868517235,49.13863834846108,49.429542109358096,48.993186468012574,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,6199.174598597762,22.45016894313932,0.0,2.8,9.236100170605994,-2749.0933300042925,-3269.0992513864726,-0.0,-0.0,606.7794311000298,0.0,4.0,0.12765686230736997,0.0,0,1.7826641442821431,263.9984568888889,-86.77350971784958,0.1882699626926547,10.740872051195936,0.0031056243043668507,-93.25562771204925,1.2116314954004868
2025-01-01 00:07:00,0.36359399322919617,0.25061012334129745,0.0,0.00605989988715327,0.004176835389021624,0.0,0.016062784503463517,0.3475312087257326,0.0,0.0,0.0,0.0,0.0,0.25061012334129745,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005118174342105263,0.0,On,0.010944610161358255,0,On,0.01338437760400257,0,On,0.2973288431150744,0.22299663233630573,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,9731.719315555556,Off,0.0,0,71.7431480239481,51.666666666666686,46.10666666666668,0.0,49.417528346647686,0.0,0.0,0.0,112.0986687874189,49.12752743818095,49.417528346647686,48.98252698394758,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,6200.7442719248875,22.27763086397187,0.0,2.8,9.236100170605994,-2701.6591571187923,-3228.703475130881,-0.0,-0.0,606.7794311000298,0.0,4.0,0.12719627069935002,0.0,0,1.7762322131667014,263.9984568888889,-79.73511308794103,0.1902265990860657,10.665259633998726,0.0031051376587774033,-91.96050524649358,1.212339478147114
2025-01-01 00:08:00,0.36359399322919617,0.25061012334129745,0.0,0.00605989988715327,0.004176835389021624,0.0,0.016062784503463517,0.3475312087257326,0.0,0.0,0.0,0.0,0.0,0.25061012334129745,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005118174342105263,0.0,On,0.010944610161358255,0,On,0.01338437760400257,0,On,0.2973288431150744,0.22299663233630573,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,9731.719315555556,Off,0.0,0,72.15746810499743,51.666666666666686,46.10666666666668,0.0,49.40544324982245,0.0,0.0,0.0,112.74604391405849,49.116349360724506,49.40544324982245,48.971802416175535,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,6197.9418456754565,22.111304859223857,0.0,2.8,9.236100170605994,-2656.953974039933,-3189.947593152022,-0.0,-0.0,606.7794311000298,0.0,4.0,0.12675184112272767,0.0,0,1.7700259767248596,263.9984568888889,-73.785811987941,0.19213391446838216,10.591962759389233,0.0031046580519056583,-90.70813465744327,1.2130227615751468
2025-01-01 00:09:00,0.36359399322919617,0.25061012334129745,0.0,0.00605989988715327,0.004176835389021624,0.0,0.016062784503463517,0.3475312087257326,0.0,0.0,0.0,0.0,0.0,0.25061012334129745,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005118174342105263,0.0,On,0.010944610161358255,0,On,0.01338437760400257,0,On,0.2973288431150744,0.22299663233630573,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,9731.719315555556,Off,0.0,0,72.55623119471954,51.666666666666686,46.10666666666668,0.0,49.39328961331291,0.0,0.0,0.0,113.3691112417493,49.10510672934082,49.39328961331291,48.961015287354776,12.43753247303448,Off,0.0,26.666666666666686,0,0.0,0.0,0.0,0.0,0,0.0,0,6195.225204025621,21.950738528619013,0.0,2.8,9.236100170605994,-2614.0774635591147,-3152.7068297930196,-0.0,-0.0,606.7794311000298,0.0,4.0,0.12632241182932663,0.0,0,1.7640292117252063,263.9984568888889,-68.1500648661249,0.19399508886917227,10.520769590107868,0.0031041852430722552,-89.49555050239705,1.213683121564609
