Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,10.123234190019357,5.8747364146198375,0.0,10.123234190019355,5.8747364146198375,0.0,0.051440011778933856,1.0083453494074075,0.6063913380111625,8.40705749082185,0.05,0.0,0.0,0.4297304060618442,5.43042267522466,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.008249753289473685,0.0,0.0005504564418239903,0.0,0.04263980204763618,0.0,0.03341746326203671,0.0,0.5333314806004702,0.3999986104503525,0.0,0.0,10825.024031350988,20.000000000000057,2.028844963735547,5212.666103711389,7.416703324155184,0.9903541666666666,1.0,15047.335968395708,15047.335968395708,0.0,0.0,22.77777777777783,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,19902.459155555556,1008.3453494074075,0.18333333333333332,37.495238342934435,51.66666666666668,46.10666666666668,0.0,51.39525919358549,0.13860848959366084,371.67377243167005,1008.3453494074075,37.495238342934435,50.788419335624035,51.40141393980011,50.4788446604287,12.43753247303448,18.610577618947154,-0.8894223810529013,1.5706358876844395,6.502690509824324,-0.595352265797113,2.8,9.236100170605994,10885.748907114197,-281.7415795154567,-741.5192905162618,1926.7552502532087,-1040.0989179310357,0.0,0.0,1346.493902592508,0.0,11.0,0.05047875804404224,0.0,0.0,0.14358121220297226,725.9957564444444,-245.670108898262,0.23013960679651013,8.89115669523975,0.0029952197332274505,472.0597585982816,1.227598791440452,0.0,0.0,179.82527005786903,0.16310503636991996,-787.0502048978949,45.530914381633146,0.5155867830250831,2290.968797572759,-364.21354731955
2025-01-01 01:00:00,9.040485285817454,5.84038727385195,0.0,9.040485285817454,5.84038727385195,0.0,0.043035560061163144,0.0,0.5830989300790802,8.36435079567721,0.05,0.0,0.0,0.42296706519487937,5.402836875323737,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.007631021792763158,0.0,0.00045122805098285354,0.0,0.034953310217417134,0.0,0.019142843152574116,0.0,0.5253047526315667,0.3939785644736749,0.0,0.0,10700.555608184462,20.000000000000057,2.01551050973253,5152.7297628272045,7.373996629010543,0.9903541666666666,1.0,14862.931204345,14862.931204345,0.0,0.0,22.77777777777783,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,19902.459155555556,0.0,0.0,38.19097631447016,51.66666666666668,46.10666666666668,0.0,51.432015356405955,0.0,0.0,0.0,38.19097631447016,51.44892420186047,51.45737862458773,51.432015356405955,12.43753247303448,18.624393632704376,-0.8756063672956794,2.575057116832757,7.01587868659511,0.9034542013953956,2.5,9.236100170605994,10712.798536431557,-7459.755351763636,-920.434138783481,555.5737581965824,-1017.3430533206522,0.0,0.0,1315.3589139004782,0.0,11.0,0.04840188222311696,0.0,0.0,0.1376737699536341,725.9957564444444,-285.7729323327318,0.23221852906284451,8.931906264839636,0.00302487782052385,473.8459931588608,1.2275783027396547,0.0,0.0,183.42536114339686,0.16310503636991996,-960.998973826163,40.564835042682,0.3782696710727406,859.4149985736689,-303.84124037708654
2025-01-01 02:00:00,8.902401517613614,5.751090837408245,0.0,8.902401517613614,5.751090837408245,0.0,0.043035560061163144,0.0,0.5821078702253638,8.227258087327087,0.05,0.0,0.0,0.42222377030459207,5.31428373377032,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.007631021792763158,0.0,0.00045122805098285354,0.0,0.034953310217417134,0.0,0.019142843152574116,0.0,0.5253047526315667,0.3939785644736749,0.0,0.0,10346.21089078727,20.000000000000057,1.9809456818429267,4982.099130317188,7.23690392066042,0.9903541666666666,1.0,14337.95585443779,14337.95585443779,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,19902.459155555556,0.0,0.0,38.006980432757224,51.66666666666668,46.10666666666668,0.0,51.22558402922409,0.0,0.0,0.0,38.006980432757224,51.25645864685357,51.27189595566831,51.22558402922409,12.43753247303448,18.589551755011215,-0.9104482449888401,1.7307216659733775,7.002781850920125,1.2404626693207867,1.6500000000000001,9.236100170605994,10339.153881753975,-9495.470495695643,-1104.102670320725,-175.88285244970413,-1041.7837746232226,0.0,0.0,1314.3678540467617,0.0,11.0,0.046974215013341605,0.0,0.0,0.13361292938336622,725.9957564444444,-279.6410884568333,0.23503061802932027,8.95013934428982,0.003054969969443007,482.0687135825768,1.2277026379206837,0.0,0.0,218.4075733559483,0.16310503636991996,-1142.6198708083352,38.51720048761,0.22459236019676573,147.4687872396059,-323.35163968931005
2025-01-01 03:00:00,9.116497816337619,5.771320139833445,0.0,9.116497816337619,5.771320139833445,0.0,0.042623072396689464,0.18333551807407408,0.5834014651996547,8.2571377606672,0.05,0.0,0.0,0.42315271040782626,5.3335840960922845,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.007218534128289475,0.0,0.00045122805098285354,0.0,0.034953310217417134,0.0,0.019197851322552775,0.0,0.5275343992895954,0.39565079946719645,0.0,0.0,10428.52186143591,20.000000000000057,1.989364919196952,5021.7350337037415,7.2667835940005325,0.9903541666666666,1.0,14459.902728472984,14459.902728472984,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,19902.459155555556,183.3355180740741,0.03333333333333333,37.323679397875644,51.66666666666668,46.10666666666668,0.0,50.949281333249736,0.300150080544865,799.8043204225813,183.3355180740741,37.323679397875644,50.60122579144753,50.99880119748596,50.37767815631021,12.43753247303448,18.510377932329554,-0.9896220676705031,1.6466277653067778,6.861934401011305,1.1385628681115063,1.6500000000000001,9.236100170605994,10413.186120622688,-6653.146485329171,-1074.4191218152964,-34.897223281840596,-1059.4646272947205,0.0,0.0,1315.0928860905171,0.0,11.0,0.04802700812494,0.0,0.0,0.13660748228085137,725.9957564444444,-270.9639996090173,0.23851340335609944,8.947881987364683,0.0030850655462697973,458.41096924524226,1.228013616804712,0.0,0.0,218.11242826189437,0.16310503636991996,-1112.744015710302,38.32489389500556,0.27935581033329093,314.8012007910922,-349.69842407293277
2025-01-01 04:00:00,14.788269437143056,9.020460340278362,0.0,14.788269437143056,9.020460340278362,0.0,0.042623072396689464,0.8250098313333335,0.5837756974257449,13.286860835987287,0.05,0.0,0.0,0.42341275651365196,8.582464250431377,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.007218534128289475,0.0,0.00045122805098285354,0.0,0.034953310217417134,0.0,0.019225355407542107,0.0,0.5288721872844127,0.3966541404633094,0.0,0.0,13490.653543919507,20.000000000000057,1.8229389775245801,6496.269407036758,7.079108213765064,0.9903541666666666,1.0,18996.568784289597,13779.170328734042,5.217398455555555,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,19902.459155555556,825.0098313333333,0.15,38.196068276240375,51.66666666666668,46.10666666666668,0.0,51.67328683226018,0.031813744172143464,87.50800211682359,825.0098313333333,38.196068276240375,51.36465634531395,51.67341363376465,51.210214300336375,12.43753247303448,18.57763596113284,-0.9223640388672154,0.6847168617608358,6.836615856101882,1.1944679326292977,0.55,9.236100170605994,13352.945788310353,-13527.735832370881,-1310.1066079031432,-429.5550296892064,-1180.47606075742,0.0,0.0,1315.37347315697,0.0,11.0,0.04972617563215645,0.0,0.0,0.14144057524659312,725.9957564444444,-272.6051680087026,0.23957438100885958,9.007328449752112,0.003113293345635828,474.11204380314837,1.2271340239968132,0.0,0.0,248.39695660894606,0.16310503636991996,-1348.0591472135752,37.95253931043203,0.295149849611891,-86.90909054223256,-342.64593914697383
2025-01-01 05:00:00,8.690826478403391,5.612884443493535,0.0,8.690826478403391,5.612884443493535,0.0,0.044775717910701826,0.0,0.5830429993006929,8.013007761191995,0.05,0.0,0.0,0.422409415517539,5.1758916946426625,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.008043509457236845,0.0,0.00046814910289471055,0.0,0.03626405935057028,0.0,0.019830445277307377,0.0,0.5275343992895954,0.39565079946719645,0.0,0.0,9625.10150749797,20.000000000000057,1.8883864497363498,4634.8571816199865,7.022653594525329,0.9903541666666666,1.0,13269.60452245129,13269.60452245129,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,19902.459155555556,0.0,0.0,37.59751879985423,51.66666666666668,46.10666666666668,0.0,51.637359423199534,0.047651031045448836,129.85058378625436,0.0,37.59751879985423,51.21898484829386,51.637359423199534,51.00979756084102,12.43753247303448,18.915261948369896,-0.5847380516301627,-0.32286817004108265,6.3330323945207345,0.47884566791069294,-0.25000000000000006,9.236100170605994,9386.433596123656,-8374.057999298944,-1373.0517413873154,-573.6651087193147,-1282.2938979580917,0.0,0.0,1316.8870657055675,0.0,11.0,0.05077364707339025,0.0,0.0,0.14441999124468724,725.9957564444444,-273.2610791217893,0.23681082162006248,9.194180585038412,0.00314454147188181,475.5333705534958,1.2250773894267992,0.0,0.0,259.2292610026237,0.16310503636991996,-1413.6864305937668,40.6346892064513,0.2327071641766211,-168.13348164367946,-405.5316270756352
2025-01-01 06:00:00,15.296340392357537,9.0435807540471,0.0,15.296340392357537,9.0435807540471,0.0,0.05433025184020456,1.2833486265185186,0.5952983859884895,13.313363128010325,0.05,0.0,0.0,0.4294143807767347,8.599583039937032,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.009074728618421053,0.0,0.0005767780781313234,0.0,0.04467874514365218,0.0,0.022745878286176427,0.0,0.5348922332610901,0.4011691749458175,0.0,0.0,13468.007149991716,20.000000000000057,1.8093225265350639,6485.364295911202,7.105610505788102,0.9903541666666666,1.0,18963.01727923625,13745.618823680697,5.217398455555555,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,19902.459155555556,1283.3486265185188,0.23333333333333334,34.86662189740453,51.66666666666668,46.10666666666668,0.0,50.93476338417986,0.46238829403633297,1238.912574772234,1283.3486265185188,34.86662189740453,48.46125171395853,50.93578344826837,47.22347581475936,12.43753247303448,18.587214621677234,-0.9127853783228209,0.3895573985205581,6.369144655647692,0.17702541559277332,0.3,9.236100170605994,13268.727057217015,-9852.912578375073,-1259.7152987236318,-315.2327824701048,-1196.6181765050742,0.0,0.0,1245.7989779373065,0.0,9.600249999999999,0.04979310900266455,0.0,0.0,0.14163095977360543,633.6127964368887,-248.46089420693247,0.24373872754131434,9.073550091123645,0.003171148739559708,368.67186872654185,1.2264351116221273,0.0,0.0,238.30310978924248,0.16310503636991996,-1300.716353157416,41.00105443378446,0.25306699259598125,49.69886806652251,-364.9316505366272
2025-01-01 07:00:00,10.268226505698303,5.647922250526787,0.0,10.268226505698303,5.647922250526786,0.0,0.1284380434757327,1.3750163855555557,0.7253883562200869,7.989383720446927,0.05,0.0,0.0,0.47270684539534785,5.160632071798106,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.04527516035895587,0.0,0.008455997121710529,0.0,0.0015291617283307816,0.0,0.1184528846256914,0.0,0.049837402000667094,0.0,0.5906333997118084,0.4429750497838561,0.0,0.0,9533.339179223702,20.000000000000057,1.8761963237781443,4590.670085424394,6.999029553780261,0.9903541666666666,1.0,13133.65509798143,13133.65509798143,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,19902.459155555556,1375.0163855555556,0.25,36.372946516053524,51.66666666666668,46.10666666666668,0.0,51.335511643584525,0.4173478154758693,1130.390106197248,1375.0163855555556,36.372946516053524,50.13678369157367,51.335511643584525,49.53741971556825,12.43753247303448,18.929259880642054,-0.5707401193580037,-0.4727234217414191,6.197177296820401,-0.05125774504987157,-0.55,9.236100170605994,9267.552696552497,-11917.292733377184,-1408.4751488167599,-552.5581951589286,-1329.195643805552,0.0,0.0,1330.6137448533145,10.24105712404094,8.09875,0.05176793436813662,0.0,0.0,0.14724813085408772,534.5143756822222,-267.2045837189688,0.24020298506892926,9.254868758392973,0.003192542570964254,321.0241420329516,1.2249834393568575,0.0,0.0,260.0246471730054,0.16310503636991996,-1450.2435143539362,41.768365537176344,0.26085906255531854,-178.83191919195667,-373.7262759669719
2025-01-01 08:00:00,15.441521115433812,9.21139343738575,0.0,15.441521115433812,9.21139343738575,0.0,0.13112899223569577,1.0083453494074075,0.7519783962212773,13.50006837756943,0.05,0.0,0.0,0.47662738677332606,8.72018271727909,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.060366880478607825,0.0,0.006393558799342106,0.0,0.0015897432722127387,0.0,0.12314569016414093,0.0,0.056108333378234475,0.0,0.5948697283620629,0.44615229627154707,0.0,0.0,12955.626918034437,20.000000000000057,1.7089443645860343,6238.633474843256,6.770575909791651,0.9903541666666666,1.0,18203.90622621103,12464.767925099917,5.739138301111112,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,19902.459155555556,1008.3453494074075,0.18333333333333332,36.543102020463316,51.66666666666668,46.10666666666668,0.0,51.60189257145395,0.40917922018709685,1116.275912307438,1008.3453494074075,36.543102020463316,50.25517235659968,51.60189257145395,49.58181224917254,12.43753247303448,18.892567605320455,-0.6074323946796003,-1.3119157799184138,5.885257470681227,-0.5303398579600143,-1.4,9.236100170605994,12668.575224847511,-11989.423734640188,-1527.3849243855568,-712.7327878798238,-1432.1892951101267,0.0,0.0,1235.2554879762054,702.9997469326822,6.2975,0.05336928736157532,0.0,0.0,0.1518030013158804,415.6325705644444,-90.11788605300471,0.24227297069257267,9.262589257616895,0.0032110883437216015,274.9766003055485,1.2256994910124765,0.0,0.0,274.38086773931235,0.16310503636991996,-1570.6794498770662,43.294525491509575,0.29574695184606264,-341.8230713606874,-370.9097165191364
2025-01-01 09:00:00,9.883450336136486,5.47345513444326,0.0,9.883450336136486,5.47345513444326,0.0,0.18004795845584137,1.1916808674814816,0.791481943472575,7.670239566726587,0.05,0.0,0.0,0.5043864876657836,4.954485313444143,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.030183440239303912,0.0,0.005156095805921053,0.0,0.0022289830111051146,0.0,0.1726628796388152,0.0,0.08878318634555926,0.0,0.6318818628853397,0.4739113971640046,0.0,0.0,9074.319003215553,20.000000000000057,1.8642394525503514,4369.634186985034,6.67988540005992,0.9903541666666666,1.0,12453.599023533921,12453.599023533921,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,19902.459155555556,1191.6808674814815,0.21666666666666667,36.7354194119313,51.66666666666668,46.10666666666668,0.0,51.51045001189939,0.6239817397188876,1697.623876191067,1191.6808674814815,36.7354194119313,50.06392670780466,51.51045001189939,49.340665055757306,12.43753247303448,18.52343527556712,-0.9765647244329355,-0.9307454777981401,5.759765098534605,-0.49848375529763983,-0.85,9.236100170605994,9326.708462932826,-8235.184448138236,-1381.5839553485866,-391.0454773821684,-1327.6819634179453,0.0,0.0,1298.9761401427309,1980.9599693597195,5.797,0.051865767219187946,0.0,0.0,0.14752640551637175,382.59976364622224,281.09528299248865,0.24939460818266573,9.117938258809026,0.0032290728570635104,298.09048018595786,1.2278522073752247,0.0,0.0,255.55505046123884,0.16310503636991996,-1422.6364640240884,41.05250867550158,0.28891676651296655,-154.95328862481557,-236.0921887573528
