Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,9.17364843748132,5.881419850831652,0.0,0.15289414062468867,0.09802366418052753,0.0,0.06961761962136699,0.0,0.6583728086907046,8.395658009169248,0.05,0.0,0.0,0.4437771800074252,5.423059337490894,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0007821286217036128,0.0,On,0.0605857377101897,0,On,0.06666990201413743,0,On,0.5520605125279114,0.41404538439593347,On,0,0,Off,HP On,10828.76010808986,20.000000000000057,2.0327148527816754,5214.465168593018,7.4053038425025814,0.9903541666666666,1,15052.87111001621,15052.87111001621,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,19902.459155555556,Off,0.0,0.0,34.92328800304381,51.666666666666686,46.10666666666668,0.0,51.05646102974514,0.5521855942216854,1486.6950897266802,0.0,34.92328800304381,48.51666003591569,51.05646102974514,47.246759539000976,12.43753247303448,18.53421720053255,-0.9657827994675081,-2.748103134518201,5.810392101214918,-1.6979887563466922,2.8,9.236100170605994,11082.72459365295,5509.45854882108,-590.652523421915,2697.719138660878,-1032.5915547325674,-0.0,-0.0,1415.341948879562,0.0,11.0,0.05035768719466277,0.0,0,0.14323683963934497,725.9957564444444,-128.7859085839035,0.22945957599689973,8.816000181460408,0.002980580402621958,475.0438505689584,1.2244139535385017,0,0,294.9933802280616,0.16310503636991996,-639.8940753480957,49.24155192618072,0.5375195596937955,3150.868581742816,-453.1494430819379
2025-01-01 00:01:00,9.174626162732705,5.882051398954293,0.0,0.15291043604554508,0.09803418998257156,0.0,0.06961761962136699,0.0,0.6583728086907046,8.396635734420633,0.05,0.0,0.0,0.4437771800074252,5.423690885613535,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0007821286217036128,0.0,On,0.0605857377101897,0,On,0.06666990201413743,0,On,0.5520605125279114,0.41404538439593347,On,0,0,Off,HP On,10828.439498822956,20.000000000000057,2.032382373979965,5214.310782879574,7.4062815677539655,0.9903541666666666,1,15052.396115035863,15052.396115035863,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,19902.459155555556,Off,0.0,0.0,34.771118033265566,51.666666666666686,46.10666666666668,0.0,51.034118476455305,0.5525052400075506,1486.6950897266804,0.0,34.771118033265566,48.38853220110791,51.034118476455305,47.06573906343421,12.43753247303448,18.540774117180945,-0.959225882819112,-2.4985449931181916,5.849936559169617,-1.6529664252683574,2.8,9.236100170605994,11058.789235406917,5501.3124862031,-599.1881494766877,2659.671433521394,-1033.2352334649295,-0.0,-0.0,1415.341948879562,0.0,11.0,0.05036808840088046,0.0,0,0.143266424713443,725.9957564444444,-151.75697883067198,0.23007372094696274,8.842846228609647,0.0029810800657666166,474.9431753472991,1.2279626511824642,0,0,287.00170332352604,0.16310503636991996,-648.2997127226596,49.11156324597186,0.5366471857957249,3114.267609207377,-454.5961756859828
2025-01-01 00:02:00,9.175542000160526,5.882642971492043,0.0,0.15292570000267544,0.09804404952486738,0.0,0.06961761962136699,0.0,0.6583728086907046,8.397551571848453,0.05,0.0,0.0,0.4437771800074252,5.424282458151285,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0007821286217036128,0.0,On,0.0605857377101897,0,On,0.06666990201413743,0,On,0.5520605125279114,0.41404538439593347,On,0,0,Off,HP On,10828.139208925442,20.000000000000057,2.0320710250619634,5214.1661817252925,7.407197405181786,0.9903541666666666,1,15051.95122398407,15051.95122398407,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,19902.459155555556,Off,0.0,0.0,34.61944652776265,51.666666666666686,46.10666666666668,0.0,51.011773078749755,0.5528252968415546,1486.6950897266804,0.0,34.61944652776265,48.26041717976835,51.011773078749755,46.88473923027765,12.43753247303448,18.546914856192128,-0.9530851438079289,-2.2544172780749867,5.888204394172019,-1.6090781940648158,2.8,9.236100170605994,11034.87358980078,5493.942804285571,-607.5150481316774,2623.5094663054997,-1033.8382023259057,-0.0,-0.0,1415.341948879562,0.0,11.0,0.05037782865751824,0.0,0,0.14329412978998232,725.9957564444444,-174.7693656783182,0.23002347478716817,8.846434605088856,0.0029815781793446185,474.84403073221847,1.2279364314601182,0,0,279.7766225602784,0.16310503636991996,-656.4339889468607,48.91894081518332,0.5357954195850978,3078.6792848950026,-455.1698185895029
2025-01-01 00:03:00,9.176398610443439,5.883196287073534,0.0,0.15293997684072397,0.09805327145122555,0.0,0.06961761962136699,0.0,0.6583728086907046,8.398408182131366,0.05,0.0,0.0,0.4437771800074252,5.4248357737327755,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0007821286217036128,0.0,On,0.0605857377101897,0,On,0.06666990201413743,0,On,0.5520605125279114,0.41404538439593347,On,0,0,Off,HP On,10827.858361076052,20.000000000000057,2.0317798851972064,5214.030942666185,7.4080540154647,0.9903541666666666,1,15051.535137075572,15051.535137075572,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,19902.459155555556,Off,0.0,0.0,34.46825242522277,51.666666666666686,46.10666666666668,0.0,50.98942479401822,0.5531457661206691,1486.6950897266804,0.0,34.46825242522277,48.132314929923865,50.98942479401822,46.70375999787669,12.43753247303448,18.55265747714915,-0.9473425228509065,-2.015459486608943,5.925237187311005,-1.5661542999688032,2.8,9.236100170605994,11010.944543776295,5486.628931106823,-615.5729394420066,2589.852657094577,-1034.4022065972883,-0.0,-0.0,1415.341948879562,0.0,11.0,0.05038693675833623,0.0,0,0.14332003676961072,725.9957564444444,-197.85355958203047,0.2299789656008105,8.849806745080693,0.0029820761995750077,474.7461293949558,1.227911888772819,0,0,272.59798844063823,0.16310503636991996,-664.3057425678144,48.73280312580773,0.5349610570531391,3043.959710566994,-454.10705347241696
2025-01-01 00:04:00,9.177198288701502,5.88371282819987,0.0,0.1529533048116917,0.09806188046999782,0.0,0.06961761962136699,0.0,0.6583728086907046,8.39920786038943,0.05,0.0,0.0,0.4437771800074252,5.425352314859111,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0007821286217036128,0.0,On,0.0605857377101897,0,On,0.06666990201413743,0,On,0.5520605125279114,0.41404538439593347,On,0,0,Off,HP On,10827.596198387844,20.000000000000057,2.031508159717807,5213.90470123203,7.4088536937227625,0.9903541666666666,1,15051.146732953208,15051.146732953208,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,19902.459155555556,Off,0.0,0.0,34.317517547711304,51.666666666666686,46.10666666666668,0.0,50.96707358155476,0.5534666492193545,1486.6950897266804,0.0,34.317517547711304,48.00422541137473,50.96707358155476,46.52280132628473,12.43753247303448,18.558017563050036,-0.9419824369500205,-1.781465518696462,5.9610776835484725,-1.5240375803704829,2.8,9.236100170605994,10997.333087723711,5479.470598082492,-623.3585465753005,2557.70867158716,-1034.9287516310649,-0.0,-0.0,1415.341948879562,0.0,11.0,0.05039543755161031,0.0,0,0.1433442163304849,725.9957564444444,-210.67630791263093,0.2299399649004532,8.852971127569361,0.0029825741270777337,474.64942471293256,1.2278889573269318,0,0,265.56589685046197,0.16310503636991996,-671.9240595274674,48.56551295216699,0.5341411177339175,3009.976622388137,-452.26795080097673
2025-01-01 00:05:00,9.177951536994739,5.884199378531674,0.0,0.1529658589499123,0.09806998964219457,0.0,0.06961761962136699,0.0,0.6583728086907046,8.399961108682666,0.05,0.0,0.0,0.4437771800074252,5.425838865190916,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0007821286217036128,0.0,On,0.0605857377101897,0,On,0.06666990201413743,0,On,0.5520605125279114,0.41404538439593347,On,0,0,Off,HP On,10827.349274243179,20.000000000000057,2.0312522679138447,5213.785797743653,7.409606942016,0.9903541666666666,1,15050.780905320167,15050.780905320167,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,19902.459155555556,Off,0.0,0.0,34.16715975627676,51.666666666666686,46.10666666666668,0.0,50.94471940229702,0.5537879474931692,1486.6950897266802,0.0,34.16715975627676,47.87614858545194,50.94471940229702,46.3418631770294,12.43753247303448,18.563065671039343,-0.9369343289607137,-1.5522590760071364,5.995767685905478,-1.4826050928667953,2.8,9.236100170605994,10992.752172152559,5472.4807837066455,-630.8889183836445,2526.927570844364,-1035.4247476451674,-0.0,-0.0,1415.341948879562,0.0,11.0,0.050403443047639905,0.0,0,0.14336698707344206,725.9957564444444,-214.5143033250144,0.2299054531803894,8.855319664717392,0.002983071962450939,474.5536960171582,1.2278673399565108,0,0,258.69498596299235,0.16310503636991996,-679.2978255472165,48.40890716357189,0.5333332692145266,2976.62658870536,-449.69901786099643
2025-01-01 00:06:00,9.1786673374775,5.884661739967499,0.0,0.15297778895795833,0.09807769566612498,0.0,0.06961761962136699,0.0,0.6583728086907046,8.400676909165426,0.05,0.0,0.0,0.4437771800074252,5.426301226626741,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0007821286217036128,0.0,On,0.0605857377101897,0,On,0.06666990201413743,0,On,0.5520605125279114,0.41404538439593347,On,0,0,Off,HP On,10827.114641375349,20.000000000000057,2.0310091490849524,5213.672812978593,7.41032274249876,0.9903541666666666,1,15050.433287687276,15050.433287687276,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,19902.459155555556,Off,0.0,0.0,34.017108829139715,51.666666666666686,46.10666666666668,0.0,50.92236222460916,0.5541096621953887,1486.6950897266802,0.0,34.017108829139715,47.74808442040295,50.92236222460916,46.16094551829985,12.43753247303448,18.56786212277763,-0.9321378772224271,-1.3276855942338892,6.029347331391564,-1.4417522428099747,2.8,9.236100170605994,10989.258472269994,5465.6694196987,-638.178813828635,2497.2868235975566,-1035.8961054895385,-0.0,-0.0,1415.341948879562,0.0,11.0,0.05041104899151689,0.0,0,0.14338862133474564,725.9957564444444,-217.3020124953789,0.22987455941343451,8.858177658353352,0.002983569706182173,474.4587544217016,1.2278467826283943,0,0,251.9966067201068,0.16310503636991996,-686.4355722182114,48.25675838957634,0.5325355225404087,2943.8219049809472,-446.53508138339055
2025-01-01 00:07:00,14.679413375517676,5.885101296842691,0.0,0.24465688959196127,0.09808502161404484,0.0,0.06961761962136699,5.500065542222223,0.6583728086907046,8.401357404983381,0.05,0.0,0.0,0.4437771800074252,5.426740783501932,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0007821286217036128,0.0,On,0.0605857377101897,0,On,0.06666990201413743,0,On,0.5520605125279114,0.41404538439593347,On,0,0,Off,HP On,10826.891594977062,20.000000000000057,2.0307780676768075,5213.565407544985,7.411003238316714,0.9903541666666666,1,15050.10283585538,15050.10283585538,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,19902.459155555556,Lower On,5500.065542222223,1.0,34.12684991474339,51.666666666666686,46.10666666666668,0.0,50.900002023204294,0.5544317944919359,1486.6950897266804,5500.065542222223,34.12684991474339,47.620032890388266,50.900002023204294,45.980048323980256,12.43753247303448,18.57242138193953,-0.9275786180605259,-1.1076061338974912,6.061855200083852,-1.401391790139446,2.8,9.236100170605994,10986.519341088817,5459.041125954083,-645.2379341248376,2468.5938078837476,-1036.3442334082715,-0.0,-0.0,1415.341948879562,0.0,11.0,0.05041827838837541,0.0,0,0.14340918454994075,725.9957564444444,-219.3699693595354,0.22984707355537984,8.860906716393382,0.0029840673586641452,474.3645557980704,1.2278272243608015,0,0,245.47571840909876,0.16310503636991996,-693.3455001873931,48.10756606255556,0.531746215808554,2911.4895944254617,-442.8957865417142
2025-01-01 00:08:00,14.680060381834725,5.885519221637299,0.0,0.24466767303057874,0.09809198702728832,0.0,0.06961761962136699,5.500065542222223,0.6583728086907046,8.40200441130043,0.05,0.0,0.0,0.4437771800074252,5.427158708296541,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0007821286217036128,0.0,On,0.0605857377101897,0,On,0.06666990201413743,0,On,0.5520605125279114,0.41404538439593347,On,0,0,Off,HP On,10826.679538022572,20.000000000000057,2.030558400432386,5213.463293951932,7.411650244633764,0.9903541666666666,1,15049.788665307839,15049.788665307839,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,19902.459155555556,Lower On,5500.065542222223,1.0,34.496336812369464,51.666666666666686,46.10666666666668,0.0,50.877651656269066,0.5547541596227094,1486.6950897266802,5500.065542222223,34.496336812369464,47.955104991536345,50.877651656269066,46.493831659169985,12.43753247303448,18.576755702323773,-0.923244297676284,-0.8918933231183942,6.093328522427429,-1.3614515281993689,2.8,9.236100170605994,10984.063466841078,5452.596768311179,-652.0739510794982,2440.6864617641863,-1036.7703240240842,-0.0,-0.0,1415.341948879562,0.0,11.0,0.0504251507308634,0.0,0,0.1434287321636962,725.9957564444444,-221.18769603697137,0.22982281767601428,8.86351349732984,0.0029845649202682486,474.27106289911154,1.2278086134855788,0,0,239.13347435924723,0.16310503636991996,-700.0355232216176,47.96157214211942,0.5309639714250084,2879.569370223647,-438.8829084594608
2025-01-01 00:09:00,14.680675292901903,5.885916414948525,0.0,0.24467792154836504,0.09809860691580875,0.0,0.06961761962136699,5.500065542222223,0.6583728086907046,8.402619322367608,0.05,0.0,0.0,0.4437771800074252,5.427555901607767,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0007821286217036128,0.0,On,0.0605857377101897,0,On,0.06666990201413743,0,On,0.5520605125279114,0.41404538439593347,On,0,0,Off,HP On,10826.478011671694,20.000000000000057,2.030349667763886,5213.366251250209,7.412265155700942,0.9903541666666666,1,15049.490096255236,15049.490096255236,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,19902.459155555556,Lower On,5500.065542222223,1.0,34.866040571735766,51.666666666666686,46.10666666666668,0.0,50.85532397889862,0.555076572010576,1486.6950897266804,5500.065542222223,34.866040571735766,48.290145980050085,50.85532397889862,47.00755698062582,12.43753247303448,18.58087450772279,-0.9191254922772671,-0.6804286132676791,6.123803274847636,-1.321872175531894,2.8,9.236100170605994,10981.638618548472,5446.334828414226,-658.6943413768691,2413.4279555624757,-1037.1752930668501,-0.0,-0.0,1415.341948879562,0.0,11.0,0.05043168101751967,0.0,0,0.14344730683768725,725.9957564444444,-223.0060489359348,0.2298016548307925,8.866003125623523,0.0029850623913479798,474.1782473508953,1.2277909102558149,0,0,232.96857716401715,0.16310503636991996,-706.5132885311668,47.81894715429771,0.5301876570453629,2848.011801204993,-434.5838456425172
