Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Other Electric Power (kW),Lighting Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C)
2025-01-01 00:00:00,0.15152333268271048,0.08149452839318468,0.0,0.09134666545944224,0.01017666722326823,0.05,0.0,0.0,49.36662833836927,9.130068286097606,0.0
2025-01-01 01:00:00,0.15034907774053954,0.08078839824741174,0.030971523412061684,0.09040515859841167,0.009943919142127878,0.05,0.030971523412061684,0.0,48.21448304101948,9.025021756650073,0.0
2025-01-01 02:00:00,0.14940757087950898,0.08008226810163882,0.0,0.0894636517373811,0.009943919142127878,0.05,0.0,0.0,51.26918685121322,8.864465964188916,0.0
2025-01-01 03:00:00,0.14831089863105149,0.07937613795586589,0.0,0.08852214487635052,0.00978875375470098,0.05,0.0,0.0,49.86661967437835,8.663573736640132,0.0
2025-01-01 04:00:00,0.14736939177002092,0.07867000781009295,0.0,0.08758063801531996,0.00978875375470098,0.05,0.0,0.0,48.50544273087478,8.4857192032516,0.0
2025-01-01 05:00:00,0.14767972254487471,0.07867000781009295,0.0,0.08758063801531996,0.01009908452955478,0.05,0.0,0.0,47.18076201011714,8.16364558514005,0.0
2025-01-01 06:00:00,0.18044873343962226,0.08558632350789279,0.0696859276771388,0.10034858655315092,0.03010014688647134,0.05,0.0696859276771388,0.0,51.03232798359259,8.02362981910238,0.0
2025-01-01 07:00:00,0.42878364573334765,0.09062782033293736,0.0,0.3363621099292561,0.04242153580409152,0.05,0.0,0.0,51.177784556994965,7.867399555789399,0.0
2025-01-01 08:00:00,0.9092629169706015,0.09614999895918251,0.030971523412061684,0.8013326989681092,0.0579302180024921,0.05,0.030971523412061684,0.0,51.10420679971721,8.182726556983503,0.0
2025-01-01 09:00:00,0.2502206569926335,0.09891922683545404,0.0,0.13138547392783043,0.06883518306480307,0.05,0.0,0.0,50.055103620533956,7.881789900916809,0.0
2025-01-01 10:00:00,0.20791859119067244,0.09117822587356275,0.030971523412061684,0.11520185785129754,0.04271673333937493,0.05,0.030971523412061684,0.0,50.36282780027057,7.818850804228098,0.0
2025-01-01 11:00:00,0.2026722760287709,0.09030101704319103,0.06194304682412337,0.11436742512038897,0.03830485090838195,0.05,0.06194304682412337,0.0,51.26836626203773,7.99617773458996,0.0
2025-01-01 12:00:00,0.23825636341171358,0.09742373481872538,0.023228642559046265,0.1324416138627679,0.05581474954894573,0.05,0.023228642559046265,0.0,51.40196734464187,8.351959815743042,0.0
2025-01-01 13:00:00,0.23785585103429563,0.09699373049011178,0.0,0.13374527739830402,0.0541105736359916,0.05,0.0,0.0,50.38830435172024,8.87318414626444,0.0
2025-01-01 14:00:00,0.35508948768532866,0.09171327733473689,0.0,0.2671082577974452,0.03798122988788341,0.05,0.0,0.0,49.01445378738439,9.281370987992823,0.0
2025-01-01 15:00:00,0.370248540581151,0.09370757437265732,0.0,0.2740240943597616,0.046224446221389395,0.05,0.0,0.0,47.560545189859226,9.805979734107812,0.0
2025-01-01 16:00:00,0.30791219883866644,0.10821008947404755,0.030971523412061684,0.16783914606097342,0.09007305277769305,0.05,0.030971523412061684,0.0,50.66614582219054,9.90069982872332,0.0
