Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.15152333268271048,0.08149452839318468,0.0,0.0025253888780451747,0.0013582421398864112,0.0,0.01017666722326823,0.09134666545944226,0.05,0.0,0.0,0.06691119505985134,0.01458333333333334,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007073359474730218,0,On,0.002131738712973767,0,On,0.051554652305245564,0.03866598922893416,On,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3474.064951111111,Off,0.0,0,107.18360767903188,51.666666666666686,46.10666666666668,0.0,50.09048707577043,0.0,0.0,0.0,167.47438699848732,49.00167472345888,50.09048707577043,48.457268547303116,12.43753247303448,9.087754092721063,0,5.373276092828309,2.8,9.236100170605994,-111.89632424807152,-883.059893849954,-327.1920686985503,-0.0,-0.0,229.91373546578774,0.0,2.0,0.03992910420945838,0.0,0,0.7430179782670664,131.99922844444444,-14.617991015308938,0.42872501968571075,4.149042444341244,0.0030131125534257844,20.067065383787693,1.265370110353332,0.26204688593446696,-878.7858192134693,-4.274074636484778
2025-01-01 00:01:00,0.15152333268271048,0.08149452839318468,0.0,0.0025253888780451747,0.0013582421398864112,0.0,0.01017666722326823,0.09134666545944226,0.05,0.0,0.0,0.06691119505985134,0.01458333333333334,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007073359474730218,0,On,0.002131738712973767,0,On,0.051554652305245564,0.03866598922893416,On,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3474.064951111111,Off,0.0,0,107.10648451105185,51.666666666666686,46.10666666666668,0.0,50.06618909709887,0.0,0.0,0.0,167.3538820485185,48.97940812933439,50.06618909709887,48.436017645452154,12.43753247303448,9.094169525552935,0,5.41079077152624,2.8,9.236100170605994,-113.43613150013636,-896.5494056495932,-327.6543692771754,-0.0,-0.0,229.91373546578774,0.0,2.0,0.03994476549017977,0.0,0,0.7433094101278374,131.99922844444444,-15.69549768874868,0.4298102274356721,4.1719759875490094,0.003013246169584223,20.017357593952525,1.2690374720672082,0.2621366380953145,-891.9026332317467,-4.6467724178464564
2025-01-01 00:02:00,0.15152333268271048,0.08149452839318468,0.0,0.0025253888780451747,0.0013582421398864112,0.0,0.01017666722326823,0.09134666545944226,0.05,0.0,0.0,0.06691119505985134,0.01458333333333334,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007073359474730218,0,On,0.002131738712973767,0,On,0.051554652305245564,0.03866598922893416,On,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3474.064951111111,Off,0.0,0,107.0306938927892,51.666666666666686,46.10666666666668,0.0,50.04190938661468,0.0,0.0,0.0,167.23545920748313,48.957157556972135,50.04190938661468,48.41478164215088,12.43753247303448,9.100104412803836,0,5.4457439017375355,2.8,9.236100170605994,-114.9087221911231,-909.417476041035,-328.0822647170323,-0.0,-0.0,229.91373546578774,0.0,2.0,0.03995925246548063,0.0,0,0.7435789900072852,131.99922844444444,-16.740192939878575,0.4296569785928294,4.175612799018159,0.0030133790695866,19.97018339941988,1.2690106862365764,0.26222023422266144,-904.1316172584691,-5.285858782565921
2025-01-01 00:03:00,0.15152333268271048,0.08149452839318468,0.0,0.0025253888780451747,0.0013582421398864112,0.0,0.01017666722326823,0.09134666545944226,0.05,0.0,0.0,0.06691119505985134,0.01458333333333334,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007073359474730218,0,On,0.002131738712973767,0,On,0.051554652305245564,0.03866598922893416,On,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3474.064951111111,Off,0.0,0,106.95614813430426,51.666666666666686,46.10666666666668,0.0,50.017647649335316,0.0,0.0,0.0,167.1189814598504,48.93492272954489,50.017647649335316,48.393560269649676,12.43753247303448,9.105591158779298,0,5.478325572425435,2.8,9.236100170605994,-116.33741362281202,-921.202990918432,-328.47804081206897,-0.0,-0.0,229.91373546578774,0.0,2.0,0.039972644504415726,0.0,0,0.7438281948389847,131.99922844444444,-17.7731082765308,0.4295167360358045,4.178283146295907,0.0030135116591868648,19.92532680222604,1.2689859165540343,0.2622981346241921,-915.5376779215322,-5.665312996899678
2025-01-01 00:04:00,0.15152333268271048,0.08149452839318468,0.0,0.0025253888780451747,0.0013582421398864112,0.0,0.01017666722326823,0.09134666545944226,0.05,0.0,0.0,0.06691119505985134,0.01458333333333334,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007073359474730218,0,On,0.002131738712973767,0,On,0.051554652305245564,0.03866598922893416,On,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3474.064951111111,Off,0.0,0,106.88277392491403,51.666666666666686,46.10666666666668,0.0,49.99340360960839,0.0,0.0,0.0,167.00433425767818,48.9127033884423,49.99340360960839,48.37235327785926,12.43753247303448,9.110656826873509,0,5.5087383459087365,2.8,9.236100170605994,-117.4499048399243,-932.235373304773,-328.84360604832955,-0.0,-0.0,229.91373546578774,0.0,2.0,0.03998500789777449,0.0,0,0.7440582581905131,131.99922844444444,-18.52003425738249,0.4293887033918392,4.181418546587794,0.0030136439535494554,19.88264860369135,1.2689630411031452,0.2623708284793747,-926.1903556284009,-6.045017676372197
2025-01-01 00:05:00,0.15152333268271048,0.08149452839318468,0.0,0.0025253888780451747,0.0013582421398864112,0.0,0.01017666722326823,0.09134666545944226,0.05,0.0,0.0,0.06691119505985134,0.01458333333333334,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007073359474730218,0,On,0.002131738712973767,0,On,0.051554652305245564,0.03866598922893416,On,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3474.064951111111,Off,0.0,0,106.81048053170217,51.666666666666686,46.10666666666668,0.0,49.96917700794305,0.0,0.0,0.0,166.89137583078463,48.89049929028381,49.96917700794305,48.3511604314542,12.43753247303448,9.11533498898781,0,5.537144564338304,2.8,9.236100170605994,-118.13030432326792,-942.5437834842121,-329.1813456223073,-0.0,-0.0,229.91373546578774,0.0,2.0,0.03999642478379019,0.0,0,0.7442707085255116,131.99922844444444,-18.862694166748376,0.42927189792120224,4.184330541124668,0.0030137759669295614,19.841976437741508,1.2689419087439868,0.26243870799778535,-936.1453373523259,-6.398446131886256
2025-01-01 00:06:00,0.15152333268271048,0.08149452839318468,0.0,0.0025253888780451747,0.0013582421398864112,0.0,0.01017666722326823,0.09134666545944226,0.05,0.0,0.0,0.06691119505985134,0.01458333333333334,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007073359474730218,0,On,0.002131738712973767,0,On,0.051554652305245564,0.03866598922893416,On,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3474.064951111111,Off,0.0,0,106.73917346755759,51.666666666666686,46.10666666666668,0.0,49.94496760484768,0.0,0.0,0.0,166.77995854305874,48.86831021053793,49.94496760484768,48.32998151338305,12.43753247303448,9.119660635058857,0,5.563691767624915,2.8,9.236100170605994,-118.76744530848296,-952.1747255055177,-329.49375390816465,-0.0,-0.0,229.91373546578774,0.0,2.0,0.04000698072500465,0.0,0,0.7444671380286312,131.99922844444444,-19.18742686610605,0.4291652979105907,4.18633041842579,0.0030139077124556276,19.80313076904035,1.2689223619981234,0.26250212934513867,-945.4533117434777,-6.721413762040003
2025-01-01 00:07:00,0.15152333268271048,0.08149452839318468,0.0,0.0025253888780451747,0.0013582421398864112,0.0,0.01017666722326823,0.09134666545944226,0.05,0.0,0.0,0.06691119505985134,0.01458333333333334,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007073359474730218,0,On,0.002131738712973767,0,On,0.051554652305245564,0.03866598922893416,On,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3474.064951111111,Off,0.0,0,106.6688022745054,51.666666666666686,46.10666666666668,0.0,49.92077518165622,0.0,0.0,0.0,166.67000355391468,48.84613594430215,49.92077518165622,48.308816325625116,12.43753247303448,9.123652365212582,0,5.588513975394493,2.8,9.236100170605994,-119.34183552074072,-961.1779263293065,-329.78214707701306,-0.0,-0.0,229.91373546578774,0.0,2.0,0.04001672125817312,0.0,0,0.7446483940674372,131.99922844444444,-19.473423909515397,0.42906835796152326,4.188846412365463,0.0030140392020820916,19.766015855144957,1.268904317097154,0.2625614158145486,-954.1603881332447,-7.017538196061752
2025-01-01 00:08:00,0.15152333268271048,0.08149452839318468,0.0,0.0025253888780451747,0.0013582421398864112,0.0,0.01017666722326823,0.09134666545944226,0.05,0.0,0.0,0.06691119505985134,0.01458333333333334,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007073359474730218,0,On,0.002131738712973767,0,On,0.051554652305245564,0.03866598922893416,On,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3474.064951111111,Off,0.0,0,106.5993186697248,51.666666666666686,46.10666666666668,0.0,49.8965995308275,0.0,0.0,0.0,166.561435421445,48.82397629715624,49.8965995308275,48.28766468032062,12.43753247303448,9.127327979441723,0,5.611733261312702,2.8,9.236100170605994,-119.86258900328971,-969.5969367146357,-330.04778739361495,-0.0,-0.0,229.91373546578774,0.0,2.0,0.040025689946709624,0.0,0,0.744815287288711,131.99922844444444,-19.728537075462484,0.4289805570563672,4.191180150579175,0.0030141704471378433,19.73054008344741,1.2688876938904632,0.2626168616782849,-962.308623071555,-7.288313643080702
2025-01-01 00:09:00,0.15152333268271048,0.08149452839318468,0.0,0.0025253888780451747,0.0013582421398864112,0.0,0.01017666722326823,0.09134666545944226,0.05,0.0,0.0,0.06691119505985134,0.01458333333333334,1,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003103307748538012,0.0,On,0.007073359474730218,0,On,0.002131738712973767,0,On,0.051554652305245564,0.03866598922893416,On,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,3474.064951111111,Off,0.0,0,106.53067818665686,51.666666666666686,46.10666666666668,0.0,49.87244045546566,0.0,0.0,0.0,166.45418466665134,48.80183108471037,49.87244045546566,48.26652639933274,12.43753247303448,9.130703865441122,0,5.633461516225971,2.8,9.236100170605994,-120.34405722386674,-977.4719302199093,-330.2918385036148,-0.0,-0.0,229.91373546578774,0.0,2.0,0.04003392688945508,0.0,0,0.7449685638689652,131.99922844444444,-19.965954186039667,0.4289014161187563,4.193341077680805,0.00301430145835309,19.69661909572072,1.2688724185945632,0.2626687364743313,-969.936617625061,-7.53531259484828
