Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,2.6910222569572624,0.13074820779576665,0.0,2.6910222569572624,0.13074820779576665,0.0,0.0285319507215337,0.0,0.16862892490239526,2.4438613813333334,0.05,0.0,0.0,0.11616487446243333,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0642518064977519,0.04818885487331391,0.0,0.0,0.003999287280701754,0.0,0.02453266344083195,0.0,0.013742425619150797,0.0,0.09063469278549258,0.06797601958911942,2443.8613813333336,17.77777777777783,0.4,0.0,2.4438613813333334,0.0,0.4,2443.8613813333336,6109.653453333333,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9477.919733333334,0.0,0.0,37.30405179833008,51.66666666666668,46.10666666666668,0.0,50.53641568329728,0.028379650510825048,75.31562877873665,0.0,37.30405179833008,49.473566302826775,50.53641568329728,48.942141612591534,12.43753247303448,17.448050378748693,-0.07149421034970746,1.2654701865201468,2.8,9.236100170605994,940.7341454459037,671.9238288105548,-959.8456413398259,0.0,0.0,388.8152897956112,0.0,3.0,0.050270854142539706,0.0,0.0,0.47609315073406394,197.99884266666666,-5.842222867526318,0.2387786660314622,8.221322500911935,0.0028874195900673813,70.57924369428474,1.2325913897038605,0.009066670401525579,18.13179543435466,-272.46262809948854
2025-01-01 01:00:00,2.7686752343361176,0.1252200219034933,0.0,2.7686752343361176,0.1252200219034933,0.0,0.019851886419086792,0.0,0.153134409028142,2.5456889388888886,0.05,0.0,0.0,0.11063668857015996,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06264551133530809,0.04698413350148105,0.0,0.0,0.003699340734649122,0.0,0.01615254568443767,0.0,0.005618824267928651,0.0,0.08487007342490525,0.06365255506867891,2545.688938888889,17.77777777777783,0.4166666666666667,0.0,2.5456889388888886,0.0,0.4166666666666667,2545.688938888889,6109.653453333333,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9477.919733333334,0.0,0.0,36.83343495355939,51.66666666666668,46.10666666666668,0.0,50.288242384462336,0.0,0.0,0.0,36.83343495355939,49.045541586533076,50.288242384462336,48.424191187568454,12.43753247303448,17.434207173316242,-0.06357013295345511,1.7566967248271195,2.5,9.236100170605994,1026.1412772667004,767.2286938542446,-906.7304300392631,0.0,0.0,365.04423297415207,0.0,3.0,0.04665788927937876,0.0,0.0,0.4418763494774848,197.99884266666666,-13.012858853235189,0.24022491883771896,8.232605470649197,0.0029023264886153333,76.52520885683332,1.2326988500877094,0.009066670401525579,8.784229169938671,-206.40414101953627
2025-01-01 02:00:00,2.9672752285171438,0.12340164750295278,0.0,2.9672752285171438,0.1234016475029528,0.0,0.018493962234747165,0.0,0.14943721228239648,2.749344054,0.05,0.0,0.0,0.10881831416961946,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0610392161728643,0.045779412129648214,0.0,0.0,0.003699340734649122,0.0,0.014794621500098044,0.0,0.004346126722903849,0.0,0.08405186938662834,0.06303890203997123,2749.344054,17.77777777777783,0.45,0.0,2.749344054,0.0,0.45,2749.344054,6109.653453333333,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9477.919733333334,0.0,0.0,36.463932672459435,51.66666666666668,46.10666666666668,0.0,50.05366504837947,0.10322210119659013,269.6123676125981,0.0,36.463932672459435,48.70123838352627,50.05366504837947,48.02502505109967,12.43753247303448,17.400528226271764,-0.06290357723476721,2.401014116552675,1.6500000000000001,9.236100170605994,1154.76364966292,1061.299460223682,-897.322822793317,0.0,0.0,360.0463863267463,0.0,3.0,0.04349652573464754,0.0,0.0,0.4119364656959347,197.99884266666666,-15.267473710359734,0.24215848294694836,8.237000234996108,0.002919648243995311,88.62370986640953,1.2328285673565575,0.009066670401525579,252.39196303964425,-233.12899697611186
2025-01-01 03:00:00,4.248871023507421,0.12699457708283454,0.0,4.248871023507421,0.12699457708283454,0.0,0.018293997870712078,1.5583519036296296,0.17836374067374633,2.4438613813333334,0.05,0.0,0.0,0.1124112437495012,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05943292101042049,0.04457469075781535,0.02389901724543019,0.0,0.003499376370614035,0.0,0.014794621500098044,0.0,0.004583065095647828,0.0,0.09044873732224783,0.06783655299168585,2443.8613813333336,17.77777777777783,0.4,0.0,2.4438613813333334,0.0,0.4,2443.8613813333336,6109.653453333333,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9477.919733333334,1558.3519036296298,0.2833333333333333,38.50234380198704,51.66666666666668,46.10666666666668,0.0,51.28914608307675,0.36604147841271933,972.0698080119433,1558.3519036296298,38.50234380198704,50.4703460512609,51.28914608307675,50.06094603535298,12.43753247303448,17.432560224493013,-0.054692357635584325,2.65394241895721,1.6500000000000001,9.236100170605994,940.0261137151153,656.719717290694,-938.1019971141275,0.0,0.0,379.6773757850729,0.0,3.0,0.04545676447195569,0.0,0.0,0.4305010246745789,197.99884266666666,-19.155984813474877,0.24316021654598646,8.273285508023275,0.0029377020084026414,70.44379100900294,1.2326792114202405,0.009066670401525579,-11.924964249420725,-257.6099799355739
2025-01-01 04:00:00,6.353144307115448,0.12417204318077237,0.0,6.353144307115448,0.12417204318077237,0.0,0.018579086925987802,0.0,0.17491176685612692,6.109653453333333,0.05,0.0,0.0,0.10958870984743903,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057826625847976695,0.04336996938598251,0.02389901724543019,0.0,0.003499376370614035,0.0,0.015079710555373767,0.0,0.004894469814111344,0.0,0.0882916539486087,0.06621874046145651,6109.653453333333,21.111111111111143,1.0,0.0,6.109653453333333,0.0,1.0,6109.653453333333,6109.653453333333,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9477.919733333334,0.0,0.0,35.128735634061364,51.66666666666668,46.10666666666668,0.0,51.311332563003475,0.13786708224698593,375.11285928709304,0.0,35.128735634061364,48.583445556158146,51.311332563003475,47.219502052735486,12.43753247303448,18.47669524774253,-2.08948055801981,3.7359320244524574,0.55,9.236100170605994,2957.1156779688404,1978.328595442101,-1142.4962759008877,0.0,0.0,355.77260895755063,0.0,2.6835000000000004,0.04846479733573214,0.0,0.0,0.45898878101081114,177.10996476533333,-50.17745473193453,0.2285368050489633,8.77361296522387,0.002950133694102339,69.86474970026555,1.2276804896975249,0.009066670401525579,-38.047973214206486,-299.26008503291393
2025-01-01 05:00:00,7.338665044073223,0.12227529745567588,0.0,7.338665044073222,0.12227529745567586,0.0,0.02190492964241408,1.0083453494074075,0.1487613116900682,6.109653453333333,0.05,0.0,0.0,0.10769196412234254,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057826625847976695,0.04336996938598251,0.0,0.0,0.0038993050986842106,0.0,0.01800562454372987,0.0,0.005172026193611433,0.0,0.08576265964848005,0.06432199473636002,6109.653453333333,21.111111111111143,1.0,0.0,6.109653453333333,0.0,1.0,6109.653453333333,6109.653453333333,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9477.919733333334,1008.3453494074075,0.18333333333333332,34.89537339718232,51.66666666666668,46.10666666666668,0.0,51.21444110145321,0.2306105403951578,629.0955244293957,1008.3453494074075,34.89537339718232,48.94054797625334,51.21444110145321,47.8036014136534,12.43753247303448,19.0481603430576,-1.5629507680535424,4.4759682759600565,-0.25000000000000006,9.236100170605994,2800.047518472366,1874.10680321925,-1251.9079163398883,0.0,0.0,296.72808321575536,0.0,2.0010000000000003,0.0492855133531441,0.0,0.0,0.46676142146525146,132.0652280586667,-38.78944804761356,0.22144123267234897,9.050812818826325,0.0029644215087402293,35.87058711427014,1.2246527770394726,0.009066670401525579,-56.41995014457688,-385.1099003253946
2025-01-01 06:00:00,7.281516330639765,0.12892452476132196,0.0,7.281516330639765,0.12892452476132193,0.0,0.04393656656937877,0.9166775903703706,0.1612487203666828,6.109653453333333,0.05,0.0,0.0,0.11434119142798861,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0610392161728643,0.045779412129648214,0.0,0.0,0.004399216008771929,0.0,0.03953735056060684,0.0,0.008793798462697974,0.0,0.09141570573112054,0.0685617792983404,6109.653453333333,21.111111111111143,1.0,0.0,6.109653453333333,0.0,1.0,6109.653453333333,6109.653453333333,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9477.919733333334,916.6775903703705,0.16666666666666666,35.09518140743021,51.66666666666668,46.10666666666668,0.0,51.41008162732306,0.1910459785586376,517.7338943285398,916.6775903703705,35.09518140743021,49.533394538496054,51.41034255953195,48.594790061873674,12.43753247303448,19.45546061499187,-1.1556504961192704,4.8777047888648175,0.3,9.236100170605994,2837.178902607137,1884.1518374612667,-1253.9374643984977,0.0,0.0,326.4459413442165,0.0,1.9342500000000002,0.04981682292689831,0.0,0.0,0.4717932207711989,127.65975380933335,-29.346373982693695,0.21600803624691264,9.239830433087603,0.002966043352856753,-0.6795489891210641,1.2229467892461359,0.009066670401525579,-54.538398410471764,-376.946417817483
2025-01-01 07:00:00,6.330710235784891,0.12547637041277793,0.0,6.330710235784891,0.12547637041277793,0.0,0.018893890962817343,0.0,0.15216289148874057,6.109653453333333,0.05,0.0,0.0,0.11089303707944459,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0642518064977519,0.04818885487331391,0.0,0.0,0.004099269462719299,0.0,0.014794621500098044,0.0,0.004305508716147738,0.0,0.08360557627484093,0.06270418220613068,6109.653453333333,21.111111111111143,1.0,0.0,6.109653453333333,0.0,1.0,6109.653453333333,6109.653453333333,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9477.919733333334,0.0,0.0,37.11822186480307,51.66666666666668,46.10666666666668,0.0,51.5765325369747,0.0,0.0,0.0,37.11822186480307,51.58562813524767,51.590175934384156,51.5765325369747,12.43753247303448,19.683383294149206,-0.9277278169619386,5.1953339858075624,-0.55,9.236100170605994,2636.183205452727,1847.97657362605,-1373.2910857243098,0.0,0.0,231.13800672031905,1.5593145132325228,0.9990000000000001,0.05146788481949861,0.0,0.0,0.4874297018279202,65.933614608,-15.680515187393802,0.21272858704235467,9.3403917450988,0.0029627177307552507,-21.756647097218174,1.2219972620184278,0.009066670401525579,-68.6501263482498,-399.0099537149217
2025-01-01 08:00:00,6.331316709127159,0.12668109178461076,0.0,6.331316709127159,0.12668109178461076,0.0,0.017894069142641904,0.0,0.15376918665118436,6.109653453333333,0.05,0.0,0.0,0.11209775845127742,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06585810166019569,0.04939357624514675,0.0,0.0,0.0030994476425438597,0.0,0.014794621500098044,0.0,0.004305508716147738,0.0,0.08360557627484093,0.06270418220613068,6109.653453333333,21.111111111111143,1.0,0.0,6.109653453333333,0.0,1.0,6109.653453333333,6109.653453333333,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9477.919733333334,0.0,0.0,36.77336734897347,51.66666666666668,46.10666666666668,0.0,51.376249533067075,0.0,0.0,0.0,36.77336734897347,51.398958736959706,51.41031333890602,51.376249533067075,12.43753247303448,19.79260334150218,-0.8185077696089623,5.286023875540931,-1.4,9.236100170605994,2545.222015907308,1822.7653186226516,-1494.7060801524226,0.0,0.0,231.74448006258743,83.71231550642311,0.9990000000000001,0.05335036567307152,0.0,0.0,0.5052578500872049,65.933614608,14.166816353031477,0.21138837843308625,9.394029820728772,0.0029626972023945827,25.663127850733076,1.222115380704779,0.009066670401525579,-80.13091015157624,-412.74042491499364
2025-01-01 09:00:00,6.330716816035054,0.12668109178461076,0.0,6.330716816035054,0.12668109178461076,0.0,0.01729417605053664,0.0,0.15376918665118436,6.109653453333333,0.05,0.0,0.0,0.11209775845127742,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06585810166019569,0.04939357624514675,0.0,0.0,0.0024995545504385964,0.0,0.014794621500098044,0.0,0.004305508716147738,0.0,0.08360557627484093,0.06270418220613068,6109.653453333333,21.111111111111143,1.0,0.0,6.109653453333333,0.0,1.0,6109.653453333333,6109.653453333333,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9477.919733333334,0.0,0.0,36.38336257900194,51.66666666666668,46.10666666666668,0.0,51.17801802771206,0.0,0.0,0.0,36.38336257900194,51.21408168724301,51.23211351700848,51.17801802771206,12.43753247303448,19.94243047169284,-0.6686806394183015,5.62461744931922,-0.85,9.236100170605994,2621.8978541052757,1903.6712035534797,-1448.1041229259667,0.0,0.0,231.14458697048215,195.08740780433286,0.9990000000000001,0.05274303780738573,0.0,0.0,0.4995061149708074,65.933614608,44.8405904166482,0.2103086323700141,9.478636910549916,0.0029736281134961624,79.15482907027996,1.22209572359168,0.009066670401525579,-77.46139056763224,-334.5040595681095
