Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.9432420018045147,0.10250854137972132,0.5215125,0.015720700030075245,0.001708475689662022,0.008691875,0.06708957636147564,0.21772117544303887,0.6084312500000001,0.05,0.0,0.5215125,0.0,0.08792520804638798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.02105986842105263,0.0,On,0.046029707940423006,0,On,0.00410147227201002,0,On,0.08392209777011461,0.06294157332758595,On,0.05022197052211499,0,On,0.046164121920396525,0,On,0,0,Off,On,9155.487644701318,21.722222222222285,0.8000000000000002,3680.16343196535,15.284024783333333,0.6084312500000001,1,12227.219826666667,12227.219826666667,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8638.564071111112,Off,0.0,0,79.42923482361572,51.666666666666686,46.10666666666668,0.0,51.31366749491874,0.0,0.0,0.0,124.10817941189954,50.72235361880877,51.31366749491874,50.426696680753786,12.43753247303448,21.13731795975023,-0.08490426247205463,2.883854116583785,2.8,9.236100170605994,8169.451592734809,3348.4608310553886,-1200.4846680503265,-0.0,-0.0,296.9934435794283,0.0,1.734,0.05023462335994042,0.0,0.0,0.6500883891092107,114.44333106133332,-82.5448274956092,0.18840553249603725,9.884744012118897,0.002875640889094787,7.529694606752303,1.2136603007904254,0.15050279355597374,-16.446996538516203,-315.25560437144526
2025-01-01 00:01:00,0.9432420018045147,0.10250854137972132,0.5215125,0.015720700030075245,0.001708475689662022,0.008691875,0.06708957636147564,0.21772117544303887,0.6084312500000001,0.05,0.0,0.5215125,0.0,0.08792520804638798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.02105986842105263,0.0,On,0.046029707940423006,0,On,0.00410147227201002,0,On,0.08392209777011461,0.06294157332758595,On,0.05022197052211499,0,On,0.046164121920396525,0,On,0,0,Off,On,9155.487644701318,21.722222222222285,0.8000000000000002,3680.16343196535,15.284024783333333,0.6084312500000001,1,12227.219826666667,12227.219826666667,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8638.564071111112,Off,0.0,0,79.09978685413624,51.666666666666686,46.10666666666668,0.0,51.295796844186206,0.0,0.0,0.0,123.59341695958787,50.7058527883951,51.295796844186206,50.41088076049955,12.43753247303448,21.24355947609323,0.0,3.0299499751364385,2.8,9.236100170605994,8150.739867435429,3313.5103047840607,-1210.2162236171296,-0.0,-0.0,296.9934435794283,0.0,1.734,0.05035012790243213,0.0,0.0,0.6515831382869882,114.44333106133332,-91.52499722818682,0.18773009578811978,9.957043047915416,0.0028756772414377553,7.332887953324091,1.2167662646954525,0.15147060754437514,-45.39200708457635,-321.2611200967128
2025-01-01 00:02:00,0.9432420018045147,0.10250854137972132,0.5215125,0.015720700030075245,0.001708475689662022,0.008691875,0.06708957636147564,0.21772117544303887,0.6084312500000001,0.05,0.0,0.5215125,0.0,0.08792520804638798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.02105986842105263,0.0,On,0.046029707940423006,0,On,0.00410147227201002,0,On,0.08392209777011461,0.06294157332758595,On,0.05022197052211499,0,On,0.046164121920396525,0,On,0,0,Off,On,9155.487644701318,21.722222222222285,0.8000000000000002,3680.16343196535,15.284024783333333,0.6084312500000001,1,12227.219826666667,12227.219826666667,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8638.564071111112,Off,0.0,0,78.77912305012696,51.666666666666686,46.10666666666668,0.0,51.27799963451036,0.0,0.0,0.0,123.09237976582337,50.689420398337006,51.27799963451036,50.39513078025034,12.43753247303448,21.34659576521024,0.0,3.1714456161878672,2.8,9.236100170605994,8132.4387924587,3280.2041202666824,-1219.6832302613525,-0.0,-0.0,296.9934435794283,0.0,1.734,0.050462085414434,0.0,0.0,0.6530319851929254,114.44333106133332,-100.35906556069287,0.1865498329498671,10.002598842494933,0.0028757125532559574,7.142087395490295,1.2163405256074922,0.15240208867615276,-73.77408098719623,-326.18523071147115
2025-01-01 00:03:00,0.9432420018045147,0.10250854137972132,0.5215125,0.015720700030075245,0.001708475689662022,0.008691875,0.06708957636147564,0.21772117544303887,0.6084312500000001,0.05,0.0,0.5215125,0.0,0.08792520804638798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.02105986842105263,0.0,On,0.046029707940423006,0,On,0.00410147227201002,0,On,0.08392209777011461,0.06294157332758595,On,0.05022197052211499,0,On,0.046164121920396525,0,On,0,0,Off,On,9155.487644701318,21.722222222222285,0.8000000000000002,3680.16343196535,15.284024783333333,0.6084312500000001,1,12227.219826666667,12227.219826666667,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8638.564071111112,Off,0.0,0,78.4668052832835,51.666666666666686,46.10666666666668,0.0,51.26027392753445,0.0,0.0,0.0,122.60438325513047,50.67305462378971,51.26027392753445,50.37944497191735,12.43753247303448,21.446588287276253,0.0,3.3087296261437564,2.8,9.236100170605994,8114.555798620775,3248.2561558937946,-1228.8978887262124,-0.0,-0.0,296.9934435794283,0.0,1.734,0.05057067661775773,0.0,0.0,0.6544372685556439,114.44333106133332,-109.02740093375748,0.18541242759056048,10.047939147043586,0.002875746958304481,6.956974849380886,1.2159276478038594,0.15330043462370394,-101.63611776831183,-330.2711583032434
2025-01-01 00:04:00,0.9432420018045147,0.10250854137972132,0.5215125,0.015720700030075245,0.001708475689662022,0.008691875,0.06708957636147564,0.21772117544303887,0.6084312500000001,0.05,0.0,0.5215125,0.0,0.08792520804638798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.02105986842105263,0.0,On,0.046029707940423006,0,On,0.00410147227201002,0,On,0.08392209777011461,0.06294157332758595,On,0.05022197052211499,0,On,0.046164121920396525,0,On,0,0,Off,On,9155.487644701318,21.722222222222285,0.8000000000000002,3680.16343196535,15.284024783333333,0.6084312500000001,1,12227.219826666667,12227.219826666667,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8638.564071111112,Off,0.0,0,78.1624429127989,51.666666666666686,46.10666666666668,0.0,51.2426178814958,0.0,0.0,0.0,122.12881705124828,50.65675373092631,51.2426178814958,50.36382165564157,12.43753247303448,21.543680895251104,0.0,3.4421338338111136,2.8,9.236100170605994,8098.987208024386,3217.5013836480875,-1237.8710271594543,-0.0,-0.0,296.9934435794283,0.0,1.734,0.05067606264849607,0.0,0.0,0.6558010736441466,114.44333106133332,-115.62285309690519,0.1843154832997243,10.090910631924382,0.002875780483003761,6.7772815906403725,1.2155270120274153,0.1541683774903698,-129.01449508705858,-333.64755323020387
2025-01-01 00:05:00,0.9432420018045147,0.10250854137972132,0.5215125,0.015720700030075245,0.001708475689662022,0.008691875,0.06708957636147564,0.21772117544303887,0.6084312500000001,0.05,0.0,0.5215125,0.0,0.08792520804638798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.02105986842105263,0.0,On,0.046029707940423006,0,On,0.00410147227201002,0,On,0.08392209777011461,0.06294157332758595,On,0.05022197052211499,0,On,0.046164121920396525,0,On,0,0,Off,On,9155.487644701318,21.722222222222285,0.8000000000000002,3680.16343196535,15.284024783333333,0.6084312500000001,1,12227.219826666667,12227.219826666667,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8638.564071111112,Off,0.0,0,77.86555545417194,51.666666666666686,46.10666666666668,0.0,51.22502974076047,0.0,0.0,0.0,121.66493039714366,50.640516067072625,51.22502974076047,50.3482592302287,12.43753247303448,21.63805100775336,0.0,3.571947042145656,2.8,9.236100170605994,8085.882141507915,3187.809935974839,-1246.616814011019,-0.0,-0.0,296.9934435794283,0.0,1.734,0.05077844062375714,0.0,0.0,0.6571259513592804,114.44333106133332,-119.98213276181122,0.18325630185939737,10.133109197597282,0.0028758131525503713,6.602679418409396,1.2151378630069776,0.1550082915480263,-155.94091890146763,-336.41257708904345
2025-01-01 00:06:00,0.9432420018045147,0.10250854137972132,0.5215125,0.015720700030075245,0.001708475689662022,0.008691875,0.06708957636147564,0.21772117544303887,0.6084312500000001,0.05,0.0,0.5215125,0.0,0.08792520804638798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.02105986842105263,0.0,On,0.046029707940423006,0,On,0.00410147227201002,0,On,0.08392209777011461,0.06294157332758595,On,0.05022197052211499,0,On,0.046164121920396525,0,On,0,0,Off,On,9155.487644701318,21.722222222222285,0.8000000000000002,3680.16343196535,15.284024783333333,0.6084312500000001,1,12227.219826666667,12227.219826666667,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8638.564071111112,Off,0.0,0,77.5756866567513,51.666666666666686,46.10666666666668,0.0,51.20750785561328,0.0,0.0,0.0,121.21201040117391,50.62434007937151,51.20750785561328,50.33275619125063,12.43753247303448,21.729867111557343,0.0,3.6984216948065294,2.8,9.236100170605994,8073.858334199646,3159.066843413082,-1255.1488333265427,-0.0,-0.0,296.9934435794283,0.0,1.734,0.05087799749646253,0.0,0.0,0.6584143210667244,114.44333106133332,-123.47392075455619,0.182232363634487,10.17387996500523,0.0028758449906288613,6.432857024227035,1.2147594848356345,0.15582225047396434,-182.44306299285367,-338.6535255594143
2025-01-01 00:07:00,0.9432420018045147,0.10250854137972132,0.5215125,0.015720700030075245,0.001708475689662022,0.008691875,0.06708957636147564,0.21772117544303887,0.6084312500000001,0.05,0.0,0.5215125,0.0,0.08792520804638798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.02105986842105263,0.0,On,0.046029707940423006,0,On,0.00410147227201002,0,On,0.08392209777011461,0.06294157332758595,On,0.05022197052211499,0,On,0.046164121920396525,0,On,0,0,Off,On,9155.487644701318,21.722222222222285,0.8000000000000002,3680.16343196535,15.284024783333333,0.6084312500000001,1,12227.219826666667,12227.219826666667,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8638.564071111112,Off,0.0,0,77.29250054416644,51.666666666666686,46.10666666666668,0.0,51.190050676915135,0.0,0.0,0.0,120.76953210026007,50.608224309748536,51.190050676915135,50.31731112616524,12.43753247303448,21.81925296271115,0.0,3.821778450123036,2.8,9.236100170605994,8062.325628495841,3131.172201968952,-1263.4767211485007,-0.0,-0.0,296.9934435794283,0.0,1.734,0.05097487130942202,0.0,0.0,0.6596679691843277,114.44333106133332,-126.67873863640378,0.181241715620187,10.214050477433847,0.002875876019486822,6.267584090563931,1.2143913481053148,0.1566120682171845,-208.54492025015404,-340.44630974624386
2025-01-01 00:08:00,0.9432420018045147,0.10250854137972132,0.5215125,0.015720700030075245,0.001708475689662022,0.008691875,0.06708957636147564,0.21772117544303887,0.6084312500000001,0.05,0.0,0.5215125,0.0,0.08792520804638798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.02105986842105263,0.0,On,0.046029707940423006,0,On,0.00410147227201002,0,On,0.08392209777011461,0.06294157332758595,On,0.05022197052211499,0,On,0.046164121920396525,0,On,0,0,Off,On,9155.487644701318,21.722222222222285,0.8000000000000002,3680.16343196535,15.284024783333333,0.6084312500000001,1,12227.219826666667,12227.219826666667,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8638.564071111112,Off,0.0,0,77.015719976206,51.666666666666686,46.10666666666668,0.0,51.17265672960212,0.0,0.0,0.0,120.33706246282188,50.59216736992581,51.17265672960212,50.301922690087665,12.43753247303448,21.90631045921647,0.0,3.9422102867286566,2.8,9.236100170605994,8051.143970398227,3104.039303416834,-1271.6082406094577,-0.0,-0.0,296.9934435794283,0.0,1.734,0.051069176099185744,0.0,0.0,0.660888371463917,114.44333106133332,-129.72887727306048,0.18028270039456018,10.252162318517438,0.0028759062603160835,6.106670061745136,1.2140330151284524,0.15737933470999962,-234.2671661677653,-341.8569623807506
2025-01-01 00:09:00,0.3348107518045145,0.10250854137972132,0.0,0.005580179196741908,0.001708475689662022,0.0,0.06708957636147564,0.21772117544303887,0.0,0.05,0.0,0.0,0.0,0.08792520804638798,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.02105986842105263,0.0,On,0.046029707940423006,0,On,0.00410147227201002,0,On,0.08392209777011461,0.06294157332758595,On,0.05022197052211499,0,On,0.046164121920396525,0,On,0,0,Off,Off,0.0,21.722222222222285,0.0,0.0,0.0,0.0,0,0.0,12227.219826666667,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8638.564071111112,Off,0.0,0,76.74509224066776,51.666666666666686,46.10666666666668,0.0,51.155324599720764,0.0,0.0,0.0,119.91420662604337,50.576167929199286,51.155324599720764,50.28658959393855,12.43753247303448,21.991132452553682,0.0,4.059886110195727,2.8,9.236100170605994,-1115.1872814961232,-602.5703436212102,-1279.5504498150547,-0.0,-0.0,296.9934435794283,0.0,1.734,0.0511610158312229,0.0,0.0,0.6620768733270337,114.44333106133332,-132.63027526049686,0.17935380565977982,10.289787705110747,0.002875935733438629,5.949941076830912,1.2136840869086698,0.15812544663497755,-259.6275081817678,-342.9428354394425
