Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Grill Gas Power (therms/hour),Gas Grill Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,8.299042766615583,5.32902709415728,0.000331669895759428,0.13831737944359307,0.08881711823595467,5.527831595990466e-06,0.037997161226674826,0.0,0.19359833505861737,8.01744727033029,0.05,0.000331669895759428,0.0,0.0,0.13568442656804477,5.178759334255902,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.000786272114773451,0.0,On,0.03212424803003003,0,On,0.012685766301224278,0,On,0.12012146087123284,0.0900910956534246,On,0.000331669895759428,On,0,0,Off,HP On,9398.799997751537,16.111111111111143,1.7462752297398398,3992.019677388393,7.200255603663623,0.8171916666666666,1,12573.628008473264,12573.628008473264,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,16422.53278222222,Off,0.0,0.0,41.36380300486476,51.666666666666686,46.10666666666668,0.0,51.45233748334421,0.0,0.0,0.0,41.36380300486476,51.476398000361705,51.48842825887046,51.45233748334421,12.43753247303448,15.92497422111552,0.0,-0.9580279150504756,2.206103332152503,2.8,9.236100170605994,6573.0640430832555,4480.0861847780025,3734.0861511793805,-3153.101894584267,-0.0,-0.0,355.1862224687503,0.0,2.0,0.1843409810695485,0.0,0.0,1.0939033380554537,131.99922844444444,-27.820282552763956,0.24495867821707154,7.240891721334118,0.0026963065380075854,-94.73506905146321,1.235677668220302,0.9061390909439998,4437.848989215769,42.237195562234,0.22238248711453265,172.11912261312554,-430.052648822138
2025-01-01 00:01:00,8.306453770442491,5.333814129724927,0.000331669895759428,0.1384408961740415,0.08889690216208211,5.527831595990466e-06,0.037997161226674826,0.0,0.19359833505861737,8.024858274157198,0.05,0.000331669895759428,0.0,0.0,0.13568442656804477,5.183546369823549,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.000786272114773451,0.0,On,0.03212424803003003,0,On,0.012685766301224278,0,On,0.12012146087123284,0.0900910956534246,On,0.000331669895759428,On,0,0,Off,HP On,9396.682375370921,16.111111111111143,1.7440611001762387,3991.1202444592195,7.207666607490532,0.8171916666666666,1,12570.610953163476,12570.610953163476,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,16422.53278222222,Off,0.0,0.0,41.29948708545209,51.666666666666686,46.10666666666668,0.0,51.449483301413395,0.0,0.0,0.0,41.29948708545209,51.473759335266294,51.48589735219276,51.449483301413395,12.43753247303448,15.977603417338488,0.0,-0.6015535482348883,2.3177362424801995,2.8,9.236100170605994,6538.306854066696,4057.9413772465114,3694.436559420902,-3171.6617849472527,-0.0,-0.0,355.1862224687503,0.0,2.0,0.18468549353072705,0.0,0.0,1.0959477197718706,131.99922844444444,-41.8999588257216,0.2448304757202024,7.288150050165767,0.0026961005482799764,-94.98737361257444,1.239061812324347,0.9061390909439998,4016.8889952470595,41.05238199945191,0.2214602743755549,139.18681952909648,-435.8705045674138
2025-01-01 00:02:00,8.313650191013965,5.338462558202363,0.000331669895759428,0.1385608365168994,0.08897437597003939,5.527831595990466e-06,0.037997161226674826,0.0,0.19359833505861737,8.032054694728672,0.05,0.000331669895759428,0.0,0.0,0.13568442656804477,5.1881947983009855,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.000786272114773451,0.0,On,0.03212424803003003,0,On,0.012685766301224278,0,On,0.12012146087123284,0.0900910956534246,On,0.000331669895759428,On,0,0,Off,HP On,9394.627953297933,16.111111111111143,1.7419158053034736,3990.2476550496153,7.214863028062005,0.8171916666666666,1,12567.683941680883,12567.683941680883,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,16422.53278222222,Off,0.0,0.0,41.237054329736154,51.666666666666686,46.10666666666668,0.0,51.446633590961355,0.0,0.0,0.0,41.237054329736154,51.471124772989285,51.48337036400326,51.446633590961355,12.43753247303448,16.028618232602472,0.0,-0.27608895278749146,2.4259769895855783,2.8,9.236100170605994,6504.425516953064,3672.6205232107995,3657.423885494645,-3189.6936860504256,-0.0,-0.0,355.1862224687503,0.0,2.0,0.18501921907038163,0.0,0.0,1.0979280904941289,131.99922844444444,-55.69497276319328,0.24401511816899307,7.3127355189235885,0.0026958945740477814,-95.22756364343986,1.2388433799593106,0.9061390909439998,3632.5483893278647,40.07213388293499,0.2205624027608561,107.50965236982131,-440.33342192479165
2025-01-01 00:03:00,8.320640966179244,5.342978152869865,0.000331669895759428,0.13867734943632073,0.08904963588116441,5.527831595990466e-06,0.037997161226674826,0.0,0.19359833505861737,8.039045469893951,0.05,0.000331669895759428,0.0,0.0,0.13568442656804477,5.192710392968487,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.000786272114773451,0.0,On,0.03212424803003003,0,On,0.012685766301224278,0,On,0.12012146087123284,0.0900910956534246,On,0.000331669895759428,On,0,0,Off,HP On,9392.634003050855,16.111111111111143,1.739836256591241,3989.4007502719865,7.221853803227284,0.8171916666666666,1,12564.843086656176,12564.843086656176,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,16422.53278222222,Off,0.0,0.0,41.17642112443708,51.666666666666686,46.10666666666668,0.0,51.44378822185194,0.0,0.0,0.0,41.17642112443708,51.468494193400545,51.48084717917486,51.44378822185194,12.43753247303448,16.078090408452294,0.0,0.021108021750946837,2.531185751514085,2.8,9.236100170605994,6471.196366124978,3320.7645371852923,3622.621979640007,-3207.219138453958,-0.0,-0.0,355.1862224687503,0.0,2.0,0.1853426471527721,0.0,0.0,1.0998473547667558,131.99922844444444,-69.40472094066779,0.24322670082918224,7.336436230139059,0.002695688042569265,-95.45585224314802,1.2386316314497838,0.9061390909439998,3281.588970487125,39.175566698167216,0.21968616499053178,76.96134415965419,-443.7401147916339
2025-01-01 00:04:00,8.327433944236398,5.347365983227174,0.000331669895759428,0.1387905657372733,0.08912276638711956,5.527831595990466e-06,0.037997161226674826,0.0,0.19359833505861737,8.045838447951105,0.05,0.000331669895759428,0.0,0.0,0.13568442656804477,5.1970982233257965,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.000786272114773451,0.0,On,0.03212424803003003,0,On,0.012685766301224278,0,On,0.12012146087123284,0.0900910956534246,On,0.000331669895759428,On,0,0,Off,HP On,9390.698122655607,16.111111111111143,1.7378197255995247,3988.5785099186705,7.228646781284438,0.8171916666666666,1,12562.08496590761,12562.08496590761,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,16422.53278222222,Off,0.0,0.0,41.117513690263785,51.666666666666686,46.10666666666668,0.0,51.44094706972624,0.0,0.0,0.0,41.117513690263785,51.4658674817038,51.47832768769259,51.44094706972624,12.43753247303448,16.126083239986816,0.0,0.29253058547392696,2.6336673729750375,2.8,9.236100170605994,6443.417983082469,2999.428921857691,3589.7297803340653,-3224.257025057903,-0.0,-0.0,355.1862224687503,0.0,2.0,0.1856562102704796,0.0,0.0,1.1017080790569336,131.99922844444444,-78.20933698398488,0.24246397464596572,7.359897034519511,0.0026954809805818485,-95.67274118438313,1.2384262889848185,0.9061390909439998,2961.066511022584,38.36241083510674,0.21882926701238323,47.43517469084005,-446.28390427544514
2025-01-01 00:05:00,8.33404420763772,5.351635791576045,0.000331669895759428,0.138900736793962,0.08919392985960074,5.527831595990466e-06,0.037997161226674826,0.0,0.19359833505861737,8.052448711352428,0.05,0.000331669895759428,0.0,0.0,0.13568442656804477,5.201368031674667,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.000786272114773451,0.0,On,0.03212424803003003,0,On,0.012685766301224278,0,On,0.12012146087123284,0.0900910956534246,On,0.000331669895759428,On,0,0,Off,HP On,9388.815865175833,16.111111111111143,1.735861375228468,3987.7790452105196,7.235257044685762,0.8171916666666666,1,12559.403243719686,12559.403243719686,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,16422.53278222222,Off,0.0,0.0,41.06019969647487,51.666666666666686,46.10666666666668,0.0,51.43811001532325,0.0,0.0,0.0,41.06019969647487,51.463244527809266,51.47581178405229,51.43811001532325,12.43753247303448,16.172710349349884,0.0,0.5404515237584053,2.73368291501434,2.8,9.236100170605994,6420.377153070454,2705.9214610034755,3558.526342173109,-3240.8444522607965,-0.0,-0.0,355.1862224687503,0.0,2.0,0.18596066785419704,0.0,0.0,1.1035147699250871,131.99922844444444,-82.78048231333156,0.2417249374152048,7.381966910080824,0.002695273413710076,-95.87908378424758,1.23822685993376,0.9061390909439998,2668.2970824175227,37.62437858595298,0.2179897413506706,18.839923554186957,-448.0926265915977
2025-01-01 00:06:00,8.340485003007034,5.355796134390184,0.000331669895759428,0.13900808338345055,0.08926326890650307,5.527831595990466e-06,0.037997161226674826,0.0,0.19359833505861737,8.05888950672174,0.05,0.000331669895759428,0.0,0.0,0.13568442656804477,5.205528374488806,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.000786272114773451,0.0,On,0.03212424803003003,0,On,0.012685766301224278,0,On,0.12012146087123284,0.0900910956534246,On,0.000331669895759428,On,0,0,Off,HP On,9386.983325506984,16.111111111111143,1.7339569578408864,3987.0006975044944,7.2416978400550756,0.8171916666666666,1,12556.792356344813,12556.792356344813,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,16422.53278222222,Off,0.0,0.0,41.00436294004828,51.666666666666686,46.10666666666668,0.0,51.43527694852444,0.0,0.0,0.0,41.00436294004828,51.460625230068764,51.473299370840934,51.43527694852444,12.43753247303448,16.218071505819914,0.0,0.7669422827467374,2.831457541073767,2.8,9.236100170605994,6399.162420810469,2437.789016881018,4691.6733338913855,-3257.014011833913,-0.0,-0.0,355.1862224687503,0.0,2.0,0.1862566867011272,0.0,0.0,1.1052713842324724,131.99922844444444,-85.99311533135207,0.2410078320102192,7.403920867033589,0.0026950653656646903,-96.0756304193698,1.2380329117433897,0.9061390909439998,2400.8345173264966,36.95449955452177,0.21769637115195245,1153.95442041825,-449.2817840313587
2025-01-01 00:07:00,8.346764309647515,5.359852165790277,0.000331669895759428,0.13911273849412525,0.08933086942983795,5.527831595990466e-06,0.037997161226674826,0.0,0.19359833505861737,8.065168813362222,0.05,0.000331669895759428,0.0,0.0,0.13568442656804477,5.209584405888899,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.000786272114773451,0.0,On,0.03212424803003003,0,On,0.012685766301224278,0,On,0.12012146087123284,0.0900910956534246,On,0.000331669895759428,On,0,0,Off,HP On,9385.198112272892,16.111111111111143,1.7321038191220184,3986.242451094257,7.247977146695556,0.8171916666666666,1,12554.248896700481,12554.248896700481,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,16422.53278222222,Off,0.0,0.0,40.94993121931187,51.666666666666686,46.10666666666668,0.0,51.43244776723961,0.0,0.0,0.0,40.94993121931187,51.45800949424688,51.47079035775052,51.43244776723961,12.43753247303448,16.262228669477974,0.0,0.9738908712210932,2.9795543008726684,2.8,9.236100170605994,6378.731819955895,2192.795663109495,3481.6616847719206,-3272.7851445279894,-0.0,-0.0,355.1862224687503,0.0,2.0,0.18654468515132916,0.0,0.0,1.1069804044633667,131.99922844444444,-88.86737025775705,0.24031150809269516,7.425185726697698,0.0026948568584734415,-96.26286084058331,1.237844174265663,0.9061390909439998,2156.4492692812555,36.34639382823918,0.21894000819925138,-51.23167960022782,-453.3490867221086
2025-01-01 00:08:00,8.352888102689745,5.363807745329398,0.000331669895759428,0.13921480171149575,0.08939679575548996,5.527831595990466e-06,0.037997161226674826,0.0,0.19359833505861737,8.071292606404452,0.05,0.000331669895759428,0.0,0.0,0.13568442656804477,5.21353998542802,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.000786272114773451,0.0,On,0.03212424803003003,0,On,0.012685766301224278,0,On,0.12012146087123284,0.0900910956534246,On,0.000331669895759428,On,0,0,Off,HP On,9383.458414543895,16.111111111111143,1.7302999212389805,3985.5035368106755,7.254100939737785,0.8171916666666666,1,12551.770284687904,12551.770284687904,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,16422.53278222222,Off,0.0,0.0,40.896849319573235,51.666666666666686,46.10666666666668,0.0,51.42962237436724,0.0,0.0,0.0,40.896849319573235,51.45539723071408,51.468284658887505,51.42962237436724,12.43753247303448,16.30522920479829,0.0,1.1630181371649382,3.071671265406203,2.8,9.236100170605994,6358.911140239736,1968.903454420697,3454.43127367554,-3288.1723081815685,-0.0,-0.0,355.1862224687503,0.0,2.0,0.18682498513963924,0.0,0.0,1.1086437410209256,131.99922844444444,-91.56118859134045,0.23963505679666672,7.445788589583017,0.0026946479130935987,-96.4411492698397,1.2376604402227074,0.9061390909439998,1933.109191726041,35.79426269465605,0.21971000599536378,-77.78774708682752,-453.2845160483081
2025-01-01 00:09:00,0.2815954962852922,0.1502677599013781,0.000331669895759428,0.004693258271421536,0.0025044626650229684,5.527831595990466e-06,0.037997161226674826,0.0,0.19359833505861737,0.0,0.05,0.000331669895759428,0.0,0.0,0.13568442656804477,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005086641081871345,0.0,On,0.000786272114773451,0.0,On,0.03212424803003003,0,On,0.012685766301224278,0,On,0.12012146087123284,0.0900910956534246,On,0.000331669895759428,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12551.770284687904,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,16422.53278222222,Off,0.0,0.0,40.845066608664084,51.666666666666686,46.10666666666668,0.0,51.42680067662097,0.0,0.0,0.0,40.845066608664084,51.45278835336306,51.46578219173411,51.42680067662097,12.43753247303448,16.347116541686084,0.0,1.3358926008089436,3.162090331056798,2.8,9.236100170605994,-3042.1760382253583,1764.2548559868499,-557.0317801487741,-3303.1887436744382,-0.0,-0.0,355.1862224687503,0.0,2.0,0.18709788194811813,0.0,0.0,1.1102631461472718,131.99922844444444,-94.17351701967024,0.2389776439724253,7.465754324150041,0.0026944385496500945,-96.61084000228148,1.2374815195226396,0.9061390909439998,1728.962021698044,35.29283428880584,0.22046319579116205,-104.0328936479473,-452.9988865008268
