Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.25528697455155414,0.17202428678140377,0.0,0.004254782909192569,0.0028670714463567295,0.0,0.01886921761740116,0.0,0.23641775693415296,0.0,0.0,0.0,0.17202428678140377,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005264967105263157,0.0,On,0.0006560972286586143,0.0,On,0.012948153283479388,0,On,0.007052041225614525,0,On,0.18972332155988272,0.142292491169912,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,11471.09636,Off,0.0,0.0,42.3382563426331,51.666666666666686,46.10666666666668,0.0,50.21985679567748,0.0,0.0,0.0,42.3382563426331,48.822618506503744,50.21985679567748,48.12399936191689,12.43753247303448,12.474336957869616,0.0,-1.3127874463693119,-1.9043233075572759,2.8,9.236100170605994,-208.2363116526866,2440.0179527750574,1174.522118226092,-662.2361009219217,-0.0,-0.0,440.005184709029,0.0,3.0,0.05252595899520091,0.0,0,0.6797406606383903,197.99884266666666,13.994604560206078,0.3391389678166354,5.879614255260197,0.0029862736092969343,52.34486087864858,1.250387144822019,0.4530695454719999,2428.3919683821987,11.625984392858268,0.22310123739433907,1367.7817105204185,-193.25959229432658
2025-01-01 00:01:00,0.25528697455155414,0.17202428678140377,0.0,0.004254782909192569,0.0028670714463567295,0.0,0.01886921761740116,0.0,0.23641775693415296,0.0,0.0,0.0,0.17202428678140377,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005264967105263157,0.0,On,0.0006560972286586143,0.0,On,0.012948153283479388,0,On,0.007052041225614525,0,On,0.18972332155988272,0.142292491169912,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,11471.09636,Off,0.0,0.0,42.34371910066023,51.666666666666686,46.10666666666668,0.0,50.21325178787828,0.0,0.0,0.0,42.34371910066023,48.81667668693178,50.21325178787828,48.11838913645853,12.43753247303448,12.4636803341006,0.0,-0.9587730813895157,-1.8390784818596688,2.8,9.236100170605994,-218.38369568067753,2230.3107610112197,1151.6155643548282,-661.266270545099,-0.0,-0.0,440.005184709029,0.0,3.0,0.05250687404567506,0.0,0,0.6794936814980355,197.99884266666666,2.8773901553924546,0.3403956792441405,5.895628860807088,0.0029865189003687757,52.34218612207206,1.2540862919397302,0.4530695454719999,2219.3644774604945,10.946283550725049,0.22262953319436368,1345.959981157401,-194.3444168025727
2025-01-01 00:02:00,0.25528697455155414,0.17202428678140377,0.0,0.004254782909192569,0.0028670714463567295,0.0,0.01886921761740116,0.0,0.23641775693415296,0.0,0.0,0.0,0.17202428678140377,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005264967105263157,0.0,On,0.0006560972286586143,0.0,On,0.012948153283479388,0,On,0.007052041225614525,0,On,0.18972332155988272,0.142292491169912,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,11471.09636,Off,0.0,0.0,42.34972838529686,51.666666666666686,46.10666666666668,0.0,50.20664611632678,0.0,0.0,0.0,42.34972838529686,48.81073410070748,50.20664611632678,48.11277809289784,12.43753247303448,12.452553209464051,0.0,-0.6372655765958389,-1.7762763405131092,2.8,9.236100170605994,-228.58787139607261,2039.9212719997452,1129.8538249579656,-660.2541785204392,-0.0,-0.0,440.005184709029,0.0,3.0,0.052486945810988395,0.0,0,0.6792357893686883,197.99884266666666,-8.338877584662391,0.3406723960438077,5.8906945298102595,0.0029867634554145545,52.3413562241742,1.2541349663679087,0.4530695454719999,2029.5306354259892,10.390636573755673,0.22217454306239054,1325.025356294792,-195.17153133682635
2025-01-01 00:03:00,0.25528697455155414,0.17202428678140377,0.0,0.004254782909192569,0.0028670714463567295,0.0,0.01886921761740116,0.0,0.23641775693415296,0.0,0.0,0.0,0.17202428678140377,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005264967105263157,0.0,On,0.0006560972286586143,0.0,On,0.012948153283479388,0,On,0.007052041225614525,0,On,0.18972332155988272,0.142292491169912,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,11471.09636,Off,0.0,0.0,42.35625461940849,51.666666666666686,46.10666666666668,0.0,50.20003969976889,0.0,0.0,0.0,42.35625461940849,48.804790671130434,50.20003969976889,48.10716615681122,12.43753247303448,12.440980928494769,0.0,-0.3452184796354374,-1.7156081040860611,2.8,9.236100170605994,-238.80961218913,1866.9830879191688,1109.801821730996,-659.2022004412435,-0.0,-0.0,440.005184709029,0.0,3.0,0.05246621960345642,0.0,0,0.6789675706389436,197.99884266666666,-19.612596456915405,0.3409593297859884,5.884589450310385,0.0029870079970915407,52.34216151218218,1.2541855995201705,0.4530695454719999,1857.0916669901058,9.891420929063008,0.2217341261091724,1304.8675597648717,-195.06573803387576
2025-01-01 00:04:00,0.25528697455155414,0.17202428678140377,0.0,0.004254782909192569,0.0028670714463567295,0.0,0.01886921761740116,0.0,0.23641775693415296,0.0,0.0,0.0,0.17202428678140377,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005264967105263157,0.0,On,0.0006560972286586143,0.0,On,0.012948153283479388,0,On,0.007052041225614525,0,On,0.18972332155988272,0.142292491169912,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,11471.09636,Off,0.0,0.0,42.363271169207145,51.666666666666686,46.10666666666668,0.0,50.1934324613476,0.0,0.0,0.0,42.363271169207145,48.798846325651105,50.1934324613476,48.10155325780287,12.43753247303448,12.428986310230947,0.0,-0.07987823181550915,-1.6567748378193665,2.8,9.236100170605994,-243.1699672643693,1709.8682558337564,1090.650360106988,-658.1124799944764,-0.0,-0.0,440.005184709029,0.0,3.0,0.05244473621617368,0.0,0,0.6786895532139662,197.99884266666666,-25.062671978921877,0.3412559976997176,5.879163358590151,0.0029872525326582497,52.344520708476914,1.2542380916466782,0.4530695454719999,1700.4217356851768,9.446520148579467,0.22130619289771178,1285.3811080501398,-194.73074794315178
2025-01-01 00:05:00,0.25528697455155414,0.17202428678140377,0.0,0.004254782909192569,0.0028670714463567295,0.0,0.01886921761740116,0.0,0.23641775693415296,0.0,0.0,0.0,0.17202428678140377,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005264967105263157,0.0,On,0.0006560972286586143,0.0,On,0.012948153283479388,0,On,0.007052041225614525,0,On,0.18972332155988272,0.142292491169912,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,11471.09636,Off,0.0,0.0,42.370584912179005,51.666666666666686,46.10666666666668,0.0,50.186824328165514,0.0,0.0,0.0,42.370584912179005,48.7929009954578,50.186824328165514,48.09593932910395,12.43753247303448,12.41673527361638,0.0,0.1612504073645296,-1.5995506091658642,2.8,9.236100170605994,-243.59187024827537,1567.0980222764413,1072.421217484047,-657.0001470817854,-0.0,-0.0,440.005184709029,0.0,3.0,0.0524227927646201,0.0,0,0.6784055820777689,197.99884266666666,-26.596907875519022,0.34155870345313344,5.872674501554071,0.002987497069012092,52.347837492295675,1.254291714444936,0.4530695454719999,1558.0475288078794,9.050493468561909,0.22088916793759186,1266.4859874068209,-194.06476992277382
2025-01-01 00:06:00,0.25528697455155414,0.17202428678140377,0.0,0.004254782909192569,0.0028670714463567295,0.0,0.01886921761740116,0.0,0.23641775693415296,0.0,0.0,0.0,0.17202428678140377,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005264967105263157,0.0,On,0.0006560972286586143,0.0,On,0.012948153283479388,0,On,0.007052041225614525,0,On,0.18972332155988272,0.142292491169912,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,11471.09636,Off,0.0,0.0,42.3780679052776,51.666666666666686,46.10666666666668,0.0,50.18021525603024,0.0,0.0,0.0,42.3780679052776,48.78695463884194,50.18021525603024,48.090324330247796,12.43753247303448,12.40433774343869,0.0,0.38042838905398707,-1.543735930351461,2.8,9.236100170605994,-243.86953447741564,1437.3325859899758,1054.9805918729407,-655.8752164111254,-0.0,-0.0,440.005184709029,0.0,3.0,0.05240058610758517,0.0,0,0.6781182047882867,197.99884266666666,-27.99950277531922,0.3418649946058314,5.867018628033263,0.0029877416104059076,52.35171656547917,1.2543459853381989,0.4530695454719999,1428.6340696098462,8.698516380129501,0.22048165528887662,1248.1119113587,-193.13131948575926
2025-01-01 00:07:00,0.25528697455155414,0.17202428678140377,0.0,0.004254782909192569,0.0028670714463567295,0.0,0.01886921761740116,0.0,0.23641775693415296,0.0,0.0,0.0,0.17202428678140377,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005264967105263157,0.0,On,0.0006560972286586143,0.0,On,0.012948153283479388,0,On,0.007052041225614525,0,On,0.18972332155988272,0.142292491169912,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,11471.09636,Off,0.0,0.0,42.38570834085771,51.666666666666686,46.10666666666668,0.0,50.173605219766316,0.0,0.0,0.0,42.38570834085771,48.78100723205069,50.173605219766316,48.08470823819288,12.43753247303448,12.391803844458053,0.0,0.5797043773959382,-1.4891619968865246,2.8,9.236100170605994,-243.43994061877015,1319.3579508647626,1038.219056159552,-654.7386310118688,-0.0,-0.0,440.005184709029,0.0,3.0,0.052378134359540224,0.0,0,0.6778276557656605,197.99884266666666,-28.706494315930314,0.34217465382751805,5.861284151030607,0.0029879861593395183,52.35612170467471,1.254400860013891,0.4530695454719999,1310.9717260311097,8.386224833652866,0.22008247194742525,1230.1995296971347,-191.98047353758272
2025-01-01 00:08:00,0.25528697455155414,0.17202428678140377,0.0,0.004254782909192569,0.0028670714463567295,0.0,0.01886921761740116,0.0,0.23641775693415296,0.0,0.0,0.0,0.17202428678140377,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005264967105263157,0.0,On,0.0006560972286586143,0.0,On,0.012948153283479388,0,On,0.007052041225614525,0,On,0.18972332155988272,0.142292491169912,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,11471.09636,Off,0.0,0.0,42.3934782475166,51.666666666666686,46.10666666666668,0.0,50.16699419595359,0.0,0.0,0.0,42.3934782475166,48.775058752988315,50.16699419595359,48.07909103150568,12.43753247303448,12.379157595928614,0.0,0.7609347479766779,-1.435686272985782,2.8,9.236100170605994,-243.13723353589205,1212.0740733901853,1022.0441074070798,-653.5925906102894,-0.0,-0.0,440.005184709029,0.0,3.0,0.05235548052813667,0.0,0,0.6775344915737292,197.99884266666666,-29.549827634631598,0.34248715010993064,5.854570605454018,0.0029882307181518467,52.36096658667861,1.2544562331011335,0.4530695454719999,1203.964402632059,8.109670758126073,0.2196906179283508,1212.6987999784549,-190.65469257137485
2025-01-01 00:09:00,0.25528697455155414,0.17202428678140377,0.0,0.004254782909192569,0.0028670714463567295,0.0,0.01886921761740116,0.0,0.23641775693415296,0.0,0.0,0.0,0.17202428678140377,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.005264967105263157,0.0,On,0.0006560972286586143,0.0,On,0.012948153283479388,0,On,0.007052041225614525,0,On,0.18972332155988272,0.142292491169912,On,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,11471.09636,Off,0.0,0.0,42.40137403253372,51.666666666666686,46.10666666666668,0.0,50.160382165329644,0.0,0.0,0.0,42.40137403253372,48.769109183484645,50.160382165329644,48.07347269256214,12.43753247303448,12.366402067453476,0.0,0.9258016934951404,-1.3831888422486254,2.8,9.236100170605994,-242.84695795734962,1114.4841329443034,1006.3770786108951,-652.4373928680947,-0.0,-0.0,440.005184709029,0.0,3.0,0.052332630097382836,0.0,0,0.6772387831812771,197.99884266666666,-30.41474979828395,0.3428024225093812,5.848708543862705,0.002988475288798835,52.366240324558625,1.2545120912427112,0.4530695454719999,1106.6188501158033,7.865282828500143,0.21930525148087135,1195.567645882018,-189.19056727112297
