Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),Well Pump Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.9553008551947645,0.19580927036306606,0.50155,0.01592168091991274,0.003263487839384434,0.008359166666666668,0.02077530829720271,0.0,0.2993838802308949,0.5851416666666668,0.05,0.50155,0.0,0.0,0.18122593702973272,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.000569312148978065,0.0,On,0.014174444613136926,0,On,0.006958729815186373,0,On,0.20199218855765463,0.15149414141824094,On,0.050790567709398216,0,On,0,0,Off,On,8232.17576467066,19.7777777777778,0.8000000000000002,4112.151164218231,14.698981577777777,0.5851416666666668,1,11759.185262222223,11759.185262222223,Off,0.0,20.7777777777778,0,0.0,0.05,0.0,0.0,0,0,0,6595.5653555555555,Off,0.0,0.0,37.470128286158186,51.666666666666686,46.10666666666668,0.0,51.87304846936288,0.0,0.0,0.0,37.470128286158186,51.88941681590616,51.8976009891778,51.87304846936288,12.43753247303448,19.68445170554521,0.0,6.296733411995514,-0.8298387348960813,2.8,9.236100170605994,7947.490587348353,1763.7195181426405,1715.6976675559217,-696.6589599876503,-0.0,-0.0,453.22801028633023,0.0,3.0,0.03166034280946857,0.0,0,0.2963094844358111,197.99884266666666,-41.25422762098653,0.22102041166859293,9.46286861148982,0.0030850154009875114,84.50427392608499,1.2195277244740352,0.5254004785851233,-2394.2563024457486,45.82465637015757,0.3624556363775999,1714.588238811255,1.1094287446667879
2025-01-01 00:01:00,0.9553008551947645,0.19580927036306606,0.50155,0.01592168091991274,0.003263487839384434,0.008359166666666668,0.02077530829720271,0.0,0.2993838802308949,0.5851416666666668,0.05,0.50155,0.0,0.0,0.18122593702973272,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.000569312148978065,0.0,On,0.014174444613136926,0,On,0.006958729815186373,0,On,0.20199218855765463,0.15149414141824094,On,0.050790567709398216,0,On,0,0,Off,On,8232.17576467066,19.7777777777778,0.8000000000000002,4112.151164218231,14.698981577777777,0.5851416666666668,1,11759.185262222223,11759.185262222223,Off,0.0,20.7777777777778,0,0.0,0.05,0.0,0.0,0,0,0,6595.5653555555555,Off,0.0,0.0,37.35137316526518,51.666666666666686,46.10666666666668,0.0,51.86966324734471,0.0,0.0,0.0,37.35137316526518,51.8862616447558,51.89456084346134,51.86966324734471,12.43753247303448,19.78335423428714,0.0,6.418944252997476,-0.6874385586519135,2.8,9.236100170605994,7931.229181996772,1673.561912404587,1648.8214566840766,-702.9777544985212,-0.0,-0.0,453.22801028633023,0.0,3.0,0.031761460321518935,0.0,0,0.29725584430447666,197.99884266666666,-51.196838461696515,0.22033025538580367,9.531776084886465,0.003085309030611311,84.24012259933824,1.2226769568241564,0.5259767642797811,-2480.6534903400047,42.06423852636047,0.3624556363775999,1647.3241851645603,1.4972715195162523
2025-01-01 00:02:00,0.9553008551947645,0.19580927036306606,0.50155,0.01592168091991274,0.003263487839384434,0.008359166666666668,0.02077530829720271,0.0,0.2993838802308949,0.5851416666666668,0.05,0.50155,0.0,0.0,0.18122593702973272,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.000569312148978065,0.0,On,0.014174444613136926,0,On,0.006958729815186373,0,On,0.20199218855765463,0.15149414141824094,On,0.050790567709398216,0,On,0,0,Off,On,8232.17576467066,19.7777777777778,0.8000000000000002,4112.151164218231,14.698981577777777,0.5851416666666668,1,11759.185262222223,11759.185262222223,Off,0.0,20.7777777777778,0,0.0,0.05,0.0,0.0,0,0,0,6595.5653555555555,Off,0.0,0.0,37.235693829827355,51.666666666666686,46.10666666666668,0.0,51.866288798452345,0.0,0.0,0.0,37.235693829827355,51.883116473377214,51.89153031083965,51.866288798452345,12.43753247303448,19.879623253312836,0.0,6.534835695748807,-0.551156520511561,2.8,9.236100170605994,7915.3062217051665,1588.1292641105083,1584.856605703532,-709.1502325923286,-0.0,-0.0,453.22801028633023,0.0,3.0,0.03185974614539105,0.0,0,0.29817570237342295,197.99884266666666,-60.94732065949427,0.21903918891097116,9.575617653890514,0.003085600988446587,83.98252412265117,1.22227505559537,0.5265226681559053,-2562.74990606083,38.728005953106965,0.3624556363775999,1582.9500912109445,1.906514492587483
2025-01-01 00:03:00,0.9553008551947645,0.19580927036306606,0.50155,0.01592168091991274,0.003263487839384434,0.008359166666666668,0.02077530829720271,0.0,0.2993838802308949,0.5851416666666668,0.05,0.50155,0.0,0.0,0.18122593702973272,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.000569312148978065,0.0,On,0.014174444613136926,0,On,0.006958729815186373,0,On,0.20199218855765463,0.15149414141824094,On,0.050790567709398216,0,On,0,0,Off,On,8232.17576467066,19.7777777777778,0.8000000000000002,4112.151164218231,14.698981577777777,0.5851416666666668,1,11759.185262222223,11759.185262222223,Off,0.0,20.7777777777778,0,0.0,0.05,0.0,0.0,0,0,0,6595.5653555555555,Off,0.0,0.0,37.1229610383201,51.666666666666686,46.10666666666668,0.0,51.862924844473056,0.0,0.0,0.0,37.1229610383201,51.87998104277398,51.88850914192444,51.862924844473056,12.43753247303448,19.97336958183401,0.0,6.6447868478163095,-0.4207504667700891,2.8,9.236100170605994,7899.721848744325,1507.0056475978254,1523.5945816196158,-715.1817238586813,-0.0,-0.0,453.22801028633023,0.0,3.0,0.031955325045594674,0.0,0,0.2990702263150212,197.99884266666666,-70.50020235398301,0.21779063405520074,9.618719866140893,0.0030858921492081834,83.73110939724975,1.2218839346782544,0.5270400677237617,-2640.7880924378233,35.64257581741753,0.3624556363775999,1521.351573385519,2.2430082340969117
2025-01-01 00:04:00,0.37015918852809765,0.19580927036306606,0.0,0.006169319808801628,0.003263487839384434,0.0,0.02077530829720271,0.0,0.2993838802308949,0.0,0.05,0.0,0.0,0.0,0.18122593702973272,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.000569312148978065,0.0,On,0.014174444613136926,0,On,0.006958729815186373,0,On,0.20199218855765463,0.15149414141824094,On,0.050790567709398216,0,On,0,0,Off,Off,0.0,19.7777777777778,0.0,0.0,0.0,0.0,0,0.0,11759.185262222223,Off,0.0,20.7777777777778,0,0.0,0.05,0.0,0.0,0,0,0,6595.5653555555555,Off,0.0,0.0,37.01305401824176,51.666666666666686,46.10666666666668,0.0,51.859571118882286,0.0,0.0,0.0,37.01305401824176,51.87685510483243,51.88549709780751,51.859571118882286,12.43753247303448,20.064696771034278,0.0,6.749135868194727,-0.2959884727329546,2.8,9.236100170605994,-345.29818850808545,-2682.2080004049894,1464.9690420146787,-721.0772366729533,-0.0,-0.0,453.22801028633023,0.0,3.0,0.03204831339196194,0.0,0,0.29994050523576565,197.99884266666666,-77.44896212146242,0.2165824871217256,9.660469106366179,0.0030861825312554015,83.48561448879079,1.2215031422401232,0.5275306358787905,-2714.984869266828,32.776868861838345,0.3624556363775999,1462.4190798920206,2.54996212265805
2025-01-01 00:05:00,0.37015918852809765,0.19580927036306606,0.0,0.006169319808801628,0.003263487839384434,0.0,0.02077530829720271,0.0,0.2993838802308949,0.0,0.05,0.0,0.0,0.0,0.18122593702973272,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.000569312148978065,0.0,On,0.014174444613136926,0,On,0.006958729815186373,0,On,0.20199218855765463,0.15149414141824094,On,0.050790567709398216,0,On,0,0,Off,Off,0.0,19.7777777777778,0.0,0.0,0.0,0.0,0,0.0,11759.185262222223,Off,0.0,20.7777777777778,0,0.0,0.05,0.0,0.0,0,0,0,6595.5653555555555,Off,0.0,0.0,37.07966298522212,51.666666666666686,46.10666666666668,0.0,51.85622736607776,0.0,0.0,0.0,37.07966298522212,51.87373842160857,51.88249394937399,51.85622736607776,12.43753247303448,20.00432346746885,0.0,6.6990439123417405,-0.17662132962727917,2.8,9.236100170605994,-339.081974720994,-2643.321069974924,1408.8760598829274,-717.1777407160544,-0.0,-0.0,453.22801028633023,0.0,3.0,0.031986855651213036,0.0,0,0.2993653215877083,197.99884266666666,-75.13224429126998,0.21741405759219137,9.63288054488913,0.003086472152177309,83.59891952922042,1.221754489822461,0.527295199315434,-2679.3509071998114,36.029837224887544,0.3624556363775999,1406.0348946383056,2.8411652446218336
2025-01-01 00:06:00,0.37015918852809765,0.19580927036306606,0.0,0.006169319808801628,0.003263487839384434,0.0,0.02077530829720271,0.0,0.2993838802308949,0.0,0.05,0.0,0.0,0.0,0.18122593702973272,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.000569312148978065,0.0,On,0.014174444613136926,0,On,0.006958729815186373,0,On,0.20199218855765463,0.15149414141824094,On,0.050790567709398216,0,On,0,0,Off,Off,0.0,19.7777777777778,0.0,0.0,0.0,0.0,0,0.0,11759.185262222223,Off,0.0,20.7777777777778,0,0.0,0.05,0.0,0.0,0,0,0,6595.5653555555555,Off,0.0,0.0,37.143928078821,51.666666666666686,46.10666666666668,0.0,51.852877626586796,0.0,0.0,0.0,37.143928078821,51.87061612957844,51.87948538107426,51.852877626586796,12.43753247303448,19.945959024437897,0.0,6.652089666976772,-0.06240147170567824,2.8,9.236100170605994,-330.7821269406179,-2607.540444335509,1355.2015615831292,-713.4160546782513,-0.0,-0.0,453.22801028633023,0.0,3.0,0.03192739203870173,0.0,0,0.29880880100699464,197.99884266666666,-70.59408254869692,0.21822205487355398,9.607017594190765,0.0030867621065034222,83.70766821115328,1.2219975651587824,0.5270744147739733,-2645.976452938207,38.436008602697775,0.3624556363775999,1352.0820776306718,3.1194839524573204
2025-01-01 00:07:00,0.37015918852809765,0.19580927036306606,0.0,0.006169319808801628,0.003263487839384434,0.0,0.02077530829720271,0.0,0.2993838802308949,0.0,0.05,0.0,0.0,0.0,0.18122593702973272,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.000569312148978065,0.0,On,0.014174444613136926,0,On,0.006958729815186373,0,On,0.20199218855765463,0.15149414141824094,On,0.050790567709398216,0,On,0,0,Off,Off,0.0,19.7777777777778,0.0,0.0,0.0,0.0,0,0.0,11759.185262222223,Off,0.0,20.7777777777778,0,0.0,0.05,0.0,0.0,0,0,0,6595.5653555555555,Off,0.0,0.0,37.20598212170065,51.666666666666686,46.10666666666668,0.0,51.8495221123856,0.0,0.0,0.0,37.20598212170065,51.86748842610781,51.87647158296892,51.8495221123856,12.43753247303448,19.889489482965224,0.0,6.607921206171621,0.0469083807566563,2.8,9.236100170605994,-324.02592310423336,-2574.2842716200853,1303.8334197448225,-709.7840464013769,-0.0,-0.0,453.22801028633023,0.0,3.0,0.03186981133596467,0.0,0,0.29826990259884584,197.99884266666666,-67.46988698918663,0.21900770247564297,9.58214084957473,0.003087052380261553,83.81211527374836,1.2222328336267718,0.5268666448792538,-2614.606341525656,40.32206990557066,0.3624556363775999,1300.44854757428,3.3848721705425713
2025-01-01 00:08:00,0.37015918852809765,0.19580927036306606,0.0,0.006169319808801628,0.003263487839384434,0.0,0.02077530829720271,0.0,0.2993838802308949,0.0,0.05,0.0,0.0,0.0,0.18122593702973272,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.000569312148978065,0.0,On,0.014174444613136926,0,On,0.006958729815186373,0,On,0.20199218855765463,0.15149414141824094,On,0.050790567709398216,0,On,0,0,Off,Off,0.0,19.7777777777778,0.0,0.0,0.0,0.0,0,0.0,11759.185262222223,Off,0.0,20.7777777777778,0,0.0,0.05,0.0,0.0,0,0,0,6595.5653555555555,Off,0.0,0.0,37.26599665589002,51.666666666666686,46.10666666666668,0.0,51.84616102343916,0.0,0.0,0.0,37.26599665589002,51.86435549737816,51.873452734347666,51.84616102343916,12.43753247303448,19.834767595076602,0.0,6.566271209747586,0.15153389528201783,2.8,9.236100170605994,-317.21253537585915,-2543.069907134176,1254.6650104034188,-706.2715335607154,-0.0,-0.0,453.22801028633023,0.0,3.0,0.03181396782149114,0.0,0,0.297747262554096,197.99884266666666,-64.16901210147395,0.21977271034097526,9.55750019408734,0.0030873429602668867,83.91259603686947,1.222460900540038,0.5266706468365218,-2585.0464823040866,41.97657516991059,0.3624556363775999,1251.0277083066376,3.637302096781214
2025-01-01 00:09:00,0.37015918852809765,0.19580927036306606,0.0,0.006169319808801628,0.003263487839384434,0.0,0.02077530829720271,0.0,0.2993838802308949,0.0,0.05,0.0,0.0,0.0,0.18122593702973272,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.000569312148978065,0.0,On,0.014174444613136926,0,On,0.006958729815186373,0,On,0.20199218855765463,0.15149414141824094,On,0.050790567709398216,0,On,0,0,Off,Off,0.0,19.7777777777778,0.0,0.0,0.0,0.0,0,0.0,11759.185262222223,Off,0.0,20.7777777777778,0,0.0,0.05,0.0,0.0,0,0,0,6595.5653555555555,Off,0.0,0.0,37.324082988957315,51.666666666666686,46.10666666666668,0.0,51.84279454420065,0.0,0.0,0.0,37.324082988957315,51.86121751512627,51.87042900058908,51.84279454420065,12.43753247303448,19.781697867659823,0.0,6.526932435584731,0.2516898153573416,2.8,9.236100170605994,-310.66484157291916,-2513.7086381913523,1207.5951651951018,-702.8717425411241,-0.0,-0.0,453.22801028633023,0.0,3.0,0.03175976805467708,0.0,0,0.29724000636113995,197.99884266666666,-61.02110931812528,0.22051811833791882,9.533721744232658,0.00308763383436641,84.00932455394889,1.222682156372943,0.5264854580218516,-2557.1461585205857,43.43752032923348,0.3624556363775999,1203.7181237354139,3.877041459688017
