Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.24863102446804786,0.1346770840688906,0.0,0.004143850407800798,0.002244618067814843,0.0,0.013230249225248809,0.0,0.18540077524279905,0.0,0.05,0.0,0.0,0.12009375073555724,0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.002524835526315789,0.0,On,0.01070541369893302,0,On,0.025275774262056006,0,On,0.12506025049821384,0.09379518787366035,On,0,0,Off,Off,0.0,19.444444444444457,0,0.0,0.0,0.0,0,0,1589.9107777777779,0.0,Off,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1630.3048298952904,Off,0.0,0.0,31.101554609255572,51.666666666666686,46.10666666666668,0.0,51.013480118846786,0.3826709165156966,1029.1499904576094,0.0,31.101554609255572,47.88519504474809,51.013480118846786,46.321052507698745,12.43753247303448,21.175531373335918,0.0,2.8,136.31827593507927,-255.04785011896416,-0.0,-4.496525779851036,387.87564959983956,0.0,3.0,0.01065035560115247,0.0,0.00018776711312338217,0.5348916496694447,197.99884266666666,7.987002234054928,0.3040838948424503,11.814526222240685,0.00466547202758575,76.72374022546192,1.2121960677938968
2025-01-01 00:01:00,0.24863102446804786,0.1346770840688906,0.0,0.004143850407800798,0.002244618067814843,0.0,0.013230249225248809,0.0,0.18540077524279905,0.0,0.05,0.0,0.0,0.12009375073555724,0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.002524835526315789,0.0,On,0.01070541369893302,0,On,0.025275774262056006,0,On,0.12506025049821384,0.09379518787366035,On,0,0,Off,Off,0.0,19.444444444444457,0,0.0,0.0,0.0,0,0,1589.9107777777779,0.0,Off,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1630.3048298952904,Off,0.0,0.0,30.922961166386358,51.666666666666686,46.10666666666668,0.0,50.986479842855005,0.38293894511478727,1029.1499904576094,0.0,30.922961166386358,47.73639762308038,50.986479842855005,46.11135651319307,12.43753247303448,21.183831515616653,0.0,2.8,135.1894000352353,-255.2157528898859,-0.0,-4.538454873625048,387.87564959983956,0.0,3.0,0.010652555219703699,0.0,0.0001894324335625293,0.5350823952115403,197.99884266666666,7.067958198906698,0.30490853930952927,11.845387641741068,0.004666886360282514,76.6466105431211,1.2157017334485443
2025-01-01 00:02:00,2.748527602245826,0.1346770840688906,0.0,0.04580879337076376,0.002244618067814843,0.0,0.013230249225248809,2.499896577777778,0.18540077524279905,0.0,0.05,0.0,0.0,0.12009375073555724,0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.002524835526315789,0.0,On,0.01070541369893302,0,On,0.025275774262056006,0,On,0.12506025049821384,0.09379518787366035,On,0,0,Off,Off,0.0,19.444444444444457,0,0.0,0.0,0.0,0,0,1589.9107777777779,0.0,Off,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1630.3048298952904,Lower On,2499.896577777778,1.0,30.942997958627757,51.666666666666686,46.10666666666668,0.0,50.9594788965308,0.3832073561080642,1029.1499904576094,2499.896577777778,30.942997958627757,47.58762526550614,50.9594788965308,45.901698449993816,12.43753247303448,21.191677340324464,0.0,2.8,134.07706336636878,-255.37450562227482,-0.0,-4.578094913350498,387.87564959983956,0.0,3.0,0.01065463429602748,0.0,0.00019100546844092866,0.5352626371074121,197.99884266666666,6.1540143021545655,0.30485305497821,11.850260560845191,0.004668295196814401,76.57120040585798,1.2156682998005286
2025-01-01 00:03:00,2.748527602245826,0.1346770840688906,0.0,0.04580879337076376,0.002244618067814843,0.0,0.013230249225248809,2.499896577777778,0.18540077524279905,0.0,0.05,0.0,0.0,0.12009375073555724,0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.002524835526315789,0.0,On,0.01070541369893302,0,On,0.025275774262056006,0,On,0.12506025049821384,0.09379518787366035,On,0,0,Off,Off,0.0,19.444444444444457,0,0.0,0.0,0.0,0,0,1589.9107777777779,0.0,Off,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1630.3048298952904,Lower On,2499.896577777778,1.0,31.161593598772015,51.666666666666686,46.10666666666668,0.0,50.9324869609606,0.38347605387388023,1029.1499904576096,2499.896577777778,31.161593598772015,47.78968963674117,50.9324869609606,46.218290974631465,12.43753247303448,21.199094540311446,0.0,2.8,132.97719555137093,-255.52462156258022,-0.0,-4.615574725912047,387.87564959983956,0.0,3.0,0.010656599662103007,0.0,0.00019249155624918648,0.535432976003762,197.99884266666666,5.241742240023681,0.30480549279105773,11.85492395745241,0.004669702685945387,76.49728023913734,1.215636639104036
2025-01-01 00:04:00,2.748527602245826,0.1346770840688906,0.0,0.04580879337076376,0.002244618067814843,0.0,0.013230249225248809,2.499896577777778,0.18540077524279905,0.0,0.05,0.0,0.0,0.12009375073555724,0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.002524835526315789,0.0,On,0.01070541369893302,0,On,0.025275774262056006,0,On,0.12506025049821384,0.09379518787366035,On,0,0,Off,Off,0.0,19.444444444444457,0,0.0,0.0,0.0,0,0,1589.9107777777779,0.0,Off,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1630.3048298952904,Lower On,2499.896577777778,1.0,31.380626431608107,51.666666666666686,46.10666666666668,0.0,50.90551371665177,0.3837449422572405,1029.1499904576096,2499.896577777778,31.380626431608107,47.99172332990949,50.90551371665177,46.53482813653835,12.43753247303448,21.206106755100812,0.0,2.8,132.2853215912915,-255.6665732376331,-0.0,-4.651012886821921,387.87564959983956,0.0,3.0,0.010658457602849619,0.0,0.0001938956001824402,0.5355939640653118,197.99884266666666,4.727258115906955,0.30476540725470513,11.858839250006767,0.004671108852939083,76.42476954956744,1.2156066534437906
2025-01-01 00:05:00,2.748527602245826,0.1346770840688906,0.0,0.04580879337076376,0.002244618067814843,0.0,0.013230249225248809,2.499896577777778,0.18540077524279905,0.0,0.05,0.0,0.0,0.12009375073555724,0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.002524835526315789,0.0,On,0.01070541369893302,0,On,0.025275774262056006,0,On,0.12506025049821384,0.09379518787366035,On,0,0,Off,Off,0.0,19.444444444444457,0,0.0,0.0,0.0,0,0,1589.9107777777779,0.0,Off,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1630.3048298952904,Lower On,2499.896577777778,1.0,31.600027093241806,51.666666666666686,46.10666666666668,0.0,50.878559087592336,0.38401402202651125,1029.1499904576094,2499.896577777778,31.600027093241806,48.19372628365475,50.878559087592336,46.85130988168596,12.43753247303448,21.212773540868568,0.0,2.8,131.96732629859667,-255.80156123314094,-0.0,-4.6847096318298105,387.87564959983956,0.0,3.0,0.010660223916090722,0.0,0.00019522966715459833,0.5357469764947328,197.99884266666666,4.57794756372793,0.30473168209394785,11.863135310380487,0.0046725137217003615,76.35346484767747,1.2155780966201613
2025-01-01 00:06:00,2.748527602245826,0.1346770840688906,0.0,0.04580879337076376,0.002244618067814843,0.0,0.013230249225248809,2.499896577777778,0.18540077524279905,0.0,0.05,0.0,0.0,0.12009375073555724,0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.002524835526315789,0.0,On,0.01070541369893302,0,On,0.025275774262056006,0,On,0.12506025049821384,0.09379518787366035,On,0,0,Off,Off,0.0,19.444444444444457,0,0.0,0.0,0.0,0,0,1589.9107777777779,0.0,Off,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1630.3048298952904,Lower On,2499.896577777778,1.0,31.81973372182165,51.666666666666686,46.10666666666668,0.0,50.85162300808326,0.38428329385062143,1029.1499904576094,2499.896577777778,31.81973372182165,48.39569844635527,50.85162300808326,47.16773616549127,12.43753247303448,21.2191480156289,0.0,2.8,131.70441570987867,-255.93065700358036,-0.0,-4.716932837688938,387.87564959983956,0.0,3.0,0.010661912689535176,0.0,0.00019650450112796485,0.535893238804404,197.99884266666666,4.476355951308479,0.30470332241742515,11.867287804028305,0.0046739173126848004,76.28318461461771,1.2155507490781308
2025-01-01 00:07:00,2.748527602245826,0.1346770840688906,0.0,0.04580879337076376,0.002244618067814843,0.0,0.013230249225248809,2.499896577777778,0.18540077524279905,0.0,0.05,0.0,0.0,0.12009375073555724,0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.002524835526315789,0.0,On,0.01070541369893302,0,On,0.025275774262056006,0,On,0.12506025049821384,0.09379518787366035,On,0,0,Off,Off,0.0,19.444444444444457,0,0.0,0.0,0.0,0,0,1589.9107777777779,0.0,Off,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1630.3048298952904,Lower On,2499.896577777778,1.0,32.03972280169614,51.666666666666686,46.10666666666668,0.0,50.8247054216233,0.38455275830952274,1029.1499904576096,2499.896577777778,32.03972280169614,48.597639775071144,50.8247054216233,47.48410695179506,12.43753247303448,21.225250347573386,0.0,2.8,131.48423765535017,-256.0542655558933,-0.0,-4.7477839449912125,387.87564959983956,0.0,3.0,0.010663529278544292,0.0,0.0001977242323837204,0.536033219137296,197.99884266666666,4.4106375563951765,0.30467995007996135,11.871306518421074,0.004675319643270319,76.21386016321283,1.2155245273671431
2025-01-01 00:08:00,2.748527602245826,0.1346770840688906,0.0,0.04580879337076376,0.002244618067814843,0.0,0.013230249225248809,2.499896577777778,0.18540077524279905,0.0,0.05,0.0,0.0,0.12009375073555724,0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.002524835526315789,0.0,On,0.01070541369893302,0,On,0.025275774262056006,0,On,0.12506025049821384,0.09379518787366035,On,0,0,Off,Off,0.0,19.444444444444457,0,0.0,0.0,0.0,0,0,1589.9107777777779,0.0,Off,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1630.3048298952904,Lower On,2499.896577777778,1.0,32.259973512222814,51.666666666666686,46.10666666666668,0.0,50.79780627520938,0.38482241595073224,1029.1499904576096,2499.896577777778,32.259973512222814,48.7995502301627,50.79780627520938,47.800422207639365,12.43753247303448,21.2310983919706,0.0,2.8,131.2827345006893,-256.1727454957218,-0.0,-4.777352767713977,387.87564959983956,0.0,3.0,0.01066507842415561,0.0,0.00019889251617665675,0.5361673318739036,197.99884266666666,4.3571831642855425,0.30466123057465033,11.87520012133384,0.00467672072967324,76.1454307120012,1.2154993576082156
2025-01-01 00:09:00,2.748527602245826,0.1346770840688906,0.0,0.04580879337076376,0.002244618067814843,0.0,0.013230249225248809,2.499896577777778,0.18540077524279905,0.0,0.05,0.0,0.0,0.12009375073555724,0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.002524835526315789,0.0,On,0.01070541369893302,0,On,0.025275774262056006,0,On,0.12506025049821384,0.09379518787366035,On,0,0,Off,Off,0.0,19.444444444444457,0,0.0,0.0,0.0,0,0,1589.9107777777779,0.0,Off,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1630.3048298952904,Lower On,2499.896577777778,1.0,32.48046892623529,51.666666666666686,46.10666666666668,0.0,50.77092551893605,0.3850922672931192,1029.1499904576094,2499.896577777778,32.48046892623529,49.001429774912275,50.77092551893605,48.116681902900396,12.43753247303448,21.236706660530384,0.0,2.8,131.0875905123294,-256.2863880663644,-0.0,-4.805712270165866,387.87564959983956,0.0,3.0,0.010666563980354815,0.0,0.00020001232912778303,0.5362959141237598,197.99884266666666,4.304041249020135,0.30464689221965174,11.878975665896386,0.004678120587082073,76.07784692243672,1.2154751797458254
