Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),Well Pump Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.37581157491660083,0.2054463094969874,0.0,0.006263526248610014,0.003424105158283123,0.0,0.014796981781800885,0.31101459313479995,0.0,0.05,0.0,0.0,0.0,0.19086297616365405,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0004780620524156155,0.0,On,0.010808941659209832,0,On,0.008676289288797432,0,On,0.19189659295745717,0.14392244471809285,On,0.047854335627797076,0,On,0,0,Off,Off,0.0,15.888888888888914,0.0,0.0,0.0,0.0,0,0.0,9790.040466666667,Off,0.0,16.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6540.467986666667,Off,0.0,0,85.06991264658127,51.666666666666686,46.10666666666668,0.0,48.15521428790718,0.0,0.0,0.0,132.92173851028323,47.11371257711076,48.15521428790718,46.592961721712555,12.43753247303448,15.446452179245792,0.0,-0.37047730528557893,2.8,9.236100170605994,-111.6404587692765,1125.0991023354618,-571.6863242779464,-0.0,-0.0,462.52332044844843,0.0,3.0,0.03468737578020964,0.0,0.0,0.4488907995150753,197.99884266666666,-2.4774549397786316,0.28689308957732246,7.4505090555885864,0.0030643609320292796,79.54983333035682,1.2374517349995837,0.27184172728319994,1123.2034319045893,1.8956704308725896
2025-01-01 00:01:00,0.37581157491660083,0.2054463094969874,0.0,0.006263526248610014,0.003424105158283123,0.0,0.014796981781800885,0.31101459313479995,0.0,0.05,0.0,0.0,0.0,0.19086297616365405,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0004780620524156155,0.0,On,0.010808941659209832,0,On,0.008676289288797432,0,On,0.19189659295745717,0.14392244471809285,On,0.047854335627797076,0,On,0,0,Off,Off,0.0,15.888888888888914,0.0,0.0,0.0,0.0,0,0.0,9790.040466666667,Off,0.0,16.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6540.467986666667,Off,0.0,0,85.11227776491101,51.666666666666686,46.10666666666668,0.0,48.14054384864976,0.0,0.0,0.0,132.98793400767346,47.10045809777765,48.14054384864976,46.580415222341585,12.43753247303448,15.417360974298907,0.0,-0.19974798050625658,2.8,9.236100170605994,-112.04980342510049,1064.7760408288646,-569.8651159237284,-0.0,-0.0,462.52332044844843,0.0,3.0,0.03465659511246905,0.0,0.0,0.44849246558981015,197.99884266666666,-4.708007949820612,0.28830416097873535,7.458926561429182,0.0030647376039063534,79.5776966768604,1.241191324891751,0.27184172728319994,1062.7192381842324,2.056802644632267
2025-01-01 00:02:00,0.37581157491660083,0.2054463094969874,0.0,0.006263526248610014,0.003424105158283123,0.0,0.014796981781800885,0.31101459313479995,0.0,0.05,0.0,0.0,0.0,0.19086297616365405,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0004780620524156155,0.0,On,0.010808941659209832,0,On,0.008676289288797432,0,On,0.19189659295745717,0.14392244471809285,On,0.047854335627797076,0,On,0,0,Off,Off,0.0,15.888888888888914,0.0,0.0,0.0,0.0,0,0.0,9790.040466666667,Off,0.0,16.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6540.467986666667,Off,0.0,0,85.15308964535922,51.666666666666686,46.10666666666668,0.0,48.12586704570725,0.0,0.0,0.0,133.05170257087377,47.08719701766679,48.12586704570725,46.56786200364656,12.43753247303448,15.388842021079777,-4.686780913765176e-05,-0.0395215599926088,2.8,9.236100170605994,-112.51602954600025,1008.2097563748381,-568.0819016275626,-0.0,-0.0,462.52332044844843,0.0,3.0,0.03462641405638486,0.0,0.0,0.4481018912643931,197.99884266666666,-6.957448366886084,0.28886773225429513,7.4454942162622455,0.0030651132724439853,79.60439155122012,1.2413137220644443,0.27184172728319994,1005.9559031801653,2.2538531946728444
2025-01-01 00:03:00,0.37581157491660083,0.2054463094969874,0.0,0.006263526248610014,0.003424105158283123,0.0,0.014796981781800885,0.31101459313479995,0.0,0.05,0.0,0.0,0.0,0.19086297616365405,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0004780620524156155,0.0,On,0.010808941659209832,0,On,0.008676289288797432,0,On,0.19189659295745717,0.14392244471809285,On,0.047854335627797076,0,On,0,0,Off,Off,0.0,15.888888888888914,0.0,0.0,0.0,0.0,0,0.0,9790.040466666667,Off,0.0,16.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6540.467986666667,Off,0.0,0,85.1924004186425,51.666666666666686,46.10666666666668,0.0,48.111184137560834,0.0,0.0,0.0,133.1131256541289,47.07392957878338,48.111184137560834,46.555302299394654,12.43753247303448,15.36087613465331,-0.02801275423560412,0.11085413514984463,2.8,9.236100170605994,-113.08726478730239,955.0998973979815,-566.3353555700155,-0.0,-0.0,462.52332044844843,0.0,3.0,0.03459681266995149,0.0,0.0,0.44771881846848527,197.99884266666666,-9.275229665735367,0.289422247601349,7.432361141785601,0.0030654890299477134,79.62984038988812,1.2414337635722799,0.27184172728319994,952.6823797969636,2.4175176010179973
2025-01-01 00:04:00,0.37581157491660083,0.2054463094969874,0.0,0.006263526248610014,0.003424105158283123,0.0,0.014796981781800885,0.31101459313479995,0.0,0.05,0.0,0.0,0.0,0.19086297616365405,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0004780620524156155,0.0,On,0.010808941659209832,0,On,0.008676289288797432,0,On,0.19189659295745717,0.14392244471809285,On,0.047854335627797076,0,On,0,0,Off,Off,0.0,15.888888888888914,0.0,0.0,0.0,0.0,0,0.0,9790.040466666667,Off,0.0,16.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6540.467986666667,Off,0.0,0,85.23026594950767,51.666666666666686,46.10666666666668,0.0,48.09649537400449,0.0,0.0,0.0,133.17229054610573,47.06065601501027,48.09649537400449,46.542736335513155,12.43753247303448,15.333442730356957,-0.055446158531957224,0.2519861696496661,2.8,9.236100170605994,-112.59985632543487,905.2548668536816,-564.6240727124789,-0.0,-0.0,462.52332044844843,0.0,3.0,0.034567769505364616,0.0,0.0,0.4473429696451423,197.99884266666666,-10.499104061404445,0.2899680268620278,7.419516139066731,0.003065864871232069,79.65409014473352,1.2415515366342313,0.27184172728319994,902.6836035125209,2.5712633411606776
2025-01-01 00:05:00,0.37581157491660083,0.2054463094969874,0.0,0.006263526248610014,0.003424105158283123,0.0,0.014796981781800885,0.31101459313479995,0.0,0.05,0.0,0.0,0.0,0.19086297616365405,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0004780620524156155,0.0,On,0.010808941659209832,0,On,0.008676289288797432,0,On,0.19189659295745717,0.14392244471809285,On,0.047854335627797076,0,On,0,0,Off,Off,0.0,15.888888888888914,0.0,0.0,0.0,0.0,0,0.0,9790.040466666667,Off,0.0,16.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6540.467986666667,Off,0.0,0,85.26666395907873,51.666666666666686,46.10666666666668,0.0,48.08180099552361,0.0,0.0,0.0,133.2291624360605,47.047376551526185,48.08180099552361,46.53016432952748,12.43753247303448,15.30655033652819,-0.0823385523607243,0.3844690485778219,2.8,9.236100170605994,-110.91962572742722,858.4710196868643,-562.9484691228733,-0.0,-0.0,462.52332044844843,0.0,3.0,0.03453929392056226,0.0,0.0,0.4469744658958364,197.99884266666666,-10.494477053002328,0.2905048506131249,7.406964045324271,0.003066240791308741,79.6771182421504,1.2416670032442017,0.27184172728319994,855.7489593084357,2.722060378428613
2025-01-01 00:06:00,0.37581157491660083,0.2054463094969874,0.0,0.006263526248610014,0.003424105158283123,0.0,0.014796981781800885,0.31101459313479995,0.0,0.05,0.0,0.0,0.0,0.19086297616365405,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0004780620524156155,0.0,On,0.010808941659209832,0,On,0.008676289288797432,0,On,0.19189659295745717,0.14392244471809285,On,0.047854335627797076,0,On,0,0,Off,Off,0.0,15.888888888888914,0.0,0.0,0.0,0.0,0,0.0,9790.040466666667,Off,0.0,16.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6540.467986666667,Off,0.0,0,85.30156577650818,51.666666666666686,46.10666666666668,0.0,48.06710124630528,0.0,0.0,0.0,133.28369652579403,47.03409141698109,48.06710124630528,46.517586502319,12.43753247303448,15.280209867131608,-0.1086790217573057,0.5088674211004004,2.8,9.236100170605994,-108.6391737704796,814.5492121647713,-561.3091090369737,-0.0,-0.0,462.52332044844843,0.0,3.0,0.03451139779889172,0.0,0.0,0.44661346100346855,197.99884266666666,-9.85338518195433,0.29103245438107844,7.394711015617589,0.0030666167850962557,79.69889636233837,1.2417801151231596,0.27184172728319994,811.6784092030093,2.8708029617620694
2025-01-01 00:07:00,0.37581157491660083,0.2054463094969874,0.0,0.006263526248610014,0.003424105158283123,0.0,0.014796981781800885,0.31101459313479995,0.0,0.05,0.0,0.0,0.0,0.19086297616365405,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0004780620524156155,0.0,On,0.010808941659209832,0,On,0.008676289288797432,0,On,0.19189659295745717,0.14392244471809285,On,0.047854335627797076,0,On,0,0,Off,Off,0.0,15.888888888888914,0.0,0.0,0.0,0.0,0,0.0,9790.040466666667,Off,0.0,16.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6540.467986666667,Off,0.0,0,85.33498376905492,51.666666666666686,46.10666666666668,0.0,48.052396375302415,0.0,0.0,0.0,133.3359121391483,47.02080084449203,48.052396375302415,46.50500307908684,12.43753247303448,15.254416946912178,-0.13447194197673618,0.6257093925706242,2.8,9.236100170605994,-106.52168212520922,773.3017032165649,-559.7056059567948,-0.0,-0.0,462.52332044844843,0.0,3.0,0.03448407682739964,0.0,0.0,0.4462598991539265,197.99884266666666,-9.339396616862913,0.29155085947800097,7.382219457215124,0.0030669928473959582,79.71943277206576,1.241890889820594,0.27184172728319994,770.28486157311,3.016841643454934
2025-01-01 00:08:00,0.37581157491660083,0.2054463094969874,0.0,0.006263526248610014,0.003424105158283123,0.0,0.014796981781800885,0.31101459313479995,0.0,0.05,0.0,0.0,0.0,0.19086297616365405,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0004780620524156155,0.0,On,0.010808941659209832,0,On,0.008676289288797432,0,On,0.19189659295745717,0.14392244471809285,On,0.047854335627797076,0,On,0,0,Off,Off,0.0,15.888888888888914,0.0,0.0,0.0,0.0,0,0.0,9790.040466666667,Off,0.0,16.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6540.467986666667,Off,0.0,0,85.36698076367047,51.666666666666686,46.10666666666668,0.0,48.037686629401215,0.0,0.0,0.0,133.3859074432351,47.00750506524916,48.037686629401215,46.49241428317314,12.43753247303448,15.229148393902785,-0.15974049498612963,0.7354872010203063,2.8,9.236100170605994,-104.46943239336963,734.5535233856722,-558.1364095994107,-0.0,-0.0,462.52332044844843,0.0,3.0,0.03445730675605654,0.0,0.0,0.44591346652655156,197.99884266666666,-8.856343242407341,0.2920604419298478,7.370548192494318,0.003067368973044694,79.73878087023942,1.2419994259230054,0.27184172728319994,731.3939314938799,3.1595918917922603
2025-01-01 00:09:00,0.37581157491660083,0.2054463094969874,0.0,0.006263526248610014,0.003424105158283123,0.0,0.014796981781800885,0.31101459313479995,0.0,0.05,0.0,0.0,0.0,0.19086297616365405,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.0035099780701754383,0.0,On,0.0004780620524156155,0.0,On,0.010808941659209832,0,On,0.008676289288797432,0,On,0.19189659295745717,0.14392244471809285,On,0.047854335627797076,0,On,0,0,Off,Off,0.0,15.888888888888914,0.0,0.0,0.0,0.0,0,0.0,9790.040466666667,Off,0.0,16.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6540.467986666667,Off,0.0,0,85.39761056574382,51.666666666666686,46.10666666666668,0.0,48.02297224502024,0.0,0.0,0.0,133.4337665089747,46.99420430065377,48.02297224502024,46.47982032847054,12.43753247303448,15.204384378407381,-0.18450451048153305,0.8386597983135492,2.8,9.236100170605994,-102.49999195578289,698.1417135959798,-556.6001858976989,-0.0,-0.0,462.52332044844843,0.0,3.0,0.03443106686325906,0.0,0.0,0.4455738949621967,197.99884266666666,-8.423126506532448,0.2925615190024842,7.359150267677991,0.0030677451571031063,79.75698615568739,1.2421058076712117,0.27184172728319994,694.8430263146854,3.298687281294413
