Metric,Value
Total Electric Energy (kWh),14.378216182560513
Total Gas Energy (therms),2.155012138579674
Average Electric Power (kW),0.5990923409400213
Peak Electric Power (kW),1.3286450325241845
Lighting Electric Energy (kWh),1.346439245480179
Other Electric Energy (kWh),10.09019334333033
HVAC Heating Electric Energy (kWh),1.7415835937500004
HVAC Cooling Electric Energy (kWh),1.2
Water Heating Gas Energy (therms),0.43360132776886356
HVAC Heating Gas Energy (therms),1.7214108108108106
Average Temperature - Indoor (C),16.050815383637612
Unmet Heating Load (C-hours),1.4209832590995324
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),34.56941753433319
Average HVAC Heating COP (-),0.9250000000000002
Average HVAC Heating Duct Efficiency (-),0.7141343414094811
Total HVAC Cooling Delivered (kWh),0.0
Average HVAC Cooling COP (-),0.0
Total Hot Water Unmet Demand (kWh),0.0
