Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.27693671172831724,0.1026648398788502,0.0,0.00461561186213862,0.0017110806646475033,0.0,0.013610907382336425,0.0,0.2533258043459808,0.0,0.010000000000000002,0.0,0.0,0.09974817321218353,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.010100929312160986,0,On,0.0036682937684102924,0,On,0.0953372898416885,0.07150296738126635,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,7836.42844,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1250.24136,Off,0.0,0.0,41.10627704610791,51.666666666666686,46.10666666666668,0.0,51.956357104456735,0.0,0.0,0.0,41.10627704610791,51.96533938613713,51.969830526977326,51.956357104456735,12.43753247303448,16.635494454811994,0.0,6.256052158654795,2.8,9.236100170605994,-262.03768523053236,-1653.9388657316852,-556.8342595883612,-0.0,-0.0,341.6019978114066,0.0,3.0,0.030882582560488862,0.0,0,0.39965280926721014,197.99884266666666,-46.8054234535778,0.2620096353598695,7.968278084669384,0.0030192082236311095,90.52896113998719,1.232407804846017,0.3798327709063569,-1710.7650602088002,56.82619447711477
2025-01-01 00:01:00,0.27693671172831724,0.1026648398788502,0.0,0.00461561186213862,0.0017110806646475033,0.0,0.013610907382336425,0.0,0.2533258043459808,0.0,0.010000000000000002,0.0,0.0,0.09974817321218353,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.010100929312160986,0,On,0.0036682937684102924,0,On,0.0953372898416885,0.07150296738126635,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,7836.42844,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1250.24136,Off,0.0,0.0,41.19129098460549,51.666666666666686,46.10666666666668,0.0,51.952641967694426,0.0,0.0,0.0,41.19129098460549,51.96187803317766,51.96649606591929,51.952641967694426,12.43753247303448,16.55895701965423,0.0,6.287447216006063,2.8,9.236100170605994,-261.4244184849175,-1670.3724276450603,-552.1571417969385,-0.0,-0.0,341.6019978114066,0.0,3.0,0.03079353362032447,0.0,0,0.3985004231599518,197.99884266666666,-50.86927449938561,0.26409476762484757,7.954516821442611,0.0030196386365396147,90.67471218472528,1.2363340443197013,0.37993991929454235,-1726.7927681798965,56.42034053483624
2025-01-01 00:02:00,0.27693671172831724,0.1026648398788502,0.0,0.00461561186213862,0.0017110806646475033,0.0,0.013610907382336425,0.0,0.2533258043459808,0.0,0.010000000000000002,0.0,0.0,0.09974817321218353,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.010100929312160986,0,On,0.0036682937684102924,0,On,0.0953372898416885,0.07150296738126635,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,7836.42844,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1250.24136,Off,0.0,0.0,41.274045523453346,51.666666666666686,46.10666666666668,0.0,51.948919184387584,0.0,0.0,0.0,41.274045523453346,51.95840952162178,51.96315469023889,51.948919184387584,12.43753247303448,16.48435428888864,0.0,6.316778631415185,2.8,9.236100170605994,-261.14223527107697,-1686.0281128650358,-547.6134751737458,-0.0,-0.0,341.6019978114066,0.0,3.0,0.030706630624942628,0.0,0,0.3973758078150382,197.99884266666666,-55.13075790873785,0.265389184058339,7.9196138855970775,0.0030200683733425295,90.8162392864696,1.2366521732442937,0.3800399973701049,-1741.7747492546996,55.746636389663905
2025-01-01 00:03:00,0.27693671172831724,0.1026648398788502,0.0,0.00461561186213862,0.0017110806646475033,0.0,0.013610907382336425,0.0,0.2533258043459808,0.0,0.010000000000000002,0.0,0.0,0.09974817321218353,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.010100929312160986,0,On,0.0036682937684102924,0,On,0.0953372898416885,0.07150296738126635,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,7836.42844,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1250.24136,Off,0.0,0.0,41.35465764308736,51.666666666666686,46.10666666666668,0.0,51.94518895889217,0.0,0.0,0.0,41.35465764308736,51.95493404172217,51.95980658313718,51.94518895889217,12.43753247303448,16.411585912179945,0.0,6.344200300532253,2.8,9.236100170605994,-261.1697332973131,-1700.4485606221097,-543.1960317938405,-0.0,-0.0,341.6019978114066,0.0,3.0,0.03062176421047459,0.0,0,0.39627754795001047,197.99884266666666,-59.575699314879216,0.26665956808106417,7.885099752822251,0.0030204986701657826,90.95364395282756,1.2369626295497516,0.3801335356075222,-1755.7880748077328,55.33951418562322
2025-01-01 00:04:00,0.27693671172831724,0.1026648398788502,0.0,0.00461561186213862,0.0017110806646475033,0.0,0.013610907382336425,0.0,0.2533258043459808,0.0,0.010000000000000002,0.0,0.0,0.09974817321218353,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.010100929312160986,0,On,0.0036682937684102924,0,On,0.0953372898416885,0.07150296738126635,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,7836.42844,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1250.24136,Off,0.0,0.0,41.43323147588991,51.666666666666686,46.10666666666668,0.0,51.941451484985315,0.0,0.0,0.0,41.43323147588991,51.95145177388119,51.95645191832912,51.941451484985315,12.43753247303448,16.340562572062254,0.0,6.3698716715814605,2.8,9.236100170605994,-257.7408806475141,-1713.9861508694796,-538.898354234684,-0.0,-0.0,341.6019978114066,0.0,3.0,0.030538837210017256,0.0,0,0.3952043861238594,197.99884266666666,-60.44452422423669,0.267906985223274,7.851507505066728,0.0030209295098662034,91.08712548929387,1.2372657832988554,0.3802210825365492,-1768.9129055820288,54.926754712549126
2025-01-01 00:05:00,0.27693671172831724,0.1026648398788502,0.0,0.00461561186213862,0.0017110806646475033,0.0,0.013610907382336425,0.0,0.2533258043459808,0.0,0.010000000000000002,0.0,0.0,0.09974817321218353,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.010100929312160986,0,On,0.0036682937684102924,0,On,0.0953372898416885,0.07150296738126635,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,7836.42844,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1250.24136,Off,0.0,0.0,41.50975364422284,51.666666666666686,46.10666666666668,0.0,51.937706947027166,0.0,0.0,0.0,41.50975364422284,51.94796288973271,51.95309086108548,51.937706947027166,12.43753247303448,16.271295938325437,0.0,6.393920993583762,2.8,9.236100170605994,-251.97917715678773,-1726.6749638903023,-534.7201584435563,-0.0,-0.0,341.6019978114066,0.0,3.0,0.030457869960438776,0.0,0,0.3941565855168571,197.99884266666666,-58.86101652463803,0.2691308059318341,7.818844795037947,0.0030213608761384667,91.21663488681568,1.2375615737443115,0.38030307951735076,-1781.213670858658,54.5387069683557
2025-01-01 00:06:00,0.27693671172831724,0.1026648398788502,0.0,0.00461561186213862,0.0017110806646475033,0.0,0.013610907382336425,0.0,0.2533258043459808,0.0,0.010000000000000002,0.0,0.0,0.09974817321218353,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.010100929312160986,0,On,0.0036682937684102924,0,On,0.0953372898416885,0.07150296738126635,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,7836.42844,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1250.24136,Off,0.0,0.0,41.584241345636336,51.666666666666686,46.10666666666668,0.0,51.933955530585365,0.0,0.0,0.0,41.584241345636336,51.94446756203709,51.94972357776295,51.933955530585365,12.43753247303448,16.20377140344253,0.0,6.416464428465636,2.8,9.236100170605994,-245.53403969326962,-1738.5698589411193,-530.6595958825957,-0.0,-0.0,341.6019978114066,0.0,3.0,0.030378851962009963,0.0,0,0.39313401025156336,197.99884266666666,-56.47644162208056,0.2703308559482928,7.787104857233379,0.0030217927524877116,91.34218832243653,1.23785005271384,0.3803799260746117,-1792.7487953584027,54.17893641728371
2025-01-01 00:07:00,0.27693671172831724,0.1026648398788502,0.0,0.00461561186213862,0.0017110806646475033,0.0,0.013610907382336425,0.0,0.2533258043459808,0.0,0.010000000000000002,0.0,0.0,0.09974817321218353,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.010100929312160986,0,On,0.0036682937684102924,0,On,0.0953372898416885,0.07150296738126635,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,7836.42844,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1250.24136,Off,0.0,0.0,41.656756228392055,51.666666666666686,46.10666666666668,0.0,51.930197419670655,0.0,0.0,0.0,41.656756228392055,51.94096596210657,51.94635023332452,51.930197419670655,12.43753247303448,16.137936154493143,-0.028730512173542166,6.43760714478863,2.8,9.236100170605994,-239.2396428572199,-1749.7276529595158,-526.7125636955518,-0.0,-0.0,341.6019978114066,0.0,3.0,0.030301727727740865,0.0,0,0.3921359422684905,197.99884266666666,-54.1290769730747,0.2715076345439096,7.756259923506556,0.003022225122498476,91.46389733817867,1.238131435923603,0.38045198372626976,-1803.5712303574164,53.84357739790063
2025-01-01 00:08:00,0.27693671172831724,0.1026648398788502,0.0,0.00461561186213862,0.0017110806646475033,0.0,0.013610907382336425,0.0,0.2533258043459808,0.0,0.010000000000000002,0.0,0.0,0.09974817321218353,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.010100929312160986,0,On,0.0036682937684102924,0,On,0.0953372898416885,0.07150296738126635,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,7836.42844,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1250.24136,Off,0.0,0.0,41.72737914086768,51.666666666666686,46.10666666666668,0.0,51.92643279271799,0.0,0.0,0.0,41.72737914086768,51.93745825606227,51.94297098773443,51.92643279271799,12.43753247303448,16.073720871502612,-0.09294579516407353,6.457444710100945,2.8,9.236100170605994,-233.21237549978252,-1760.1980501788235,-522.874032779375,-0.0,-0.0,341.6019978114066,0.0,3.0,0.030226422011271896,0.0,0,0.3911614078013113,197.99884266666666,-51.94034053181407,0.27266195246484437,7.7257074999473225,0.00302265797022797,91.58191560868822,1.238406010425554,0.38051958081334675,-1813.7291423782774,53.53109219945394
2025-01-01 00:09:00,0.27693671172831724,0.1026648398788502,0.0,0.00461561186213862,0.0017110806646475033,0.0,0.013610907382336425,0.0,0.2533258043459808,0.0,0.010000000000000002,0.0,0.0,0.09974817321218353,0.0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0035099780701754383,0.0,On,0.010100929312160986,0,On,0.0036682937684102924,0,On,0.0953372898416885,0.07150296738126635,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,7836.42844,Off,0.0,23.888888888888914,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1250.24136,Off,0.0,0.0,41.79618917746596,51.666666666666686,46.10666666666668,0.0,51.92266182085063,0.0,0.0,0.0,41.79618917746596,51.93394460321753,51.93958599440099,51.92266182085063,12.43753247303448,16.011057735125664,-0.15560893154102118,6.476064534803887,2.8,9.236100170605994,-227.43071088751782,-1770.026767187108,-519.1391315607332,-0.0,-0.0,341.6019978114066,0.0,3.0,0.030152860871094762,0.0,0,0.3902094499698344,197.99884266666666,-49.893577138191276,0.2737946229805565,7.695980985206059,0.0030230912803791395,91.69639435938929,1.238674057596711,0.3805830174901587,-1823.2666325612925,53.23986537418463
