Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:10:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,39.06990398364471,51.666666666666686,46.10666666666668,0.0,51.471806100193895,0.0,0.0,0.0,39.06990398364471,51.49645544787353,51.50878012171334,51.471806100193895,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2593.107256277795,17.915313324223273,0.0,2.8,9.236100170605994,-424.0384980292862,-680.8676455555997,-0.0,-0.0,229.5416260257303,0.0,2.0,0.03456430997437597,0.0,0,0.6431875752242274,131.99922844444444,27.287521500583146,0.2325189696507995,8.452665232085304,0.0028963255547471757,44.143551580768886,1.230664297775456
2025-01-01 00:11:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,39.103505474118066,51.666666666666686,46.10666666666668,0.0,51.466004586393915,0.0,0.0,0.0,39.103505474118066,51.490972314173206,51.503456178062855,51.466004586393915,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2592.8533410849923,17.88094045090218,0.0,2.8,9.236100170605994,-421.42766453793877,-678.6686396495224,-0.0,-0.0,229.5416260257303,0.0,2.0,0.03453120267471753,0.0,0,0.6425715003248494,131.99922844444444,27.699349085853346,0.23304692685601733,8.436972828059659,0.0028966277727679748,44.16729570485893,1.2308094237820433
2025-01-01 00:12:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,39.13613416796507,51.666666666666686,46.10666666666668,0.0,51.46019814949173,0.0,0.0,0.0,39.13613416796507,51.48548446478521,51.49812762243195,51.46019814949173,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2592.6067568051462,17.84739897033174,0.0,2.8,9.236100170605994,-418.911510987529,-676.5255092703295,-0.0,-0.0,229.5416260257303,0.0,2.0,0.03449888737455486,0.0,0,0.6419701632933947,131.99922844444444,28.07237225707021,0.23356399433031833,8.421726745032394,0.002896930117693102,44.18972634660456,1.2309510670865236
2025-01-01 00:13:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,39.16783073529612,51.666666666666686,46.10666666666668,0.0,51.454386934121985,0.0,0.0,0.0,39.16783073529612,51.479992036233384,51.4927945872891,51.454386934121985,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2592.367190289101,17.814654063382832,-0.018679269950538924,2.8,9.236100170605994,-416.48496975938076,-674.4358376191477,-0.0,-0.0,229.5416260257303,0.0,2.0,0.03446733116838259,0.0,0,0.6413829518100391,131.99922844444444,28.40924183403669,0.23407059760827476,8.406908219308985,0.0028972325813580706,44.21089882424137,1.2310893725982188
2025-01-01 00:14:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,39.198633537532956,51.666666666666686,46.10666666666668,0.0,51.448571078872654,0.0,0.0,0.0,39.198633537532956,51.4744951593339,51.487457199564524,51.448571078872654,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2592.1243394167004,17.78267288971715,-0.05066044361621991,2.8,9.236100170605994,-414.1432767924749,-672.3973491605879,-0.0,-0.0,229.5416260257303,0.0,2.0,0.03443650300700687,0.0,0,0.6408092880980029,131.99922844444444,28.71244634238266,0.23456713954331188,8.391866515602377,0.0028975351559451957,44.23086534090354,1.2312244770398773
2025-01-01 00:15:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,39.228578797523724,51.666666666666686,46.10666666666668,0.0,51.442750716628254,0.0,0.0,0.0,39.228578797523724,51.46899395951917,51.48211558096464,51.442750716628254,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2591.8979560471753,17.751424441535985,-0.08190889179738647,2.8,9.236100170605994,-411.88196741270383,-670.4078989689215,-0.0,-0.0,229.5416260257303,0.0,2.0,0.034406373561113264,0.0,0,0.6402486263847639,131.99922844444444,28.98430553048736,0.2350540019078263,8.37785199258208,0.0028978378339639507,44.24967521353959,1.2313565095500771
2025-01-01 00:16:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,39.25770075365922,51.666666666666686,46.10666666666668,0.0,51.43692597488777,0.0,0.0,0.0,39.25770075365922,51.463488557138085,51.47676984826325,51.43692597488777,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2591.6677785197007,17.72087941171223,-0.11245392162114243,2.8,9.236100170605994,-409.69685010965026,-668.4654631264106,-0.0,-0.0,229.5416260257303,0.0,2.0,0.034376915098233755,0.0,0,0.6397004506126062,131.99922844444444,29.226986991030014,0.23553154683655705,8.363583729551326,0.0028981406082327758,44.267375079295675,1.2314855922264423
2025-01-01 00:17:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,39.286031798564,51.666666666666686,46.10666666666668,0.0,51.4310969760597,0.0,0.0,0.0,39.286031798564,51.45797906773444,51.47142011357182,51.4310969760597,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2591.453524883535,17.691010074602815,-0.1423232587305563,2.8,9.236100170605994,-407.5840024279328,-666.5681300490119,-0.0,-0.0,229.5416260257303,0.0,2.0,0.034348101371527405,0.0,0,0.6391642723690025,131.99922844444444,29.442501595348784,0.23600011813185834,8.349679762813945,0.0028984434718621896,44.284009082034395,1.231611840616675
2025-01-01 00:18:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,39.313602606497135,51.666666666666686,46.10666666666668,0.0,51.425263837736416,0.0,0.0,0.0,39.313602606497135,51.45246560230599,51.46606648459079,51.425263837736416,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2591.2350237528876,17.661790177064404,-0.17154315626896732,2.8,9.236100170605994,-405.5397550528867,-664.7140925678957,-0.0,-0.0,229.5416260257303,0.0,2.0,0.034319907518034196,0.0,0,0.6386396289932785,131.99922844444444,29.63271148927877,0.2364600424617847,8.336125887229075,0.0028987464182390846,44.299619042968864,1.2317353641677165
2025-01-01 00:19:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,39.34044224934433,51.666666666666686,46.10666666666668,0.0,51.41942667294968,0.0,0.0,0.0,39.34044224934433,51.44694826754564,51.46070906484363,51.41942667294968,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2591.022027318391,17.633194838771796,-0.20013849456157473,2.8,9.236100170605994,-403.56067372151693,-662.9016406976091,-0.0,-0.0,229.5416260257303,0.0,2.0,0.03429230996557446,0.0,0,0.6381260818441569,131.99922844444444,29.799340950361863,0.23691163045962454,8.322908640534823,0.0028990494410121026,44.314244616793644,1.2318562666367079
