Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,38.670069053834986,51.666666666666686,46.10666666666668,0.0,51.52951366856854,0.0,0.0,0.0,38.670069053834986,51.55099268653786,51.561732195522524,51.52951366856854,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2595.752704669553,18.313600597467413,0.0,2.8,9.236100170605994,-449.4765588859967,-706.5509010871001,-0.0,-0.0,229.5416260257303,0.0,2.0,0.03494726526431514,0.0,0,0.6503137722910246,131.99922844444444,27.53271617537302,0.22587549403043838,8.612736742861745,0.002893311557373754,43.81999907079574,1.225405252718842
2025-01-01 00:01:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,38.71597664924354,51.666666666666686,46.10666666666668,0.0,51.52377087447186,0.0,0.0,0.0,38.71597664924354,51.54556566632016,51.55646306224432,51.52377087447186,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2595.738894898932,18.268706870477622,0.0,2.8,9.236100170605994,-447.6259034032412,-703.6373262766554,-0.0,-0.0,229.5416260257303,0.0,2.0,0.03490416138661304,0.0,0,0.6495116767594625,131.99922844444444,26.46979684768387,0.2271981198923575,8.615604369978147,0.002893612847787398,43.86026158624852,1.2291739246909827
2025-01-01 00:02:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,38.760425114282036,51.666666666666686,46.10666666666668,0.0,51.518021327614804,0.0,0.0,0.0,38.760425114282036,51.54013220335606,51.55118764122669,51.518021327614804,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2595.4138064625413,18.22506080786363,0.0,2.8,9.236100170605994,-445.963723435225,-700.8092566699529,-0.0,-0.0,229.5416260257303,0.0,2.0,0.03486224036627023,0.0,0,0.6487315923473853,131.99922844444444,25.30390720899758,0.22784519044715365,8.595582437568279,0.002893913490420254,43.89865388440588,1.2293578238619836
2025-01-01 00:03:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,38.80348883627157,51.666666666666686,46.10666666666668,0.0,51.5122652449395,0.0,0.0,0.0,38.80348883627157,51.53469250242227,51.54590613116366,51.5122652449395,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2595.088973504607,18.182598679103737,0.0,2.8,9.236100170605994,-444.4703071362277,-698.0621919504053,-0.0,-0.0,229.5416260257303,0.0,2.0,0.03482144224947092,0.0,0,0.6479724034083519,131.99922844444444,24.050258788447344,0.22847733656350339,8.576193523964296,0.0028942143512028957,43.93517913176608,1.2295367812921416
2025-01-01 00:04:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,38.84523640882978,51.666666666666686,46.10666666666668,0.0,51.50650283232904,0.0,0.0,0.0,38.84523640882978,51.52924675785589,51.540618720619314,51.50650283232904,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2594.7843254403406,18.141261723043453,0.0,2.8,9.236100170605994,-441.91292059917316,-695.3919877527117,-0.0,-0.0,229.5416260257303,0.0,2.0,0.03478171173888287,0.0,0,0.6472330809457745,131.99922844444444,23.937441127808192,0.22909525222201244,8.556761701996518,0.0028945154184861323,43.969930231989125,1.229711040712118
2025-01-01 00:05:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,38.88568112979707,51.666666666666686,46.10666666666668,0.0,51.50073428546878,0.0,0.0,0.0,38.88568112979707,51.52379515436745,51.53532558881679,51.50073428546878,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2594.48913375659,18.101038695308503,0.0,2.8,9.236100170605994,-438.9769796652646,-692.7975939574669,-0.0,-0.0,229.5416260257303,0.0,2.0,0.034743039121520825,0.0,0,0.6465134442162374,131.99922844444444,24.278988266472087,0.22969895852496314,8.538571304209949,0.002894816681205172,44.002922072623065,1.2298806455923463
2025-01-01 00:06:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,38.92486384164361,51.666666666666686,46.10666666666668,0.0,51.494959798065125,0.0,0.0,0.0,38.92486384164361,51.51833787480127,51.530026913169344,51.494959798065125,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2594.193160347681,18.061894675059857,0.0,2.8,9.236100170605994,-435.53043635222355,-690.2764492848473,-0.0,-0.0,229.5416260257303,0.0,2.0,0.03470539186443188,0.0,0,0.6458128878325331,131.99922844444444,25.20438690689347,0.23028882422290362,8.520316222638643,0.0028951181283935006,44.03420870414114,1.2300457395675917
2025-01-01 00:07:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,38.96281637666031,51.666666666666686,46.10666666666668,0.0,51.48917955775158,0.0,0.0,0.0,38.96281637666031,51.512875096269745,51.52472286552884,51.48917955775158,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2593.916430897634,18.02380248002072,0.0,2.8,9.236100170605994,-432.5092585160296,-687.8265107220399,-0.0,-0.0,229.5416260257303,0.0,2.0,0.03466874480870134,0.0,0,0.6451309436267351,131.99922844444444,25.775626180279964,0.2308651142839494,8.502626336114957,0.0028954197494262435,44.06383159839182,1.230206433835932
2025-01-01 00:08:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,38.9996070406023,51.666666666666686,46.10666666666668,0.0,51.483393747428,0.0,0.0,0.0,38.9996070406023,51.507406991417895,51.51941361341285,51.483393747428,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2593.6384390359444,17.986703574635495,0.0,2.8,9.236100170605994,-429.57027899073876,-685.4437402480462,-0.0,-0.0,229.5416260257303,0.0,2.0,0.03463304255786056,0.0,0,0.6444665807574819,131.99922844444444,26.331835231577188,0.2314285572904913,8.485470015684909,0.0028957215339414696,44.091884214779604,1.2303629723114953
2025-01-01 00:09:00,0.10124632665807479,0.06466858911296956,0.0,0.0016874387776345796,0.0010778098185494926,0.0,0.012009477162408673,0.0,0.08923684949566613,0.0,0.0,0.0,0.0,0.06466858911296956,0.0,0.0,1,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.003103307748538012,0.0,On,0.00890616941387066,0,On,0.003012064011706687,0,On,0.05291327252555672,0.039684954394167526,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1706.846151111111,Off,0.0,0.0,39.03528653249247,51.666666666666686,46.10666666666668,0.0,51.477602539839594,0.0,0.0,0.0,39.03528653249247,51.501933723304596,51.5140993150371,51.477602539839594,12.43753247303448,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,2593.368836745925,17.950554546691727,0.0,2.8,9.236100170605994,-426.7492326378216,-683.1250966367944,-0.0,-0.0,229.5416260257303,0.0,2.0,0.03459824418303796,0.0,0,0.6438190376026935,131.99922844444444,26.834237973242494,0.23197967278100787,8.469462222894222,0.002896023472163208,44.11843529329863,1.2305155353186241
