Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Gas Power (therms/hour),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.25861961684697155,0.13060153208442454,0.0041859812364222855,0.004310326947449526,0.0021766922014070755,6.976635394037142e-05,0.012355133242427277,0.0,0.23626448360454427,0.0,0.010000000000000002,0.0041859812364222855,0.0,0.0,0.0,0.12768486541775786,0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.008076939711725524,0,On,0.007240007558767217,0,On,0.1306040930750215,0.09795306980626609,On,0.058777988822099864,0,On,0.0041859812364222855,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,4474.316653333333,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,673.7704844444445,Off,0.0,0.0,47.159051447290125,51.666666666666686,46.10666666666668,0.0,51.61002930391599,0.0,0.0,0.0,47.159051447290125,51.62555990644805,51.63332520771409,51.61002930391599,12.43753247303448,11.092099718373543,-0.07456694829314259,5.2987783501395755,2.8,9.236100170605994,-2.830997220949399,-605.4433803299861,-440.9751943969216,-0.0,-0.0,444.6977983985091,0.0,4.0,0.04080674858522012,0.0,0.0,1.0409061425739665,263.9984568888889,-6.5536012225368765,0.43739403431370344,5.8451234867334065,0.0035183614140460702,56.806224478625296,1.256064741346173,0.19103526264629708,-622.0981734622792,16.654793132293083
2025-01-01 00:01:00,0.25861961684697155,0.13060153208442454,0.0041859812364222855,0.004310326947449526,0.0021766922014070755,6.976635394037142e-05,0.012355133242427277,0.0,0.23626448360454427,0.0,0.010000000000000002,0.0041859812364222855,0.0,0.0,0.0,0.12768486541775786,0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.008076939711725524,0,On,0.007240007558767217,0,On,0.1306040930750215,0.09795306980626609,On,0.058777988822099864,0,On,0.0041859812364222855,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,4474.316653333333,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,673.7704844444445,Off,0.0,0.0,47.172434203744956,51.666666666666686,46.10666666666668,0.0,51.60302344980733,0.0,0.0,0.0,47.172434203744956,51.618941528671286,51.62690056810327,51.60302344980733,12.43753247303448,11.073967475073955,-0.09269919159273066,5.337248737874459,2.8,9.236100170605994,-4.181318989917031,-615.51421914837,-439.5888750549627,-0.0,-0.0,444.6977983985091,0.0,4.0,0.04076760811909119,0.0,0.0,1.0399077402746084,263.9984568888889,-9.290242333463397,0.4392652201429042,5.857297155730791,0.0035188837457802336,56.88322156651529,1.2598138382688626,0.19110245100975806,-631.897961389394,16.383742241024017
2025-01-01 00:02:00,0.25861961684697155,0.13060153208442454,0.0041859812364222855,0.004310326947449526,0.0021766922014070755,6.976635394037142e-05,0.012355133242427277,0.0,0.23626448360454427,0.0,0.010000000000000002,0.0041859812364222855,0.0,0.0,0.0,0.12768486541775786,0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.008076939711725524,0,On,0.007240007558767217,0,On,0.1306040930750215,0.09795306980626609,On,0.058777988822099864,0,On,0.0041859812364222855,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,4474.316653333333,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,673.7704844444445,Off,0.0,0.0,47.1857406545604,51.666666666666686,46.10666666666668,0.0,51.596015693178074,0.0,0.0,0.0,47.1857406545604,51.61232127273677,51.620474062516124,51.596015693178074,12.43753247303448,11.05589893714893,-0.1107677295177556,5.373066068815628,2.8,9.236100170605994,-5.5483184740946,-625.1105977028764,-438.20913957877906,-0.0,-0.0,444.6977983985091,0.0,4.0,0.04072859337743096,0.0,0.0,1.0389125449784125,263.9984568888889,-12.036977293824691,0.4398576237507054,5.8487788249085515,0.003519405228979658,56.9599933186891,1.2598935358580494,0.19116498459327194,-641.0279055195474,15.917307816671055
2025-01-01 00:03:00,0.25861961684697155,0.13060153208442454,0.0041859812364222855,0.004310326947449526,0.0021766922014070755,6.976635394037142e-05,0.012355133242427277,0.0,0.23626448360454427,0.0,0.010000000000000002,0.0041859812364222855,0.0,0.0,0.0,0.12768486541775786,0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.008076939711725524,0,On,0.007240007558767217,0,On,0.1306040930750215,0.09795306980626609,On,0.058777988822099864,0,On,0.0041859812364222855,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,4474.316653333333,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,673.7704844444445,Off,0.0,0.0,47.19895748778726,51.666666666666686,46.10666666666668,0.0,51.58900604537508,0.0,0.0,0.0,47.19895748778726,51.60569914935337,51.61404570134251,51.58900604537508,12.43753247303448,11.037905557083455,-0.1287611095832304,5.406433602549402,2.8,9.236100170605994,-6.9522722761269335,-633.9021538041436,-436.8368436662707,-0.0,-0.0,444.6977983985091,0.0,4.0,0.04068972923015514,0.0,0.0,1.0379211910718198,263.9984568888889,-14.813227008365352,0.44044877627716045,5.840300692458653,0.003519927382960384,57.036250203701655,1.2599729098538235,0.1912232226691847,-649.5385791440176,15.636425339873965
2025-01-01 00:04:00,0.25861961684697155,0.13060153208442454,0.0041859812364222855,0.004310326947449526,0.0021766922014070755,6.976635394037142e-05,0.012355133242427277,0.0,0.23626448360454427,0.0,0.010000000000000002,0.0041859812364222855,0.0,0.0,0.0,0.12768486541775786,0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.008076939711725524,0,On,0.007240007558767217,0,On,0.1306040930750215,0.09795306980626609,On,0.058777988822099864,0,On,0.0041859812364222855,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,4474.316653333333,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,673.7704844444445,Off,0.0,0.0,47.21207845773561,51.666666666666686,46.10666666666668,0.0,51.581994519723644,0.0,0.0,0.0,47.21207845773561,51.59907517109814,51.6076154967854,51.581994519723644,12.43753247303448,11.019992715514457,-0.1466739511522288,5.437564089649682,2.8,9.236100170605994,-7.230574527852269,-642.1299404718649,-435.47237653167576,-0.0,-0.0,444.6977983985091,0.0,4.0,0.040651027455798044,0.0,0.0,1.0369339790038776,263.9984568888889,-16.455996394685595,0.44103851128043875,5.831865750666719,0.0035204502030523224,57.1119487034168,1.2600519362767408,0.19127754032397468,-657.4831870370247,15.35324656515984
2025-01-01 00:05:00,0.25861961684697155,0.13060153208442454,0.0041859812364222855,0.004310326947449526,0.0021766922014070755,6.976635394037142e-05,0.012355133242427277,0.0,0.23626448360454427,0.0,0.010000000000000002,0.0041859812364222855,0.0,0.0,0.0,0.12768486541775786,0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.008076939711725524,0,On,0.007240007558767217,0,On,0.1306040930750215,0.09795306980626609,On,0.058777988822099864,0,On,0.0041859812364222855,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,4474.316653333333,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,673.7704844444445,Off,0.0,0.0,47.22503501038009,51.666666666666686,46.10666666666668,0.0,51.574981130477234,0.0,0.0,0.0,47.22503501038009,51.59244935142472,51.601183461898465,51.574981130477234,12.43753247303448,11.002219347837118,-0.1644473188295681,5.466628297229799,2.8,9.236100170605994,-6.316231593906338,-649.8173838228026,-434.1201973274531,-0.0,-0.0,444.6977983985091,0.0,4.0,0.04061261560598305,0.0,0.0,1.0359541623851496,263.9984568888889,-16.893832664962314,0.441625089319313,5.823506719952716,0.003520973684197861,57.18661632311071,1.2601303536367574,0.19132823873656285,-664.9044031090971,15.087019286294435
2025-01-01 00:06:00,0.25861961684697155,0.13060153208442454,0.0041859812364222855,0.004310326947449526,0.0021766922014070755,6.976635394037142e-05,0.012355133242427277,0.0,0.23626448360454427,0.0,0.010000000000000002,0.0041859812364222855,0.0,0.0,0.0,0.12768486541775786,0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.008076939711725524,0,On,0.007240007558767217,0,On,0.1306040930750215,0.09795306980626609,On,0.058777988822099864,0,On,0.0041859812364222855,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,4474.316653333333,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,673.7704844444445,Off,0.0,0.0,47.2377603723689,51.666666666666686,46.10666666666668,0.0,51.56796590207839,0.0,0.0,0.0,47.2377603723689,51.585821713407675,51.594749619072324,51.56796590207839,12.43753247303448,10.984642868574797,-0.18202379809188862,5.493780694587213,2.8,9.236100170605994,-5.075750452412819,-656.9999667668231,-432.78462792754203,-0.0,-0.0,444.6977983985091,0.0,4.0,0.040574618093074485,0.0,0.0,1.0349849147493948,263.9984568888889,-16.988920923379883,0.44220680501333176,5.815255484421245,0.0035214978171190887,57.2597918940788,1.260207907063382,0.1913755901310781,-671.8408874789548,14.840920712131448
2025-01-01 00:07:00,0.25861961684697155,0.13060153208442454,0.0041859812364222855,0.004310326947449526,0.0021766922014070755,6.976635394037142e-05,0.012355133242427277,0.0,0.23626448360454427,0.0,0.010000000000000002,0.0041859812364222855,0.0,0.0,0.0,0.12768486541775786,0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.008076939711725524,0,On,0.007240007558767217,0,On,0.1306040930750215,0.09795306980626609,On,0.058777988822099864,0,On,0.0041859812364222855,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,4474.316653333333,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,673.7704844444445,Off,0.0,0.0,47.2502411406535,51.666666666666686,46.10666666666668,0.0,51.560948868894,0.0,0.0,0.0,47.2502411406535,51.579192289492696,51.58831399979204,51.560948868894,12.43753247303448,10.9672748300988,-0.1993918365678855,5.519161084623838,2.8,9.236100170605994,-3.74108598866502,-663.7152280628186,-431.46649087725564,-0.0,-0.0,444.6977983985091,0.0,4.0,0.04053706028130095,0.0,0.0,1.0340268830920805,263.9984568888889,-16.97239350991847,0.4427832928956396,5.807118473003534,0.0035220225884204127,57.33138124756357,1.2602845450013236,0.1914198407089858,-678.3276788475134,14.61245078469485
2025-01-01 00:08:00,0.25861961684697155,0.13060153208442454,0.0041859812364222855,0.004310326947449526,0.0021766922014070755,6.976635394037142e-05,0.012355133242427277,0.0,0.23626448360454427,0.0,0.010000000000000002,0.0041859812364222855,0.0,0.0,0.0,0.12768486541775786,0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.008076939711725524,0,On,0.007240007558767217,0,On,0.1306040930750215,0.09795306980626609,On,0.058777988822099864,0,On,0.0041859812364222855,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,4474.316653333333,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,673.7704844444445,Off,0.0,0.0,47.2624779653674,51.666666666666686,46.10666666666668,0.0,51.55393006728263,0.0,0.0,0.0,47.2624779653674,51.57256111400644,51.58187663736835,51.55393006728263,12.43753247303448,10.95011470798744,-0.21655195867924526,5.542896393034739,2.8,9.236100170605994,-2.460436401709842,-669.996001116299,-430.16569018876964,-0.0,-0.0,444.6977983985091,0.0,4.0,0.04049994143210351,0.0,0.0,1.0330800485739076,263.9984568888889,-16.992544611449222,0.4433545416502542,5.798388483942194,0.003522547983868539,57.401386984246784,1.2603602694513079,0.19146121384129744,-684.3966313797509,14.400630263451951
2025-01-01 00:09:00,0.25861961684697155,0.13060153208442454,0.0041859812364222855,0.004310326947449526,0.0021766922014070755,6.976635394037142e-05,0.012355133242427277,0.0,0.23626448360454427,0.0,0.010000000000000002,0.0041859812364222855,0.0,0.0,0.0,0.12768486541775786,0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.008076939711725524,0,On,0.007240007558767217,0,On,0.1306040930750215,0.09795306980626609,On,0.058777988822099864,0,On,0.0041859812364222855,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,4474.316653333333,Off,0.0,20.000000000000057,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,673.7704844444445,Off,0.0,0.0,47.27447997382965,51.666666666666686,46.10666666666668,0.0,51.54690953350577,0.0,0.0,0.0,47.27447997382965,51.565928221184365,51.57543756502366,51.54690953350577,12.43753247303448,10.933154691671492,-0.23351197499519394,5.565102590449664,2.8,9.236100170605994,-1.2222284991174206,-675.8724677200568,-428.8815793518808,-0.0,-0.0,444.6977983985091,0.0,4.0,0.040463245033444034,0.0,0.0,1.032143990002732,263.9984568888889,-17.038447545745704,0.44392075534826825,5.790476193138542,0.003523073989257126,57.46987024099036,1.2604351147466641,0.19149991347940293,-690.076889253469,14.204421533412193
