Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 03:47:00,0.5161882506435792,0.360731904448808,0.8830441176470587,0.00860313751072632,0.006012198407480133,0.014717401960784311,0.019689332966286114,0.49649891767729315,0.0,0.0,0.8830441176470587,0.0,0.360731904448808,0,1,0,0,Off,0,0,Off,0,0,Off,0.03850267531688185,0.028877006487661377,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,On,17598.04100888889,20.000000000000057,0.6800000000000002,0.0,25.87947207189542,0.0,1,17598.04100888889,17598.04100888889,Off,0.0,0,85.46052409606641,51.666666666666686,46.10666666666668,0.0,51.14132579212861,0.0,0.0,0.0,133.53206890010375,51.190362165424354,51.214880352072235,51.14132579212861,12.43753247303448,19.19321045294446,-0.30678954705559747,2.960151095354951,1.1660979627809571,2.2,9.236100170605994,14073.656641931651,-430.82595139121213,55.851266100501306,-3990.9630296581104,-0.0,-0.0,683.213969500539,0.0,3.0,0.17976698691191928,0.0,0,1.3110532600478588,197.99884266666666,-216.6353067996652,0.2020051572421213,8.852481903047355,0.0027251955825102845,-155.33265479038323,1.2254113256144004,0.4530695454719999,-449.9426126661585,19.11666127494634,0.1366005530783252,184.51181388787091,-128.6605477873696
2025-01-01 03:48:00,0.5161882506435792,0.360731904448808,0.8830441176470587,0.00860313751072632,0.006012198407480133,0.014717401960784311,0.019689332966286114,0.49649891767729315,0.0,0.0,0.8830441176470587,0.0,0.360731904448808,0,1,0,0,Off,0,0,Off,0,0,Off,0.03850267531688185,0.028877006487661377,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,On,17598.04100888889,20.000000000000057,0.6800000000000002,0.0,25.87947207189542,0.0,1,17598.04100888889,17598.04100888889,Off,0.0,0,85.1050572083471,51.666666666666686,46.10666666666668,0.0,51.127121359641684,0.0,0.0,0.0,132.97665188804234,51.17704682613237,51.20200955937772,51.127121359641684,12.43753247303448,19.312947489882593,-0.18705251011746427,2.974481960973555,1.17053783489324,2.2,9.236100170605994,14022.73753083048,-439.3234549144527,55.34051367915009,-4033.559041919976,-0.0,-0.0,683.213969500539,0.0,3.0,0.1804144302459922,0.0,0,1.3157751097512669,197.99884266666666,-224.95840563897082,0.20047314618882872,8.907453579322722,0.0027247770066267333,-156.23840854119783,1.2249099403353856,0.4530695454719999,-458.4252250804594,19.101770166006677,0.13656964906977542,183.6779031789638,-128.3373894998137
2025-01-01 03:49:00,0.5161882506435792,0.360731904448808,0.8830441176470587,0.00860313751072632,0.006012198407480133,0.014717401960784311,0.019689332966286114,0.49649891767729315,0.0,0.0,0.8830441176470587,0.0,0.360731904448808,0,1,0,0,Off,0,0,Off,0,0,Off,0.03850267531688185,0.028877006487661377,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,On,17598.04100888889,20.000000000000057,0.6800000000000002,0.0,25.87947207189542,0.0,1,17598.04100888889,17598.04100888889,Off,0.0,0,84.75908709587797,51.666666666666686,46.10666666666668,0.0,51.11297653966565,0.0,0.0,0.0,132.43607358730932,51.16378687103405,51.189192036718254,51.11297653966565,12.43753247303448,19.429184568809266,-0.07081543119079114,2.987600155467449,1.175053578073576,2.2,9.236100170605994,13974.538827946042,-447.10155085248965,54.80732068107693,-4075.0830078346416,-0.0,-0.0,683.213969500539,0.0,3.0,0.18104202832788843,0.0,0,1.320352226636877,197.99884266666666,-231.63314260874364,0.19899726291595826,8.960401224823478,0.002724355817670551,-157.10584053013878,1.2244236142699494,0.4530695454719999,-466.19004281224136,19.088491959751696,0.13653820978077374,182.83010027759948,-128.02277959652255
2025-01-01 03:50:00,0.5161882506435792,0.360731904448808,0.8830441176470587,0.00860313751072632,0.006012198407480133,0.014717401960784311,0.019689332966286114,0.49649891767729315,0.0,0.0,0.8830441176470587,0.0,0.360731904448808,0,1,0,0,Off,0,0,Off,0,0,Off,0.03850267531688185,0.028877006487661377,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,On,17598.04100888889,20.000000000000057,0.6800000000000002,0.0,25.87947207189542,0.0,1,17598.04100888889,17598.04100888889,Off,0.0,0,84.42204424830405,51.666666666666686,46.10666666666668,0.0,51.09888974904303,0.0,0.0,0.0,131.90944413797507,51.15058082046628,51.17642635617791,51.09888974904303,12.43753247303448,19.54213342486171,0.0,2.999616940641859,1.1796409539007648,2.2,9.236100170605994,13927.504066703874,-454.2262464431335,54.251646545422645,-4115.595300942717,-0.0,-0.0,683.213969500539,0.0,3.0,0.18165100708948542,0.0,0,1.3247935515119655,197.99884266666666,-238.1556107428364,0.19757372555156164,9.012154244177571,0.0027239321220632463,-157.93724240513745,1.2239514265378373,0.4530695454719999,-473.302923067577,19.0766766244435,0.13650626436031083,181.96921873665795,-127.7175721912353
2025-01-01 03:51:00,0.5161882506435792,0.360731904448808,0.8830441176470587,0.00860313751072632,0.006012198407480133,0.014717401960784311,0.019689332966286114,0.49649891767729315,0.0,0.0,0.8830441176470587,0.0,0.360731904448808,0,1,0,0,Off,0,0,Off,0,0,Off,0.03850267531688185,0.028877006487661377,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,On,17598.04100888889,20.000000000000057,0.6800000000000002,0.0,25.87947207189542,0.0,1,17598.04100888889,17598.04100888889,Off,0.0,0,84.09348657023509,51.666666666666686,46.10666666666668,0.0,51.08485949948363,0.0,0.0,0.0,131.39607276599233,51.137427283499605,51.1637111755076,51.08485949948363,12.43753247303448,19.65195817937024,0.0,3.010633236567462,1.1842953204405615,2.2,9.236100170605994,13881.74551109601,-460.75740904170596,53.673721606334595,-4155.140806074088,-0.0,-0.0,683.213969500539,0.0,3.0,0.18224232706136784,0.0,0,1.3291060895935418,197.99884266666666,-244.36866121932732,0.19619946432517246,9.062816911349305,0.002723506019942437,-158.73442878115873,1.2234926590027615,0.4530695454719999,-479.82360165497647,19.06619261327055,0.1364738447897837,181.09614670154951,-127.42242509521492
2025-01-01 03:52:00,0.5161882506435792,0.360731904448808,0.8830441176470587,0.00860313751072632,0.006012198407480133,0.014717401960784311,0.019689332966286114,0.49649891767729315,0.0,0.0,0.8830441176470587,0.0,0.360731904448808,0,1,0,0,Off,0,0,Off,0,0,Off,0.03850267531688185,0.028877006487661377,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,On,17598.04100888889,20.000000000000057,0.6800000000000002,0.0,25.87947207189542,0.0,1,17598.04100888889,17598.04100888889,Off,0.0,0,83.77301664023189,51.666666666666686,46.10666666666668,0.0,51.07088437634839,0.0,0.0,0.0,130.89533850036233,51.12432493808607,51.15104521895491,51.07088437634839,12.43753247303448,19.758806297301845,0.0,3.02074061233391,1.189011743685723,2.2,9.236100170605994,13837.221165492172,-466.7493719060867,53.073997899743176,-4193.759715433721,-0.0,-0.0,683.213969500539,0.0,3.0,0.18281685195080322,0.0,0,1.333296139959363,197.99884266666666,-250.27409746353464,0.1948717161920052,9.111052185625478,0.002723077606496128,-159.49903697579958,1.2230466660763142,0.4530695454719999,-485.80627942436206,19.056907518275334,0.13644098511095248,180.21182579836648,-127.1378278986233
2025-01-01 03:53:00,0.5161882506435792,0.360731904448808,0.8830441176470587,0.00860313751072632,0.006012198407480133,0.014717401960784311,0.019689332966286114,0.49649891767729315,0.0,0.0,0.8830441176470587,0.0,0.360731904448808,0,1,0,0,Off,0,0,Off,0,0,Off,0.03850267531688185,0.028877006487661377,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,On,17598.04100888889,20.000000000000057,0.6800000000000002,0.0,25.87947207189542,0.0,1,17598.04100888889,17598.04100888889,Off,0.0,0,83.46027560139744,51.666666666666686,46.10666666666668,0.0,51.056963031209385,0.0,0.0,0.0,130.4066806271835,51.111272524098716,51.13842727054339,51.056963031209385,12.43753247303448,19.862810867533117,0.0,3.0300221726592196,1.1937850919512425,2.2,9.236100170605994,13793.895194794612,-472.2514493195632,52.45310647209371,-4231.488178237013,-0.0,-0.0,683.213969500539,0.0,3.0,0.18337536185676828,0.0,0,1.337369391926051,197.99884266666666,-255.87160535780123,0.1935879832144047,9.158364280051856,0.0027226469724475955,-160.23255107836064,1.2226128648032,0.4530695454719999,-491.30014706187217,19.048697742308917,0.1364077207716287,179.31723326907505,-126.86412679698134
2025-01-01 03:54:00,0.5161882506435792,0.360731904448808,0.8830441176470587,0.00860313751072632,0.006012198407480133,0.014717401960784311,0.019689332966286114,0.49649891767729315,0.0,0.0,0.8830441176470587,0.0,0.360731904448808,0,1,0,0,Off,0,0,Off,0,0,Off,0.03850267531688185,0.028877006487661377,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,On,17598.04100888889,20.000000000000057,0.6800000000000002,0.0,25.87947207189542,0.0,1,17598.04100888889,17598.04100888889,Off,0.0,0,83.15493465095982,51.666666666666686,46.10666666666668,0.0,51.043094175427164,0.0,0.0,0.0,129.92958539212472,51.09826883732298,51.1258561682709,51.043094175427164,12.43753247303448,19.964093783047055,0.0,3.038553356479279,1.1986101154571493,2.2,9.236100170605994,13751.727740408005,-477.3084026182782,51.8118203624676,-4268.359308996914,-0.0,-0.0,683.213969500539,0.0,3.0,0.18391857114254911,0.0,0,1.3413310553952182,197.99884266666666,-261.16792898450785,0.19234598264429625,9.20483263334647,0.002722214204474321,-160.93633409830545,1.2221907212621652,0.4530695454719999,-496.34985778463357,19.041455166355394,0.13637408807366694,178.4133669288886,-126.60154656642099
2025-01-01 03:55:00,0.5161882506435792,0.360731904448808,0.8830441176470587,0.00860313751072632,0.006012198407480133,0.014717401960784311,0.019689332966286114,0.49649891767729315,0.0,0.0,0.8830441176470587,0.0,0.360731904448808,0,1,0,0,Off,0,0,Off,0,0,Off,0.03850267531688185,0.028877006487661377,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,On,17598.04100888889,20.000000000000057,0.6800000000000002,0.0,25.87947207189542,0.0,1,17598.04100888889,17598.04100888889,Off,0.0,0,82.85668946500856,51.666666666666686,46.10666666666668,0.0,51.02927657514521,0.0,0.0,0.0,129.46357728907586,51.08531272477404,51.11333079958846,51.02927657514521,12.43753247303448,20.06276782360425,0.0,3.0464026576257988,1.203481513050724,2.2,9.236100170605994,13710.678032374231,-481.9608671906101,51.15102295583678,-4304.403828526075,-0.0,-0.0,683.213969500539,0.0,3.0,0.18444714024773348,0.0,0,1.3451859469991594,197.99884266666666,-266.1731174891217,0.1911436126061947,9.249805900921196,0.0027217793855374,-161.6116492677487,1.2217797416173053,0.4530695454719999,-500.9959539187443,19.035086728134218,0.13634012370977633,177.50123257409572,-126.35020961825894
2025-01-01 03:56:00,0.5161882506435792,0.360731904448808,0.8830441176470587,0.00860313751072632,0.006012198407480133,0.014717401960784311,0.019689332966286114,0.49649891767729315,0.0,0.0,0.8830441176470587,0.0,0.360731904448808,0,1,0,0,Off,0,0,Off,0,0,Off,0.03850267531688185,0.028877006487661377,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,On,17598.04100888889,20.000000000000057,0.6800000000000002,0.0,25.87947207189542,0.0,1,17598.04100888889,17598.04100888889,Off,0.0,0,82.56525619234506,51.666666666666686,46.10666666666668,0.0,51.015509047212724,0.0,0.0,0.0,129.00821280053916,51.07240308088282,51.100850097717874,51.015509047212724,12.43753247303448,20.15893815166532,0.0,3.0536322755325385,1.2083939878039545,2.2,9.236100170605994,13670.705397316433,-486.2457405187452,50.47168109293192,-4339.6505128376475,-0.0,-0.0,683.213969500539,0.0,3.0,0.18496168423669945,0.0,0,1.3489385524455777,197.99884266666666,-270.89906823534574,0.18997892647767484,9.293344127254029,0.0027213425951519254,-162.25967548852122,1.2213794656649368,0.4530695454719999,-505.2752520601455,19.02951154140029,0.1363058643771618,176.5818335096114,-126.1101524166795
2025-01-01 03:57:00,0.5161882506435792,0.360731904448808,0.0,0.00860313751072632,0.006012198407480133,0.0,0.019689332966286114,0.49649891767729315,0.0,0.0,0.0,0.0,0.360731904448808,0,1,0,0,Off,0,0,Off,0,0,Off,0.03850267531688185,0.028877006487661377,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17598.04100888889,Off,0.0,0,82.28036854124967,51.666666666666686,46.10666666666668,0.0,51.00179045577459,0.0,0.0,0.0,128.5630758457026,51.05953884430623,51.088413038572064,51.00179045577459,12.43753247303448,20.252703400046375,0.0,3.060298703144533,1.2133422930077644,2.2,9.236100170605994,-3966.271057473341,-490.1965325293364,49.774822242902374,-4374.126508833368,-0.0,-0.0,683.213969500539,0.0,3.0,0.18546277907355255,0.0,0,1.3525930722811428,197.99884266666666,-275.35851814051176,0.18885011337621285,9.335503655950669,0.0027209039096147457,-162.88151870144367,1.2209894621178705,0.4530695454719999,-509.22119106519284,19.024658535856446,0.13627134645749067,175.6561619061743,-125.88133966327193
2025-01-01 03:58:00,0.5161882506435792,0.360731904448808,0.0,0.00860313751072632,0.006012198407480133,0.0,0.019689332966286114,0.49649891767729315,0.0,0.0,0.0,0.0,0.360731904448808,0,1,0,0,Off,0,0,Off,0,0,Off,0.03850267531688185,0.028877006487661377,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17598.04100888889,Off,0.0,0,82.66782989410967,51.666666666666686,46.10666666666668,0.0,50.98811970934643,0.0,0.0,0.0,129.16848420954636,51.046718995191284,51.076018638113716,50.98811970934643,12.43753247303448,20.094793156890088,0.0,3.066453258014429,1.2183212698618053,2.2,9.236100170605994,-3895.914709266539,-493.843682266007,49.06151551894378,-4316.128410192482,-0.0,-0.0,683.213969500539,0.0,3.0,0.1846185538341957,0.0,0,1.3464360783230933,197.99884266666666,-263.0002685745957,0.19067319756417686,9.262490177003926,0.0027204634022010093,-161.139028957579,1.2216472810982661,0.4530695454719999,-512.8641464129915,19.020464146984516,0.1362366057542224,174.72519173930075,-125.66367622035698
2025-01-01 03:59:00,0.5161882506435792,0.360731904448808,0.0,0.00860313751072632,0.006012198407480133,0.0,0.019689332966286114,0.49649891767729315,0.0,0.0,0.0,0.0,0.360731904448808,0,1,0,0,Off,0,0,Off,0,0,Off,0.03850267531688185,0.028877006487661377,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17598.04100888889,Off,0.0,0,83.04195792466271,51.666666666666686,46.10666666666668,0.0,50.97438486768819,0.0,0.0,0.0,129.75305925728549,51.033838776924256,51.06356573154229,50.97438486768819,12.43753247303448,19.941814264596875,0.0,3.072142550446374,1.2233258774378906,2.2,9.236100170605994,-3829.496280238247,-497.2148445389795,48.33285940385156,-4260.237660106763,-0.0,-0.0,683.213969500539,0.0,3.0,0.18379913759210428,0.0,0,1.3404600181243622,197.99884266666666,-252.4725896320233,0.1924576931810239,9.191995063345836,0.0027200278419522786,-159.44532735348565,1.222285239639451,0.4530695454719999,-516.2317073054162,19.016862766436702,0.13620167728335952,173.7898731972766,-125.45701379342503
2025-01-01 04:00:00,0.515147637797177,0.3599514448140063,0.0,0.008585793963286284,0.005999190746900105,0.0,0.019689332966286114,0.4954583048308909,0.0,0.0,0.0,0.0,0.3599514448140063,0,1,0,0,Off,0,0,Off,0,0,Off,0.03746206247047963,0.028096546852859717,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17598.04100888889,Off,0.0,0,83.40350652691272,51.666666666666686,46.10666666666668,0.0,50.96058815245575,0.0,0.0,0.0,130.31797894830112,51.02090026692875,51.05105632416526,50.96058815245575,12.43753247303448,19.793486555990263,0.0,3.07740888166587,1.2283512152120304,2.2,9.236100170605994,-3766.4220438798657,-500.33513234620995,47.589973008533335,-4206.325205138133,-0.0,-0.0,682.1733566541367,0.0,3.0,0.18300316610585732,0.0,0,1.3346549421764602,197.99884266666666,-242.27019539586928,0.19420535149823218,9.123156392266523,0.00271959708474073,-157.79779645887191,1.2229044440840247,0.4530695454719999,-519.3489123486568,19.013780002446822,0.13616659511565465,172.85112849843503,-125.2611554899017
2025-01-01 04:01:00,0.515147637797177,0.3599514448140063,0.0,0.008585793963286284,0.005999190746900105,0.0,0.019689332966286114,0.4954583048308909,0.0,0.0,0.0,0.0,0.3599514448140063,0,1,0,0,Off,0,0,Off,0,0,Off,0.03746206247047963,0.028096546852859717,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17598.04100888889,Off,0.0,0,83.75312916079677,51.666666666666686,46.10666666666668,0.0,50.94673165972016,0.0,0.0,0.0,130.86426431374497,51.007905425166506,51.03849230788968,50.94673165972016,12.43753247303448,19.64956734758631,0.0,3.082290607960756,1.2333925402432644,2.2,9.236100170605994,-3704.6457279815613,-503.2273274216895,46.83398482275794,-4154.278307314854,-0.0,-0.0,682.1733566541367,0.0,3.0,0.18222946284513591,0.0,0,1.3290122699611469,197.99884266666666,-232.54077732084468,0.19591762285142586,9.056575192825509,0.0027191709943512614,-156.1941633837406,1.2235058506100454,0.4530695454719999,-522.2384650926629,19.011137670973383,0.1361313922558533,171.90984872505533,-125.07586390229739
2025-01-01 04:02:00,0.515147637797177,0.3599514448140063,0.0,0.008585793963286284,0.005999190746900105,0.0,0.019689332966286114,0.4954583048308909,0.0,0.0,0.0,0.0,0.3599514448140063,0,1,0,0,Off,0,0,Off,0,0,Off,0.03746206247047963,0.028096546852859717,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17598.04100888889,Off,0.0,0,84.0913437626419,51.666666666666686,46.10666666666668,0.0,50.93281737669268,0.0,0.0,0.0,131.39272462912797,50.99485610978566,51.02587547633216,50.93281737669268,12.43753247303448,19.509864592310258,0.0,3.086822485237181,1.238445280193007,2.2,9.236100170605994,-3645.106732894672,-505.9120781949978,46.066021766274744,-4104.004799261987,-0.0,-0.0,682.1733566541367,0.0,3.0,0.18147711222703145,0.0,0,1.3235253240679714,197.99884266666666,-223.2752902868223,0.19759546845267395,8.991444714823018,0.002718749441453946,-154.6326256920782,1.224090209140879,0.4530695454719999,-524.9209379779842,19.008859782986434,0.13609610055070628,170.96689144755476,-124.90086968128001
2025-01-01 04:03:00,0.515147637797177,0.3599514448140063,0.0,0.008585793963286284,0.005999190746900105,0.0,0.019689332966286114,0.4954583048308909,0.0,0.0,0.0,0.0,0.3599514448140063,0,1,0,0,Off,0,0,Off,0,0,Off,0.03746206247047963,0.028096546852859717,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17598.04100888889,Off,0.0,0,84.41866048207942,51.666666666666686,46.10666666666668,0.0,50.918847204291396,0.0,0.0,0.0,131.90415700324908,50.98175409823633,51.01320754520881,50.918847204291396,12.43753247303448,19.37418907751083,-0.12581092248922587,3.091035991335746,1.2435050427420826,2.2,9.236100170605994,-3587.7078096056593,-508.40808820940464,45.287200589871816,-4055.4154601527807,-0.0,-0.0,682.1733566541367,0.0,3.0,0.18074520431815597,0.0,0,1.3181874682888333,197.99884266666666,-214.4657061070156,0.19923992028003848,8.928384858938909,0.0027183323022252357,-153.11140205758227,1.2246582622159712,0.4530695454719999,-527.4149631185887,19.00687490918411,0.13606075062191794,170.02307903209766,-124.73587844222584
2025-01-01 04:04:00,0.515147637797177,0.3599514448140063,0.0,0.008585793963286284,0.005999190746900105,0.0,0.019689332966286114,0.4954583048308909,0.0,0.0,0.0,0.0,0.3599514448140063,0,1,0,0,Off,0,0,Off,0,0,Off,0.03746206247047963,0.028096546852859717,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17598.04100888889,Off,0.0,0,84.73555050549724,51.666666666666686,46.10666666666668,0.0,50.904822958440306,0.0,0.0,0.0,132.39929766483945,50.96860108848378,51.000490153505524,50.904822958440306,12.43753247303448,19.24236609823919,-0.2576339017608653,3.094959624461484,1.2485676219993296,2.2,9.236100170605994,-3532.352044222388,-510.73229237603545,44.4986212159865,-4008.428058044273,-0.0,-0.0,682.1733566541367,0.0,3.0,0.18003289845497872,0.0,0,1.312992571605566,197.99884266666666,-206.09734283225214,0.20085193080968325,8.866605268316587,0.002717919458256582,-151.6288430713886,1.2252106958177962,0.4530695454719999,-529.7374089461694,19.005116570133893,0.13602537181993277,169.07919751823366,-124.58057630224715
2025-01-01 04:05:00,0.515147637797177,0.3599514448140063,0.8830441176470587,0.008585793963286284,0.005999190746900105,0.014717401960784311,0.019689332966286114,0.4954583048308909,0.0,0.0,0.8830441176470587,0.0,0.3599514448140063,0,1,0,0,Off,0,0,Off,0,0,Off,0.03746206247047963,0.028096546852859717,On,0,0,Off,0.003976045093201754,0.0,On,0.0004416686985218557,0.0,On,0.015271619174562505,0,On,0.015523045078882384,0,On,0.4424731972815289,0.3318548979611466,On,0,0,Off,On,17598.04100888889,20.000000000000057,0.6800000000000002,0.0,25.87947207189542,0.0,1,17598.04100888889,17598.04100888889,Off,0.0,0,85.04245239965623,51.666666666666686,46.10666666666668,0.0,50.89074637655895,0.0,0.0,0.0,132.87883187446286,50.95539870507919,50.98772486933931,50.89074637655895,12.43753247303448,19.11423308840237,-0.3857669115976883,3.0986191776144367,1.2536290024088008,2.2,9.236100170605994,14119.095476524577,-512.9000193252319,43.70136131321165,-3962.96631306736,-0.0,-0.0,682.1733566541367,0.0,3.0,0.17933941139129625,0.0,0,1.3079349217486018,197.99884266666666,-198.15257595108844,0.20243239228306203,8.806730836670384,0.0027175107961498273,-150.18340959797433,1.2257481488465403,0.4530695454719999,-531.9035426489188,19.00352332368691,0.13598999219506308,168.13599596974782,-124.43463465653618
