Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.8829988332456461,0.29033285847389595,0.09244875000000001,0.8829988332456461,0.29033285847389595,0.09244875000000001,0.022281709619242394,0.2916546007407408,0.461205647885663,0.107856875,0.09244875000000001,0.0,0.0,0.29033285847389595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.0031326663011695902,0.0,0.019149043318072802,0.0,0.07409516992046822,0.0,0.34548596410910626,0.2591144730818296,0.0,0.0,2275.3815056666667,18.888888888888914,0.24000000000000002,0.0,2.7094057883333336,0.107856875,0.3,2167.524630666667,7225.082102222223,291.65460074074076,0.08333333333333333,20.58616254753127,51.66666666666668,46.10666666666668,0.0,50.71021018465074,0.0,0.0,291.65460074074076,20.58616254753127,47.766279347619125,50.71021018465074,46.29431392910332,12.43753247303448,18.640936964870164,-0.04462610705521494,2.8,9.236100170605994,1858.3566560690992,-938.2154608632815,0.0,0.0,591.3025684617124,0.0,2.0,0.04543950838573337,0.0,0.0,0.8196441459519944,131.99922844444444,-70.11195719599831,0.2386610480406618,9.038011840421046,0.0031118519883545108,0.45666947808518454,1.2273862333167784
2025-01-01 01:00:00,0.7077437991958118,0.25895473057796026,0.09244875000000001,0.7077437991958118,0.25895473057796026,0.09244875000000001,0.010078152423512381,0.2333236805925926,0.3564850911797068,0.107856875,0.09244875000000001,0.0,0.0,0.25895473057796026,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04058390100968627,0.030437925757264693,0.0,0.0,0.0028977163285818707,0.0,0.0071804360949305115,0.0,0.011212117075759644,0.0,0.30468907309426085,0.2285168048206956,0.0,0.0,2275.3815056666667,18.888888888888914,0.24000000000000002,0.0,2.7094057883333336,0.107856875,0.3,2167.524630666667,7225.082102222223,233.3236805925926,0.06666666666666667,23.448799435760286,51.66666666666668,46.10666666666668,0.0,51.84296627482293,0.0,0.0,233.3236805925926,23.448799435760286,51.837766674913546,51.85043998525161,51.82769316453018,12.43753247303448,18.556736694233823,-0.0658815772173618,2.5,9.236100170605994,1815.4037191194047,-860.1690759850303,0.0,0.0,477.2342369310653,0.0,2.0,0.04114179179352449,0.0,0.0,0.7421213387978848,131.99922844444444,-77.04294749329694,0.2400177964100152,9.000795615122495,0.003112978461777847,11.581728482747259,1.2277992973476957
2025-01-01 02:00:00,0.4853636029790392,0.25817427094315865,0.10272083333333336,0.48536360297903913,0.25817427094315865,0.10272083333333334,0.010078152423512381,0.0,0.35544447833330456,0.11984097222222223,0.10272083333333336,0.0,0.0,0.25817427094315865,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.0028977163285818707,0.0,0.0071804360949305115,0.0,0.011212117075759644,0.0,0.30468907309426085,0.2285168048206956,0.0,0.0,2528.201672962963,18.888888888888914,0.26666666666666666,0.0,3.010450875925926,0.11984097222222223,0.3333333333333333,2408.360700740741,7225.082102222223,0.0,0.0,23.338520573872017,51.66666666666668,46.10666666666668,0.0,51.70606461978485,0.0,0.0,0.0,23.338520573872017,51.7225559149123,51.730801562476024,51.70606461978485,12.43753247303448,18.5815910274037,-0.060033073644111215,1.6500000000000001,9.236100170605994,2100.8494488804345,-825.8219618651286,0.0,0.0,476.1936240846631,0.0,2.0,0.03725678382912607,0.0,0.0,0.6720430270352551,131.99922844444444,-77.7238863020631,0.2402934879000469,9.021947295592636,0.0031214188897465576,27.567836332888053,1.2276884986219982
2025-01-01 03:00:00,0.4961504540398007,0.257393811308357,0.11299291666666669,0.4961504540398007,0.257393811308357,0.11299291666666668,0.009921519108453902,0.0,0.35440386548690234,0.13182506944444444,0.11299291666666669,0.0,0.0,0.257393811308357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03850267531688185,0.028877006487661377,0.0,0.0,0.0027410830135233917,0.0,0.0071804360949305115,0.0,0.011212117075759644,0.0,0.30468907309426085,0.2285168048206956,0.0,0.0,2781.0218402592595,18.888888888888914,0.29333333333333333,0.0,3.3114959635185186,0.13182506944444444,0.36666666666666664,2649.196770814815,7225.082102222223,0.0,0.0,23.196529555705375,51.66666666666668,46.10666666666668,0.0,51.49881069711039,0.0,0.0,0.0,23.196529555705375,51.52666523285128,51.54059250072172,51.49881069711039,12.43753247303448,18.586990620509088,-0.05403944591752872,1.6500000000000001,9.236100170605994,2304.820295580016,-872.4565403373743,0.0,0.0,474.99637792320243,0.0,2.0,0.03941884983641468,0.0,0.0,0.7110426731360107,131.99922844444444,-78.74138226507132,0.2409643668255646,9.035738007040601,0.003131310243178193,6.985332115399981,1.227658312620555
2025-01-01 04:00:00,0.4767929256866516,0.26037452684186746,0.09244875000000001,0.4767929256866516,0.26037452684186746,0.09244875000000001,0.009976137030068484,0.0,0.3589599136565831,0.107856875,0.09244875000000001,0.0,0.0,0.26037452684186746,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.0027410830135233917,0.0,0.007235054016545094,0.0,0.011793877867426417,0.0,0.30970397331867705,0.23227797998900773,0.0,0.0,2275.3815056666667,18.888888888888914,0.24000000000000002,0.0,2.7094057883333336,0.107856875,0.3,2167.524630666667,7225.082102222223,0.0,0.0,22.951547199664056,51.66666666666668,46.10666666666668,0.0,51.27314887950615,0.049345730837840114,133.13515304381093,0.0,22.951547199664056,51.20110617530929,51.316566103371756,51.12166759934527,12.43753247303448,18.60314693458975,-0.05133828636993396,0.55,9.236100170605994,1722.1443440706944,-954.1268499083894,0.0,0.0,479.25600099878864,0.0,2.0,0.040316701643075964,0.0,0.0,0.7272382483833301,131.99922844444444,-78.36631268637159,0.24056890308531748,9.03877269117466,0.003130818110214112,23.397582708163387,1.2270147007062915
2025-01-01 05:00:00,1.1771515393453762,0.28843086052981765,0.0975847916666667,1.177151539345376,0.28843086052981765,0.09758479166666667,0.016038850208813883,0.6416401216296297,0.40562364389582145,0.11384892361111112,0.0975847916666667,0.0,0.0,0.28843086052981765,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.003054349643640351,0.0,0.012984500565173532,0.0,0.021049163189397823,0.0,0.34711241823594396,0.2603343136769579,0.0,0.0,2401.791589314815,18.888888888888914,0.25333333333333335,0.0,2.8599283321296296,0.11384892361111112,0.31666666666666665,2287.942665703704,7225.082102222223,641.6401216296297,0.18333333333333332,21.742147976158144,51.66666666666668,46.10666666666668,0.0,50.75755149365255,0.4150338938424242,1092.435391035692,641.6401216296297,21.742147976158144,49.39845604874435,50.75755149365255,48.71890832629025,12.43753247303448,18.533915813664287,-0.06708262144704301,-0.25000000000000006,9.236100170605994,1875.0340183585872,-980.1468827247336,0.0,0.0,529.3638532725637,0.0,2.0,0.03965426330408524,0.0,0.0,0.7152890938722661,131.99922844444444,-75.97454150405801,0.24288154751505311,9.023496178939507,0.00314892912574985,30.892796885627465,1.2266765146936258
2025-01-01 06:00:00,1.8268865492802666,0.32475723676057655,0.11812895833333335,1.8268865492802664,0.32475723676057655,0.11812895833333334,0.0440816666125363,1.1666184029629632,0.4783693616492116,0.13781711805555558,0.11812895833333335,0.0,0.0,0.32475723676057655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.0034459329312865493,0.0,0.040635733681249744,0.0,0.04535971263510938,0.0,0.3934663608508181,0.29509977063811355,0.0,0.0,2907.431923907408,18.888888888888914,0.3066666666666667,0.0,3.462018507314815,0.13781711805555558,0.38333333333333336,2769.614805851852,7225.082102222223,1166.618402962963,0.3333333333333333,22.422048858133202,51.66666666666668,46.10666666666668,0.0,51.120711197222825,0.21517537261276956,561.6260552329295,1166.618402962963,22.422048858133202,50.370935994759876,51.120711197222825,49.996048393528405,12.43753247303448,18.59500958185327,-0.05059974962250102,0.3,9.236100170605994,2491.8253529883104,-960.7628961146504,0.0,0.0,626.9076114466351,0.0,2.0,0.03996449336412315,0.0,0.0,0.720885066664266,131.99922844444444,-81.75128625108202,0.24222031068642996,9.055584723173085,0.0031523885472258175,5.22595609775084,1.226417108488925
2025-01-01 07:00:00,0.8729910761357783,0.3470554461473604,0.24139395833333338,0.8729910761357783,0.34705544614736045,0.24139395833333335,0.06329069673474014,0.0,0.528074094678816,0.28162628472222223,0.24139395833333338,0.0,0.0,0.3470554461473604,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.00321098295869883,0.0,0.0600797137760413,0.0,0.06533349981566862,0.0,0.42111608100705894,0.3158370607552941,0.0,0.0,5941.273931462963,22.222222222222285,0.6266666666666667,0.0,7.074559558425927,0.28162628472222223,0.7833333333333333,5659.64764674074,7225.082102222223,0.0,0.0,20.257495632008748,51.66666666666668,46.10666666666668,0.0,51.53858517243308,0.0978383240720334,266.27030608762186,0.0,20.257495632008748,50.131326367721236,51.53858517243308,49.427696965365314,12.43753247303448,21.389223801827107,-0.44853432955523864,-0.55,9.236100170605994,5213.886020902293,-1286.2114207681418,0.0,0.0,693.8858941875064,2.9886082097000912,2.0,0.04437487055691705,0.0,0.0,0.8004400613360105,131.99922844444444,-135.06238398003455,0.20428035863777425,10.319495765960943,0.00315646692034764,19.50521749169311,1.2147890231667418
2025-01-01 08:00:00,0.7627575211615608,0.32862341640889187,0.18489750000000002,0.7627575211615608,0.32862341640889187,0.18489750000000002,0.05049158740423947,0.0,0.4965521837573212,0.21571375,0.18489750000000002,0.0,0.0,0.32862341640889187,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0024278163834064326,0.0,0.04806377102083304,0.0,0.058387628545465316,0.0,0.39549942850936526,0.29662457138202386,0.0,0.0,4550.763011333333,22.222222222222285,0.48000000000000004,0.0,5.418811576666667,0.21571375,0.6,4335.049261333334,7225.082102222223,0.0,0.0,18.773637442365523,51.66666666666668,46.10666666666668,0.0,51.13343139201033,0.0,0.0,0.0,18.773637442365523,48.54905954568615,51.13343139201033,47.256873622524054,12.43753247303448,21.967004237224295,-0.05053937438249676,-1.4,9.236100170605994,3659.747198710856,-1437.9796152113684,0.0,0.0,609.5472840005718,191.6908223806146,1.3664999999999998,0.04654739004431047,0.0,0.0,0.8396282687587768,90.18847283466667,-62.58348141168062,0.1976264513621314,10.591176739514367,0.0031666302643950737,23.855937861624195,1.2129632638041612
2025-01-01 09:00:00,0.7105803953271949,0.31256218190636964,0.16948937500000003,0.7105803953271949,0.31256218190636964,0.16948937500000003,0.04077305273232799,0.0,0.47206973842820016,0.19773760416666666,0.16948937500000003,0.0,0.0,0.31256218190636964,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.001957916438230994,0.0,0.03881513629409698,0.0,0.0553201625530405,0.0,0.374084449172669,0.28056333687950163,0.0,0.0,4171.532760388889,22.222222222222285,0.44000000000000006,0.0,4.967243945277778,0.19773760416666666,0.55,3973.7951562222224,7225.082102222223,0.0,0.0,18.713154813863408,51.66666666666668,46.10666666666668,0.0,50.942036135812984,0.0,0.0,0.0,18.713154813863408,48.39120973485774,50.942036135812984,47.11579653438012,12.43753247303448,21.894048390085807,-0.059466107447114364,-0.85,9.236100170605994,3378.836688564325,-1376.2095758238322,0.0,0.0,552.6564939406636,492.5850725741033,1.0,0.04582062686324308,0.0,0.0,0.8265188138368929,65.99961422222222,30.857010058604043,0.1993985703556824,10.57721311072491,0.003179372958031476,51.552782976029775,1.2138626303153852
