Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.6348250090220713,0.32398012822285066,0.0,0.010580416817034522,0.0053996688037141775,0.0,0.03925331846228048,0.0,0.5955716905597909,0.0,0.0,0.0,0.0,0.32398012822285066,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0031326663011695902,0.0,On,0.03612065216111089,0,On,0.16359818626265646,0,On,0.3903489904410459,0.2927617428307843,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,7225.082102222223,Off,0.0,0.0,20.942945439188307,51.666666666666686,46.10666666666668,0.0,50.814301318444144,0.0,0.0,0.0,20.942945439188307,47.76944186711094,50.814301318444144,46.247012141444344,12.43753247303448,18.120590700248904,-0.26829818864001,2.8,9.236100170605994,-187.55730908622206,-896.3045685015528,-0.0,-0.0,739.4998081356425,0.0,2.0,0.04489132745518519,0.0,0,0.8097559823998686,131.99922844444444,-30.75254872031182,0.24580027052192022,8.774357868824092,0.003111685026404473,2.740687349320634,1.2260557745429987
2025-01-01 00:01:00,0.994347925688738,0.32398012822285066,0.30816250000000006,0.01657246542814563,0.0053996688037141775,0.005136041666666667,0.03925331846228048,0.0,0.5955716905597909,0.3595229166666667,0.30816250000000006,0.0,0.0,0.32398012822285066,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0031326663011695902,0.0,On,0.03612065216111089,0,On,0.16359818626265646,0,On,0.3903489904410459,0.2927617428307843,On,0,0,Off,On,7584.605018888889,18.888888888888914,0.8,0.0,9.031352627777778,0.3595229166666667,1,7225.082102222223,7225.082102222223,Off,0.0,0.0,20.977270178300767,51.666666666666686,46.10666666666668,0.0,50.810709857378576,0.0,0.0,0.0,20.977270178300767,47.766502700176474,50.810709857378576,46.24439912157543,12.43753247303448,18.068891463352564,-0.31999742553635,2.8,9.236100170605994,7398.162113714388,-892.1944804276759,-0.0,-0.0,739.4998081356425,0.0,2.0,0.044836775509072196,0.0,0,0.8087719668400557,131.99922844444444,-33.748232882466596,0.24732223931588465,8.773691078251197,0.003111703283173347,2.869222549992184,1.2298555225988856
2025-01-01 00:02:00,0.994347925688738,0.32398012822285066,0.30816250000000006,0.01657246542814563,0.0053996688037141775,0.005136041666666667,0.03925331846228048,0.0,0.5955716905597909,0.3595229166666667,0.30816250000000006,0.0,0.0,0.32398012822285066,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0031326663011695902,0.0,On,0.03612065216111089,0,On,0.16359818626265646,0,On,0.3903489904410459,0.2927617428307843,On,0,0,Off,On,7584.605018888889,18.888888888888914,0.8,0.0,9.031352627777778,0.3595229166666667,1,7225.082102222223,7225.082102222223,Off,0.0,0.0,20.824166732347475,51.666666666666686,46.10666666666668,0.0,50.80711339710837,0.0,0.0,0.0,20.824166732347475,47.763558716052444,50.80711339710837,46.24178137552448,12.43753247303448,18.283333648480273,-0.10555524040864128,2.8,9.236100170605994,7369.358091336269,-909.2891543904351,-0.0,-0.0,739.4998081356425,0.0,2.0,0.04506297777758231,0.0,0,0.8128522346900395,131.99922844444444,-45.45758129782705,0.2440140292618024,8.87322556036299,0.003111722337113171,2.3227119882011316,1.2289505574148787
2025-01-01 00:03:00,0.994347925688738,0.32398012822285066,0.30816250000000006,0.01657246542814563,0.0053996688037141775,0.005136041666666667,0.03925331846228048,0.0,0.5955716905597909,0.3595229166666667,0.30816250000000006,0.0,0.0,0.32398012822285066,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0031326663011695902,0.0,On,0.03612065216111089,0,On,0.16359818626265646,0,On,0.3903489904410459,0.2927617428307843,On,0,0,Off,On,7584.605018888889,18.888888888888914,0.8,0.0,9.031352627777778,0.3595229166666667,1,7225.082102222223,7225.082102222223,Off,0.0,0.0,20.67623308790852,51.666666666666686,46.10666666666668,0.0,50.80353979546093,0.0,0.0,0.0,20.67623308790852,47.76063621871436,50.80353979546093,46.23918443034108,12.43753247303448,18.490456291845902,0.0,2.8,9.236100170605994,7341.936448897726,-925.9165843420877,-0.0,-0.0,739.4998081356425,0.0,2.0,0.04528127402615729,0.0,0,0.8167898926573942,131.99922844444444,-56.25179378471749,0.24086565330651527,8.969105199760216,0.0031117377731426786,1.7957015275147619,1.2280777470211868
2025-01-01 00:04:00,0.994347925688738,0.32398012822285066,0.30816250000000006,0.01657246542814563,0.0053996688037141775,0.005136041666666667,0.03925331846228048,0.0,0.5955716905597909,0.3595229166666667,0.30816250000000006,0.0,0.0,0.32398012822285066,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0031326663011695902,0.0,On,0.03612065216111089,0,On,0.16359818626265646,0,On,0.3903489904410459,0.2927617428307843,On,0,0,Off,On,7584.605018888889,18.888888888888914,0.8,0.0,9.031352627777778,0.3595229166666667,1,7225.082102222223,7225.082102222223,Off,0.0,0.0,20.533153073896344,51.666666666666686,46.10666666666668,0.0,50.79998828382342,0.0,0.0,0.0,20.533153073896344,47.75773448262391,50.79998828382342,46.236607582024156,12.43753247303448,18.690707626585834,0.0,2.8,9.236100170605994,7316.740705160601,-942.1007586936604,-0.0,-0.0,739.4998081356425,0.0,2.0,0.045492150211511095,0.0,0,0.8205937064966347,131.99922844444444,-65.26336317027057,0.23786484536235328,9.061606679089202,0.0031117497153041675,1.2870136333617062,1.2272350722999341
2025-01-01 00:05:00,0.994347925688738,0.32398012822285066,0.30816250000000006,0.01657246542814563,0.0053996688037141775,0.005136041666666667,0.03925331846228048,0.0,0.5955716905597909,0.3595229166666667,0.30816250000000006,0.0,0.0,0.32398012822285066,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0031326663011695902,0.0,On,0.03612065216111089,0,On,0.16359818626265646,0,On,0.3903489904410459,0.2927617428307843,On,0,0,Off,On,7584.605018888889,18.888888888888914,0.8,0.0,9.031352627777778,0.3595229166666667,1,7225.082102222223,7225.082102222223,Off,0.0,0.0,20.3946318411321,51.666666666666686,46.10666666666668,0.0,50.79645814058285,0.0,0.0,0.0,20.3946318411321,47.75485282661471,50.79645814058285,46.23405016963064,12.43753247303448,18.884505653316605,0.0,2.8,9.236100170605994,7293.965181874482,-957.8645960718902,-0.0,-0.0,739.4998081356425,0.0,2.0,0.045696059563853274,0.0,0,0.8242718516370562,131.99922844444444,-72.27504907815894,0.23500047406964042,9.150987853962162,0.0031117582803568532,0.7955495901303316,1.226420656262137
2025-01-01 00:06:00,0.994347925688738,0.32398012822285066,0.30816250000000006,0.01657246542814563,0.0053996688037141775,0.005136041666666667,0.03925331846228048,0.0,0.5955716905597909,0.3595229166666667,0.30816250000000006,0.0,0.0,0.32398012822285066,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0031326663011695902,0.0,On,0.03612065216111089,0,On,0.16359818626265646,0,On,0.3903489904410459,0.2927617428307843,On,0,0,Off,On,7584.605018888889,18.888888888888914,0.8,0.0,9.031352627777778,0.3595229166666667,1,7225.082102222223,7225.082102222223,Off,0.0,0.0,20.260401587024205,51.666666666666686,46.10666666666668,0.0,50.79294868795658,0.0,0.0,0.0,20.260401587024205,47.75199061090001,50.79294868795658,46.23151157237173,12.43753247303448,19.07223000820367,0.0,2.8,9.236100170605994,7272.450520425987,-973.2291145799205,-0.0,-0.0,739.4998081356425,0.0,2.0,0.04589341403219801,0.0,0,0.8278317588720345,131.99922844444444,-78.42519201862368,0.2322625707946319,9.236837058493432,0.0031117635782409057,0.3203101071706378,1.2256327963837024
2025-01-01 00:07:00,0.6348250090220713,0.32398012822285066,0.0,0.010580416817034522,0.0053996688037141775,0.0,0.03925331846228048,0.0,0.5955716905597909,0.0,0.0,0.0,0.0,0.32398012822285066,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0031326663011695902,0.0,On,0.03612065216111089,0,On,0.16359818626265646,0,On,0.3903489904410459,0.2927617428307843,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,7225.082102222223,Off,0.0,0.0,20.130246965573573,51.666666666666686,46.10666666666668,0.0,50.78945928797193,0.0,0.0,0.0,20.130246965573573,47.749147233276915,50.78945928797193,46.228991205929404,12.43753247303448,19.25418587746374,0.0,2.8,9.236100170605994,-332.9033603472833,-988.2102829845572,-0.0,-0.0,739.4998081356425,0.0,2.0,0.04608454645493742,0.0,0,0.831279431986587,131.99922844444444,-84.19288549836864,0.2296427586588198,9.32063479668465,0.0031117657126856608,-0.13951372744078938,1.2248701139305427
2025-01-01 00:08:00,0.6348250090220713,0.32398012822285066,0.0,0.010580416817034522,0.0053996688037141775,0.0,0.03925331846228048,0.0,0.5955716905597909,0.0,0.0,0.0,0.0,0.32398012822285066,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0031326663011695902,0.0,On,0.03612065216111089,0,On,0.16359818626265646,0,On,0.3903489904410459,0.2927617428307843,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,7225.082102222223,Off,0.0,0.0,20.19070064591582,51.666666666666686,46.10666666666668,0.0,50.78598933466913,0.0,0.0,0.0,20.19070064591582,47.74632212176451,50.78598933466913,46.2264885153122,12.43753247303448,19.165498067382412,0.0,2.8,9.236100170605994,-322.3311564983983,-980.8973481653363,-0.0,-0.0,739.4998081356425,0.0,2.0,0.045991405447998776,0.0,0,0.8295993416027461,131.99922844444444,-80.93361646870451,0.23091552611699787,9.279666884180331,0.0031117647824316455,0.08454792330563166,1.225241737226768
2025-01-01 00:09:00,0.6348250090220713,0.32398012822285066,0.0,0.010580416817034522,0.0053996688037141775,0.0,0.03925331846228048,0.0,0.5955716905597909,0.0,0.0,0.0,0.0,0.32398012822285066,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0031326663011695902,0.0,On,0.03612065216111089,0,On,0.16359818626265646,0,On,0.3903489904410459,0.2927617428307843,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,7225.082102222223,Off,0.0,0.0,20.248994888964386,51.666666666666686,46.10666666666668,0.0,50.78251049739712,0.0,0.0,0.0,20.248994888964386,47.74348852608454,50.78251049739712,46.22397754042826,12.43753247303448,19.079868141845875,0.0,2.8,9.236100170605994,-312.9741447955274,-973.856237231871,-0.0,-0.0,739.4998081356425,0.0,2.0,0.04590144052124502,0.0,0,0.8279765417931895,131.99922844444444,-78.61771569929898,0.23215204778434842,9.240285759901228,0.003111765346011956,0.30075526211639314,1.2256007602030417
