Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:10:00,0.10961826906675862,0.06964853938479675,0.0,0.0018269711511126436,0.0011608089897466125,0.0,0.012794936844365517,0.0,0.09682333222239309,0.0,0.0,0.0,0.06964853938479675,0.0,1,0,0,Off,0,0,Off,0,0,Off,0,0,Off,0.003412116228070175,0.0,On,0.009382820616295341,0,On,0.0039586130426640725,0,On,0.09286471917972902,0.06964853938479675,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,2999.8758933333334,Off,0.0,0.0,40.270870072597695,51.666666666666686,46.10666666666668,0.0,51.000186950055294,0.0,0.0,0.0,40.270870072597695,51.048276548702496,51.0723213480261,51.000186950055294,12.43753247303448,16.43421694096357,0.0,2.8,-205.14743412427197,-392.21018552764684,-0.0,-0.0,169.11735294639982,0.0,1.0,0.022073490604003775,0.0,0,0.30824524062138536,65.99961422222222,17.94539845697511,0.23496953753185773,7.471609753537579,0.0026638582406577865,31.541507531739985,1.2371321493828886
2025-01-01 00:11:00,0.10961826906675862,0.06964853938479675,0.0,0.0018269711511126436,0.0011608089897466125,0.0,0.012794936844365517,0.0,0.09682333222239309,0.0,0.0,0.0,0.06964853938479675,0.0,1,0,0,Off,0,0,Off,0,0,Off,0,0,Off,0.003412116228070175,0.0,On,0.009382820616295341,0,On,0.0039586130426640725,0,On,0.09286471917972902,0.06964853938479675,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,2999.8758933333334,Off,0.0,0.0,40.285366062096635,51.666666666666686,46.10666666666668,0.0,50.99421217237347,0.0,0.0,0.0,40.285366062096635,51.042624869473165,51.06683121802302,50.99421217237347,12.43753247303448,16.416096478563283,0.0,2.8,-203.8543087877045,-391.48020978363917,-0.0,-0.0,169.11735294639982,0.0,1.0,0.022061728741801775,0.0,0,0.3080809921067461,65.99961422222222,18.508548049534866,0.23525503837031272,7.463011455627049,0.002664019444225582,31.541731081213182,1.2372094462230958
2025-01-01 00:12:00,0.10961826906675862,0.06964853938479675,0.0,0.0018269711511126436,0.0011608089897466125,0.0,0.012794936844365517,0.0,0.09682333222239309,0.0,0.0,0.0,0.06964853938479675,0.0,1,0,0,Off,0,0,Off,0,0,Off,0,0,Off,0.003412116228070175,0.0,On,0.009382820616295341,0,On,0.0039586130426640725,0,On,0.09286471917972902,0.06964853938479675,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,2999.8758933333334,Off,0.0,0.0,40.299307419151155,51.666666666666686,46.10666666666668,0.0,50.98823531232455,0.0,0.0,0.0,40.299307419151155,51.03697115585315,51.06133907761747,50.98823531232455,12.43753247303448,16.398450684505818,0.0,2.8,-202.61378020140302,-390.76986291224006,-0.0,-0.0,169.11735294639982,0.0,1.0,0.022050273469432204,0.0,0,0.30792102496555906,65.99961422222222,19.038729764437253,0.23553380094168347,7.454676862043289,0.002664180638864355,31.541666463688927,1.2372847244111966
2025-01-01 00:13:00,0.10961826906675862,0.06964853938479675,0.0,0.0018269711511126436,0.0011608089897466125,0.0,0.012794936844365517,0.0,0.09682333222239309,0.0,0.0,0.0,0.06964853938479675,0.0,1,0,0,Off,0,0,Off,0,0,Off,0,0,Off,0.003412116228070175,0.0,On,0.009382820616295341,0,On,0.0039586130426640725,0,On,0.09286471917972902,0.06964853938479675,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,2999.8758933333334,Off,0.0,0.0,40.31272029461122,51.666666666666686,46.10666666666668,0.0,50.98225645235513,0.0,0.0,0.0,40.31272029461122,51.03131548568048,51.05584500234317,50.98225645235513,12.43753247303448,16.381257160290204,0.0,2.8,-201.42545195634733,-390.0782039314774,-0.0,-0.0,169.11735294639982,0.0,1.0,0.02203911036568274,0.0,0,0.3077651378128171,65.99961422222222,19.53539902873025,0.23580613393205335,7.446593502311601,0.002664341823365604,31.541327450060173,1.2373580789323293
2025-01-01 00:14:00,0.10961826906675862,0.06964853938479675,0.0,0.0018269711511126436,0.0011608089897466125,0.0,0.012794936844365517,0.0,0.09682333222239309,0.0,0.0,0.0,0.06964853938479675,0.0,1,0,0,Off,0,0,Off,0,0,Off,0,0,Off,0.003412116228070175,0.0,On,0.009382820616295341,0,On,0.0039586130426640725,0,On,0.09286471917972902,0.06964853938479675,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,2999.8758933333334,Off,0.0,0.0,40.32562941667137,51.666666666666686,46.10666666666668,0.0,50.97627567102397,0.0,0.0,0.0,40.32562941667137,51.025657933123114,51.05034906417269,50.97627567102397,12.43753247303448,16.364494726423697,0.0,2.8,-200.2881097484929,-389.40434432326737,-0.0,-0.0,169.11735294639982,0.0,1.0,0.022028225790275253,0.0,0,0.3076131401688679,65.99961422222222,19.99888162837469,0.23607233003517844,7.438129675983751,0.002664502996578996,31.540727069479,1.2374295996252647
2025-01-01 00:15:00,0.10961826906675862,0.06964853938479675,0.0,0.0018269711511126436,0.0011608089897466125,0.0,0.012794936844365517,0.0,0.09682333222239309,0.0,0.0,0.0,0.06964853938479675,0.0,1,0,0,Off,0,0,Off,0,0,Off,0,0,Off,0.003412116228070175,0.0,On,0.009382820616295341,0,On,0.0039586130426640725,0,On,0.09286471917972902,0.06964853938479675,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,2999.8758933333334,Off,0.0,0.0,40.33805815567651,51.666666666666686,46.10666666666668,0.0,50.97029304321344,0.0,0.0,0.0,40.33805815567651,51.01999856887862,51.04485133171121,50.97029304321344,12.43753247303448,16.348143367014934,0.0,2.8,-199.19925381709726,-388.7474454919419,-0.0,-0.0,169.11735294639982,0.0,1.0,0.022017606848864626,0.0,0,0.3074648519706402,65.99961422222222,20.43083872844487,0.23633266657816063,7.430514574562505,0.0026646641574092217,31.539877641991296,1.2374993714134284
2025-01-01 00:16:00,0.10961826906675862,0.06964853938479675,0.0,0.0018269711511126436,0.0011608089897466125,0.0,0.012794936844365517,0.0,0.09682333222239309,0.0,0.0,0.0,0.06964853938479675,0.0,1,0,0,Off,0,0,Off,0,0,Off,0,0,Off,0.003412116228070175,0.0,On,0.009382820616295341,0,On,0.0039586130426640725,0,On,0.09286471917972902,0.06964853938479675,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,2999.8758933333334,Off,0.0,0.0,40.35002856985716,51.666666666666686,46.10666666666668,0.0,50.964308640331396,0.0,0.0,0.0,40.35002856985716,51.014337460364715,51.03935187038139,50.964308640331396,12.43753247303448,16.33218419063003,0.0,2.8,-198.1560470886575,-388.1067169031428,-0.0,-0.0,169.11735294639982,0.0,1.0,0.022007241368513262,0.0,0,0.30732010322915737,65.99961422222222,20.833316868085515,0.23658740591959898,7.423117237981948,0.002664825304812996,31.538790800966424,1.2375674744669118
2025-01-01 00:17:00,0.10961826906675862,0.06964853938479675,0.0,0.0018269711511126436,0.0011608089897466125,0.0,0.012794936844365517,0.0,0.09682333222239309,0.0,0.0,0.0,0.06964853938479675,0.0,1,0,0,Off,0,0,Off,0,0,Off,0,0,Off,0.003412116228070175,0.0,On,0.009382820616295341,0,On,0.0039586130426640725,0,On,0.09286471917972902,0.06964853938479675,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,2999.8758933333334,Off,0.0,0.0,40.36156147604206,51.666666666666686,46.10666666666668,0.0,50.95832253050628,0.0,0.0,0.0,40.36156147604206,51.008674671903485,51.03385074260209,50.95832253050628,12.43753247303448,16.316599369707316,0.0,2.8,-197.15583336949408,-387.48141338588545,-0.0,-0.0,169.11735294639982,0.0,1.0,0.0219971178591632,0.0,0,0.30717873349151487,65.99961422222222,21.208227069991537,0.23683679618619308,7.415927739432934,0.0026649864377961503,31.53747752936993,1.237633984456582
2025-01-01 00:18:00,0.10961826906675862,0.06964853938479675,0.0,0.0018269711511126436,0.0011608089897466125,0.0,0.012794936844365517,0.0,0.09682333222239309,0.0,0.0,0.0,0.06964853938479675,0.0,1,0,0,Off,0,0,Off,0,0,Off,0,0,Off,0.003412116228070175,0.0,On,0.009382820616295341,0,On,0.0039586130426640725,0,On,0.09286471917972902,0.06964853938479675,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,2999.8758933333334,Off,0.0,0.0,40.37267653108729,51.666666666666686,46.10666666666668,0.0,50.952334778771615,0.0,0.0,0.0,40.37267653108729,51.00301026489548,51.028348007957426,50.952334778771615,12.43753247303448,16.30137207083877,0.0,2.8,-196.19621680816647,-386.87083209317757,-0.0,-0.0,169.11735294639982,0.0,1.0,0.021987225469096903,0.0,0,0.3070405912189124,65.99961422222222,21.557262338611284,0.23708107216338284,7.408318810409237,0.0026651475554108797,31.535948202059654,1.2376989728476986
2025-01-01 00:19:00,0.10961826906675862,0.06964853938479675,0.0,0.0018269711511126436,0.0011608089897466125,0.0,0.012794936844365517,0.0,0.09682333222239309,0.0,0.0,0.0,0.06964853938479675,0.0,1,0,0,Off,0,0,Off,0,0,Off,0,0,Off,0.003412116228070175,0.0,On,0.009382820616295341,0,On,0.0039586130426640725,0,On,0.09286471917972902,0.06964853938479675,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,2999.8758933333334,Off,0.0,0.0,40.38339230981194,51.666666666666686,46.10666666666668,0.0,50.9463454472385,0.0,0.0,0.0,40.38339230981194,50.99734429798263,51.022843723354704,50.9463454472385,12.43753247303448,16.28648638772372,0.0,2.8,-195.27499862079662,-386.2743095938928,-0.0,-0.0,169.11735294639982,0.0,1.0,0.02197755394205877,0.0,0,0.30690553318787744,65.99961422222222,21.8819580266964,0.2373204561614029,7.401517859190365,0.0026653086567531713,31.534212626569175,1.2377625071825518
2025-01-01 00:20:00,0.10961826906675862,0.06964853938479675,0.0,0.0018269711511126436,0.0011608089897466125,0.0,0.012794936844365517,0.0,0.09682333222239309,0.0,0.0,0.0,0.06964853938479675,0.0,1,0,0,Off,0,0,Off,0,0,Off,0,0,Off,0.003412116228070175,0.0,On,0.009382820616295341,0,On,0.0039586130426640725,0,On,0.09286471917972902,0.06964853938479675,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,2999.8758933333334,Off,0.0,0.0,40.39372637626757,51.666666666666686,46.10666666666668,0.0,50.94035459525645,0.0,0.0,0.0,40.39372637626757,50.99167682720001,51.017337943171796,50.94035459525645,12.43753247303448,16.27192728033234,0.0,2.8,-194.3901217771584,-385.69121923535357,-0.0,-0.0,169.11735294639982,0.0,1.0,0.02196809357834311,0.0,0,0.30677342394687823,65.99961422222222,22.183744511795357,0.23755515880177336,7.394898129439978,0.0026654697409604034,31.53228008010151,1.2378246513369457
2025-01-01 00:21:00,0.10961826906675862,0.06964853938479675,0.0,0.0018269711511126436,0.0011608089897466125,0.0,0.012794936844365517,0.0,0.09682333222239309,0.0,0.0,0.0,0.06964853938479675,0.0,1,0,0,Off,0,0,Off,0,0,Off,0,0,Off,0.003412116228070175,0.0,On,0.009382820616295341,0,On,0.0039586130426640725,0,On,0.09286471917972902,0.06964853938479675,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,2999.8758933333334,Off,0.0,0.0,40.40369534785212,51.666666666666686,46.10666666666668,0.0,50.93436227956367,0.0,0.0,0.0,40.40369534785212,50.98600790611774,51.01183071939478,50.93436227956367,12.43753247303448,16.257680519675592,0.0,2.8,-193.53964893557833,-385.12096874992204,-0.0,-0.0,169.11735294639982,0.0,1.0,0.02195883519946448,0.0,0,0.30664413532296253,65.99961422222222,22.46396686794392,0.2377853797317827,7.387835200880454,0.002665630807209103,31.530159343098543,1.2378854657530647
