Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.15961620062231416,0.06964853938479675,0.0,0.15961620062231416,0.06964853938479675,0.0,0.012794936844365517,0.0,0.09682333222239309,0.049997931555555555,0.0,0.0,0.06964853938479675,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003412116228070175,0.0,0.009382820616295341,0.0,0.0039586130426640725,0.0,0.09286471917972902,0.06964853938479675,0.0,0.0,49.99793155555555,16.666666666666686,0.016666666666666666,0.0,0.049997931555555555,0.0,0.016666666666666666,49.99793155555555,2999.8758933333334,0.0,0.0,40.4355047170681,51.66666666666668,46.10666666666668,0.0,50.883210192849596,0.0,0.0,0.0,40.4355047170681,50.93760381565299,50.96480062705469,50.883210192849596,12.43753247303448,16.18185525160429,-0.08751866996047036,2.8,-139.48963161995198,-382.13183888414676,0.0,0.0,169.11735294639982,0.0,1.0,0.02190942474715524,0.0,0.0,0.30595414310403773,65.99961422222222,23.526922762239444,0.23907971289959262,7.352147223936556,0.002666995570008012,31.485090911755155,1.2381495869513688
2025-01-01 01:00:00,0.9093292652385422,0.06964853938479675,0.0,0.9093292652385422,0.06964853938479675,0.0,0.012539028127260253,0.0,0.09682333222239309,0.7999669048888889,0.0,0.0,0.06964853938479675,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031562075109649117,0.0,0.009382820616295341,0.0,0.0039586130426640725,0.0,0.09286471917972902,0.06964853938479675,0.0,0.0,799.9669048888888,16.666666666666686,0.26666666666666666,0.0,0.7999669048888889,0.0,0.26666666666666666,799.9669048888888,2999.8758933333334,0.0,0.0,39.77950108100884,51.66666666666668,46.10666666666668,0.0,50.58354139016648,0.0,0.0,0.0,39.77950108100884,50.59948960895502,50.6074637183493,50.58354139016648,12.43753247303448,16.4087088252097,-0.013258039204922235,2.5,615.7412619852041,-368.78556708220094,0.0,0.0,168.86144422929453,0.0,1.0,0.020345669729622682,0.0,0.0,0.28411708750193043,65.99961422222222,15.698479949221618,0.2365158712795676,7.474317776865604,0.0026767257312779844,33.33866763765853,1.2372323611782923
2025-01-01 02:00:00,0.9593271967940977,0.06964853938479675,0.0,0.9593271967940977,0.06964853938479675,0.0,0.012539028127260253,0.0,0.09682333222239309,0.8499648364444444,0.0,0.0,0.06964853938479675,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031562075109649117,0.0,0.009382820616295341,0.0,0.0039586130426640725,0.0,0.09286471917972902,0.06964853938479675,0.0,0.0,849.9648364444444,16.666666666666686,0.2833333333333333,0.0,0.8499648364444444,0.0,0.2833333333333333,849.9648364444444,2999.8758933333334,0.0,0.0,39.535889851934684,51.66666666666668,46.10666666666668,0.0,50.23791749173736,0.0,0.0,0.0,39.535889851934684,50.26451387976302,50.277812073775856,50.23791749173736,12.43753247303448,16.28280140472948,-0.09497700704495997,1.6500000000000001,678.1860738659504,-360.69709055362335,0.0,0.0,168.86144422929453,0.0,1.0,0.018805492476703444,0.0,0.0,0.26260928357355845,65.99961422222222,20.05688374583475,0.2394163875211484,7.426204920318993,0.002687693741145219,38.238881355116355,1.2377631729701446
2025-01-01 03:00:00,0.9591565909826942,0.06964853938479675,0.0,0.9591565909826942,0.06964853938479675,0.0,0.012368422315856744,0.0,0.09682333222239309,0.8499648364444444,0.0,0.0,0.06964853938479675,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002985601699561403,0.0,0.009382820616295341,0.0,0.0039586130426640725,0.0,0.09286471917972902,0.06964853938479675,0.0,0.0,849.9648364444444,16.666666666666686,0.2833333333333333,0.0,0.8499648364444444,0.0,0.2833333333333333,849.9648364444444,2999.8758933333334,0.0,0.0,39.263980729458964,51.66666666666668,46.10666666666668,0.0,49.887693636518584,0.0,0.0,0.0,39.263980729458964,49.93336804910396,49.95620525539666,49.887693636518584,12.43753247303448,16.184796825078614,-0.08560112497119304,1.6500000000000001,669.534848228339,-373.02505792206034,0.0,0.0,168.69083841789103,0.0,1.0,0.019631567084742438,0.0,0.0,0.27414500172952644,65.99961422222222,23.90423128806392,0.24191453743333288,7.392564450065256,0.002699140148619705,29.64178841642701,1.2381730764819492
2025-01-01 04:00:00,0.3091834807604721,0.06964853938479675,0.0,0.30918348076047203,0.06964853938479675,0.0,0.012368422315856744,0.0,0.09682333222239309,0.19999172622222222,0.0,0.0,0.06964853938479675,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002985601699561403,0.0,0.009382820616295341,0.0,0.0039586130426640725,0.0,0.09286471917972902,0.06964853938479675,0.0,0.0,199.9917262222222,16.666666666666686,0.06666666666666667,0.0,0.19999172622222222,0.0,0.06666666666666667,199.9917262222222,2999.8758933333334,0.0,0.0,38.786010577813315,51.66666666666668,46.10666666666668,0.0,49.56580996141408,0.0,0.0,0.0,38.786010577813315,49.60563269840725,49.625544066903835,49.56580996141408,12.43753247303448,16.26804758875784,-0.07368026918495438,0.55,-22.065558370374962,-418.9401212687427,0.0,0.0,168.69083841789103,0.0,1.0,0.02030740232892832,0.0,0.0,0.28358270241773137,65.99961422222222,28.191998258254465,0.24124660518437255,7.43894676115379,0.0027071242199935407,37.90513568307724,1.237229992128068
2025-01-01 05:00:00,0.8764366510818337,0.07330446805357166,0.0,0.8764366510818337,0.07330446805357167,0.0,0.022329874104966577,0.0,0.10413780364353373,0.7499689733333333,0.0,0.0,0.07330446805357166,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003326813322368421,0.0,0.019003060782598155,0.0,0.0063985129054381544,0.0,0.09773929073809558,0.07330446805357166,0.0,0.0,749.9689733333333,16.666666666666686,0.25,0.0,0.7499689733333333,0.0,0.25,749.9689733333333,2999.8758933333334,0.0,0.0,38.24576044822961,51.66666666666668,46.10666666666668,0.0,49.26461338133515,0.0,0.0,0.0,38.24576044822961,49.28096455793578,49.2891401462361,49.26461338133515,12.43753247303448,16.408415337269926,-0.01642723396021116,-0.25000000000000006,516.6252033767555,-446.7361891985052,0.0,0.0,185.6255416190558,0.0,1.0,0.02035923929077092,0.0,0.0,0.2843065796269551,65.99961422222222,27.76687762287157,0.24027272576858663,7.520927162503998,0.00272196284236174,41.01583318311137,1.2359987959968646
2025-01-01 06:00:00,1.0438804657029148,0.07699137916869213,0.0,1.0438804657029148,0.07699137916869213,0.0,0.03242411270977966,0.0,0.1114935849931351,0.899962768,0.0,0.0,0.07699137916869213,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003753327850877193,0.0,0.028670784858902464,0.0,0.008838412768212235,0.0,0.10265517222492287,0.07699137916869213,0.0,0.0,899.962768,16.666666666666686,0.3,0.0,0.899962768,0.0,0.3,899.962768,2999.8758933333334,0.0,0.0,36.3892279555632,51.66666666666668,46.10666666666668,0.0,48.71385698193577,0.07513652636507485,191.19956415584952,0.0,36.3892279555632,47.56942663358095,48.71450453836761,46.9965639029717,12.43753247303448,16.313762531430424,-0.0775798606195846,0.3,657.8972557510216,-426.32338540006873,0.0,0.0,158.72620708672574,0.0,0.33325,0.02025288964456159,0.0,0.0,0.28282146008361264,21.994371439555554,25.531666064364508,0.2422394212800823,7.481741755425417,0.0027275812759403593,-6.6175682602123285,1.2363992711970904
2025-01-01 07:00:00,1.059664271528016,0.06964853938479675,0.0,1.0596642715280158,0.06964853938479675,0.0,0.01288023975006727,0.0,0.09682333222239309,0.9499606995555556,0.0,0.0,0.06964853938479675,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034974191337719296,0.0,0.009382820616295341,0.0,0.0039586130426640725,0.0,0.09286471917972902,0.06964853938479675,0.0,0.0,949.9606995555555,16.666666666666686,0.31666666666666665,0.0,0.9499606995555556,0.0,0.31666666666666665,949.9606995555555,2999.8758933333334,0.0,0.0,35.81603226616598,51.66666666666668,46.10666666666668,0.0,48.34308482172575,0.0,0.0,0.0,35.81603226616598,47.051451456025326,48.34308482172575,46.405634773175116,12.43753247303448,16.305874361030185,-0.07079131462872275,-0.55,619.4489153637663,-464.30196595181246,0.0,0.0,103.20304162987934,1.627904534383758,0.0,0.020860738976036085,0.0,0.0,0.29130977155202703,0.0,30.58714013014393,0.24192123550058975,7.4719513067900145,0.0027226180059287983,-12.099653817661137,1.236436626436234
2025-01-01 08:00:00,1.7004513641006278,0.06964853938479675,0.0,1.7004513641006278,0.06964853938479675,0.0,0.012027210693049727,0.6416401216296297,0.09682333222239309,0.9499606995555556,0.0,0.0,0.06964853938479675,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026443900767543858,0.0,0.009382820616295341,0.0,0.0039586130426640725,0.0,0.09286471917972902,0.06964853938479675,0.0,0.0,949.9606995555555,16.666666666666686,0.31666666666666665,0.0,0.9499606995555556,0.0,0.31666666666666665,949.9606995555555,2999.8758933333334,641.6401216296297,0.18333333333333332,37.694304606916326,51.66666666666668,46.10666666666668,0.0,49.37213825634447,0.0,0.0,641.6401216296297,37.694304606916326,48.639139287994674,49.373158418812984,48.27161964135127,12.43753247303448,16.306391743064484,-0.06522240989360034,-1.4,591.0743530420524,-508.0816399442061,0.0,0.0,102.35001257286179,66.08039342809126,0.0,0.021695086908213642,0.0,0.0,0.3029610225358373,0.0,46.84528085784105,0.24193824089721336,7.474727275930032,0.0027216950928673337,7.810911087340145,1.2370153058965099
2025-01-01 09:00:00,0.9583035619256767,0.06964853938479675,0.0,0.9583035619256767,0.06964853938479675,0.0,0.0115153932588392,0.0,0.09682333222239309,0.8499648364444444,0.0,0.0,0.06964853938479675,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021325726425438594,0.0,0.009382820616295341,0.0,0.0039586130426640725,0.0,0.09286471917972902,0.06964853938479675,0.0,0.0,849.9648364444444,16.666666666666686,0.2833333333333333,0.0,0.8499648364444444,0.0,0.2833333333333333,849.9648364444444,2999.8758933333334,0.0,0.0,41.339506837827834,51.66666666666668,46.10666666666668,0.0,51.797196202098576,0.0,0.0,0.0,41.339506837827834,51.81271271432694,51.82047097044112,51.797196202098576,12.43753247303448,16.281126455669718,-0.0712149415889002,-0.85,545.3423656442791,-481.5739648773217,0.0,0.0,101.83819513865124,215.12386403153187,0.0,0.021280505239732576,0.0,0.0,0.2971715971816533,0.0,75.11329893850512,0.24295387013171385,7.473083535197058,0.0027273838760322805,29.362940203559784,1.2377403914191087
