occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.591,0.0555,0.0858,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.571,0.0167,0.0497,0.0,0.0,0.0,0.0891,0,0,0,0
1.0,0.596,0.019,0.0507,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.019,0.0507,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.019,0.0507,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0202,0.0571,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.599,0.0254,0.0882,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.606,0.0306,0.125,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.618,0.0345,0.146,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.651,0.0453,0.201,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.69,0.0607,0.267,0.0,0.0,0.267,0.0,0,0,0,0
1.0,0.798,0.103,0.447,0.0,0.0,1.0,0.0,0,0,0,0
1.0,0.798,0.103,0.447,0.0,0.0,0.8,0.178,0,0,0,0
0.933,0.782,0.0973,0.421,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.743,0.0859,0.353,0.0,0.0,0.0,0.256,0,0,0,0
0.683,0.737,0.0913,0.34,0.0,0.0,0.0,0.198,0,0,0,0
0.5,0.69,0.0711,0.262,0.0,0.0,0.0,0.0891,0,0,0,0
0.5,0.69,0.0711,0.262,0.0,0.0,0.0,0.532,0,0,0,0
0.567,0.707,0.0831,0.293,0.0,0.0,0.0,0.594,0,0,0,0
0.75,0.737,0.107,0.349,0.0,0.0,0.0,0.0891,0,0,0,0
0.75,0.707,0.0916,0.298,0.0,0.0,0.0,0.383,0,0,0,0
0.75,0.754,0.116,0.379,0.0,0.0,0.0,0.319,0,0,0,0
0.75,0.754,0.12,0.376,0.0,0.0,0.0,0.124,0,0,0,0
0.75,0.754,0.13,0.369,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.13,0.369,0.0,0.0,0.0,0.171,0,0,0,0
0.75,0.754,0.13,0.369,0.0,0.0,0.0,0.0427,0,0,0,0
0.75,0.754,0.133,0.365,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.143,0.355,0.0,0.0,0.0,0.166,0,0,0,0
0.75,0.754,0.143,0.355,0.0,0.0,0.0,0.319,0,0,0,0
0.75,0.754,0.143,0.355,0.0,0.0,0.0,0.267,0,0,0,0
0.75,0.754,0.145,0.352,0.0,0.0,0.0,0.168,0,0,0,0
0.75,0.754,0.151,0.345,0.0,0.0,0.0,0.272,0,0,0,0
0.75,0.754,0.151,0.345,0.0,0.0,0.0,0.0891,0,0,0,0
0.75,0.754,0.151,0.345,0.0,0.0,0.0,0.0835,0,0,0,0
0.75,0.754,0.156,0.344,0.0,0.0,0.0,0.209,0,0,0,0
0.683,0.737,0.156,0.316,0.0,0.0,0.0,0.178,0,0,0,0
0.5,0.69,0.119,0.244,0.0,0.0,0.0,0.267,0,0,0,0
0.5,0.69,0.119,0.244,0.0,0.0,0.0,0.178,0,0,0,0
0.5,0.69,0.12,0.246,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.125,0.249,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.125,0.249,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.125,0.249,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.695,0.129,0.255,0.0,0.0,0.0,0.0891,0,0,0,0
0.5,0.709,0.139,0.272,0.0,0.0,0.0,0.0891,0,0,0,0
0.5,0.709,0.139,0.272,0.0,0.0,0.0,0.0891,0,0,0,0
0.5,0.709,0.139,0.272,0.0,0.0,0.0,0.178,0,0,0,0
0.5,0.717,0.148,0.289,0.0,0.0,0.267,0.178,0,0,0,0
0.5,0.738,0.172,0.333,0.0,0.0,1.0,0.0891,0,0,0,0
0.5,0.738,0.172,0.333,0.0,0.0,1.0,0.0,0,0,0,0
0.5,0.738,0.172,0.333,0.0,0.0,0.8,0.0,0,0,0,0
0.5,0.746,0.182,0.36,0.0,0.0,0.0,0.356,0,0,0,0
0.5,0.767,0.209,0.433,0.0,0.0,0.0,0.0,0,0,0,0
0.567,0.795,0.235,0.484,0.0,0.0,0.0,0.0891,0,0,0,0
0.683,0.843,0.28,0.574,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.77,0.228,0.456,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.777,0.279,0.518,0.0,0.0,0.0,0.178,0,0,0,0
0.567,0.806,0.314,0.58,0.0,0.0,0.0,0.267,0,0,0,0
0.75,0.885,0.41,0.752,0.0,0.0,0.0,0.0891,0,0,0,0
0.75,0.881,0.453,0.75,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.87,0.572,0.745,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.87,0.572,0.745,0.0,0.0,0.0,0.0789,0,0,0,0
0.75,0.87,0.572,0.745,0.0,0.0,0.0,0.0394,0,0,0,0
0.75,0.863,0.608,0.709,0.0,0.0,0.0,0.178,0,0,0,0
0.817,0.866,0.767,0.661,0.0,0.0,0.0,0.0891,0,0,0,0
1.0,0.934,0.936,0.798,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.798,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.914,0.923,0.746,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.887,0.602,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.887,0.602,0.0,0.0,0.0,0.0891,0,0,0,0
1.0,0.837,0.829,0.565,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.767,0.599,0.448,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.724,0.406,0.404,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.739,0.441,0.436,0.0,0.0,0.0,0.151,0,0,0,0
1.0,0.75,0.467,0.46,0.0,0.0,0.0,0.0376,0,0,0,0
1.0,0.652,0.221,0.236,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.601,0.0699,0.0991,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.601,0.0699,0.0991,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.591,0.0555,0.0858,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.573,0.0198,0.0696,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.606,0.0306,0.125,0.0,0.0,0.0,0.0891,0,0,0,0
1.0,0.61,0.0325,0.132,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.621,0.0377,0.149,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.636,0.0435,0.175,0.0,0.0,0.0,0.0891,0,0,0,0
0.933,0.664,0.0537,0.222,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.622,0.0392,0.151,0.0,0.0,0.0,0.178,0,0,0,0
0.683,0.609,0.0361,0.127,0.0,0.0,0.0,0.0891,0,0,0,0
0.5,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
