Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.2886072167368494,0.1886118879068932,0.3652144444444445,0.2886072167368494,0.1886118879068932,0.36521444444444445,0.021275675516973333,0.0,0.2573315412198761,0.0,0.010000000000000002,0.3652144444444445,0.0,0.0,0.18569522124022653,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06079110788616025,0.04559333091462018,0.0,0.0,0.004021034356725146,0.0,0.0005844218456933337,0.0,0.016670219314554854,0.0,0.009737912899573984,0.0,0.18680252043414186,0.14010189032560635,6422.02818162963,20.0555555555556,0.30999999999999994,0.0,10.70338030271605,0.0,0.5166666666666667,6422.02818162963,12429.731964444445,0.0,21.0555555555556,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1299.7703777777779,0.0,0.0,33.20237028914406,51.66666666666668,46.10666666666668,0.0,50.553079396824565,0.0,0.0,0.0,33.20237028914406,48.19648144294434,50.553079396824565,47.01818246600422,12.43753247303448,19.746991394720446,-0.06254157043671811,2.6786013713938317,2.8,9.236100170605994,3348.777707981852,170.4489829962594,-3360.4413358571933,0.0,0.0,397.53026875090393,0.0,2.0,0.15213039820207708,0.0,0.0,1.423790011673242,131.99922844444444,-110.33940654148869,0.1927828313194001,9.068907869505344,0.0026912922388341474,-56.01510874705063,1.2230616729808674,0.9061390909439998,132.5149161481346,37.934066848124786
2025-01-01 01:00:00,0.28678586146294105,0.1874720546340277,0.23562222222222223,0.28678586146294105,0.1874720546340277,0.23562222222222223,0.02097409794021895,0.0,0.25581176352272206,0.0,0.010000000000000002,0.23562222222222223,0.0,0.0,0.184555387967361,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05927133018900624,0.044453497641754665,0.0,0.0,0.0037194567799707597,0.0,0.0005844218456933337,0.0,0.016670219314554854,0.0,0.009737912899573984,0.0,0.18680252043414186,0.14010189032560635,4143.243988148149,19.222222222222253,0.2,0.0,6.905406646913581,0.0,0.3333333333333333,4143.243988148149,12429.731964444445,0.0,20.222222222222253,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1299.7703777777779,0.0,0.0,33.8944699047504,51.66666666666668,46.10666666666668,0.0,50.34929732453396,0.0,0.0,0.0,33.8944699047504,48.02721079928154,50.34929732453396,46.86616753665533,12.43753247303448,18.98161134252028,-0.05767464633765442,3.452064005094476,2.5,9.236100170605994,1467.7491640552755,-1091.4918245199015,-2980.585400568842,0.0,-0.22945549554212033,395.7089134769955,0.0,2.0,0.13869653074683677,0.0,1.0286475631660398e-05,1.2981585747906115,131.99922844444444,-90.3888815054842,0.20148136011670384,8.702855106537097,0.0026813385123479984,-31.012860039543128,1.2263338005476014,0.9061390909439998,-1125.7213829976095,34.22955847770796
2025-01-01 02:00:00,0.28526608376578705,0.1863322213611622,0.31809000000000004,0.28526608376578705,0.1863322213611622,0.31809000000000004,0.02097409794021895,0.0,0.25429198582556806,0.0,0.010000000000000002,0.31809000000000004,0.0,0.0,0.18341555469449553,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05775155249185224,0.043313664368889164,0.0,0.0,0.0037194567799707597,0.0,0.0005844218456933337,0.0,0.016670219314554854,0.0,0.009737912899573984,0.0,0.18680252043414186,0.14010189032560635,5593.379384,19.222222222222253,0.26999999999999996,0.0,9.322298973333336,0.0,0.45,5593.379384,12429.731964444445,0.0,20.222222222222253,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1299.7703777777779,0.0,0.0,33.73904935198983,51.66666666666668,46.10666666666668,0.0,50.14393771601814,0.0,0.0,0.0,33.73904935198983,47.85616884787507,50.14393771601814,46.71228441380354,12.43753247303448,18.94288326175914,-0.04650829645363377,2.96143412329708,1.6500000000000001,9.236100170605994,2952.94008591337,-1521.5441245404495,-2934.7484517059106,0.0,0.0,394.18913577984154,0.0,2.0,0.1296328279271866,0.0,0.0,1.2132350126535356,131.99922844444444,-99.87998216056194,0.20174486748619014,8.681989527280203,0.0026787324314519736,6.77276286916283,1.2264973163161013,0.9061390909439998,-1555.620153214312,34.07602867386255
2025-01-01 03:00:00,0.2835452543507968,0.1851923880882967,0.31809000000000004,0.2835452543507968,0.1851923880882967,0.31809000000000004,0.020773046222382692,0.0,0.25277220812841406,0.0,0.010000000000000002,0.31809000000000004,0.0,0.0,0.18227572142163,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05623177479469822,0.042173831096023656,0.0,0.0,0.003518405062134503,0.0,0.0005844218456933337,0.0,0.016670219314554854,0.0,0.009737912899573984,0.0,0.18680252043414186,0.14010189032560635,5593.379384,19.222222222222253,0.26999999999999996,0.0,9.322298973333336,0.0,0.45,5593.379384,12429.731964444445,0.0,20.222222222222253,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1299.7703777777779,0.0,0.0,33.513301377371775,51.66666666666668,46.10666666666668,0.0,49.94016230750546,0.0,0.0,0.0,33.513301377371775,47.68630310697837,49.94016230750546,46.55937350671483,12.43753247303448,18.965790572741437,-0.04617977040147311,2.6734988750350412,1.6500000000000001,9.236100170605994,2821.10496525702,-1180.1620791741034,-3061.039896940766,0.0,0.0,392.46830636485123,0.0,2.0,0.1351791705149652,0.0,0.0,1.2651432918082883,131.99922844444444,-103.70282816706609,0.20150836289815147,8.693378817001543,0.0026793793364783317,-46.650679841940935,1.226400807104749,0.9061390909439998,-1214.3914148083886,34.229335634285235
2025-01-01 04:00:00,0.28202547665364275,0.18405255481543117,0.32987111111111117,0.28202547665364275,0.18405255481543117,0.3298711111111111,0.020773046222382692,0.0,0.25125243043126005,0.0,0.010000000000000002,0.32987111111111117,0.0,0.0,0.1811358881487645,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054711997097544214,0.04103399782315815,0.0,0.0,0.003518405062134503,0.0,0.0005844218456933337,0.0,0.016670219314554854,0.0,0.009737912899573984,0.0,0.18680252043414186,0.14010189032560635,5800.541583407407,19.222222222222253,0.28,0.0,9.667569305679013,0.0,0.4666666666666667,5800.541583407407,12429.731964444445,0.0,20.222222222222253,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1299.7703777777779,0.0,0.0,33.358865307025994,51.66666666666668,46.10666666666668,0.0,49.737754947979646,0.0,0.0,0.0,33.358865307025994,47.51741578630287,49.737754947979646,46.40724620546448,12.43753247303448,18.92840039477175,-0.061654559370052556,2.427996155160997,0.55,9.236100170605994,2702.771555648963,-2205.089228231603,-3344.8968327509897,0.0,0.0,349.13777305791945,0.0,1.3664999999999998,0.13860253102833062,0.0,0.0,1.2971825591926531,90.18847283466667,-102.01096806537416,0.20072077853032733,8.654192910286879,0.0026638233858327846,-10.617250231461362,1.225993605779151,0.9061390909439998,-2239.7991172904103,34.70988905880768
2025-01-01 05:00:00,0.3015932486084884,0.19065878274003717,0.3769955555555556,0.30159324860848846,0.19065878274003717,0.3769955555555556,0.027965008451337457,0.0,0.263628240157151,0.0,0.010000000000000002,0.3769955555555556,0.0,0.0,0.1877421160733705,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054711997097544214,0.04103399782315815,0.0,0.0,0.0039205084978070175,0.0,0.0008143971764529823,0.0,0.023230102777077453,0.0,0.013305418725990241,0.0,0.19561082433361648,0.14670811825021232,6629.190381037038,19.222222222222253,0.32,0.0,11.04865063506173,0.0,0.5333333333333333,6629.190381037038,12429.731964444445,0.0,20.222222222222253,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1299.7703777777779,0.0,0.0,33.148145030027564,51.66666666666668,46.10666666666668,0.0,49.53647471141657,0.0,0.0,0.0,33.148145030027564,47.34928580783931,49.53647471141657,46.25569135605068,12.43753247303448,18.940155643082335,-0.0477425793486742,1.1492479939460616,-0.25000000000000006,9.236100170605994,3376.9892060687507,-1631.9454006782482,-3492.4445578927,0.0,0.0,343.90010512735745,0.0,1.0,0.1382194910847913,0.0,0.0,1.2935976842950097,65.99961422222222,-103.65672220294418,0.20119034169283806,8.666982365099518,0.0026735090873379603,-7.122759849851119,1.2253217779437944,0.9061390909439998,-1670.377358405036,38.43195772678768
2025-01-01 06:00:00,1.495958958912756,0.19262683476102263,0.3416522222222223,1.495958958912756,0.1926268347610226,0.34165222222222225,0.02817889375085295,1.1916808674814816,0.26609919768042123,0.0,0.010000000000000002,0.3416522222222223,0.0,0.0,0.18971016809435595,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05775155249185224,0.043313664368889164,0.0,0.0,0.00442313779239766,0.0,0.0008046172976964509,0.0,0.022951138660758836,0.0,0.013152306887946625,0.0,0.19519533830062244,0.14639650372546678,6007.703782814815,19.222222222222253,0.29,0.0,10.012839638024692,0.0,0.48333333333333334,6007.703782814815,12429.731964444445,0.0,20.222222222222253,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1299.7703777777779,1191.6808674814815,0.21666666666666667,37.377752483862906,51.66666666666668,46.10666666666668,0.0,51.24097908220599,0.12065403923898638,315.6971003626401,1191.6808674814815,37.377752483862906,51.008223676364096,51.24097908220599,50.89184597344316,12.43753247303448,18.927284675434024,-0.05877194221151948,1.7673530392776013,0.3,9.236100170605994,2868.668134778431,-1710.2447138745083,-3378.7226906951614,0.0,0.0,346.6140319724529,0.0,1.0,0.13802349665368963,0.0,0.0,1.2917633703338018,65.99961422222222,-106.9269893136754,0.20010742754965913,8.64165859953383,0.0026568231558716814,-89.69441384117583,1.2253883615667385,0.9061390909439998,-1747.2199097663902,36.97519589188182
2025-01-01 07:00:00,0.2887077425957676,0.1886118879068932,0.3652144444444445,0.2887077425957676,0.1886118879068932,0.36521444444444445,0.02137620137589146,0.0,0.2573315412198761,0.0,0.010000000000000002,0.3652144444444445,0.0,0.0,0.18569522124022653,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06079110788616025,0.04559333091462018,0.0,0.0,0.004121560215643275,0.0,0.0005844218456933337,0.0,0.016670219314554854,0.0,0.009737912899573984,0.0,0.18680252043414186,0.14010189032560635,6422.02818162963,19.222222222222253,0.30999999999999994,0.0,10.70338030271605,0.0,0.5166666666666667,6422.02818162963,12429.731964444445,0.0,20.222222222222253,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1299.7703777777779,0.0,0.0,37.81548422439011,51.66666666666668,46.10666666666668,0.0,51.47862740473018,0.0,0.0,0.0,37.81548422439011,51.40696759177764,51.47862740473018,51.37113768530137,12.43753247303448,18.90842524283713,-0.06399152928569235,1.1959466315470348,-0.55,9.236100170605994,3012.925271251741,-2046.6635989994759,-3634.7119647008894,0.0,0.0,331.6311803875999,2.847055257870307,1.0,0.14161373405017755,0.0,0.0,1.3253644402387477,65.99961422222222,-106.02212606459891,0.1994426218862367,8.619026193097607,0.0026448400703124823,-5.594451106174792,1.2254763301710745,0.9061390909439998,-2085.186152224563,38.52255322508732
2025-01-01 08:00:00,0.3847210606138946,0.20994434238327134,0.3534333333333334,0.3847210606138946,0.20994434238327137,0.3534333333333334,0.06754121180035014,0.0,0.3071798488135445,0.0,0.010000000000000002,0.3534333333333334,0.0,0.0,0.20702767571660466,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062310885583314254,0.04673316418748568,0.0,0.0,0.0031163016264619883,0.0,0.0021820984025557894,0.0,0.062242811771332354,0.0,0.031142947858071517,0.0,0.2137260153721587,0.160294511529119,6214.865982222223,19.222222222222253,0.3,0.0,10.358109970370371,0.0,0.5,6214.865982222223,12429.731964444445,0.0,20.222222222222253,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1299.7703777777779,0.0,0.0,36.838191642142085,51.66666666666668,46.10666666666668,0.0,51.17735012955456,0.07581759594873233,205.02837514326438,0.0,36.838191642142085,50.578883108388375,51.17735012955456,50.27964959780528,12.43753247303448,18.931350060853052,-0.05239167730254769,0.4451348402098276,-1.4,9.236100170605994,2628.9170121797456,-2169.428910574103,-3943.328217440993,0.0,0.0,425.75985376006577,176.10645601015483,1.0,0.14668654364141237,0.0,0.0,1.372840919052183,65.99961422222222,-68.3806063615495,0.2001095445804917,8.646848144615229,0.002656367670854853,125.6559198035035,1.225946921281504,0.9061390909439998,-2210.148369521738,40.719458947634664
2025-01-01 09:00:00,1.300644717229631,0.20938343623872935,0.3416522222222223,1.300644717229631,0.20938343623872932,0.34165222222222225,0.06632556938456075,0.9166775903703706,0.3076415574746997,0.0,0.010000000000000002,0.3416522222222223,0.0,0.0,0.20646676957206267,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062310885583314254,0.04673316418748568,0.0,0.0,0.0025131464729532165,0.0,0.00216135320519345,0.0,0.061651069706414076,0.0,0.03235253137861608,0.0,0.21297814051276936,0.15973360538457695,6007.703782814815,19.222222222222253,0.29,0.0,10.012839638024692,0.0,0.48333333333333334,6007.703782814815,12429.731964444445,0.0,20.222222222222253,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1299.7703777777779,916.6775903703705,0.16666666666666666,36.362471888380036,51.66666666666668,46.10666666666668,0.0,51.2352675148343,0.19142717928249345,511.8719774883543,916.6775903703705,36.362471888380036,50.09139041830534,51.23691720930841,49.517802175566764,12.43753247303448,18.897486673623234,-0.05912526179348561,0.4774214151248272,-0.85,9.236100170605994,2656.9264702751757,-1547.9744795637123,-3760.202080437684,0.0,0.0,399.74741919136665,508.51715263880754,0.6165,0.14418078051150943,0.0,0.0,1.3493894553201555,40.688762168000004,9.677348706678334,0.20356157269295597,8.679941287371038,0.0026953392728875374,236.95392815864128,1.2266756503533642,0.9061390909439998,-1588.4843837865965,40.509904222884195
