Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Grill Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,2.6865592450593043,0.11588913965427493,0.00023449864923866167,2.686559245059304,0.11588913965427493,0.00023449864923866167,0.06677707412587597,0.0,0.1665542901812912,2.453227880752137,0.00023449864923866167,0.0,0.0,0.11588913965427493,0.0,1.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.017112774122807015,0.0,0.049664300003068956,0.0,0.012035437308924597,0.0,0.11945410238983742,0.08959057679237804,0.00023449864923866167,0.0,0.0,2453.227880752137,18.33333333333337,0.4,0.0,2.4109201884444444,0.0423076923076923,0.4,2410.920188444444,6027.300471111112,0.0,0.0,22.142671688383974,51.66666666666668,46.10666666666668,0.0,50.30775913518177,0.0,0.0,0.0,22.142671688383974,49.426969266342525,50.30775913518177,48.9865743319229,12.43753247303448,18.010600459914762,-0.06533276139804028,6.809014583690115,2.8,9.236100170605994,1699.4079767677763,-987.6787412860465,-1088.5121986613196,0.0,0.0,356.968805584323,0.0,2.0,0.05489868455387276,0.0,0.0,1.4003658696800445,131.99922844444444,-22.276510907363697,0.2304816719586934,8.486880862891637,0.0028876358972935914,12.096376326471464,1.2302098217205077,0.19365524991260322,-1011.814381349693,24.135640063646484
2025-01-01 01:00:00,2.68439916823803,0.1152316755827275,5.862466230966542e-05,2.68439916823803,0.1152316755827275,5.862466230966542e-05,0.06549361606666544,0.0,0.16567767141922796,2.453227880752137,5.862466230966542e-05,0.0,0.0,0.1152316755827275,0.0,1.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.01582931606359649,0.0,0.049664300003068956,0.0,0.012035437308924597,0.0,0.11945410238983742,0.08959057679237804,5.862466230966542e-05,0.0,0.0,2453.227880752137,18.33333333333337,0.4,0.0,2.4109201884444444,0.0423076923076923,0.4,2410.920188444444,6027.300471111112,0.0,0.0,21.99391672290557,51.66666666666668,46.10666666666668,0.0,50.10273882554986,0.0,0.0,0.0,21.99391672290557,49.24114469146187,50.10273882554986,48.81034762441788,12.43753247303448,18.035439561428827,-0.056588550103352966,7.126978727061958,2.5,9.236100170605994,1702.0148001090324,-868.1252167699863,-1082.506618107158,0.0,0.0,354.80872876304926,0.0,2.0,0.05342733865935998,0.0,0.0,1.3628345045860841,131.99922844444444,-23.51519129899561,0.23070019081775323,8.507201427018018,0.00289479579370184,15.920106515232863,1.2301592707227982,0.1519776209356806,-891.2460970759772,23.12088030599083
2025-01-01 02:00:00,1.256585530990807,0.11750252541693802,5.862466230966542e-05,1.2565855309908067,0.11750252541693802,5.862466230966542e-05,0.06549361606666544,0.0,0.16891363127741774,1.0221782836467237,5.862466230966542e-05,0.0,0.0,0.11750252541693802,0.0,1.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.01582931606359649,0.0,0.049664300003068956,0.0,0.012243597388167004,0.0,0.12335852093084801,0.09251889069813599,5.862466230966542e-05,0.0,0.0,1022.1782836467236,16.666666666666686,0.16666666666666666,0.0,1.0045500785185186,0.017628205128205128,0.16666666666666666,1004.5500785185187,6027.300471111112,0.0,0.0,22.753639297497827,51.66666666666668,46.10666666666668,0.0,49.87564229571252,0.051735321955306814,134.52928467723453,0.0,22.753639297497827,48.92094336822304,49.87564229571252,48.44359390447832,12.43753247303448,16.629986146055945,-0.03332222241260947,7.614861852791843,1.6500000000000001,9.236100170605994,396.51680483601297,-798.6048647450295,-979.8979204593329,0.0,0.0,357.77137932336825,0.0,2.0,0.049933822374820795,0.0,0.0,1.2737212405835683,131.99922844444444,-3.534937674746025,0.2533475711376075,7.85489845046262,0.0029073671583971666,30.26587900733463,1.2361189780134907,0.10557027628735097,-820.1074539542237,21.502589209194234
2025-01-01 03:00:00,3.079863804131854,0.1220289683947729,0.00011724932461933083,3.0798638041318536,0.1220289683947729,0.00011724932461933083,0.0646379773605251,0.9999586311111113,0.1753462850961149,1.8399209105641028,0.00011724932461933083,0.0,0.0,0.1220289683947729,0.0,1.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.01497367735745614,0.0,0.049664300003068956,0.0,0.012640993903084326,0.0,0.13027039699669107,0.09770279774751828,0.00011724932461933083,0.0,0.0,1839.9209105641025,16.666666666666686,0.3,0.0,1.8081901413333334,0.03173076923076923,0.3,1808.1901413333335,6027.300471111112,999.9586311111112,0.4,23.106297712453525,51.66666666666668,46.10666666666668,0.0,50.64444699105302,0.3558978681255972,942.3984426616584,999.9586311111112,23.106297712453525,49.0787415944795,50.64444699105304,48.29588889619274,12.43753247303448,16.317889394685647,-0.0697199458482395,7.4521289551690755,1.6500000000000001,9.236100170605994,1224.2781755801873,-931.8737514937251,-965.9967909388665,0.0,0.0,362.86456311131604,0.0,2.0,0.05030349046535973,0.0,0.0,1.283150803082329,131.99922844444444,-12.510507156364962,0.2597191988103492,7.724527052876309,0.002923224873685697,9.744221339682799,1.237437172897592,0.12918041668372024,-954.8918334508921,23.018081957167126
2025-01-01 04:00:00,2.1698245314223383,0.11325928336808523,0.00041037263616765793,2.1698245314223383,0.11325928336808522,0.00041037263616765793,0.0646379773605251,0.0,0.1630478151330383,1.942138738928775,0.00041037263616765793,0.0,0.0,0.11325928336808523,0.0,1.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.01497367735745614,0.0,0.049664300003068956,0.0,0.012035437308924597,0.0,0.11945410238983742,0.08959057679237804,0.00041037263616765793,0.0,0.0,1942.138738928775,16.666666666666686,0.31666666666666665,0.0,1.9086451491851852,0.03349358974358974,0.31666666666666665,1908.6451491851853,6027.300471111112,0.0,0.0,22.333246119974238,51.66666666666668,46.10666666666668,0.0,51.066902246822046,0.0,0.0,0.0,22.333246119974238,48.02032395883815,51.066902246822046,46.497034814846195,12.43753247303448,16.397309782463612,-0.05168109772131751,7.175771864394414,0.55,9.236100170605994,1177.155442349137,-893.7490524586536,-1097.7811649409846,0.0,0.0,351.3232337707192,0.0,2.0,0.05248940385152394,0.0,0.0,1.3389094888311148,131.99922844444444,-18.525365409372412,0.25839486305863374,7.760535454620125,0.0029244623544831356,31.37966942565269,1.2365164337004912,0.11624144648769498,-917.3267216794405,23.57766922078683
2025-01-01 05:00:00,2.5804071222933085,0.11325928336808523,0.0007034959477159851,2.5804071222933085,0.11325928336808522,0.0007034959477159851,0.0663492547728058,0.0,0.1630478151330383,2.3510100523874646,0.0007034959477159851,0.0,0.0,0.11325928336808523,0.0,1.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.016684954769736842,0.0,0.049664300003068956,0.0,0.012035437308924597,0.0,0.11945410238983742,0.08959057679237804,0.0007034959477159851,0.0,0.0,2351.0100523874644,16.666666666666686,0.38333333333333336,0.0,2.3104651805925926,0.04054487179487179,0.38333333333333336,2310.465180592593,6027.300471111112,0.0,0.0,22.21619676709097,51.66666666666668,46.10666666666668,0.0,50.8396765377757,0.0,0.0,0.0,22.21619676709097,47.832732027258466,50.8396765377757,46.32925977199985,12.43753247303448,16.37475620215535,-0.05911913955242172,7.220934210190103,-0.25000000000000006,9.236100170605994,1515.9058542578211,-946.6822421574941,-1169.0456422197599,0.0,0.0,353.0345111829999,0.0,2.0,0.05334673999186363,0.0,0.0,1.36077857876526,131.99922844444444,-19.09306709288341,0.2613364463230984,7.782161596785082,0.0029550545830643762,33.4044966953807,1.235969423412107,0.10218625725282662,-969.4027659313368,22.72052377384272
2025-01-01 06:00:00,3.261723101511017,0.12664361342004726,0.0017001152069802971,3.2617231015110164,0.12664361342004726,0.0017001152069802971,0.1982652977429307,1.1249534600000002,0.20080126156865538,1.7377030821994304,0.0017001152069802971,0.0,0.0,0.12664361342004726,0.0,1.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.01882405153508772,0.0,0.17944124620784294,0.0,0.03194311034192566,0.0,0.135546638268327,0.10165997870124524,0.0017001152069802971,0.0,0.0,1737.7030821994304,16.666666666666686,0.2833333333333333,0.0,1.7077351334814816,0.02996794871794872,0.2833333333333333,1707.7351334814816,6027.300471111112,1124.9534600000002,0.45,23.158880582112154,51.66666666666668,46.10666666666668,0.0,51.07556541121274,0.36106382172288476,974.2971390284254,1124.9534600000002,23.158880582112154,49.175093495535165,51.07556541121274,48.22485753769638,12.43753247303448,16.355791617097633,-0.05897962554572353,6.812163050290099,0.3,9.236100170605994,1127.330680571361,-1015.4308411134747,-1110.2446354918945,0.0,0.0,521.5775230772476,0.0,2.0,0.052607246366569306,0.0,0.0,1.3419154376513427,131.99922844444444,-21.705289213422343,0.2618673641123534,7.776041853960233,0.0029575594065017817,-0.6240853269812867,1.2360483209225928,0.12182797862860556,-1040.006038168951,24.575197055476234
2025-01-01 07:00:00,4.080767475899418,0.13512103908938788,0.0026967344662446094,4.080767475899418,0.13512103908938788,0.0026967344662446094,0.2711508881162953,1.333278174814815,0.22754618894551595,2.248792224022792,0.0026967344662446094,0.0,0.0,0.13512103908938788,0.0,1.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.01754059347587719,0.0,0.25361029464041807,0.0,0.04738480349299872,0.0,0.145096634969988,0.10882247622749099,0.0026967344662446094,0.0,0.0,2248.792224022792,16.666666666666686,0.36666666666666664,0.0,2.2100101727407404,0.03878205128205128,0.36666666666666664,2210.010172740741,6027.300471111112,1333.278174814815,0.5333333333333333,23.688259040190513,51.66666666666668,46.10666666666668,0.0,51.144758372353394,0.3543286374879938,955.2272662004668,1333.278174814815,23.688259040190513,50.00662166347387,51.146768111947004,49.435543569440505,12.43753247303448,16.428582484564743,-0.047641779133555794,6.572432727034452,-0.55,9.236100170605994,1627.1192528214108,-1137.358930621582,-1219.751683908441,0.0,0.0,620.5395410583565,2.45926733172982,2.0,0.054462658957280974,0.0,0.0,1.3892436475587686,131.99922844444444,-22.460828351296993,0.26111924636014916,7.81709172563418,0.0029627583025640327,26.396432103723996,1.2357339499859195,0.12338554953586921,-1162.4403668167,25.081436195117888
2025-01-01 08:00:00,2.749704726654674,0.12129522087029468,0.002579485141625278,2.749704726654674,0.12129522087029468,0.0025794851416252778,0.11296877099596145,0.0,0.1835080749065757,2.453227880752137,0.002579485141625278,0.0,0.0,0.12129522087029468,0.0,1.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.013262399945175439,0.0,0.099706371050786,0.0,0.021781113746182724,0.0,0.12578559191580052,0.09433919393685038,0.002579485141625278,0.0,0.0,2453.227880752137,16.666666666666686,0.4,0.0,2.4109201884444444,0.0423076923076923,0.4,2410.920188444444,6027.300471111112,0.0,0.0,24.873621384995108,51.66666666666668,46.10666666666668,0.0,51.685276095322585,0.0,0.0,0.0,24.873621384995108,51.69216234783139,51.695605474085795,51.685276095322585,12.43753247303448,16.371652565637724,-0.05646448229881183,5.99864994521771,-1.4,9.236100170605994,1471.1260577745431,-1259.7873579367003,-1322.6201059437362,0.0,0.0,318.4606745030977,183.5202114576588,0.4665,0.0562801376673033,0.0,0.0,1.4356042329729384,30.788820034666667,22.05760846304478,0.2630897912697923,7.805570276006959,0.0029730235553126964,-4.042145280049062,1.2365496806211167,0.13158656227859947,-1287.0218021965215,27.234444259821235
2025-01-01 09:00:00,2.47658291679597,0.11654660372582235,0.002403611154696282,2.47658291679597,0.11654660372582235,0.002403611154696282,0.06035978382982334,0.0,0.16743090894335444,2.248792224022792,0.002403611154696282,0.0,0.0,0.11654660372582235,0.0,1.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.010695483826754386,0.0,0.049664300003068956,0.0,0.012035437308924597,0.0,0.11945410238983742,0.08959057679237804,0.002403611154696282,0.0,0.0,2248.792224022792,16.666666666666686,0.36666666666666664,0.0,2.2100101727407404,0.03878205128205128,0.36666666666666664,2210.010172740741,6027.300471111112,0.0,0.0,24.746297230472145,51.66666666666668,46.10666666666668,0.0,51.46420655488626,0.0,0.0,0.0,24.746297230472145,51.483308430638296,51.49285936851432,51.46420655488626,12.43753247303448,16.343236940489618,-0.0632630927325768,5.893330147458223,-0.85,9.236100170605994,1322.7004201371003,-1131.6232126462878,-1252.7360433577799,0.0,0.0,219.42890560588916,523.8534552529147,0.0,0.05512442980851176,0.0,0.0,1.4061242216771395,0.0,107.21533386619886,0.26387976553951703,7.798274779605145,0.0029750722398182708,29.411617776311996,1.2372901509022967,0.12990162491536877,-1157.7271007316644,26.10388808537671
