Metric,Value
Total Electric Energy (kWh),1518.2165784793174
Total Gas Energy (therms),1.7657748287671224
Average Electric Power (kW),2.1086341367768298
Peak Electric Power (kW),22.046555102723342
Other Electric Energy (kWh),211.7769312593417
HVAC Heating Electric Energy (kWh),966.1629137028833
Lighting Electric Energy (kWh),108.78631041487021
Water Heating Electric Energy (kWh),231.49042310222228
Other Gas Energy (therms),1.7657748287671224
Average Temperature - Indoor (C),17.448688049407373
Unmet Heating Load (C-hours),41.23946658208341
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
