Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Grill Gas Power (therms/hour),Gas Grill Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.23333136430716717,0.11588913965427493,0.00023449864923866167,0.0038888560717861196,0.001931485660904582,3.908310820644361e-06,0.06677707412587597,0.0,0.1665542901812912,0.0,0.00023449864923866167,0.0,0.0,0.11588913965427493,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.017112774122807015,0.0,On,0.049664300003068956,0,On,0.012035437308924597,0,On,0.11945410238983742,0.08959057679237804,On,0.00023449864923866167,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6027.300471111112,Off,0.0,0.0,22.226977583767873,51.666666666666686,46.10666666666668,0.0,50.409173293498796,0.0,0.0,0.0,22.226977583767873,49.51885559938857,50.409173293498796,49.07369675233346,12.43753247303448,17.983054634279448,0.0,6.453267538173241,2.8,9.236100170605994,-735.6509343694374,-892.6376909981216,-1085.2545632178249,-0.0,-0.0,356.96880558432304,0.0,2.0,0.054847244525220516,0.0,0,1.3990537278492274,131.99922844444444,-7.365176735935513,0.22989282288310625,8.44767368866745,0.0028841930114870953,12.784563939144093,1.226803299403972,0.19304139396465866,-919.0720835476309,26.434392549509255
2025-01-01 00:01:00,0.23333136430716717,0.11588913965427493,0.00023449864923866167,0.0038888560717861196,0.001931485660904582,3.908310820644361e-06,0.06677707412587597,0.0,0.1665542901812912,0.0,0.00023449864923866167,0.0,0.0,0.11588913965427493,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.017112774122807015,0.0,On,0.049664300003068956,0,On,0.012035437308924597,0,On,0.11945410238983742,0.08959057679237804,On,0.00023449864923866167,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6027.300471111112,Off,0.0,0.0,22.30656434373729,51.666666666666686,46.10666666666668,0.0,50.405729692704284,0.0,0.0,0.0,22.30656434373729,49.5157362293001,50.405729692704284,49.07073949759802,12.43753247303448,17.86691324357466,0.0,6.483062355364186,2.8,9.236100170605994,-724.1511217508113,-900.5720612122427,-1072.558495181484,-0.0,-0.0,356.96880558432304,0.0,2.0,0.05462344006095381,0.0,0,1.3933448818943928,131.99922844444444,-8.561432153650287,0.23226582954308864,8.416041286907472,0.0028843133690805616,13.13981154338751,1.230877894144978,0.19309289189315926,-926.8149071022998,26.242845890057193
2025-01-01 00:02:00,0.23333136430716717,0.11588913965427493,0.00023449864923866167,0.0038888560717861196,0.001931485660904582,3.908310820644361e-06,0.06677707412587597,0.0,0.1665542901812912,0.0,0.00023449864923866167,0.0,0.0,0.11588913965427493,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.017112774122807015,0.0,On,0.049664300003068956,0,On,0.012035437308924597,0,On,0.11945410238983742,0.08959057679237804,On,0.00023449864923866167,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6027.300471111112,Off,0.0,0.0,22.38355059425177,51.666666666666686,46.10666666666668,0.0,50.40227431375324,0.0,0.0,0.0,22.38355059425177,49.512605689876644,50.40227431375324,49.06777137793836,12.43753247303448,17.75445336431238,-0.07887996902099204,6.510842546299598,2.8,9.236100170605994,-713.2474450726487,-908.1191453952615,-1060.321996021137,-0.0,-0.0,356.96880558432304,0.0,2.0,0.05440634813354315,0.0,0,1.3878072605797942,131.99922844444444,-9.894254635834656,0.23392733698837662,8.363581762878479,0.0028844366615853275,13.483435910373203,1.231353643941896,0.1931408953335264,-934.0377296729457,25.918584277684165
2025-01-01 00:03:00,0.23333136430716717,0.11588913965427493,0.00023449864923866167,0.0038888560717861196,0.001931485660904582,3.908310820644361e-06,0.06677707412587597,0.0,0.1665542901812912,0.0,0.00023449864923866167,0.0,0.0,0.11588913965427493,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.017112774122807015,0.0,On,0.049664300003068956,0,On,0.012035437308924597,0,On,0.11945410238983742,0.08959057679237804,On,0.00023449864923866167,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6027.300471111112,Off,0.0,0.0,22.458063677351756,51.666666666666686,46.10666666666668,0.0,50.39880754325991,0.0,0.0,0.0,22.458063677351756,49.50946434607792,50.39880754325991,49.06479274748692,12.43753247303448,17.645494537755233,-0.18783879557813776,6.53676446062303,2.8,9.236100170605994,-702.9315463823709,-915.0553674072172,-1048.5201650661838,-0.0,-0.0,356.96880558432304,0.0,2.0,0.05419565453651628,0.0,0,1.382432849068221,131.99922844444444,-11.380186900510104,0.2355504172327081,8.312320608782523,0.0028845631294793263,13.81592224738354,1.231814928658015,0.19318567696280498,-940.7804845703631,25.725117163146024
2025-01-01 00:04:00,0.23333136430716717,0.11588913965427493,0.00023449864923866167,0.0038888560717861196,0.001931485660904582,3.908310820644361e-06,0.06677707412587597,0.0,0.1665542901812912,0.0,0.00023449864923866167,0.0,0.0,0.11588913965427493,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.017112774122807015,0.0,On,0.049664300003068956,0,On,0.012035437308924597,0,On,0.11945410238983742,0.08959057679237804,On,0.00023449864923866167,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,6027.300471111112,Off,0.0,0.0,22.530223168713597,51.666666666666686,46.10666666666668,0.0,50.39532974890809,0.0,0.0,0.0,22.530223168713597,49.506312544992234,50.39532974890809,49.061803943034306,12.43753247303448,17.539867314955366,-0.29346601837800534,6.5609889131419985,2.8,9.236100170605994,-691.3480952134109,-921.5542052374625,-1037.1297838800006,-0.0,-0.0,356.96880558432304,0.0,2.0,0.0539910632686296,0.0,0,1.3772140969048259,131.99922844444444,-11.18711691773332,0.23713650487465926,8.262178843835418,0.0028846926674021204,14.137785260625321,1.2322624337488952,0.19322751674589467,-947.084388138094,25.53018290063155
2025-01-01 00:05:00,6.3664010661875094,0.11588913965427493,0.00023449864923866167,0.10610668443645849,0.001931485660904582,3.908310820644361e-06,0.06677707412587597,0.0,0.1665542901812912,6.133069701880342,0.00023449864923866167,0.0,0.0,0.11588913965427493,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.017112774122807015,0.0,On,0.049664300003068956,0,On,0.012035437308924597,0,On,0.11945410238983742,0.08959057679237804,On,0.00023449864923866167,On,0,0,Off,On,6133.069701880342,18.33333333333337,1.0,0.0,6.027300471111111,0.10576923076923077,1,6027.300471111112,6027.300471111112,Off,0.0,0.0,22.60007841938326,51.666666666666686,46.10666666666668,0.0,50.391841280605526,0.0,0.0,0.0,22.60007841938326,49.503150616926476,50.391841280605526,49.05880528508696,12.43753247303448,17.43750194900925,-0.3958313843241221,6.583645698618161,2.8,9.236100170605994,5454.1213687088,-927.6343730270174,-1026.1387695146377,-0.0,-0.0,356.96880558432304,0.0,2.0,0.05379246904011127,0.0,0,1.3721483183385,131.99922844444444,-9.778369241226699,0.2386856246427145,8.21375545133314,0.0028848251749701297,14.449217739713873,1.2326964247428025,0.19326664070170607,-952.9826897936965,25.348316766679112
2025-01-01 00:06:00,6.3664010661875094,0.11588913965427493,0.00023449864923866167,0.10610668443645849,0.001931485660904582,3.908310820644361e-06,0.06677707412587597,0.0,0.1665542901812912,6.133069701880342,0.00023449864923866167,0.0,0.0,0.11588913965427493,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.017112774122807015,0.0,On,0.049664300003068956,0,On,0.012035437308924597,0,On,0.11945410238983742,0.08959057679237804,On,0.00023449864923866167,On,0,0,Off,On,6133.069701880342,18.33333333333337,1.0,0.0,6.027300471111111,0.10576923076923077,1,6027.300471111112,6027.300471111112,Off,0.0,0.0,22.454359664882297,51.666666666666686,46.10666666666668,0.0,50.38834248092178,0.0,0.0,0.0,22.454359664882297,49.49997888526154,50.38834248092178,49.05579708743142,12.43753247303448,17.64123980603321,-0.1920935273001625,6.604852040823376,2.8,9.236100170605994,5427.595213975582,-933.3242468170051,-1048.0603898822392,-0.0,-0.0,356.96880558432304,0.0,2.0,0.054187419950920614,0.0,0,1.3822227997252754,131.99922844444444,-14.38290360684347,0.23564596323079356,8.31072368700157,0.002884960553785828,13.761310171515689,1.2318326566843754,0.19330325284368718,-958.5054513732621,25.18120455625699
2025-01-01 00:07:00,6.3664010661875094,0.11588913965427493,0.00023449864923866167,0.10610668443645849,0.001931485660904582,3.908310820644361e-06,0.06677707412587597,0.0,0.1665542901812912,6.133069701880342,0.00023449864923866167,0.0,0.0,0.11588913965427493,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.017112774122807015,0.0,On,0.049664300003068956,0,On,0.012035437308924597,0,On,0.11945410238983742,0.08959057679237804,On,0.00023449864923866167,On,0,0,Off,On,6133.069701880342,18.33333333333337,1.0,0.0,6.027300471111111,0.10576923076923077,1,6027.300471111112,6027.300471111112,Off,0.0,0.0,22.314018557014915,51.666666666666686,46.10666666666668,0.0,50.38486539110409,0.0,0.0,0.0,22.314018557014915,49.49682760400297,50.38486539110409,49.05280871045242,12.43753247303448,17.837361943470984,0.0,6.624713825860822,2.8,9.236100170605994,5402.315747530359,-938.6528593192452,-1069.337637468033,-0.0,-0.0,356.96880558432304,0.0,2.0,0.05456643085610963,0.0,0,1.391890680480094,131.99922844444444,-18.38512246627306,0.2327608724957856,8.403212888111899,0.0028850895778095606,13.101001088718363,1.231002319808872,0.19333753735850026,-963.6798542477453,25.026994928500145
2025-01-01 00:08:00,6.3664010661875094,0.11588913965427493,0.00023449864923866167,0.10610668443645849,0.001931485660904582,3.908310820644361e-06,0.06677707412587597,0.0,0.1665542901812912,6.133069701880342,0.00023449864923866167,0.0,0.0,0.11588913965427493,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.017112774122807015,0.0,On,0.049664300003068956,0,On,0.012035437308924597,0,On,0.11945410238983742,0.08959057679237804,On,0.00023449864923866167,On,0,0,Off,On,6133.069701880342,18.33333333333337,1.0,0.0,6.027300471111111,0.10576923076923077,1,6027.300471111112,6027.300471111112,Off,0.0,0.0,22.17869021699676,51.666666666666686,46.10666666666668,0.0,50.381409211664874,0.0,0.0,0.0,22.17869021699676,49.49369601844313,50.381409211664874,49.04983942183227,12.43753247303448,18.026385729710473,0.0,6.643327237509666,2.8,9.236100170605994,5377.71066729128,-943.645547127177,-1090.0066545646437,-0.0,-0.0,356.96880558432304,0.0,2.0,0.05493064136786466,0.0,0,1.4011810300428407,131.99922844444444,-22.321185608741743,0.230017623613798,8.492165084681965,0.002885212493725756,12.46637096256282,1.2302030953728733,0.19336966147007328,-968.5306136148052,24.885066487628198
2025-01-01 00:09:00,6.3664010661875094,0.11588913965427493,0.00023449864923866167,0.10610668443645849,0.001931485660904582,3.908310820644361e-06,0.06677707412587597,0.0,0.1665542901812912,6.133069701880342,0.00023449864923866167,0.0,0.0,0.11588913965427493,0.0,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.017112774122807015,0.0,On,0.049664300003068956,0,On,0.012035437308924597,0,On,0.11945410238983742,0.08959057679237804,On,0.00023449864923866167,On,0,0,Off,On,6133.069701880342,18.33333333333337,1.0,0.0,6.027300471111111,0.10576923076923077,1,6027.300471111112,6027.300471111112,Off,0.0,0.0,22.04808581578446,51.666666666666686,46.10666666666668,0.0,50.377973197356184,0.0,0.0,0.0,22.04808581578446,49.49058342508205,50.377973197356184,49.046888538944984,12.43753247303448,18.20872059451182,0.0,6.660780375093032,2.8,9.236100170605994,5353.843651750086,-948.3255936407174,-1110.0942448433952,-0.0,-0.0,356.96880558432304,0.0,2.0,0.05528096543179515,0.0,0,1.4101171615083306,131.99922844444444,-26.10061087118341,0.22740573187541543,8.577836460146267,0.0028853295314158877,11.85587859254808,1.2294331365826714,0.19339977826565538,-973.0803904670062,24.754796826288707
