Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.2032315147476731,0.11995493647561609,0.0,0.003387191912461218,0.001999248941260268,0.0,0.008746893972354248,0.0,0.14448462077531884,0.0,0.05,0.0,0.0,0.10537160314228275,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.005894764951886411,0,On,0.0039891499189417924,0,On,0.10085307670772134,0.07563980753079098,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,2243.1662844444445,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3076.6605244444445,Off,0.0,0.0,37.274353553026714,51.666666666666686,46.10666666666668,0.0,51.50512423343305,0.0,0.0,0.0,37.274353553026714,51.52436260273425,51.53398178738485,51.50512423343305,12.43753247303448,19.48664814932142,-0.06890740623417813,2.8,-113.53267353197333,-429.1403581241019,-0.0,-0.0,278.17102782257706,0.0,2.0,0.019733885261460592,0.0,0,0.5033756203978483,131.99922844444444,37.436656769551504,0.2410826606900684,9.641382192843597,0.0033252124705035226,43.74172137831295,1.2201753610642783
2025-01-01 00:01:00,0.2032315147476731,0.11995493647561609,0.0,0.003387191912461218,0.001999248941260268,0.0,0.008746893972354248,0.0,0.14448462077531884,0.0,0.05,0.0,0.0,0.10537160314228275,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.005894764951886411,0,On,0.0039891499189417924,0,On,0.10085307670772134,0.07563980753079098,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,2243.1662844444445,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3076.6605244444445,Off,0.0,0.0,37.30005838282872,51.666666666666686,46.10666666666668,0.0,51.499588386075295,0.0,0.0,0.0,37.30005838282872,51.51913145949392,51.52890299620324,51.499588386075295,12.43753247303448,19.45931481622826,-0.09624073932733879,2.8,-118.23498628564641,-428.12870191122255,-0.0,-0.0,278.17102782257706,0.0,2.0,0.019719666092820085,0.0,0,0.5030129151960534,131.99922844444444,31.722687802999044,0.2422282915760669,9.65373931014876,0.003325626504621549,43.759599426701264,1.2238536583880373
2025-01-01 00:02:00,0.2032315147476731,0.11995493647561609,0.0,0.003387191912461218,0.001999248941260268,0.0,0.008746893972354248,0.0,0.14448462077531884,0.0,0.05,0.0,0.0,0.10537160314228275,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.005894764951886411,0,On,0.0039891499189417924,0,On,0.10085307670772134,0.07563980753079098,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,2243.1662844444445,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3076.6605244444445,Off,0.0,0.0,37.325323300222756,51.666666666666686,46.10666666666668,0.0,51.49404878625266,0.0,0.0,0.0,37.325323300222756,51.51389670879609,51.523820670067806,51.49404878625266,12.43753247303448,19.432355974182816,-0.1231995813727842,2.8,-123.04363577846675,-427.1318294558587,-0.0,-0.0,278.17102782257706,0.0,2.0,0.019705638550494738,0.0,0,0.5026550980339931,131.99922844444444,25.917165854814904,0.24266484596152343,9.642101704761561,0.0033260394630730697,43.77699105834329,1.223966120941863
2025-01-01 00:03:00,0.2032315147476731,0.11995493647561609,0.0,0.003387191912461218,0.001999248941260268,0.0,0.008746893972354248,0.0,0.14448462077531884,0.0,0.05,0.0,0.0,0.10537160314228275,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.005894764951886411,0,On,0.0039891499189417924,0,On,0.10085307670772134,0.07563980753079098,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,2243.1662844444445,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3076.6605244444445,Off,0.0,0.0,37.35017150169195,51.666666666666686,46.10666666666668,0.0,51.488505499382434,0.0,0.0,0.0,37.35017150169195,51.508658412378765,51.51873486887693,51.488505499382434,12.43753247303448,19.40575174783127,-0.14980380772432866,2.8,-127.92342276018434,-426.1489689620129,-0.0,-0.0,278.17102782257706,0.0,2.0,0.01969179242216325,0.0,0,0.5023019084138738,131.99922844444444,20.054518379251473,0.24309691299283714,9.630013913719221,0.0033264525476898285,43.79385166092098,1.2240771203869913
2025-01-01 00:04:00,0.2032315147476731,0.11995493647561609,0.0,0.003387191912461218,0.001999248941260268,0.0,0.008746893972354248,0.0,0.14448462077531884,0.0,0.05,0.0,0.0,0.10537160314228275,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.005894764951886411,0,On,0.0039891499189417924,0,On,0.10085307670772134,0.07563980753079098,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,2243.1662844444445,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3076.6605244444445,Off,0.0,0.0,37.374623305128125,51.666666666666686,46.10666666666668,0.0,51.48295858743333,0.0,0.0,0.0,37.374623305128125,51.50341662872454,51.51364564937015,51.48295858743333,12.43753247303448,19.37948473257951,-0.1760708229760901,2.8,-129.8376914925127,-425.17944292557354,-0.0,-0.0,278.17102782257706,0.0,2.0,0.019678118770858625,0.0,0,0.5019531183698773,131.99922844444444,17.170723610483797,0.24352472609786974,9.618732611985953,0.003326865753932147,43.81020841743461,1.2241867287592043
2025-01-01 00:05:00,0.2032315147476731,0.11995493647561609,0.0,0.003387191912461218,0.001999248941260268,0.0,0.008746893972354248,0.0,0.14448462077531884,0.0,0.05,0.0,0.0,0.10537160314228275,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.005894764951886411,0,On,0.0039891499189417924,0,On,0.10085307670772134,0.07563980753079098,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,2243.1662844444445,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3076.6605244444445,Off,0.0,0.0,37.3985246393506,51.666666666666686,46.10666666666668,0.0,51.477408109353426,0.0,0.0,0.0,37.3985246393506,51.49817141346456,51.508553065520125,51.477408109353426,12.43753247303448,19.35368740763624,-0.2018681479193596,2.8,-129.30395475559618,-424.22810145866305,-0.0,-0.0,278.17102782257706,0.0,2.0,0.019664686699559362,0.0,0,0.5016104905936482,131.99922844444444,16.753118880489815,0.2439462447693601,9.607694573464062,0.0033272790774941524,43.82584745476519,1.2242943908067059
2025-01-01 00:06:00,0.2032315147476731,0.11995493647561609,0.0,0.003387191912461218,0.001999248941260268,0.0,0.008746893972354248,0.0,0.14448462077531884,0.0,0.05,0.0,0.0,0.10537160314228275,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.005894764951886411,0,On,0.0039891499189417924,0,On,0.10085307670772134,0.07563980753079098,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,2243.1662844444445,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3076.6605244444445,Off,0.0,0.0,37.42175704130022,51.666666666666686,46.10666666666668,0.0,51.47185414698988,0.0,0.0,0.0,37.42175704130022,51.492922843852554,51.5034571922839,51.47185414698988,12.43753247303448,19.3284616688778,-0.22709388667779962,2.8,-128.14320483523852,-423.2986517106944,-0.0,-0.0,278.17102782257706,0.0,2.0,0.01965154943915641,0.0,0,0.5012753829086664,131.99922844444444,16.98441905287881,0.24435987862766073,9.596953776737182,0.003327692512241443,43.84060370378878,1.2243996789344846
2025-01-01 00:07:00,0.2032315147476731,0.11995493647561609,0.0,0.003387191912461218,0.001999248941260268,0.0,0.008746893972354248,0.0,0.14448462077531884,0.0,0.05,0.0,0.0,0.10537160314228275,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.005894764951886411,0,On,0.0039891499189417924,0,On,0.10085307670772134,0.07563980753079098,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,2243.1662844444445,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3076.6605244444445,Off,0.0,0.0,37.44431063105032,51.666666666666686,46.10666666666668,0.0,51.466296799796176,0.0,0.0,0.0,37.44431063105032,51.48767101376758,51.498358120753295,51.466296799796176,12.43753247303448,19.30381610222433,-0.25173945333126824,2.8,-126.73301651105919,-422.3913552617036,-0.0,-0.0,278.17102782257706,0.0,2.0,0.019638711651578544,0.0,0,0.5009479142322794,131.99922844444444,17.48731092806735,0.244765448598879,9.585885729522825,0.0033281060506291267,43.85446207279027,1.2245025559672742
2025-01-01 00:08:00,0.2032315147476731,0.11995493647561609,0.0,0.003387191912461218,0.001999248941260268,0.0,0.008746893972354248,0.0,0.14448462077531884,0.0,0.05,0.0,0.0,0.10537160314228275,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.005894764951886411,0,On,0.0039891499189417924,0,On,0.10085307670772134,0.07563980753079098,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,2243.1662844444445,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3076.6605244444445,Off,0.0,0.0,37.46619738588872,51.666666666666686,46.10666666666668,0.0,51.46073616869305,0.0,0.0,0.0,37.46619738588872,51.48241601847524,51.49325594336634,51.46073616869305,12.43753247303448,19.27974050851316,-0.275815047042439,2.8,-125.60399216621829,-421.50578316101934,-0.0,-0.0,278.17102782257706,0.0,2.0,0.01962616820993061,0.0,0,0.5006279537866907,131.99922844444444,17.73076317222395,0.24516306236799834,9.57574431626352,0.003328519684985073,43.86743773066975,1.2246030633996687
2025-01-01 00:09:00,0.2032315147476731,0.11995493647561609,0.0,0.003387191912461218,0.001999248941260268,0.0,0.008746893972354248,0.0,0.14448462077531884,0.0,0.05,0.0,0.0,0.10537160314228275,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0028521290204678363,0.0,On,0.005894764951886411,0,On,0.0039891499189417924,0,On,0.10085307670772134,0.07563980753079098,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,2243.1662844444445,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,3076.6605244444445,Off,0.0,0.0,37.4874589942034,51.666666666666686,46.10666666666668,0.0,51.45517235281975,0.0,0.0,0.0,37.4874589942034,51.47715795156022,51.488150750930465,51.45517235281975,12.43753247303448,19.256199150592494,-0.2993564049631061,2.8,-124.3593433205163,-420.64057069547636,-0.0,-0.0,278.17102782257706,0.0,2.0,0.019613900669356067,0.0,0,0.5003150310770645,131.99922844444444,18.110199552382994,0.24555322030537455,9.56525317738177,0.0033289334077686943,43.87958707626737,1.2247013497440882
