Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Lighting Gas Power (therms/hour),Gas Lighting Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Gas Power (therms/hour),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.8231926513886254,0.1721148868472054,1.2262900737056244,0.030386544189810422,0.0028685814474534235,0.02043816789509374,0.09125889431490058,0.2671712570737246,1.4247625000000002,0.04000000000000001,0.0,0.005065073705624146,1.2212250000000002,0.0,0.16044822018053873,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.027264309210526312,0.0,On,0.06399458510437428,0,On,0.006035390081670567,0,On,0.17428856609206264,0.13071642456904695,On,0.0017032905298469598,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,On,22161.431199448838,12.777777777777828,0.8,7895.792713884497,35.79057676666667,1.4247625000000002,1,28632.461413333334,28632.461413333334,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,12774.09052,Off,0.0,0,96.74910170625235,51.666666666666686,46.10666666666668,0.0,48.29358371232528,0.0,0.0,0.0,151.1704714160193,48.162118764429806,48.29358371232528,48.09638629048208,12.43753247303448,11.944836450793888,-0.3329413269839403,7.351160147361085,-2.142666840274286,2.8,9.236100170605994,20314.580374795554,5909.361077889021,946.4026137622079,-2156.350509543816,-0.0,-0.0,365.0246592330674,0.0,1.0,0.1809363232989916,0.0,0.0,1.3195813124377833,65.99961422222222,-55.524974342533696,0.31313990610806497,5.195828670978373,0.002661493469023019,-121.11325040017216,1.2529549851247226,0.34029359990617297,-2018.3363920165086,31.904756021032522,0.16817031724265624,1083.2490909833482,-136.84647722114033
2025-01-01 00:01:00,1.8231926513886254,0.1721148868472054,1.2262900737056244,0.030386544189810422,0.0028685814474534235,0.02043816789509374,0.09125889431490058,0.2671712570737246,1.4247625000000002,0.04000000000000001,0.0,0.005065073705624146,1.2212250000000002,0.0,0.16044822018053873,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.027264309210526312,0.0,On,0.06399458510437428,0,On,0.006035390081670567,0,On,0.17428856609206264,0.13071642456904695,On,0.0017032905298469598,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,On,22161.431199448838,12.777777777777828,0.8,7895.792713884497,35.79057676666667,1.4247625000000002,1,28632.461413333334,28632.461413333334,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,12774.09052,Off,0.0,0,95.95113835326663,51.666666666666686,46.10666666666668,0.0,48.277412304356986,0.0,0.0,0.0,149.92365367697911,48.147044586860225,48.277412304356986,48.081860728111856,12.43753247303448,12.22847327528364,-0.04930450249418783,7.772568735411888,-2.066907364174066,2.8,9.236100170605994,20194.490237734906,5708.077965993328,926.7197118211616,-2249.713446628482,-0.0,-0.0,365.0246592330674,0.0,1.0,0.18309149792850513,0.0,0.0,1.335299152362311,65.99961422222222,-82.25217431851388,0.30820230161788104,5.362473837311667,0.0026611742788449333,-123.02386728346964,1.255366324807717,0.34155508218142777,-2213.396397693732,25.681649802563008,0.16783585773654955,1064.5240666321401,-137.8043548109785
2025-01-01 00:02:00,1.8231926513886254,0.1721148868472054,1.2262900737056244,0.030386544189810422,0.0028685814474534235,0.02043816789509374,0.09125889431490058,0.2671712570737246,1.4247625000000002,0.04000000000000001,0.0,0.005065073705624146,1.2212250000000002,0.0,0.16044822018053873,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.027264309210526312,0.0,On,0.06399458510437428,0,On,0.006035390081670567,0,On,0.17428856609206264,0.13071642456904695,On,0.0017032905298469598,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,On,22161.431199448838,12.777777777777828,0.8,7895.792713884497,35.79057676666667,1.4247625000000002,1,28632.461413333334,28632.461413333334,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,12774.09052,Off,0.0,0,95.17549856188771,51.666666666666686,46.10666666666668,0.0,48.26137428055369,0.0,0.0,0.0,148.71171650294954,48.132094737486625,48.26137428055369,48.06745496595309,12.43753247303448,12.503877044934601,0.0,8.166114020062075,-1.9941198439677983,2.8,9.236100170605994,20078.04683495776,5519.398067549479,908.1585861578072,-2341.819887171914,-0.0,-0.0,365.0246592330674,0.0,1.0,0.1851784961345171,0.0,0.0,1.3505197768424144,65.99961422222222,-106.58913655222744,0.3026348003216517,5.504155547792414,0.002660850676076605,-124.86133388283041,1.2541562497410734,0.34272896318619317,-2396.7810121911475,20.38636585612884,0.16751388968437325,1046.591881099322,-138.43329494151487
2025-01-01 00:03:00,1.8231926513886254,0.1721148868472054,1.2262900737056244,0.030386544189810422,0.0028685814474534235,0.02043816789509374,0.09125889431490058,0.2671712570737246,1.4247625000000002,0.04000000000000001,0.0,0.005065073705624146,1.2212250000000002,0.0,0.16044822018053873,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.027264309210526312,0.0,On,0.06399458510437428,0,On,0.006035390081670567,0,On,0.17428856609206264,0.13071642456904695,On,0.0017032905298469598,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,On,22161.431199448838,12.777777777777828,0.8,7895.792713884497,35.79057676666667,1.4247625000000002,1,28632.461413333334,28632.461413333334,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,12774.09052,Off,0.0,0,94.42107839462511,51.666666666666686,46.10666666666668,0.0,48.245465919900234,0.0,0.0,0.0,147.53293499160173,48.117265738144056,48.245465919900234,48.05316564726598,12.43753247303448,12.771457575203705,0.0,8.534077557565935,-1.9239485536431342,2.8,9.236100170605994,19963.361062419892,5341.848091907123,890.8108698336249,-2432.6737265142874,-0.0,-0.0,365.0246592330674,0.0,1.0,0.1872007424817962,0.0,0.0,1.3652681614694495,65.99961422222222,-130.42106974772554,0.29733141084563236,5.641043429331125,0.0026605219231322108,-126.6286544361479,1.2529827921787293,0.34382291250838715,-2569.3071744732983,15.362552495924106,0.16720290729527487,1029.3584542632068,-138.54758442958192
2025-01-01 00:04:00,0.39843015138862514,0.1721148868472054,0.005065073705624146,0.006640502523143753,0.0028685814474534235,8.441789509373576e-05,0.09125889431490058,0.2671712570737246,0.0,0.04000000000000001,0.0,0.005065073705624146,0.0,0.0,0.16044822018053873,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.027264309210526312,0.0,On,0.06399458510437428,0,On,0.006035390081670567,0,On,0.17428856609206264,0.13071642456904695,On,0.0017032905298469598,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,28632.461413333334,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,12774.09052,Off,0.0,0,93.68697547626141,51.666666666666686,46.10666666666668,0.0,48.229683685292486,0.0,0.0,0.0,146.38589918165846,48.102554282668706,48.229683685292486,48.03898958135682,12.43753247303448,13.031549391248175,0.0,8.878404803210186,-1.8560715975089637,2.8,9.236100170605994,-2308.1814749207097,-2721.005626980698,874.4404945630373,-2522.265969886224,-0.0,-0.0,365.0246592330674,0.0,1.0,0.1891610967927122,0.0,0.0,1.3795651631287953,65.99961422222222,-150.94016426755286,0.2922743602369677,5.773624074575336,0.0026601882046858078,-128.32881365398993,1.2518442897178796,0.3448434484278391,-2731.6764003450016,10.670773364303884,0.16690154151290068,1012.7392681648124,-138.29877360177514
2025-01-01 00:05:00,0.39843015138862514,0.1721148868472054,0.005065073705624146,0.006640502523143753,0.0028685814474534235,8.441789509373576e-05,0.09125889431490058,0.2671712570737246,0.0,0.04000000000000001,0.0,0.005065073705624146,0.0,0.0,0.16044822018053873,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.027264309210526312,0.0,On,0.06399458510437428,0,On,0.006035390081670567,0,On,0.17428856609206264,0.13071642456904695,On,0.0017032905298469598,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,28632.461413333334,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,12774.09052,Off,0.0,0,93.81152047062245,51.666666666666686,46.10666666666668,0.0,48.21402418997366,0.0,0.0,0.0,146.58050073534758,48.087957205493005,48.21402418997366,48.02492371325268,12.43753247303448,12.970287632986997,0.0,8.75704764538768,-1.790218954282756,2.8,9.236100170605994,-2284.6377144194225,-2661.6767511340045,858.8844585434566,-2501.0501700327654,-0.0,-0.0,365.0246592330674,0.0,1.0,0.18869983307401544,0.0,0.0,1.3762011344351648,65.99961422222222,-148.6122036197243,0.29341095528864664,5.7420161351026975,0.0026598496980439136,-127.67897872121104,1.2521125803384054,0.3444841084534797,-2674.347990256683,12.671239122678369,0.16660864247054688,996.663559445593,-137.77910090213643
2025-01-01 00:06:00,0.39843015138862514,0.1721148868472054,0.005065073705624146,0.006640502523143753,0.0028685814474534235,8.441789509373576e-05,0.09125889431490058,0.2671712570737246,0.0,0.04000000000000001,0.0,0.005065073705624146,0.0,0.0,0.16044822018053873,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.027264309210526312,0.0,On,0.06399458510437428,0,On,0.006035390081670567,0,On,0.17428856609206264,0.13071642456904695,On,0.0017032905298469598,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,28632.461413333334,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,12774.09052,Off,0.0,0,93.93142945868601,51.666666666666686,46.10666666666668,0.0,48.19834447464789,0.0,0.0,0.0,146.7678585291969,48.07334072334788,48.19834447464789,48.010838847697876,12.43753247303448,12.910742111051805,0.0,8.644567316056184,-1.7261621877382503,2.8,9.236100170605994,-2259.8141146868884,-2607.2434671683536,844.0387283255811,-2480.4955945892925,-0.0,-0.0,365.0246592330674,0.0,1.0,0.18825120937721843,0.0,0.0,1.37292929030892,65.99961422222222,-144.34317933066345,0.2945196384978954,5.711366617315051,0.0026595129777058015,-127.04342123523408,1.252373470796799,0.3441507178364032,-2621.3118859307597,14.068418762406228,0.16632323622585737,981.0715701036747,-137.03284177809368
2025-01-01 00:07:00,0.39843015138862514,0.1721148868472054,0.005065073705624146,0.006640502523143753,0.0028685814474534235,8.441789509373576e-05,0.09125889431490058,0.2671712570737246,0.0,0.04000000000000001,0.0,0.005065073705624146,0.0,0.0,0.16044822018053873,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.027264309210526312,0.0,On,0.06399458510437428,0,On,0.006035390081670567,0,On,0.17428856609206264,0.13071642456904695,On,0.0017032905298469598,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,28632.461413333334,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,12774.09052,Off,0.0,0,94.04700249301014,51.666666666666686,46.10666666666668,0.0,48.182645311553536,0.0,0.0,0.0,146.94844139532833,48.0587055585551,48.182645311553536,47.99673568205588,12.43753247303448,12.852801213150094,0.0,8.539971647179291,-1.6637061205102477,2.8,9.236100170605994,-2237.153344238414,-2556.6291512961207,829.8094973047696,-2460.558276320944,-0.0,-0.0,365.0246592330674,0.0,1.0,0.18781440930294166,0.0,0.0,1.3697436766920537,65.99961422222222,-141.61972715053705,0.29560217070830297,5.681099200860288,0.002659178003281796,-126.42128072003833,1.2526274406412026,0.34384040721449444,-2572.079047515402,15.449896219281655,0.16604448959398438,965.9123378125195,-136.10284050774985
2025-01-01 00:08:00,0.39843015138862514,0.1721148868472054,0.005065073705624146,0.006640502523143753,0.0028685814474534235,8.441789509373576e-05,0.09125889431490058,0.2671712570737246,0.0,0.04000000000000001,0.0,0.005065073705624146,0.0,0.0,0.16044822018053873,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.027264309210526312,0.0,On,0.06399458510437428,0,On,0.006035390081670567,0,On,0.17428856609206264,0.13071642456904695,On,0.0017032905298469598,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,28632.461413333334,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,12774.09052,Off,0.0,0,94.15858924876788,51.666666666666686,46.10666666666668,0.0,48.16692742294936,0.0,0.0,0.0,147.1227957011998,48.04405238668616,48.16692742294936,47.98261486855457,12.43753247303448,12.796334701974622,0.0,8.442491553925825,-1.6026846965666548,2.8,9.236100170605994,-2214.969341986102,-2509.5120141429247,816.1168569491642,-2441.188488341762,-0.0,-0.0,365.0246592330674,0.0,1.0,0.18738847310564966,0.0,0.0,1.3666372940929743,65.99961422222222,-138.8055128774074,0.2966607184024583,5.65165703939381,0.0026588447368343393,-125.81156403823401,1.2528750520528558,0.34355095448986167,-2526.269792376604,16.757778233679183,0.16577169320643695,951.1425474554374,-135.02569050627315
2025-01-01 00:09:00,0.39843015138862514,0.1721148868472054,0.005065073705624146,0.006640502523143753,0.0028685814474534235,8.441789509373576e-05,0.09125889431490058,0.2671712570737246,0.0,0.04000000000000001,0.0,0.005065073705624146,0.0,0.0,0.16044822018053873,0,0.011666666666666674,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.027264309210526312,0.0,On,0.06399458510437428,0,On,0.006035390081670567,0,On,0.17428856609206264,0.13071642456904695,On,0.0017032905298469598,On,0.04720490675133567,0,On,0.0033617831757771855,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,28632.461413333334,Off,0.0,21.111111111111143,0,0.0,0.04000000000000001,0.0,0.0,0,0,0,12774.09052,Off,0.0,0,94.26641771127092,51.666666666666686,46.10666666666668,0.0,48.151191472854485,0.0,0.0,0.0,147.2912776738608,48.02938182883079,48.151191472854485,47.968477006818944,12.43753247303448,12.74125784488513,0.0,8.351488371176764,-1.5429569778968018,2.8,9.236100170605994,-2193.38821560321,-2465.5809630260187,802.892644630277,-2422.3527086791833,-0.0,-0.0,365.0246592330674,0.0,1.0,0.18697278161262304,0.0,0.0,1.3636056268415577,65.99961422222222,-136.0601661570942,0.29769660745827076,5.622992356939342,0.0026585131432435875,-125.21361242572668,1.2531166688592759,0.34328051371415097,-2483.5690426563565,17.98807963033794,0.16550424488616253,936.7254423364205,-133.8327977061434
