Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.234556655455054,0.13808160125232302,0.0,0.003909277590917567,0.0023013600208720503,0.0,0.016243463934469838,0.0,0.16831319152058416,0.0,0.05,0.0,0.0,0.12349826791898967,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0004139787542576517,0.0,On,0.011808450823487042,0,On,0.003648834295264557,0,On,0.10207698196457131,0.07655773647342846,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,16486.129213333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9900.528275555556,Off,0.0,0.0,35.945469829399435,51.666666666666686,46.10666666666668,0.0,51.71649802958458,0.0,0.0,0.0,35.945469829399435,51.001604923556,51.71649802958458,50.644158370541724,12.43753247303448,20.133991061770033,0.0,10.349441211262585,-0.44320475448252805,-2.027537918862512,2.8,9.236100170605994,-1897.9494751340544,-1752.556772879579,3108.8353143804316,922.6640426932572,-2205.5544444185903,-0.0,-0.0,375.4101093842007,0.0,3.0,0.09763410796059824,0.0,0,0.9137586528122871,197.99884266666666,-67.80514009966481,0.19715245672542328,9.378985297149116,0.0028284653686551156,9.033523585334247,1.2178469066894244,0.17979280012354787,-1768.9060027603225,16.34922988074349,0.7249112727551998,3063.91613193895,44.91918244148155,0.17146804904952684,1078.764266271938,-156.10022357868073
2025-01-01 00:01:00,0.234556655455054,0.13808160125232302,0.0,0.003909277590917567,0.0023013600208720503,0.0,0.016243463934469838,0.0,0.16831319152058416,0.0,0.05,0.0,0.0,0.12349826791898967,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0004139787542576517,0.0,On,0.011808450823487042,0,On,0.003648834295264557,0,On,0.10207698196457131,0.07655773647342846,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,16486.129213333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9900.528275555556,Off,0.0,0.0,36.063396317687015,51.666666666666686,46.10666666666668,0.0,51.71313588812686,0.0,0.0,0.0,36.063396317687015,50.99857813623022,51.71313588812686,50.64129926028191,12.43753247303448,20.029597914818996,0.0,10.193599459396497,-0.15731966755019072,-1.9455078219553958,2.8,9.236100170605994,-1878.6158091305638,-1712.6340079681183,2837.8107653334655,900.6846088139857,-2184.5446956530614,-0.0,-0.0,375.4101093842007,0.0,3.0,0.09728998588158858,0.0,0,0.9105380106218988,197.99884266666666,-69.48122286170297,0.19901251725154712,9.354821334448532,0.0028284968010417193,9.541202536269108,1.2218392803727016,0.17955810605880385,-1730.1294044256942,17.495396457575833,0.7249112727551998,2793.8351484542927,43.975616879172655,0.17112654875663555,1058.321788006842,-157.6371791928564
2025-01-01 00:02:00,0.234556655455054,0.13808160125232302,0.0,0.003909277590917567,0.0023013600208720503,0.0,0.016243463934469838,0.0,0.16831319152058416,0.0,0.05,0.0,0.0,0.12349826791898967,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0004139787542576517,0.0,On,0.011808450823487042,0,On,0.003648834295264557,0,On,0.10207698196457131,0.07655773647342846,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,16486.129213333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9900.528275555556,Off,0.0,0.0,36.17784453859713,51.666666666666686,46.10666666666668,0.0,51.709763137200646,0.0,0.0,0.0,36.17784453859713,50.99554141890765,51.709763137200646,50.638430559761154,12.43753247303448,19.92818427092636,0.0,10.04924476718313,0.1073038276987617,-1.8669799819039163,2.8,9.236100170605994,-1860.0814909522076,-1675.697595942729,2587.0259234347845,880.6629147824973,-2164.211573083338,-0.0,-0.0,375.4101093842007,0.0,3.0,0.09695511739936737,0.0,0,0.9074039729420827,197.99884266666666,-71.28002725307037,0.20026918437836988,9.308469130227419,0.0028285298914331124,10.034524241477381,1.2222620481796485,0.1793404372307691,-1694.2934811896778,18.59588524694869,0.7249112727551998,2543.840387912971,43.185535521813435,0.17079898904519766,1038.8166116117832,-158.1536968292859
2025-01-01 00:03:00,0.234556655455054,0.13808160125232302,0.0,0.003909277590917567,0.0023013600208720503,0.0,0.016243463934469838,0.0,0.16831319152058416,0.0,0.05,0.0,0.0,0.12349826791898967,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0004139787542576517,0.0,On,0.011808450823487042,0,On,0.003648834295264557,0,On,0.10207698196457131,0.07655773647342846,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,16486.129213333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9900.528275555556,Off,0.0,0.0,36.28899829836961,51.666666666666686,46.10666666666668,0.0,51.70638009139357,0.0,0.0,0.0,36.28899829836961,50.99249506447569,51.70638009139357,50.63555255101676,12.43753247303448,19.829592448389306,0.0,9.915346621200142,0.35228394804931906,-1.7914894093967415,2.8,9.236100170605994,-1842.504300767853,-1641.4944144330939,2354.856374715451,861.661165671229,-2144.517090015192,-0.0,-0.0,375.4101093842007,0.0,3.0,0.09662902668991732,0.0,0,0.9043520865308102,197.99884266666666,-73.39732013686184,0.2014996287398738,9.263575498612889,0.0028285646807043744,10.514194089125422,1.2226733311713598,0.1791382991243225,-1661.12440821095,19.62999377785593,0.7249112727551998,2312.4030906812764,42.4532840341744,0.1704835052379614,1020.1255029507951,-158.4643372795662
2025-01-01 00:04:00,0.234556655455054,0.13808160125232302,0.0,0.003909277590917567,0.0023013600208720503,0.0,0.016243463934469838,0.0,0.16831319152058416,0.0,0.05,0.0,0.0,0.12349826791898967,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0004139787542576517,0.0,On,0.011808450823487042,0,On,0.003648834295264557,0,On,0.10207698196457131,0.07655773647342846,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,16486.129213333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9900.528275555556,Off,0.0,0.0,36.39702385449407,51.666666666666686,46.10666666666668,0.0,51.702987048671346,0.0,0.0,0.0,36.39702385449407,50.98943935034437,51.702987048671346,50.63266550118088,12.43753247303448,19.733679832356348,0.0,9.791014186297348,0.5791105354353666,-1.718690962345172,2.8,9.236100170605994,-1822.6412070117128,-1609.7899581932204,2139.896219172446,843.7592069585933,-2125.4268731582797,-0.0,-0.0,375.4101093842007,0.0,3.0,0.09631128363837274,0.0,0,0.901378325938487,197.99884266666666,-72.62444323763378,0.20270498175521426,9.219364818145966,0.002828601120708899,10.980876071331007,1.2230737014526774,0.1789503973607789,-1630.386243965174,20.596285771953678,0.7249112727551998,2098.115775246066,41.78044392638007,0.17017871819197605,1002.1564837559313,-158.39727679733812
2025-01-01 00:05:00,0.234556655455054,0.13808160125232302,0.0,0.003909277590917567,0.0023013600208720503,0.0,0.016243463934469838,0.0,0.16831319152058416,0.0,0.05,0.0,0.0,0.12349826791898967,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0004139787542576517,0.0,On,0.011808450823487042,0,On,0.003648834295264557,0,On,0.10207698196457131,0.07655773647342846,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,16486.129213333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9900.528275555556,Off,0.0,0.0,36.50200438545882,51.666666666666686,46.10666666666668,0.0,51.69958429196462,0.0,0.0,0.0,36.50200438545882,50.98637453992397,51.69958429196462,50.62976966390366,12.43753247303448,19.640375197809266,0.0,9.675465922143703,0.7891600453174714,-1.648271808341631,2.8,9.236100170605994,-1800.4152795067864,-1580.377925330277,1940.8397049088069,826.7878241390985,-2106.9212332262796,-0.0,-0.0,375.4101093842007,0.0,3.0,0.09600169141925682,0.0,0,0.8984808490733869,197.99884266666666,-68.90415566470759,0.20388552821141312,9.176508236908532,0.002828639165677863,11.434882300928845,1.2234634349652382,0.1787755939271051,-1601.8727565917611,21.494831261484347,0.7249112727551998,1899.6780784142063,41.16162649460055,0.16988337228988334,984.826762506868,-158.03893836776956
2025-01-01 00:06:00,0.234556655455054,0.13808160125232302,0.0,0.003909277590917567,0.0023013600208720503,0.0,0.016243463934469838,0.0,0.16831319152058416,0.0,0.05,0.0,0.0,0.12349826791898967,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0004139787542576517,0.0,On,0.011808450823487042,0,On,0.003648834295264557,0,On,0.10207698196457131,0.07655773647342846,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,16486.129213333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9900.528275555556,Off,0.0,0.0,36.60401271660832,51.666666666666686,46.10666666666668,0.0,51.69617209668055,0.0,0.0,0.0,36.60401271660832,50.98330088962078,51.69617209668055,50.626865286090904,12.43753247303448,19.5496162106954,-0.005939344860198759,9.568007034195906,0.9837038141809301,-1.5799657625039516,2.8,9.236100170605994,-1777.967603343292,-1553.073843771167,1756.4813186597648,810.6263275642856,-2088.9825672995303,-0.0,-0.0,375.4101093842007,0.0,3.0,0.09570008058954926,0.0,0,0.8956580701164838,197.99884266666666,-64.39514542796258,0.20504147208491727,9.134974435461999,0.0028286787710024093,11.876483009791027,1.2238427717847729,0.17861287471385337,-1575.401351408143,22.327507636975913,0.7249112727551998,1715.888944852684,40.59237380708083,0.16959639758857795,968.0660523251992,-157.43972476091344
2025-01-01 00:07:00,0.234556655455054,0.13808160125232302,0.0,0.003909277590917567,0.0023013600208720503,0.0,0.016243463934469838,0.0,0.16831319152058416,0.0,0.05,0.0,0.0,0.12349826791898967,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0004139787542576517,0.0,On,0.011808450823487042,0,On,0.003648834295264557,0,On,0.10207698196457131,0.07655773647342846,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,16486.129213333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9900.528275555556,Off,0.0,0.0,36.703159862084654,51.666666666666686,46.10666666666668,0.0,51.69275073163892,0.0,0.0,0.0,36.703159862084654,50.980218649708796,51.69275073163892,50.623952608743735,12.43753247303448,19.461307709086228,-0.09424784646937212,9.468013428500269,1.1639161297588971,-1.5135450381667235,2.8,9.236100170605994,-1756.1574344217508,-1527.711559227729,1585.7075502482096,795.1701019561406,-2071.587113733489,-0.0,-0.0,375.4101093842007,0.0,3.0,0.09540617041288253,0.0,0,0.8929073616531342,197.99884266666666,-59.98043007246264,0.20617346736961387,9.094714172803823,0.0028287198930845884,12.306115219710275,1.224212090502315,0.17846132651291527,-1550.808720579255,23.097161351526,0.7249112727551998,1545.6390029980244,40.06854725018522,0.16931687726279882,951.8143298554529,-156.64422789931234
2025-01-01 00:08:00,0.234556655455054,0.13808160125232302,0.0,0.003909277590917567,0.0023013600208720503,0.0,0.016243463934469838,0.0,0.16831319152058416,0.0,0.05,0.0,0.0,0.12349826791898967,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0004139787542576517,0.0,On,0.011808450823487042,0,On,0.003648834295264557,0,On,0.10207698196457131,0.07655773647342846,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,16486.129213333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9900.528275555556,Off,0.0,0.0,36.79956770739485,51.666666666666686,46.10666666666668,0.0,51.689320455619495,0.0,0.0,0.0,36.79956770739485,50.97712806111407,51.689320455619495,50.62103186386136,12.43753247303448,19.375345177782492,-0.18021037777310767,9.3749199950457,1.3308816552770497,-1.4488151569312717,2.8,9.236100170605994,-1735.1382082762411,-1504.1404846391335,1427.4898932026736,780.3295241027497,-2054.7096489381133,-0.0,-0.0,375.4101093842007,0.0,3.0,0.09511964641158333,0.0,0,0.8902257804834551,197.99884266666666,-55.83866872232866,0.2072823274232731,9.054982695139064,0.002828762489905172,12.724265994447816,1.224571810316839,0.17832012029683375,-1527.947643433034,23.807158793900577,0.7249112727551998,1387.9035512336302,39.58634196904339,0.16904402786565642,936.0204168536519,-155.6908927509022
2025-01-01 00:09:00,0.234556655455054,0.13808160125232302,0.0,0.003909277590917567,0.0023013600208720503,0.0,0.016243463934469838,0.0,0.16831319152058416,0.0,0.05,0.0,0.0,0.12349826791898967,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004021034356725146,0.0,On,0.0004139787542576517,0.0,On,0.011808450823487042,0,On,0.003648834295264557,0,On,0.10207698196457131,0.07655773647342846,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,16486.129213333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,9900.528275555556,Off,0.0,0.0,36.89335462970227,51.666666666666686,46.10666666666668,0.0,51.68588151637918,0.0,0.0,0.0,36.89335462970227,50.97402935449931,51.68588151637918,50.61810327355938,12.43753247303448,19.291627106856097,-0.2639284486995024,9.28821190310601,1.4856022886039564,-1.3856104117920867,2.8,9.236100170605994,-1714.8692509743653,-1482.22349750689,1280.8783365233467,766.028026620607,-2038.3259163604275,-0.0,-0.0,375.4101093842007,0.0,3.0,0.09484020150852365,0.0,0,0.8876104526693461,197.99884266666666,-51.953443998138496,0.2083688670604742,9.01642247237619,0.0028288065211895157,13.131410541217829,1.2249223393211652,0.17818849886078192,-1506.6845900363203,24.46109252943035,0.7249112727551998,1241.7360779222643,39.14225860108238,0.16877718159452015,920.6407306599457,-154.61270403933864
