Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Pool Pump Mode,Pool Heater Gas Power (therms/hour),Pool Heater Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.9154041166621856,0.22855040302643273,0.5003000174824606,0.015256735277703092,0.003809173383773879,0.008338333624707676,0.016288350699911563,0.3480407659622739,0.5510750000000001,0.0,0.0030894911666710222,0.49721052631578955,0.0,0.22855040302643273,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.003169310124269006,0.0,On,0.0004264005567390116,0.0,On,0.0079597957455263,0,On,0.0047328442733772435,0.0,On,0.010640675324761926,0,On,0.26078849150709577,0.19559136863032175,On,0.0326662199356016,0,On,0.0030894911666710222,On,On,10083.136983418532,20.000000000000057,0.76,1542.5091632481372,14.571804140350878,0.5510750000000001,1,11074.571146666667,11074.571146666667,Off,0.0,0,75.46859538575853,51.666666666666686,46.10666666666668,0.0,49.14520218702659,0.0,0.0,0.0,117.91968029024771,47.93457892366563,49.14520218702659,47.329267291985154,12.43753247303448,19.851234023941824,0.0,-2.454837028243965,-0.1308576698862396,2.8,9.236100170605994,6605.841760884487,3609.219985150536,1412.3601479105143,-2072.3603835779786,-0.0,-0.0,709.4053876544206,0.0,6.0,0.09325922767489649,0.0,0,1.6202452660097058,395.9976853333333,-97.71282992677942,0.23713535844330988,9.828615114940128,0.0033457790669706128,19.26089382012464,1.2186419749905604,0,0,50.083425218693016,0.3624556363775999,1384.4180024048844,27.942145505629956
2025-01-01 00:01:00,0.9154041166621856,0.22855040302643273,0.5003000174824606,0.015256735277703092,0.003809173383773879,0.008338333624707676,0.016288350699911563,0.3480407659622739,0.5510750000000001,0.0,0.0030894911666710222,0.49721052631578955,0.0,0.22855040302643273,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.003169310124269006,0.0,On,0.0004264005567390116,0.0,On,0.0079597957455263,0,On,0.0047328442733772435,0.0,On,0.010640675324761926,0,On,0.26078849150709577,0.19559136863032175,On,0.0326662199356016,0,On,0.0030894911666710222,On,On,10083.136983418532,20.000000000000057,0.76,1542.5091632481372,14.571804140350878,0.5510750000000001,1,11074.571146666667,11074.571146666667,Off,0.0,0,75.13428792228676,51.666666666666686,46.10666666666668,0.0,49.13204789002371,0.0,0.0,0.0,117.39732487857306,47.92282039580637,49.13204789002371,47.318206648697696,12.43753247303448,19.964013847150188,0.0,-1.9288019241591041,0.15369570955837922,2.8,9.236100170605994,6578.415863326284,3605.5146590043005,1277.462656384637,-2092.1920208859565,-0.0,-0.0,709.4053876544206,0.0,6.0,0.09353303641497543,0.0,0,1.625002299988708,395.9976853333333,-105.30709017700384,0.23617992196197732,9.903471128564657,0.0033459033958968933,18.361950197900573,1.22173143480998,0,0,46.37809907245729,0.3624556363775999,1250.0065551360826,27.456101248554386
2025-01-01 00:02:00,0.9154041166621856,0.22855040302643273,0.5003000174824606,0.015256735277703092,0.003809173383773879,0.008338333624707676,0.016288350699911563,0.3480407659622739,0.5510750000000001,0.0,0.0030894911666710222,0.49721052631578955,0.0,0.22855040302643273,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.003169310124269006,0.0,On,0.0004264005567390116,0.0,On,0.0079597957455263,0,On,0.0047328442733772435,0.0,On,0.010640675324761926,0,On,0.26078849150709577,0.19559136863032175,On,0.0326662199356016,0,On,0.0030894911666710222,On,On,10083.136983418532,20.000000000000057,0.76,1542.5091632481372,14.571804140350878,0.5510750000000001,1,11074.571146666667,11074.571146666667,Off,0.0,0,74.81037771545226,51.666666666666686,46.10666666666668,0.0,49.11894993125523,0.0,0.0,0.0,116.89121518039416,47.91111395535648,49.11894993125523,47.307195967407104,12.43753247303448,20.072971162985738,0.0,-1.4168155965332463,0.415764274088618,2.8,9.236100170605994,6551.793095826597,3602.1951844912005,1153.267381038457,-2111.422348826482,-0.0,-0.0,709.4053876544206,0.0,6.0,0.09379731664131642,0.0,0,1.6295937897136892,395.9976853333333,-112.69952973616557,0.23459971663715445,9.95249612197901,0.003346021622424896,17.494613943237884,1.221277370486451,0,0,43.05862455935716,0.3624556363775999,1126.216020260279,27.051360778178026
2025-01-01 00:03:00,0.9154041166621856,0.22855040302643273,0.5003000174824606,0.015256735277703092,0.003809173383773879,0.008338333624707676,0.016288350699911563,0.3480407659622739,0.5510750000000001,0.0,0.0030894911666710222,0.49721052631578955,0.0,0.22855040302643273,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.003169310124269006,0.0,On,0.0004264005567390116,0.0,On,0.0079597957455263,0,On,0.0047328442733772435,0.0,On,0.010640675324761926,0,On,0.26078849150709577,0.19559136863032175,On,0.0326662199356016,0,On,0.0030894911666710222,On,On,10083.136983418532,20.000000000000057,0.76,1542.5091632481372,14.571804140350878,0.5510750000000001,1,11074.571146666667,11074.571146666667,Off,0.0,0,74.49639580206505,51.666666666666686,46.10666666666668,0.0,49.10590657762438,0.0,0.0,0.0,116.40061844072665,47.89945798235164,49.10590657762438,47.296233684715276,12.43753247303448,20.17827911590223,0.0,-0.9180590493072405,0.6571689226845545,2.8,9.236100170605994,6525.8880734315335,3598.9522673848196,1038.8655597623244,-2130.0746576097345,-0.0,-0.0,709.4053876544206,0.0,6.0,0.09405251327329882,0.0,0,1.6340274650204643,395.9976853333333,-119.95224334797612,0.23308363355822176,9.999509848138473,0.003346134306341143,16.65734265821357,1.2208388361030746,0,0,39.815707452976326,0.3624556363775999,1012.1862791321772,26.679280630147282
2025-01-01 00:04:00,0.3643291166621855,0.22855040302643273,0.0030894911666710222,0.006072151944369758,0.003809173383773879,5.1491519444517035e-05,0.016288350699911563,0.3480407659622739,0.0,0.0,0.0030894911666710222,0.0,0.0,0.22855040302643273,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.003169310124269006,0.0,On,0.0004264005567390116,0.0,On,0.0079597957455263,0,On,0.0047328442733772435,0.0,On,0.010640675324761926,0,On,0.26078849150709577,0.19559136863032175,On,0.0326662199356016,0,On,0.0030894911666710222,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11074.571146666667,Off,0.0,0,74.19190591683405,51.666666666666686,46.10666666666668,0.0,49.092916174166625,0.0,0.0,0.0,115.92485299505319,47.887850929895244,49.092916174166625,47.28531830775955,12.43753247303448,20.28009873807472,0.0,-0.43186160991028616,0.8795774838578827,2.8,9.236100170605994,-1564.0335204102607,36.69528223603545,933.4694500287651,-2148.1707711567706,-0.0,-0.0,709.4053876544206,0.0,6.0,0.09429903961994751,0.0,0,1.6383105065602959,395.9976853333333,-125.2681369079105,0.231628142279941,10.045258402420941,0.0033462416358797475,15.848801423411036,1.2204151286841518,0,0,36.69528223603545,0.3624556363775999,907.1295173723081,26.339932656457044
2025-01-01 00:05:00,0.3643291166621855,0.22855040302643273,0.0030894911666710222,0.006072151944369758,0.003809173383773879,5.1491519444517035e-05,0.016288350699911563,0.3480407659622739,0.0,0.0,0.0030894911666710222,0.0,0.0,0.22855040302643273,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.003169310124269006,0.0,On,0.0004264005567390116,0.0,On,0.0079597957455263,0,On,0.0047328442733772435,0.0,On,0.010640675324761926,0,On,0.26078849150709577,0.19559136863032175,On,0.0326662199356016,0,On,0.0030894911666710222,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11074.571146666667,Off,0.0,0,74.62580140395555,51.666666666666686,46.10666666666668,0.0,49.07997713860331,0.0,0.0,0.0,116.60281469368054,47.876291319063796,49.07997713860331,47.274448409294045,12.43753247303448,20.106792225342765,0.0,-0.3077216389749676,1.0845224084582439,2.8,9.236100170605994,-1528.0247529371863,36.207159963947575,836.3519968512371,-2117.4057131267014,-0.0,-0.0,709.4053876544206,0.0,6.0,0.0938793013218545,0.0,0,1.631018155900703,395.9976853333333,-120.0244274649054,0.23413150090200321,9.968204016789063,0.0033463437911366166,17.140305803057633,1.22113628451573,0,0,36.207159963947575,0.3624556363775999,810.321867504662,26.03012934657504
2025-01-01 00:06:00,0.3643291166621855,0.22855040302643273,0.0030894911666710222,0.006072151944369758,0.003809173383773879,5.1491519444517035e-05,0.016288350699911563,0.3480407659622739,0.0,0.0,0.0030894911666710222,0.0,0.0,0.22855040302643273,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.003169310124269006,0.0,On,0.0004264005567390116,0.0,On,0.0079597957455263,0,On,0.0047328442733772435,0.0,On,0.010640675324761926,0,On,0.26078849150709577,0.19559136863032175,On,0.0326662199356016,0,On,0.0030894911666710222,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11074.571146666667,Off,0.0,0,75.04381323726771,51.666666666666686,46.10666666666668,0.0,49.06696653615291,0.0,0.0,0.0,117.25595818323079,47.86466410432179,49.06696653615291,47.263512888406225,12.43753247303448,19.939337326250786,0.0,-0.18565335730586746,1.2734114485830934,2.8,9.236100170605994,-1493.648898854557,35.581030471192,746.8455471769563,-2087.846426582777,-0.0,-0.0,709.4053876544206,0.0,6.0,0.09347314867046667,0.0,0,1.6239618363589794,395.9976853333333,-115.20785992620054,0.23658008163126681,9.89272505484831,0.0033464542056871474,18.386830856749842,1.2218338923806897,0,0,35.581030471192,0.3624556363775999,721.0983646738439,25.747182503112384
2025-01-01 00:07:00,0.3643291166621855,0.22855040302643273,0.0030894911666710222,0.006072151944369758,0.003809173383773879,5.1491519444517035e-05,0.016288350699911563,0.3480407659622739,0.0,0.0,0.0030894911666710222,0.0,0.0,0.22855040302643273,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.003169310124269006,0.0,On,0.0004264005567390116,0.0,On,0.0079597957455263,0,On,0.0047328442733772435,0.0,On,0.010640675324761926,0,On,0.26078849150709577,0.19559136863032175,On,0.0326662199356016,0,On,0.0030894911666710222,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11074.571146666667,Off,0.0,0,75.44677336420749,51.666666666666686,46.10666666666668,0.0,49.05388701319547,0.0,0.0,0.0,117.88558338157421,47.85297176045205,49.05388701319547,47.25251413408035,12.43753247303448,19.77742648001897,0.0,-0.06573136281325004,1.447537847989093,2.8,9.236100170605994,-1460.5360975280437,35.030201254583226,664.3367429712805,-2059.422226719369,-0.0,-0.0,709.4053876544206,0.0,6.0,0.09307989512107133,0.0,0,1.6171296202058445,395.9976853333333,-110.51925846309499,0.23897581859532452,9.82062482360465,0.003346572582486103,19.59064520612697,1.2225091538856623,0,0,35.030201254583226,0.3624556363775999,638.8481331090454,25.488609862235105
2025-01-01 00:08:00,0.3643291166621855,0.22855040302643273,0.0030894911666710222,0.006072151944369758,0.003809173383773879,5.1491519444517035e-05,0.016288350699911563,0.3480407659622739,0.0,0.0,0.0030894911666710222,0.0,0.0,0.22855040302643273,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.003169310124269006,0.0,On,0.0004264005567390116,0.0,On,0.0079597957455263,0,On,0.0047328442733772435,0.0,On,0.010640675324761926,0,On,0.26078849150709577,0.19559136863032175,On,0.0326662199356016,0,On,0.0030894911666710222,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11074.571146666667,Off,0.0,0,75.83542132848812,51.666666666666686,46.10666666666668,0.0,49.04074107751756,0.0,0.0,0.0,118.49284582576269,47.841216632614305,49.04074107751756,47.24145441016269,12.43753247303448,19.620786432040834,0.0,0.0520272346672346,1.6080896726169014,2.8,9.236100170605994,-1428.793717798167,34.51864149789681,588.2621183635931,-2032.0700606700839,-0.0,-0.0,709.4053876544206,0.0,6.0,0.09269893156841047,0.0,0,1.6105109251114271,395.9976853333333,-106.12904478250405,0.241320366525431,9.749843619377572,0.003346698639930592,20.753766437752805,1.2231631354281267,0,0,34.51864149789681,0.3624556363775999,563.0099787634892,25.252139600103906
2025-01-01 00:09:00,0.3643291166621855,0.22855040302643273,0.0030894911666710222,0.006072151944369758,0.003809173383773879,5.1491519444517035e-05,0.016288350699911563,0.3480407659622739,0.0,0.0,0.0030894911666710222,0.0,0.0,0.22855040302643273,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.003169310124269006,0.0,On,0.0004264005567390116,0.0,On,0.0079597957455263,0,On,0.0047328442733772435,0.0,On,0.010640675324761926,0,On,0.26078849150709577,0.19559136863032175,On,0.0326662199356016,0,On,0.0030894911666710222,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11074.571146666667,Off,0.0,0,76.21045831054656,51.666666666666686,46.10666666666668,0.0,49.02753111370084,0.0,0.0,0.0,119.07884111022899,47.82940095074224,49.02753111370084,47.230335869262944,12.43753247303448,19.469158108901933,-0.030841891098123853,0.16762520065366668,1.7561583919446275,2.8,9.236100170605994,-1398.337176955281,34.037284070914495,518.1040306405714,-2005.7307816501382,-0.0,-0.0,709.4053876544206,0.0,6.0,0.09232967816665373,0.0,0,1.6040956770864276,395.9976853333333,-102.01178295956329,0.24361537174045908,9.681546089915436,0.0033468321101640854,21.87811365288781,1.2237968511927781,0,0,34.037284070914495,0.3624556363775999,493.06833583195214,25.035694808619315
