Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Lighting Gas Power (therms/hour),Gas Lighting Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.13604419856562164,0.0883547292689518,0.0012155480209303556,0.0022674033094270273,0.0014725788211491966,2.0259133682172595e-05,0.008906624178545057,0.006614,0.12052357438707657,0.0,0.0,0.0012155480209303556,0.0,0.0,0,0.0883547292689518,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005119370889071374,0,On,0.002717268695140812,0,On,0.08274155520940657,0.06205616640705491,On,0.0012155480209303556,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,1554.4491733333334,Off,0.0,0.0,3.625341271629168e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.625341271629168e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.413127359971856,0.0,4.303171190210326,2.8,9.236100170605994,78.86435577629149,-180.1678801132722,-126.9232369266902,-0.0,-0.0,189.6379039231854,0.0,1.0,0.007721482766176277,0.0,0,0.3810767568865059,65.99961422222222,16.149688779796275,0.3291769075739294,7.9636255733868015,0.0035109971578399816,24.60288740980349,1.2372615530843663,0.09783432170528678,-191.6537554895693,11.485875376297106
2025-01-01 00:01:00,0.13604419856562164,0.0883547292689518,0.0012155480209303556,0.0022674033094270273,0.0014725788211491966,2.0259133682172595e-05,0.008906624178545057,0.006614,0.12052357438707657,0.0,0.0,0.0012155480209303556,0.0,0.0,0,0.0883547292689518,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005119370889071374,0,On,0.002717268695140812,0,On,0.08274155520940657,0.06205616640705491,On,0.0012155480209303556,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,1554.4491733333334,Off,0.0,0.0,3.625886175010843e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.625886175010843e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.40785194348567,0.0,4.353371205644541,2.8,9.236100170605994,76.79780472065015,-187.14878442523468,-126.84319275955627,-0.0,-0.0,189.6379039231854,0.0,1.0,0.00771984202059691,0.0,0,0.3809957815061035,65.99961422222222,14.003093557021016,0.33029186053021065,7.984646131337822,0.003511441501765682,24.59800949642096,1.2408981078924928,0.09788005201878004,-198.14681409580734,10.99802967057267
2025-01-01 00:02:00,0.13604419856562164,0.0883547292689518,0.0012155480209303556,0.0022674033094270273,0.0014725788211491966,2.0259133682172595e-05,0.008906624178545057,0.006614,0.12052357438707657,0.0,0.0,0.0012155480209303556,0.0,0.0,0,0.0883547292689518,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005119370889071374,0,On,0.002717268695140812,0,On,0.08274155520940657,0.06205616640705491,On,0.0012155480209303556,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,1554.4491733333334,Off,0.0,0.0,3.626431078392519e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.626431078392519e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.402389022756891,0.0,4.4005070220534055,2.8,9.236100170605994,74.70715743602653,-193.6520197849638,-126.76032488673205,-0.0,-0.0,189.6379039231854,0.0,1.0,0.00771814280747754,0.0,0,0.38091192058917894,65.99961422222222,11.82957839957318,0.3304491634864148,7.9824052252917745,0.0035118844556645957,24.593385259821407,1.2409212696938519,0.09792297152236488,-204.248943942065,10.596924157101236
2025-01-01 00:03:00,0.13604419856562164,0.0883547292689518,0.0012155480209303556,0.0022674033094270273,0.0014725788211491966,2.0259133682172595e-05,0.008906624178545057,0.006614,0.12052357438707657,0.0,0.0,0.0012155480209303556,0.0,0.0,0,0.0883547292689518,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005119370889071374,0,On,0.002717268695140812,0,On,0.08274155520940657,0.06205616640705491,On,0.0012155480209303556,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,1554.4491733333334,Off,0.0,0.0,3.627025518445256e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.627025518445256e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.396748532128068,0.0,4.444860911632198,2.8,9.236100170605994,72.60741713378806,-199.73805128560647,-126.67478617831581,-0.0,-0.0,189.6379039231854,0.0,1.0,0.007716388201469195,0.0,0,0.38082532587835444,65.99961422222222,9.644299388918467,0.3306103015822898,7.980068507964154,0.0035123273180254007,24.58897176457717,1.2409451961107187,0.09796334077143191,-209.99570835733394,10.257657071727454
2025-01-01 00:04:00,0.13604419856562164,0.0883547292689518,0.0012155480209303556,0.0022674033094270273,0.0014725788211491966,2.0259133682172595e-05,0.008906624178545057,0.006614,0.12052357438707657,0.0,0.0,0.0012155480209303556,0.0,0.0,0,0.0883547292689518,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005119370889071374,0,On,0.002717268695140812,0,On,0.08274155520940657,0.06205616640705491,On,0.0012155480209303556,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,1554.4491733333334,Off,0.0,0.0,3.627570421826931e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.627570421826931e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.390940213207244,0.0,4.486667758572564,2.8,9.236100170605994,71.53265772198455,-205.46045787467438,-126.58672649184237,-0.0,-0.0,189.6379039231854,0.0,1.0,0.007714581217899133,0.0,0,0.38073614618845825,65.99961422222222,8.48148029064153,0.33077507430059633,7.977641228895889,0.0035127700923735243,24.584758063382147,1.2409698453323255,0.09800137657355452,-215.4167013137356,9.956243439061204
2025-01-01 00:05:00,0.13604419856562164,0.0883547292689518,0.0012155480209303556,0.0022674033094270273,0.0014725788211491966,2.0259133682172595e-05,0.008906624178545057,0.006614,0.12052357438707657,0.0,0.0,0.0012155480209303556,0.0,0.0,0,0.0883547292689518,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005119370889071374,0,On,0.002717268695140812,0,On,0.08274155520940657,0.06205616640705491,On,0.0012155480209303556,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,1554.4491733333334,Off,0.0,0.0,3.628164861879668e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.628164861879668e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.385069715183166,0.0,4.526125858776375,2.8,9.236100170605994,71.35984313166142,-210.84769745528118,-126.497749020822,-0.0,-0.0,189.6379039231854,0.0,1.0,0.007712754714248051,0.0,0,0.380646003128003,65.99961422222222,8.219688229298011,0.33094124282471515,7.975180264345964,0.003513212782052143,24.580623366290048,1.2409947630435214,0.0980372619531052,-220.53690941151848,9.68921195623733
2025-01-01 00:06:00,0.13604419856562164,0.0883547292689518,0.0012155480209303556,0.0022674033094270273,0.0014725788211491966,2.0259133682172595e-05,0.008906624178545057,0.006614,0.12052357438707657,0.0,0.0,0.0012155480209303556,0.0,0.0,0,0.0883547292689518,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005119370889071374,0,On,0.002717268695140812,0,On,0.08274155520940657,0.06205616640705491,On,0.0012155480209303556,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,1554.4491733333334,Off,0.0,0.0,3.628759301932405e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.628759301932405e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.379224590620879,0.0,4.5634083645362775,2.8,9.236100170605994,71.36895183410499,-215.9269822315526,-126.40918101228552,-0.0,-0.0,189.6379039231854,0.0,1.0,0.007710935929280715,0.0,0,0.3805562410061652,65.99961422222222,8.140228923205099,0.33110694803649304,7.97371185787155,0.003513655388391435,24.576467434613814,1.2410195726953088,0.09807115666184758,-225.37816876710986,9.451186535557245
2025-01-01 00:07:00,0.13604419856562164,0.0883547292689518,0.0012155480209303556,0.0022674033094270273,0.0014725788211491966,2.0259133682172595e-05,0.008906624178545057,0.006614,0.12052357438707657,0.0,0.0,0.0012155480209303556,0.0,0.0,0,0.0883547292689518,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005119370889071374,0,On,0.002717268695140812,0,On,0.08274155520940657,0.06205616640705491,On,0.0012155480209303556,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,1554.4491733333334,Off,0.0,0.0,3.629353741985142e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.629353741985142e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.373420014410646,0.0,4.598667930044937,2.8,9.236100170605994,71.44959461034026,-220.72145743201585,-126.32125198672666,-0.0,-0.0,189.6379039231854,0.0,1.0,0.0077091295877817975,0.0,0,0.3804670930042746,65.99961422222222,8.132942673881516,0.3312718662480027,7.971285507220986,0.00351409791105093,24.57227284042652,1.2410442090021012,0.09810320147667823,-229.95974771827758,9.238290286261726
2025-01-01 00:08:00,0.13604419856562164,0.0883547292689518,0.0012155480209303556,0.0022674033094270273,0.0014725788211491966,2.0259133682172595e-05,0.008906624178545057,0.006614,0.12052357438707657,0.0,0.0,0.0012155480209303556,0.0,0.0,0,0.0883547292689518,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005119370889071374,0,On,0.002717268695140812,0,On,0.08274155520940657,0.06205616640705491,On,0.0012155480209303556,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,1554.4491733333334,Off,0.0,0.0,3.629898645366817e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.629898645366817e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.367660489627735,0.0,4.63204071975882,2.8,9.236100170605994,71.53634528484567,-225.251473330255,-126.23402961936814,-0.0,-0.0,189.6379039231854,0.0,1.0,0.007707337094862142,0.0,0,0.3803786284684789,65.99961422222222,8.132470981028403,0.3314359001854209,7.9688831967770195,0.0035145403493996303,24.5680343679753,1.2410686525733872,0.0981335219012646,-234.29885144354466,9.047378113289692
2025-01-01 00:09:00,0.13604419856562164,0.0883547292689518,0.0012155480209303556,0.0022674033094270273,0.0014725788211491966,2.0259133682172595e-05,0.008906624178545057,0.006614,0.12052357438707657,0.0,0.0,0.0012155480209303556,0.0,0.0,0,0.0883547292689518,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.005119370889071374,0,On,0.002717268695140812,0,On,0.08274155520940657,0.06205616640705491,On,0.0012155480209303556,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,1554.4491733333334,Off,0.0,0.0,3.630493085419554e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.630493085419554e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,15.361944418714593,0.0,4.663649320292785,2.8,9.236100170605994,71.61021372983205,-229.53509671700115,-126.14748916401325,-0.0,-0.0,189.6379039231854,0.0,1.0,0.007705557957215418,0.0,0,0.38029082305273176,65.99961422222222,8.119798970659906,0.3315990822820812,7.966504065409891,0.0035149827027195417,24.563753793296662,1.2410929102589283,0.09816223085830404,-238.4109876628279,8.875890945826734
