Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.5748612090922189,0.377361135450673,0.3454166666666667,0.009581020151536982,0.006289352257511217,0.005756944444444445,0.02524630974187491,0.5396148993503441,0.0,0.010000000000000002,0.0,0.3454166666666667,0.0,0.37444446878400633,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004514692982456141,0.0,On,0.02073161675941877,0,On,0.040355607638335435,0,On,0.45763477785592016,0.34322608339194,On,On,6073.8987777777775,19.444444444444457,0.6,0.0,10.12316462962963,0.0,1,6073.8987777777775,6073.8987777777775,Off,0.0,21.666666666666686,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,689.3032533333334,Off,0.0,0,85.88164441895618,51.666666666666686,46.10666666666668,0.0,51.65619471355788,0.0,0.0,0.0,134.19006940461904,50.80299623765799,51.65619471355788,50.37639699970806,12.43753247303448,18.82677328120392,-0.11767116324053717,4.34233838823473,-2.0819624558566705,2.8,9.236100170605994,3715.3173253802242,-630.7558754324407,1028.718267913023,-3181.8482531684663,-0.0,-0.0,796.8252315311935,0.0,4.0,0.1523406198843829,0.0,0,1.1249703525617483,263.9984568888889,26.441569239719627,0.21828966310854656,8.844875249898392,0.00288744854357392,-43.089501928658905,1.2232558311961157,0.3270438621990682,-657.3600742017894,26.604198769348688,0.18641160679209898,1186.0009503649585,-157.28268245193544
2025-01-01 00:01:00,0.5748612090922189,0.377361135450673,0.3454166666666667,0.009581020151536982,0.006289352257511217,0.005756944444444445,0.02524630974187491,0.5396148993503441,0.0,0.010000000000000002,0.0,0.3454166666666667,0.0,0.37444446878400633,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004514692982456141,0.0,On,0.02073161675941877,0,On,0.040355607638335435,0,On,0.45763477785592016,0.34322608339194,On,On,6073.8987777777775,19.444444444444457,0.6,0.0,10.12316462962963,0.0,1,6073.8987777777775,6073.8987777777775,Off,0.0,21.666666666666686,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,689.3032533333334,Off,0.0,0,85.71897222223373,51.666666666666686,46.10666666666668,0.0,51.64148084155951,0.0,0.0,0.0,133.9358940972402,50.78961528491417,51.64148084155951,50.3636825065915,12.43753247303448,18.873969604087712,-0.070474840356745,4.393187729641798,-2.0394219426927,2.8,9.236100170605994,3695.1120110117636,-654.0624170246807,1015.0646882563806,-3195.7999758407163,-0.0,-0.0,796.8252315311935,0.0,4.0,0.15255933763447743,0.0,0,1.1265854896448328,263.9984568888889,20.18797754350937,0.21827364213095626,8.89012254798822,0.002887330766036274,-43.40224297130575,1.2266309294152071,0.32719859502514215,-679.3538406825937,25.291423657912976,0.1861161340147479,1173.80286194314,-158.73817368675947
2025-01-01 00:02:00,0.5748612090922189,0.377361135450673,0.3454166666666667,0.009581020151536982,0.006289352257511217,0.005756944444444445,0.02524630974187491,0.5396148993503441,0.0,0.010000000000000002,0.0,0.3454166666666667,0.0,0.37444446878400633,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004514692982456141,0.0,On,0.02073161675941877,0,On,0.040355607638335435,0,On,0.45763477785592016,0.34322608339194,On,On,6073.8987777777775,19.444444444444457,0.6,0.0,10.12316462962963,0.0,1,6073.8987777777775,6073.8987777777775,Off,0.0,21.666666666666686,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,689.3032533333334,Off,0.0,0,85.56007640342119,51.666666666666686,46.10666666666668,0.0,51.62679470184131,0.0,0.0,0.0,133.6876193803456,50.776259677620956,51.62679470184131,50.35099216551078,12.43753247303448,18.919784013345872,-0.024660431098585178,4.441242244659739,-1.9980094839873392,2.8,9.236100170605994,3675.511456638462,-675.9466416792006,1001.7787411270601,-3209.366498667113,-0.0,-0.0,796.8252315311935,0.0,4.0,0.1527715357696641,0.0,0,1.1281524821589441,263.9984568888889,14.153945996603994,0.21764090117900592,8.911462210592669,0.002887212460095447,-43.703543510062815,1.2264386061842,0.3273447560678429,-700.1574704426432,24.210828763442546,0.18582804505325093,1161.9568807831647,-160.17813965610455
2025-01-01 00:03:00,0.5748612090922189,0.377361135450673,0.3454166666666667,0.009581020151536982,0.006289352257511217,0.005756944444444445,0.02524630974187491,0.5396148993503441,0.0,0.010000000000000002,0.0,0.3454166666666667,0.0,0.37444446878400633,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004514692982456141,0.0,On,0.02073161675941877,0,On,0.040355607638335435,0,On,0.45763477785592016,0.34322608339194,On,On,6073.8987777777775,19.444444444444457,0.6,0.0,10.12316462962963,0.0,1,6073.8987777777775,6073.8987777777775,Off,0.0,21.666666666666686,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,689.3032533333334,Off,0.0,0,85.40478933600585,51.666666666666686,46.10666666666668,0.0,51.6121356645163,0.0,0.0,0.0,133.44498333750914,50.76292882739262,51.6121356645163,50.338325408830784,12.43753247303448,18.964278388470035,0.0,4.486716782614001,-1.9575798266824087,2.8,9.236100170605994,3656.389302482586,-696.5394853425388,989.961467178623,-3222.564095902598,-0.0,-0.0,796.8252315311935,0.0,4.0,0.15297751107845206,0.0,0,1.1296735217603457,263.9984568888889,8.229389076213437,0.2170280397659907,8.93139856390988,0.0028870933141880053,-43.99375986065402,1.226251885181345,0.32748300986200685,-719.8609104319085,23.321425089369626,0.18554636152111803,1150.419351165478,-160.45788398685505
2025-01-01 00:04:00,0.5748612090922189,0.377361135450673,0.3454166666666667,0.009581020151536982,0.006289352257511217,0.005756944444444445,0.02524630974187491,0.5396148993503441,0.0,0.010000000000000002,0.0,0.3454166666666667,0.0,0.37444446878400633,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004514692982456141,0.0,On,0.02073161675941877,0,On,0.040355607638335435,0,On,0.45763477785592016,0.34322608339194,On,On,6073.8987777777775,19.444444444444457,0.6,0.0,10.12316462962963,0.0,1,6073.8987777777775,6073.8987777777775,Off,0.0,21.666666666666686,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,689.3032533333334,Off,0.0,0,85.25296145470489,51.666666666666686,46.10666666666668,0.0,51.59750312762564,0.0,0.0,0.0,133.2077522729764,50.749622171960795,51.59750312762564,50.32568169412838,12.43753247303448,19.007507904258667,0.0,4.529794545756543,-1.9179617053598625,2.8,9.236100170605994,3638.963657062321,-716.0693803148087,978.606376378349,-3235.407230732001,-0.0,-0.0,796.8252315311935,0.0,4.0,0.15317752842827015,0.0,0,1.1311505643817692,263.9984568888889,3.646878485351472,0.2164341384188592,8.95130170354625,0.002886973358821282,-44.27335980292244,1.2260705297464995,0.3276139230586247,-738.5408562847755,22.471475969966864,0.18526991670181078,1139.139652805274,-160.533276426925
2025-01-01 00:05:00,0.5748612090922189,0.377361135450673,0.3454166666666667,0.009581020151536982,0.006289352257511217,0.005756944444444445,0.02524630974187491,0.5396148993503441,0.0,0.010000000000000002,0.0,0.3454166666666667,0.0,0.37444446878400633,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004514692982456141,0.0,On,0.02073161675941877,0,On,0.040355607638335435,0,On,0.45763477785592016,0.34322608339194,On,On,6073.8987777777775,19.444444444444457,0.6,0.0,10.12316462962963,0.0,1,6073.8987777777775,6073.8987777777775,Off,0.0,21.666666666666686,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,689.3032533333334,Off,0.0,0,85.10440689741607,51.666666666666686,46.10666666666668,0.0,51.58289651413077,0.0,0.0,0.0,132.9756357772126,50.73633917236042,51.58289651413077,50.31306050147525,12.43753247303448,19.049541285575046,0.0,4.570628554656356,-1.8790437632444354,2.8,9.236100170605994,3623.325384844898,-734.515014223208,967.8282525369987,-3247.9145623227014,-0.0,-0.0,796.8252315311935,0.0,4.0,0.15337191453379279,0.0,0,1.1325860226714155,263.9984568888889,0.5159378586288597,0.2158581100232579,8.970540550187902,0.002886852623228682,-44.54291473314643,1.225894246793057,0.3277379692147036,-756.2612949357692,21.746280712561145,0.1849979553406089,1128.0846442922034,-160.25639175520467
2025-01-01 00:06:00,0.5748612090922189,0.377361135450673,0.3454166666666667,0.009581020151536982,0.006289352257511217,0.005756944444444445,0.02524630974187491,0.5396148993503441,0.0,0.010000000000000002,0.0,0.3454166666666667,0.0,0.37444446878400633,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004514692982456141,0.0,On,0.02073161675941877,0,On,0.040355607638335435,0,On,0.45763477785592016,0.34322608339194,On,On,6073.8987777777775,19.444444444444457,0.6,0.0,10.12316462962963,0.0,1,6073.8987777777775,6073.8987777777775,Off,0.0,21.666666666666686,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,689.3032533333334,Off,0.0,0,84.95894643073947,51.666666666666686,46.10666666666668,0.0,51.56831527795562,0.0,0.0,0.0,132.74835379803042,50.72307931858502,51.56831527795562,50.30046133889974,12.43753247303448,19.090444815975314,0.0,4.609360781766812,-1.8407242814745706,2.8,9.236100170605994,3608.638290910021,-751.9920945316815,957.5288588577605,-3260.104199043418,-0.0,-0.0,796.8252315311935,0.0,4.0,0.15356098394685078,0.0,0,1.133982219460085,263.9984568888889,-1.9815193555317663,0.21529891642792293,8.989825978463962,0.0028867311350793345,-44.80297440095572,1.2257227539388984,0.32785558717480207,-773.0817368906128,21.089642358931364,0.18472978486680822,1117.2242221239198,-159.6953632661594
2025-01-01 00:07:00,0.5748612090922189,0.377361135450673,0.3454166666666667,0.009581020151536982,0.006289352257511217,0.005756944444444445,0.02524630974187491,0.5396148993503441,0.0,0.010000000000000002,0.0,0.3454166666666667,0.0,0.37444446878400633,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004514692982456141,0.0,On,0.02073161675941877,0,On,0.040355607638335435,0,On,0.45763477785592016,0.34322608339194,On,On,6073.8987777777775,19.444444444444457,0.6,0.0,10.12316462962963,0.0,1,6073.8987777777775,6073.8987777777775,Off,0.0,21.666666666666686,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,689.3032533333334,Off,0.0,0,84.81644138494731,51.666666666666686,46.10666666666668,0.0,51.55375890288202,0.0,0.0,0.0,132.52568966398016,50.70984212855396,51.55375890288202,50.287883741389926,12.43753247303448,19.130269690230836,0.0,4.646117033252359,-1.8029183552131027,2.8,9.236100170605994,3594.524017329247,-768.5563399329477,947.6333054768438,-3271.989906684427,-0.0,-0.0,796.8252315311935,0.0,4.0,0.15374498070851925,0.0,0,1.1353409568867905,263.9984568888889,-4.2100852952971834,0.21475573645822837,9.007838973687662,0.002886608920535876,-45.05396843026833,1.225555832500787,0.32796716569160134,-789.0549486936363,20.49860876068876,0.1844648263413911,1106.533307039354,-158.90000156251017
2025-01-01 00:08:00,0.5748612090922189,0.377361135450673,0.3454166666666667,0.009581020151536982,0.006289352257511217,0.005756944444444445,0.02524630974187491,0.5396148993503441,0.0,0.010000000000000002,0.0,0.3454166666666667,0.0,0.37444446878400633,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004514692982456141,0.0,On,0.02073161675941877,0,On,0.040355607638335435,0,On,0.45763477785592016,0.34322608339194,On,On,6073.8987777777775,19.444444444444457,0.6,0.0,10.12316462962963,0.0,1,6073.8987777777775,6073.8987777777775,Off,0.0,21.666666666666686,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,689.3032533333334,Off,0.0,0,84.67677374197407,51.666666666666686,46.10666666666668,0.0,51.539226895795395,0.0,0.0,0.0,132.30745897183448,50.69662714179223,51.539226895795395,50.275327264790654,12.43753247303448,19.169059428426273,0.0,4.681012655997486,-1.7655551959500109,2.8,9.236100170605994,3580.7767262082502,-784.2644964702534,938.0778613248391,-3283.5832857703053,-0.0,-0.0,796.8252315311935,0.0,4.0,0.15392411277903442,0.0,0,1.1366637706489735,263.9984568888889,-6.363997330415025,0.2142278633088513,9.025953445583525,0.0028864860045864126,-45.29626472052567,1.2253932963090313,0.32807306090571486,-804.2293901517528,19.96489368149936,0.1842025964489948,1095.9910233226708,-157.9131619978317
2025-01-01 00:09:00,0.5748612090922189,0.377361135450673,0.3454166666666667,0.009581020151536982,0.006289352257511217,0.005756944444444445,0.02524630974187491,0.5396148993503441,0.0,0.010000000000000002,0.0,0.3454166666666667,0.0,0.37444446878400633,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004514692982456141,0.0,On,0.02073161675941877,0,On,0.040355607638335435,0,On,0.45763477785592016,0.34322608339194,On,On,6073.8987777777775,19.444444444444457,0.6,0.0,10.12316462962963,0.0,1,6073.8987777777775,6073.8987777777775,Off,0.0,21.666666666666686,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,689.3032533333334,Off,0.0,0,84.5398384738278,51.666666666666686,46.10666666666668,0.0,51.524718783245746,0.0,0.0,0.0,132.09349761535594,50.68343391621293,51.524718783245746,50.26279148269652,12.43753247303448,19.206852728176376,0.0,4.714153894288392,-1.728576164903394,2.8,9.236100170605994,3567.4049785216484,-799.1671776479579,928.808206331763,-3294.8946038586887,-0.0,-0.0,796.8252315311935,0.0,4.0,0.1540985653094958,0.0,0,1.1379520280083526,263.9984568888889,-8.424426928633792,0.21371466457079544,9.042838618242893,0.0028863624112145016,-45.53019198518231,1.225234979696541,0.328173600580012,-818.6497719475362,19.482594299578192,0.1839426944341798,1085.5800965070075,-156.7718901752445
