occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.8,0.594,0.0318,0.0641,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.573,0.0201,0.0533,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.947,0.586,0.0275,0.0602,0.0,0.0,0.0,0.0,0.193,0,0,0,0
1.0,0.573,0.0201,0.0533,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.586,0.0177,0.0502,0.0,0.0,0.0,0.0,0.144,0,0,0,0
1.0,0.594,0.0184,0.0504,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.594,0.0184,0.0504,0.0,0.0,0.0,0.0,0.072,0,0,0,0
1.0,0.594,0.0184,0.0504,0.0,0.0,0.0,0.0,0.072,0,0,0,0
1.0,0.594,0.021,0.0645,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.594,0.022,0.0696,0.0,0.0,0.0,0.0,0.072,0,0,0,0
1.0,0.594,0.022,0.0696,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.614,0.0264,0.0844,0.0,0.0,0.0,0.0,0.057,0,0,0,0
1.0,0.633,0.0364,0.149,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.637,0.0394,0.171,0.0,0.0,0.0,0.0,0.288,0,0,0,0
1.0,0.637,0.0394,0.171,0.0,0.0,0.0,0.0,0.122,0,0,0,0
1.0,0.637,0.0394,0.171,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.655,0.0477,0.198,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.661,0.0508,0.208,0.0,0.0,0.0,0.733,0.402,0,0,0,0
1.0,0.661,0.0508,0.208,0.0,0.0,0.0,1.0,0.072,0,0,0,0
1.0,0.661,0.0508,0.208,0.0,0.0,0.0,1.0,0.0185,0,0,0,0
0.853,0.667,0.0576,0.217,0.0,0.0,0.0,1.0,0.146,0,0,0,0
0.8,0.669,0.06,0.22,0.0,0.0,0.0,1.0,0.0,0,0,0,0
