Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Lighting Gas Power (therms/hour),Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.29618073408668766,0.16431570297419293,0.0036091342185571368,0.29618073408668766,0.16431570297419293,0.0036091342185571368,0.026834426965023285,0.0,0.26934630712166435,0.0,0.0036091342185571368,0.0,0.0,0.0,0.16431570297419293,0.0,1.0,0.0,0.0,0.0,0.0,0.06797617738451245,0.05098213303838432,0.0,0.0,0.004544051535087718,0.0,0.022290375429935567,0.0,0.01492673399630472,0.0,0.1511114265810782,0.11333356993580862,0.0036091342185571368,0.035331969159768994,0.0,0.0,0.0,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0.0,0.0,14607.250320000001,0.0,0.0,41.15761226585565,51.66666666666668,46.10666666666668,0.0,51.21669709421123,0.02162149285656091,58.6126992442933,0.0,41.15761226585565,50.20080109293474,51.21669709421123,49.692853092296495,12.43753247303448,14.86222510762976,-0.0013668362893818416,2.8,-160.57224556334464,-806.158532107043,0.0,0.0,646.2686503995766,0.0,6.0,0.05124243913621605,0.0,0.0,0.3737147072240639,395.9976853333333,-0.6823638558781269,0.3040376616503025,7.248595630095355,0.003115948742698914,186.69194105281076,1.2434907445131256
2025-01-01 01:00:00,0.2707262079187875,0.15881844275983276,0.18187159288697305,0.2707262079187875,0.15881844275983276,0.18187159288697305,0.018465616374639116,0.0,0.25226059154414837,0.0,0.0018865928869730487,0.179985,0.0,0.0,0.15881844275983276,0.0,1.0,0.0,0.0,0.0,0.0,0.06627677294989963,0.049707579712424704,0.0,0.0,0.004203247669956139,0.0,0.014262368704682976,0.0,0.0051706987046022885,0.0,0.1454811507298774,0.10911086304740805,0.0018865928869730487,0.035331969159768994,0.0,0.0,0.0,3164.9042360000003,14.444444444444457,0.13,0.0,5.274840393333333,0.0,0.21666666666666667,3164.9042360000003,14607.250320000001,0.0,0.0,41.71327564773901,51.66666666666668,46.10666666666668,0.0,50.97506666376672,0.0,0.0,0.0,41.71327564773901,49.95086383088904,50.97506666376672,49.43876241445022,12.43753247303448,14.137409835900089,-0.058614392290392676,2.5,3041.3551928825004,-669.5455073839408,0.0,0.0,621.2082435412605,0.0,6.0,0.044262313178385436,0.0,0.0,0.32280815842018146,395.9976853333333,-75.21177927481949,0.3214732585880051,6.9309141438588995,0.0031461878718639096,201.15820539831026,1.2466615356347055
2025-01-01 02:00:00,0.2690268034841747,0.15754388943387315,0.19538848977619513,0.2690268034841747,0.15754388943387315,0.19538848977619516,0.018465616374639116,0.0,0.25056118710953557,0.0,0.0015584897761951272,0.19383000000000003,0.0,0.0,0.15754388943387315,0.0,1.0,0.0,0.0,0.0,0.0,0.06457736851528682,0.0484330263864651,0.0,0.0,0.004203247669956139,0.0,0.014262368704682976,0.0,0.0051706987046022885,0.0,0.1454811507298774,0.10911086304740805,0.0015584897761951272,0.035331969159768994,0.0,0.0,0.0,3408.358408,14.444444444444457,0.14,0.0,5.6805973466666675,0.0,0.23333333333333334,3408.358408,14607.250320000001,0.0,0.0,41.496868819331816,51.66666666666668,46.10666666666668,0.0,50.739933801413606,0.0,0.0,0.0,41.496868819331816,49.74075047469944,50.739933801413606,49.24115881134235,12.43753247303448,14.11236883931239,-0.05664812049724987,1.6500000000000001,3289.91921459799,-628.7089356604861,0.0,0.0,619.5088391066475,0.0,6.0,0.03852300298640333,0.0,0.0,0.28095096613542203,395.9976853333333,-109.23909684817167,0.3254392600226456,6.959779982008951,0.003180023678291682,219.17121922208136,1.2467446766475032
2025-01-01 03:00:00,0.2788775195260638,0.15626933610791355,0.2919753866654172,0.2788775195260638,0.15626933610791355,0.2919753866654172,0.01823841379788473,0.0,0.26063910572817905,0.0,0.0012303866654172055,0.29074500000000003,0.0,0.0,0.15626933610791355,0.0,1.0,0.0,0.0,0.0,0.0,0.062877964080674,0.04715847306050549,0.0,0.0,0.003976045093201754,0.0,0.014262368704682976,0.0,0.0051706987046022885,0.0,0.1454811507298774,0.10911086304740805,0.0012303866654172055,0.047109292213025324,0.0,0.0,0.0,5112.537612,14.444444444444457,0.21,0.0,8.52089602,0.0,0.35,5112.537612,14607.250320000001,0.0,0.0,41.26890691777762,51.66666666666668,46.10666666666668,0.0,50.50627224674024,0.0,0.0,0.0,41.26890691777762,49.53178935879946,50.50627224674024,49.04454791482907,12.43753247303448,14.098423056021566,-0.06651168263583411,1.6500000000000001,4928.956945977007,-676.1600828381307,0.0,0.0,617.5822320952803,0.0,6.0,0.04161017452126347,0.0,0.0,0.30346592494200464,395.9976853333333,-125.00281528014285,0.32920236028796956,6.994186202455299,0.0032140112331396384,191.36255043538821,1.2467796679431864
2025-01-01 04:00:00,0.32826580293425844,0.15756723640362322,0.2228324124431117,0.3282658029342584,0.15756723640362322,0.2228324124431117,0.018404759883182756,0.0,0.30986104305107565,0.0,0.0013124124431116862,0.22152000000000002,0.0,0.0,0.15756723640362322,0.0,1.0,0.0,0.0,0.0,0.0,0.06117855964606119,0.04588391973454588,0.0,0.0,0.003976045093201754,0.0,0.014428714789981005,0.0,0.005552810086860633,0.0,0.14891108889210317,0.11168331666907734,0.0013124124431116862,0.09421858442605065,0.0,0.0,0.0,3895.2667520000005,14.444444444444457,0.16,0.0,6.492111253333333,0.0,0.26666666666666666,3895.2667520000005,14607.250320000001,0.0,0.0,40.339310428924385,51.66666666666668,46.10666666666668,0.0,50.20129976046009,0.09962414322157911,261.91708483131373,0.0,40.339310428924385,48.839619381596066,50.20129976046009,48.158779192164054,12.43753247303448,14.208802519907861,-0.03959447753628928,0.55,3616.8107811497725,-766.7827587518485,0.0,0.0,619.6211276190938,0.0,6.0,0.04292184854950554,0.0,0.0,0.31303205574492826,395.9976853333333,-131.29433971747298,0.3295771279227487,7.079387520278789,0.003242438458591364,203.47301486090458,1.2456945828096677
2025-01-01 05:00:00,0.4083182585276787,0.15572283569374712,0.2922214639985007,0.4083182585276787,0.15572283569374715,0.2922214639985007,0.018743446020832034,0.0,0.38957481250684667,0.0,0.0014764639985006469,0.29074500000000003,0.0,0.0,0.15572283569374712,0.0,1.0,0.0,0.0,0.0,0.0,0.06117855964606119,0.04588391973454588,0.0,0.0,0.004430450246710526,0.0,0.014312995774121507,0.0,0.005284519116338817,0.0,0.1464518879456017,0.10983891595920126,0.0014764639985006469,0.17665984579884497,0.0,0.0,0.0,5112.537612,14.444444444444457,0.21,0.0,8.52089602,0.0,0.35,5112.537612,14607.250320000001,0.0,0.0,39.297601157754116,51.66666666666668,46.10666666666668,0.0,49.84327442747693,0.0,0.0,0.0,39.297601157754116,47.80107716090384,49.84327442747693,46.7799785276173,12.43753247303448,14.101343751363776,-0.06366448280772191,-0.25000000000000006,4761.522612814876,-789.2104373627059,0.0,0.0,562.2617882233083,0.0,5.164499999999999,0.04180678243554957,0.0,0.0,0.30489980026808056,340.8550076506666,-124.06635004572642,0.3350962515896058,7.0631246812961574,0.003275651082227307,167.29229205419247,1.2455103381574337
2025-01-01 06:00:00,1.5637913731392217,0.16079585910654942,0.2651876702200565,1.5637913731392217,0.16079585910654945,0.2651876702200565,0.027816800128391012,1.0083453494074075,0.527629223603423,0.0,0.00213267022005649,0.26305500000000004,0.0,0.0,0.16079585910654942,0.0,1.0,0.0,0.0,0.0,0.0,0.06457736851528682,0.0484330263864651,0.0,0.0,0.00499845668859649,0.0,0.02281834343979452,0.0,0.00702434541002575,0.0,0.14981711029344583,0.11236283272008434,0.00213267022005649,0.3062103993846646,0.0,0.0,0.0,4625.629268000001,14.444444444444457,0.19,0.0,7.709382113333334,0.0,0.31666666666666665,4625.629268000001,14607.250320000001,1008.3453494074075,0.18333333333333332,40.98007759255214,51.66666666666668,46.10666666666668,0.0,50.51941389429942,0.07666366078578994,204.5610131359027,1008.3453494074075,40.98007759255214,49.33469852728924,50.51941389429942,48.74234084378416,12.43753247303448,14.189868224686338,-0.042967812053986226,0.3,4284.547046236338,-773.3659430824769,0.0,0.0,568.6144985092748,0.0,4.997999999999999,0.04237096929914102,0.0,0.0,0.30901445468541333,329.86607188266663,-136.3307771904607,0.3353362970421046,7.132330364726528,0.0032970020191146177,127.68641014430891,1.245110517285964
2025-01-01 07:00:00,0.7662932270996056,0.1624227654035306,0.33498685066391787,0.7662932270996056,0.1624227654035306,0.33498685066391787,0.025031432053227564,0.0,0.741261795046378,0.0,0.0027068506639178528,0.33228,0.0,0.0,0.1624227654035306,0.0,1.0,0.0,0.0,0.0,0.0,0.06797617738451245,0.05098213303838432,0.0,0.0,0.004657652823464912,0.0,0.020373779229762648,0.0,0.0064958934983918686,0.0,0.14858750982019509,0.11144063236514629,0.0027068506639178528,0.5182022143432786,0.0,0.0,0.0,5842.900128,14.444444444444457,0.23999999999999996,0.0,9.73816688,0.0,0.4,5842.900128,14607.250320000001,0.0,0.0,42.37217687162463,51.66666666666668,46.10666666666668,0.0,51.664889564928494,0.13319520978223628,364.3322300652168,0.0,42.37217687162463,50.518131632003964,51.664889564928494,49.944752665541714,12.43753247303448,14.128032270208761,-0.060652527483897746,-0.55,5397.49349092115,-845.8621811781533,0.0,0.0,529.24318289558,8.754035628443003,4.4175,0.04364093636803758,0.0,0.0,0.3182764137048748,291.55329582666667,-128.78763879627664,0.3387263833811256,7.126319715597757,0.00331710373157267,116.636819632929,1.2453635349337104
2025-01-01 08:00:00,1.2523150031799268,0.16680367781980784,0.833406850663918,1.2523150031799266,0.16680367781980787,0.8334068506639178,0.03146054983127024,0.0,1.2208544533486565,0.0,0.0027068506639178528,0.8307000000000001,0.0,0.0,0.16680367781980784,0.0,1.0,0.0,0.0,0.0,0.0,0.06967558181912525,0.05225668636434393,0.0,0.0,0.0035216399396929823,0.0,0.027938909891577254,0.0,0.00915441311538078,0.0,0.15272932194061864,0.11454699145546396,0.0027068506639178528,0.9892951364735318,0.0,0.0,0.0,14607.250320000001,21.111111111111143,0.6,0.0,24.3454172,0.0,1.0,14607.250320000001,14607.250320000001,0.0,0.0,37.05562559511472,51.66666666666668,46.10666666666668,0.0,51.19435096744225,0.09899523886945213,267.48214969064935,0.0,37.05562559511472,48.743115095011625,51.19435096744225,47.517497158796324,12.43753247303448,16.97445660634674,-3.533060702292661,-1.4,13786.632430031057,-1223.7864334484,0.0,0.0,516.459270287885,530.2673911609121,4.002000000000001,0.05017925563865853,0.0,0.0,0.36596083531217144,264.1304561173334,-113.29072680842896,0.2848311893553754,8.509880718559195,0.00333502363719498,123.15869722963177,1.2337318559756218
2025-01-01 09:00:00,2.6043354690966942,0.16685221468059408,0.7917898248862235,2.604335469096694,0.16685221468059408,0.7917898248862235,0.03088019623988414,0.9166775903703706,1.6567776824864393,0.0,0.0026248248862233725,0.7891650000000001,0.0,0.0,0.16685221468059408,0.0,1.0,0.0,0.0,0.0,0.0,0.06967558181912525,0.05225668636434393,0.0,0.0,0.0028400322094298243,0.0,0.028040164030454316,0.0,0.009251973468297805,0.0,0.15279403775500025,0.11459552831625017,0.0026248248862233725,1.425056089444016,0.0,0.0,0.0,13876.887804,21.111111111111143,0.57,0.0,23.12814634,0.0,0.95,13876.887804,14607.250320000001,916.6775903703705,0.16666666666666666,35.93490140370353,51.66666666666668,46.10666666666668,0.0,51.58224806262057,0.048847048875674294,131.04830152629128,916.6775903703705,35.93490140370353,51.041791957852816,51.58763304460285,50.76617892348665,12.43753247303448,20.20865860071438,-0.5368810948181664,-0.85,12885.982339984477,-1506.5329546410726,0.0,0.0,422.2842107541241,1557.4324610127321,2.5815,0.05421945181807617,0.0,0.0,0.3954262697795897,170.37800411466665,93.34327987142385,0.2334202801997078,10.020200517342186,0.0033539141776196195,96.52464661508318,1.2207137253280256
