Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.8435448582311696,0.07682088248453843,0.6197374999999999,0.014059080970519494,0.0012803480414089739,0.010328958333333332,0.01575701276044045,0.10476076213739588,0.7230270833333333,0.0,0.6197374999999999,0.0,0.07682088248453843,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.005264967105263157,0.0,On,0.010492045655177295,0,On,0.0023329188246779394,0,On,0.06911633035431522,0.0518372477657364,On,On,11952.20663926057,20.000000000000057,0.8000000000000002,3300.9930618505396,18.16271577222222,0.7230270833333333,1,14530.172617777778,14530.172617777778,Off,0.0,0,49.04545874097208,51.666666666666686,46.10666666666668,0.0,51.86508186871078,0.0,0.0,0.0,76.63352928276888,51.8957202394604,51.911039424835224,51.86508186871078,12.43753247303448,19.484222253295847,-0.015777746704209505,8.433971606436485,2.8,9.236100170605994,11065.676791693568,513.2380927881904,-989.251018809166,-0.0,-0.0,181.6792459952565,0.0,1.0,0.045497013289384276,0.0,0,0.5887787764755574,65.99961422222222,-78.95807475309303,0.1987475722936999,8.978806003883122,0.0027383054797350294,-2.685824458207213,1.2206174402171333,0.38719549430716943,-2842.906658978507,55.15168991615769
2025-01-01 00:01:00,0.8435448582311696,0.07682088248453843,0.6197374999999999,0.014059080970519494,0.0012803480414089739,0.010328958333333332,0.01575701276044045,0.10476076213739588,0.7230270833333333,0.0,0.6197374999999999,0.0,0.07682088248453843,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.005264967105263157,0.0,On,0.010492045655177295,0,On,0.0023329188246779394,0,On,0.06911633035431522,0.0518372477657364,On,On,11952.20663926057,20.000000000000057,0.8000000000000002,3300.9930618505396,18.16271577222222,0.7230270833333333,1,14530.172617777778,14530.172617777778,Off,0.0,0,48.764039187343826,51.666666666666686,46.10666666666668,0.0,51.85692546008458,0.0,0.0,0.0,76.19381123022472,51.88807861859773,51.90365519785432,51.85692546008458,12.43753247303448,19.66253195953029,0.0,8.543575905841447,2.8,9.236100170605994,11037.352475559823,453.5348322383484,-1005.6316526419835,-0.0,-0.0,181.6792459952565,0.0,1.0,0.0457613150928525,0.0,0,0.5921991173114824,65.99961422222222,-90.90175705402172,0.19713050640372234,9.083989272455401,0.002738292586846001,-3.0055822546366553,1.2234375587695732,0.3875623283743599,-2900.958882596135,53.50065298394387
2025-01-01 00:02:00,0.8435448582311696,0.07682088248453843,0.6197374999999999,0.014059080970519494,0.0012803480414089739,0.010328958333333332,0.01575701276044045,0.10476076213739588,0.7230270833333333,0.0,0.6197374999999999,0.0,0.07682088248453843,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.005264967105263157,0.0,On,0.010492045655177295,0,On,0.0023329188246779394,0,On,0.06911633035431522,0.0518372477657364,On,On,11952.20663926057,20.000000000000057,0.8000000000000002,3300.9930618505396,18.16271577222222,0.7230270833333333,1,14530.172617777778,14530.172617777778,Off,0.0,0,48.490897669225646,51.666666666666686,46.10666666666668,0.0,51.84881605881817,0.0,0.0,0.0,75.76702760816507,51.880480844843184,51.8963132378557,51.84881605881817,12.43753247303448,19.83541529141993,0.0,8.646262313863666,2.8,9.236100170605994,11009.624300131987,397.5343588730152,-1021.6165449921124,-0.0,-0.0,181.6792459952565,0.0,1.0,0.0460169192886925,0.0,0,0.5955069020386132,65.99961422222222,-102.64504013172746,0.1950255985024359,9.163998762484603,0.0027382781922659204,-3.314515149070763,1.2227156496293528,0.3879056942320192,-2955.4397107728432,51.98100779531878
2025-01-01 00:03:00,0.8435448582311696,0.07682088248453843,0.6197374999999999,0.014059080970519494,0.0012803480414089739,0.010328958333333332,0.01575701276044045,0.10476076213739588,0.7230270833333333,0.0,0.6197374999999999,0.0,0.07682088248453843,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.005264967105263157,0.0,On,0.010492045655177295,0,On,0.0023329188246779394,0,On,0.06911633035431522,0.0518372477657364,On,On,11952.20663926057,20.000000000000057,0.8000000000000002,3300.9930618505396,18.16271577222222,0.7230270833333333,1,14530.172617777778,14530.172617777778,Off,0.0,0,48.22560562765274,51.666666666666686,46.10666666666668,0.0,51.84075228575865,0.0,0.0,0.0,75.3525087932074,51.87292562842171,51.88901229975325,51.84075228575865,12.43753247303448,20.0031541583848,0.0,8.74264042061128,2.8,9.236100170605994,10982.515504774294,344.9034713499559,-1037.2221709834748,-0.0,-0.0,181.6792459952565,0.0,1.0,0.04626430670034538,0.0,0,0.5987083530134715,65.99961422222222,-114.14820949805812,0.19300731943075003,9.240992697231345,0.0027382623087468558,-3.613207606657019,1.2220160374962903,0.3882276899282653,-3006.655101352831,50.56551085224724
2025-01-01 00:04:00,0.8435448582311696,0.07682088248453843,0.6197374999999999,0.014059080970519494,0.0012803480414089739,0.010328958333333332,0.01575701276044045,0.10476076213739588,0.7230270833333333,0.0,0.6197374999999999,0.0,0.07682088248453843,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.005264967105263157,0.0,On,0.010492045655177295,0,On,0.0023329188246779394,0,On,0.06911633035431522,0.0518372477657364,On,On,11952.20663926057,20.000000000000057,0.8000000000000002,3300.9930618505396,18.16271577222222,0.7230270833333333,1,14530.172617777778,14530.172617777778,Off,0.0,0,47.96778683685898,51.666666666666686,46.10666666666668,0.0,51.8327328331305,0.0,0.0,0.0,74.94966693259215,51.8654117463307,51.88175120293081,51.8327328331305,12.43753247303448,20.165995953794873,0.0,8.833199626506202,2.8,9.236100170605994,10958.321187685391,295.3913595640947,-1052.4627408095334,-0.0,-0.0,181.6792459952565,0.0,1.0,0.046503900690217974,0.0,0,0.6018089489868998,65.99961422222222,-123.1019567609024,0.1910702748815583,9.315115150378555,0.0027382449839479846,-3.902179520464001,1.221337617149307,0.3885300017175346,-3054.850120699743,49.24841841329878
2025-01-01 00:05:00,0.12051777489783633,0.07682088248453843,0.0,0.0020086295816306053,0.0012803480414089739,0.0,0.01575701276044045,0.10476076213739588,0.0,0.0,0.0,0.0,0.07682088248453843,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.005264967105263157,0.0,On,0.010492045655177295,0,On,0.0023329188246779394,0,On,0.06911633035431522,0.0518372477657364,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14530.172617777778,Off,0.0,0,47.71701666896481,51.666666666666686,46.10666666666668,0.0,51.824756455821294,0.0,0.0,0.0,74.55783854525751,51.85793803418613,51.87452882336855,51.824756455821294,12.43753247303448,20.324220115087027,0.0,8.918352367681228,2.8,9.236100170605994,-1015.3681719459328,-3052.2072012719464,-1067.356333908931,-0.0,-0.0,181.6792459952565,0.0,1.0,0.046736165781557905,0.0,0,0.6048147013739256,65.99961422222222,-129.69108403225837,0.18920894726661242,9.387257956863362,0.0027382262631781896,-4.18200078588829,1.22067915702149,0.38881405080178105,-3100.2312388925334,48.02403762058694
2025-01-01 00:06:00,0.12051777489783633,0.07682088248453843,0.0,0.0020086295816306053,0.0012803480414089739,0.0,0.01575701276044045,0.10476076213739588,0.0,0.0,0.0,0.0,0.07682088248453843,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.005264967105263157,0.0,On,0.010492045655177295,0,On,0.0023329188246779394,0,On,0.06911633035431522,0.0518372477657364,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14530.172617777778,Off,0.0,0,47.926749800861465,51.666666666666686,46.10666666666668,0.0,51.816821979438934,0.0,0.0,0.0,74.88554656384603,51.850503393763915,51.8673441009264,51.816821979438934,12.43753247303448,20.17817151764399,0.0,8.833817125351027,2.8,9.236100170605994,-995.4387728466259,-3005.64559864243,-1053.6058440046936,-0.0,-0.0,181.6792459952565,0.0,1.0,0.046521792475087184,0.0,0,0.6020404873328844,65.99961422222222,-123.51217483718887,0.19092372100318358,9.320935635051626,0.0027382061891387936,-3.9182113791267863,1.221286950054532,0.3885320622928018,-3055.178988152775,49.53338951034541
2025-01-01 00:07:00,0.12051777489783633,0.07682088248453843,0.0,0.0020086295816306053,0.0012803480414089739,0.0,0.01575701276044045,0.10476076213739588,0.0,0.0,0.0,0.0,0.07682088248453843,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.005264967105263157,0.0,On,0.010492045655177295,0,On,0.0023329188246779394,0,On,0.06911633035431522,0.0518372477657364,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14530.172617777778,Off,0.0,0,48.129292227898105,51.666666666666686,46.10666666666668,0.0,51.80885273404879,0.0,0.0,0.0,75.20201910609079,51.84303607547268,51.86012774618463,51.80885273404879,12.43753247303448,20.03684196557822,0.0,8.755329984152445,2.8,9.236100170605994,-976.7905477251011,-2962.668778628473,-1040.3677463309398,-0.0,-0.0,181.6792459952565,0.0,1.0,0.046313918586003956,0.0,0,0.5993503825276049,65.99961422222222,-118.10204738941778,0.19259979401235827,9.256302680946607,0.0027381873906760427,-3.662543926916987,1.2218756804384614,0.38827006539754005,-3013.404215572409,50.7354369439363
2025-01-01 00:08:00,0.12051777489783633,0.07682088248453843,0.0,0.0020086295816306053,0.0012803480414089739,0.0,0.01575701276044045,0.10476076213739588,0.0,0.0,0.0,0.0,0.07682088248453843,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.005264967105263157,0.0,On,0.010492045655177295,0,On,0.0023329188246779394,0,On,0.06911633035431522,0.0518372477657364,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14530.172617777778,Off,0.0,0,48.3251812944565,51.666666666666686,46.10666666666668,0.0,51.80084991745477,0.0,0.0,0.0,75.50809577258828,51.83553719967387,51.85288084078343,51.80084991745477,12.43753247303448,19.89987749154142,0.0,8.68229716471248,2.8,9.236100170605994,-958.6438422238868,-2922.6895836808253,-1027.6025857426655,-0.0,-0.0,181.6792459952565,0.0,1.0,0.046112061408211356,0.0,0,0.5967381402380375,65.99961422222222,-112.7205024764778,0.19423995501361543,9.193186393333601,0.002738169827299499,-3.4144015943836674,1.2224467687417275,0.3880261166137272,-2974.5794268234636,51.88984314263866
2025-01-01 00:09:00,0.12051777489783633,0.07682088248453843,0.0,0.0020086295816306053,0.0012803480414089739,0.0,0.01575701276044045,0.10476076213739588,0.0,0.0,0.0,0.0,0.07682088248453843,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.005264967105263157,0.0,On,0.010492045655177295,0,On,0.0023329188246779394,0,On,0.06911633035431522,0.0518372477657364,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14530.172617777778,Off,0.0,0,48.514819907612356,51.666666666666686,46.10666666666668,0.0,51.792814637975276,0.0,0.0,0.0,75.8044061056443,51.828007803006955,51.84560438552279,51.792814637975276,12.43753247303448,19.767012883675758,0.0,8.614231598419753,2.8,9.236100170605994,-941.1252679789286,-2885.466583567232,-1015.2799443336164,-0.0,-0.0,181.6792459952565,0.0,1.0,0.045915864517108246,0.0,0,0.5941991479583191,65.99961422222222,-107.52456964056881,0.195846094771412,9.13217493588411,0.002738153461514752,-3.1733419560148004,1.2230012720375016,0.3877986216015779,-2938.436026736227,52.96944316899498
