Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Grill Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.8967095406719594,0.1813982478106542,0.00022166471101893782,0.8967095406719594,0.1813982478106542,0.00022166471101893782,0.010343020296796351,0.0,0.2499723716344224,0.6363941487407406,0.00022166471101893782,0.0,0.0,0.1813982478106542,0.0,1.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.0037872532894736837,0.0,0.006555767007322668,0.0,0.008108041220216758,0.0,0.20023981655811715,0.15017986241858783,0.00022166471101893782,0.0,0.0,636.3941487407408,21.111111111111143,0.5666666666666668,0.0,0.6363941487407406,0.0,0.5666666666666667,636.3941487407408,1123.0484977777778,0.0,0.0,36.04653451572782,51.66666666666668,46.10666666666668,0.0,51.85596964832997,0.0,0.0,0.0,36.04653451572782,51.868319283197444,51.87449410063118,51.85596964832997,12.43753247303448,20.88611345945912,-0.03720534503601473,2.8,334.571113979406,-664.6679313473359,0.0,0.0,378.297833216595,0.0,2.0,0.028195876423284104,0.0,0.0,1.391545311999535,131.99922844444444,-15.452936630593985,0.22114329123801746,10.280797302356321,0.0033157774279671806,20.58793071476872,1.2178644456125356
2025-01-01 01:00:00,0.9702547836806985,0.18061778817585253,5.5416177754734454e-05,0.9702547836806985,0.18061778817585253,5.5416177754734454e-05,0.010058976300085825,0.0,0.24893175878802018,0.7112640485925926,5.5416177754734454e-05,0.0,0.0,0.18061778817585253,0.0,1.0,0.04058390100968627,0.030437925757264693,0.0,0.0,0.0035032092927631572,0.0,0.006555767007322668,0.0,0.008108041220216758,0.0,0.20023981655811715,0.15017986241858783,5.5416177754734454e-05,0.0,0.0,711.2640485925926,21.111111111111143,0.6333333333333334,0.0,0.7112640485925926,0.0,0.6333333333333333,711.2640485925926,1123.0484977777778,0.0,0.0,35.8378264369758,51.66666666666668,46.10666666666668,0.0,51.535863495775196,0.0,0.0,0.0,35.8378264369758,51.5658008584692,51.58076953981622,51.535863495775196,12.43753247303448,20.762459276818426,-0.06270610141420416,2.5,444.0157430432652,-629.5228061864987,0.0,0.0,376.97317637348226,0.0,2.0,0.02644748888005289,0.0,0.0,1.3052574998096416,131.99922844444444,-14.698675736311012,0.22440835455161032,10.251927901317549,0.00333914663802217,25.17296655121384,1.2184187556471093
2025-01-01 02:00:00,1.0628015456491111,0.17983732854105086,5.5416177754734454e-05,1.0628015456491111,0.17983732854105086,5.5416177754734454e-05,0.010058976300085825,0.0,0.24789114594161799,0.8048514234074075,5.5416177754734454e-05,0.0,0.0,0.17983732854105086,0.0,1.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.0035032092927631572,0.0,0.006555767007322668,0.0,0.008108041220216758,0.0,0.20023981655811715,0.15017986241858783,5.5416177754734454e-05,0.0,0.0,804.8514234074074,21.111111111111143,0.7166666666666668,0.0,0.8048514234074075,0.0,0.7166666666666667,804.8514234074074,1123.0484977777778,0.0,0.0,35.360799972174604,51.66666666666668,46.10666666666668,0.0,51.218950700817956,0.0,0.0,0.0,35.360799972174604,51.2660775977593,51.28964104622998,51.218950700817956,12.43753247303448,20.87223051533458,-0.03789387118929272,1.6500000000000001,532.5537961907535,-632.9096168570661,0.0,0.0,375.93256352708005,0.0,2.0,0.02515331197207423,0.0,0.0,1.2413862520370924,131.99922844444444,-15.320573886667834,0.2250288349598195,10.335724987506756,0.0033713376686882435,31.716950169407582,1.2179400837724097
2025-01-01 03:00:00,0.8369618705826797,0.1790568689062492,0.00011083235550946891,0.8369618705826797,0.17905686890624917,0.00011083235550946891,0.00986961363561214,0.0,0.24685053309521576,0.5802417238518518,0.00011083235550946891,0.0,0.0,0.1790568689062492,0.0,1.0,0.03850267531688185,0.028877006487661377,0.0,0.0,0.0033138466282894735,0.0,0.006555767007322668,0.0,0.008108041220216758,0.0,0.20023981655811715,0.15017986241858783,0.00011083235550946891,0.0,0.0,580.2417238518518,21.111111111111143,0.5166666666666668,0.0,0.5802417238518518,0.0,0.5166666666666667,580.2417238518518,1123.0484977777778,0.0,0.0,35.03118909319669,51.66666666666668,46.10666666666668,0.0,50.92781242076195,0.0,0.0,0.0,35.03118909319669,50.969485326686225,50.99032177964837,50.92781242076195,12.43753247303448,20.85909845753142,-0.04017992865052242,1.6500000000000001,286.6617933581989,-653.5333131122004,0.0,0.0,374.7025880162042,0.0,2.0,0.026008324372695582,0.0,0.0,1.2835835038594754,131.99922844444444,-14.749205397656715,0.22733634654200754,10.364751500277372,0.0034032733677257926,17.09224078284323,1.2179711976449994
2025-01-01 04:00:00,1.079248432254796,0.17827640927144756,0.0003879132442831412,1.079248432254796,0.17827640927144756,0.0003879132442831412,0.00986961363561214,0.0,0.24580992024881354,0.8235688983703703,0.0003879132442831412,0.0,0.0,0.17827640927144756,0.0,1.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.0033138466282894735,0.0,0.006555767007322668,0.0,0.008108041220216758,0.0,0.20023981655811715,0.15017986241858783,0.0003879132442831412,0.0,0.0,823.5688983703704,21.111111111111143,0.7333333333333335,0.0,0.8235688983703703,0.0,0.7333333333333333,823.5688983703704,1123.0484977777778,0.0,0.0,34.80177772456016,51.66666666666668,46.10666666666668,0.0,50.66138704759335,0.0,0.0,0.0,34.80177772456016,50.67558673136096,50.68268657324477,50.66138704759335,12.43753247303448,20.763189364453886,-0.05931072266315205,0.55,476.9577343404942,-706.4165447063259,0.0,0.0,373.6619751698019,0.0,2.0,0.0265988708216796,0.0,0.0,1.3127286217577459,131.99922844444444,-13.85659449335225,0.22943549915274591,10.332465939732856,0.003416142387291516,26.534436023922925,1.2177872682675166
2025-01-01 05:00:00,1.0983446325467063,0.17827640927144756,0.0006649941330568135,1.0983446325467063,0.17827640927144756,0.0006649941330568135,0.01024833896455951,0.0,0.24580992024881354,0.8422863733333333,0.0006649941330568135,0.0,0.0,0.17827640927144756,0.0,1.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.0036925719572368423,0.0,0.006555767007322668,0.0,0.008108041220216758,0.0,0.20023981655811715,0.15017986241858783,0.0006649941330568135,0.0,0.0,842.2863733333335,21.111111111111143,0.7500000000000001,0.0,0.8422863733333333,0.0,0.75,842.2863733333335,1123.0484977777778,0.0,0.0,34.31333959378466,51.66666666666668,46.10666666666668,0.0,50.3539799997176,0.0,0.0,0.0,34.31333959378466,50.38504023120539,50.40057034694929,50.3539799997176,12.43753247303448,20.891955357843862,-0.036525942909303014,-0.25000000000000006,458.72773447061206,-743.2014001532499,0.0,0.0,374.0407004987493,0.0,2.0,0.026689526736710763,0.0,0.0,1.3172027445575771,131.99922844444444,-14.397939208220633,0.23031420860512997,10.43110120453771,0.00345843995451946,27.50452821820363,1.216612219692413
2025-01-01 06:00:00,1.100899264900695,0.17983732854105086,0.0016070691548872994,1.100899264900695,0.17983732854105086,0.0016070691548872994,0.010721745625743719,0.0,0.24789114594161799,0.8422863733333333,0.0016070691548872994,0.0,0.0,0.17983732854105086,0.0,1.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.004165978618421052,0.0,0.006555767007322668,0.0,0.008108041220216758,0.0,0.20023981655811715,0.15017986241858783,0.0016070691548872994,0.0,0.0,842.2863733333335,21.111111111111143,0.7500000000000001,0.0,0.8422863733333333,0.0,0.75,842.2863733333335,1123.0484977777778,0.0,0.0,33.97992819254837,51.66666666666668,46.10666666666668,0.0,50.04962887412737,0.0,0.0,0.0,33.97992819254837,50.097168255375365,50.120937945999366,50.04962887412737,12.43753247303448,20.89016233414474,-0.037013021961168846,0.3,483.76069616418505,-720.3186259797645,0.0,0.0,376.5953328527379,0.0,2.0,0.02662264912493778,0.0,0.0,1.313902147486455,131.99922844444444,-14.80238404212173,0.23123297574469312,10.445042194920696,0.0034720257402991307,9.126452668967698,1.216609655007404
2025-01-01 07:00:00,1.0599176820967107,0.2055820156912275,0.002549144176717785,1.0599176820967104,0.20558201569122747,0.002549144176717785,0.030686777106519184,0.0,0.2992493814346358,0.7299815235555555,0.002549144176717785,0.0,0.0,0.2055820156912275,0.0,1.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.0038819346217105265,0.0,0.026804842484808654,0.0,0.025140027179665795,0.0,0.23248484039888154,0.1743636302991611,0.002549144176717785,0.0,0.0,729.9815235555556,21.111111111111143,0.6500000000000001,0.0,0.7299815235555555,0.0,0.65,729.9815235555556,1123.0484977777778,0.0,0.0,32.9270760038485,51.66666666666668,46.10666666666668,0.0,49.65925933131328,0.11304481270558854,292.04830469696583,0.0,32.9270760038485,49.21878466281091,49.70558708012248,48.952219579750526,12.43753247303448,20.911134803441367,-0.03747012012562294,-0.55,388.3505434745994,-772.5389365673246,0.0,0.0,445.6614481576778,0.4841544356702157,2.0,0.027290127980926525,0.0,0.0,1.3468440947047697,131.99922844444444,-14.753491671309344,0.23194653189949746,10.470833415921025,0.003487296158791281,21.71959370423294,1.2165118454182335
2025-01-01 08:00:00,2.6675173195180593,0.2486506661227222,0.002438311821208316,2.667517319518059,0.2486506661227222,0.002438311821208316,0.06473619060265265,1.5749348440000002,0.3914521361746655,0.6363941487407406,0.002438311821208316,0.0,0.0,0.2486506661227222,0.0,1.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.002935121299342105,0.0,0.061801069303310543,0.0,0.05991791467770245,0.0,0.28886909479447237,0.2166518210958542,0.002438311821208316,0.0,0.0,636.3941487407408,21.111111111111143,0.5666666666666668,0.0,0.6363941487407406,0.0,0.5666666666666667,636.3941487407408,1123.0484977777778,1574.934844,0.45,33.36212628981523,51.66666666666668,46.10666666666668,0.0,50.77752843707525,0.45328773358121327,1201.8034593154077,1574.934844,33.36212628981523,49.36621258657559,50.77752843707525,48.660554661325776,12.43753247303448,20.758328568676426,-0.06224782651033477,-1.4,373.8797807144553,-821.3777763133505,0.0,0.0,567.9667185861495,28.19343113039643,2.0,0.028036041896675645,0.0,0.0,1.383657031356696,131.99922844444444,-9.103310299084521,0.23658398490208563,10.44544679952955,0.003522229309843681,43.61291818892262,1.2176902472354132
2025-01-01 09:00:00,3.5645620338611166,0.22426648027628782,0.002272063287944113,3.5645620338611166,0.22426648027628782,0.0022720632879441125,0.044288038357817014,2.3332368059259263,0.3447508162440403,0.8422863733333333,0.002272063287944113,0.0,0.0,0.22426648027628782,0.0,1.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0023670333059210525,0.0,0.041921005051895964,0.0,0.04572884254232313,0.0,0.25635684699922645,0.1922676352494198,0.002272063287944113,0.0,0.0,842.2863733333335,21.111111111111143,0.7500000000000001,0.0,0.8422863733333333,0.0,0.75,842.2863733333335,1123.0484977777778,2333.236805925926,0.6666666666666666,32.36029990955596,51.66666666666668,46.10666666666668,0.0,50.45057671219519,0.7931974868292891,2094.2787727586715,2333.236805925926,32.36029990955596,48.60485842128044,50.45214373475177,47.68043225326648,12.43753247303448,20.861455219403492,-0.03358578927446499,-0.85,495.8056475257933,-794.3431680655957,0.0,0.0,452.4713996479115,59.38990811606066,1.233,0.02769216842728996,0.0,0.0,1.3666859144791408,81.37752433600001,-4.60895738985579,0.23841435366291283,10.547621775022334,0.003570675455694179,29.0457720529784,1.2178383625697067
