Metric,Value
Total Electric Energy (kWh),518.3768077448054
Total Gas Energy (therms),0.0
Average Electric Power (kW),0.7199677885344521
Peak Electric Power (kW),6.805289597857635
Other Electric Energy (kWh),234.63292379363466
HVAC Heating Electric Energy (kWh),115.06534518755554
Lighting Electric Energy (kWh),38.12531896968929
Water Heating Electric Energy (kWh),123.60321979392593
HVAC Cooling Electric Energy (kWh),6.950000000000004
Average Temperature - Indoor (C),19.66206041297923
Unmet Heating Load (C-hours),34.09193445569523
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
