occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.614,0.0879,0.116,0.0,0.0,1.0,0.0,0.153,0,0,0,0
1.0,0.576,0.0351,0.067,0.0,0.0,0.267,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.605,0.0303,0.124,0.0,0.0,0.0,0.0,0.161,0,0,0,0
1.0,0.621,0.0355,0.151,0.0,0.0,0.0,0.0,0.233,0,0,0,0
1.0,0.621,0.0355,0.151,0.0,0.0,0.0,0.733,0.0778,0,0,0,0
1.0,0.621,0.0355,0.151,0.0,0.0,0.0,0.267,0.0,0,0,0,0
1.0,0.635,0.0424,0.174,0.0,0.0,0.0,0.0,0.0778,0,0,0,0
1.0,0.64,0.0449,0.182,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.698,0.0663,0.279,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.719,0.074,0.315,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.729,0.0854,0.328,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.732,0.0895,0.333,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.732,0.0895,0.333,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.732,0.0895,0.333,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.732,0.101,0.34,0.0,0.0,0.0,0.0,0.0778,0,0,0,0
1.0,0.732,0.105,0.342,0.0,0.0,0.0,0.0,0.0778,0,0,0,0
1.0,0.732,0.105,0.342,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.732,0.105,0.342,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.756,0.732,0.114,0.336,0.0,0.0,0.0,0.0,0.0778,0,0,0,0
0.667,0.732,0.117,0.333,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.732,0.117,0.333,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.732,0.117,0.333,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.732,0.126,0.324,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.732,0.129,0.321,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.732,0.129,0.321,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.732,0.129,0.321,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.732,0.134,0.315,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.732,0.136,0.312,0.0,0.0,0.0,0.0,0.0778,0,0,0,0
0.667,0.67,0.0919,0.216,0.0,0.0,0.0,0.0,0.156,0,0,0,0
0.667,0.647,0.0759,0.181,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.911,0.71,0.132,0.275,0.0,0.0,0.0,0.0,0.233,0,0,0,0
1.0,0.732,0.153,0.31,0.0,0.0,0.0,0.0,0.233,0,0,0,0
1.0,0.732,0.153,0.31,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.732,0.153,0.31,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.732,0.159,0.314,0.0,0.0,0.0,0.0,0.0778,0,0,0,0
1.0,0.732,0.162,0.315,0.0,0.0,0.0,0.0,0.0778,0,0,0,0
1.0,0.732,0.162,0.315,0.0,0.0,0.0,0.0,0.0778,0,0,0,0
1.0,0.732,0.162,0.315,0.0,0.0,0.0,0.0,0.0778,0,0,0,0
1.0,0.751,0.176,0.338,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.758,0.181,0.347,0.0,0.0,0.0,0.0,0.389,0,0,0,0
1.0,0.758,0.181,0.347,0.0,0.0,0.0,0.0,0.0778,0,0,0,0
1.0,0.758,0.181,0.347,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.873,0.288,0.544,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.915,0.327,0.616,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.915,0.327,0.616,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.915,0.327,0.616,0.0,0.0,0.0,0.0,0.0778,0,0,0,0
1.0,0.958,0.382,0.763,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.756,0.873,0.308,0.629,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.836,0.273,0.561,0.0,0.0,0.0,0.0,0.311,0,0,0,0
0.422,0.735,0.179,0.373,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.704,0.179,0.347,0.248,0.733,0.0,0.0,0.0778,0,0,0,0
0.333,0.705,0.191,0.362,0.212,1.0,0.0,0.0,0.0,0,0,0,0
