Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,3.4154224711599284,0.6232970308563159,0.0,0.05692370785266547,0.010388283847605265,0.0,0.03616425466444593,3.379258216495482,0.0,0.0,0.0,0.0,0.6232970308563159,0,1,0,0,Off,3.0867318565191044,0.43983546808019136,On,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.01666095591409431,0,On,0.01666095591409431,0.0,On,0.04791094294154486,0,On,0.20955066655230367,0.15716299991422772,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,11558.724622222222,Off,0.0,0,48.12333372675617,51.666666666666686,46.10666666666668,0.0,51.78677186860168,0.36537880710905074,1002.3428800939397,0.0,75.19270894805652,49.540803345222024,51.78677186860168,48.4178190835322,12.43753247303448,17.768195272336847,-0.06513806099652442,-2.8,2.8,9.236100170605994,-1760.0501540309365,80.70605999281004,-2668.113634178286,-0.0,-0.0,928.7297112789082,0.0,3.0,0.13677830891187187,0.0,0,3.540107780583398,197.99884266666666,-20.66623113155883,0.23266592965376492,8.341647079005192,0.0028797347803791473,-23.556407299207336,1.2277126644703835,0,0,80.70605999281004
2025-01-01 00:01:00,3.4154224711599284,0.6232970308563159,0.0,0.05692370785266547,0.010388283847605265,0.0,0.03616425466444593,3.379258216495482,0.0,0.0,0.0,0.0,0.6232970308563159,0,1,0,0,Off,3.0867318565191044,0.43983546808019136,On,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.01666095591409431,0,On,0.01666095591409431,0.0,On,0.04791094294154486,0,On,0.20955066655230367,0.15716299991422772,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,11558.724622222222,Off,0.0,0,48.19679287252809,51.666666666666686,46.10666666666668,0.0,51.76308324589938,0.36559890118363886,1002.3428800939397,0.0,75.30748886332515,49.43335535849146,51.76308324589938,48.268491414787505,12.43753247303448,17.61507514471684,-0.2182581886165309,-2.669745484171918,2.8,9.236100170605994,-1726.8976599437387,79.21088283664511,-2630.5981007007463,-0.0,-0.0,928.7297112789082,0.0,3.0,0.13624889590615122,0.0,0,3.526405468311784,197.99884266666666,-25.02927052190074,0.23559140390759434,8.291953301119602,0.0028795099295435738,-22.576735760814728,1.2319475550334655,0,0,79.21088283664511
2025-01-01 00:02:00,3.4971532403906975,0.6232970308563159,0.48036224356808405,0.05828588733984496,0.010388283847605265,0.008006037392801401,0.03616425466444593,3.379258216495482,0.08173076923076923,0.0,0.48036224356808405,0.0,0.6232970308563159,0,1,0,0,Off,3.0867318565191044,0.43983546808019136,On,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.01666095591409431,0,On,0.01666095591409431,0.0,On,0.04791094294154486,0,On,0.20955066655230367,0.15716299991422772,On,On,11640.455391452992,18.33333333333337,0.8210470437277401,0.0,14.078029645832457,0.08173076923076923,1,11558.724622222222,11558.724622222222,Off,0.0,0,48.26267497672161,51.666666666666686,46.10666666666668,0.0,51.73935735525856,0.3658196074631534,1002.3428800939398,0.0,75.41042965112752,49.32589592631915,51.73935735525856,48.11916521184945,12.43753247303448,17.466949782207355,-0.3663835511260167,-2.542012096372415,2.8,9.236100170605994,7617.061704458361,2405.9690923695894,-2594.4998046268342,-0.0,-0.0,928.7297112789082,0.0,3.0,0.13573635584910368,0.0,0,3.513139863127385,197.99884266666666,-29.532515356106217,0.2377873689592417,8.221569693573272,0.002879295170670271,-21.630270921797603,1.2325756295164312,0,0,77.87801407899089
2025-01-01 00:03:00,3.4971532403906975,0.6232970308563159,0.48036224356808405,0.05828588733984496,0.010388283847605265,0.008006037392801401,0.03616425466444593,3.379258216495482,0.08173076923076923,0.0,0.48036224356808405,0.0,0.6232970308563159,0,1,0,0,Off,3.0867318565191044,0.43983546808019136,On,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.01666095591409431,0,On,0.01666095591409431,0.0,On,0.04791094294154486,0,On,0.20955066655230367,0.15716299991422772,On,On,11640.455391452992,18.33333333333337,0.8210470437277401,0.0,14.078029645832457,0.08173076923076923,1,11558.724622222222,11558.724622222222,Off,0.0,0,47.612814016014454,51.666666666666686,46.10666666666668,0.0,51.71559546589813,0.36604091585710335,1002.3428800939398,0.0,74.39502190002258,49.21842622926045,51.71559546589813,47.969841610941614,12.43753247303448,17.791793925951566,-0.04153940738180495,-2.2993414037365514,2.8,9.236100170605994,7524.316682492822,2403.3151613667665,-2673.9135327543922,-0.0,-0.0,928.7297112789082,0.0,3.0,0.13685986379380116,0.0,0,3.542218590947696,197.99884266666666,-42.86380919408771,0.23294684239144228,8.374757791078421,0.0028790895197916824,-23.41157976944021,1.231199579257013,0,0,75.22408307616796
2025-01-01 00:04:00,3.4971532403906975,0.6232970308563159,0.48036224356808405,0.05828588733984496,0.010388283847605265,0.008006037392801401,0.03616425466444593,3.379258216495482,0.08173076923076923,0.0,0.48036224356808405,0.0,0.6232970308563159,0,1,0,0,Off,3.0867318565191044,0.43983546808019136,On,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.01666095591409431,0,On,0.01666095591409431,0.0,On,0.04791094294154486,0,On,0.20955066655230367,0.15716299991422772,On,On,11640.455391452992,18.33333333333337,0.8210470437277401,0.0,14.078029645832457,0.08173076923076923,1,11558.724622222222,11558.724622222222,Off,0.0,0,46.981910223222364,51.666666666666686,46.10666666666668,0.0,51.69191674940949,0.366261716137877,1002.3428800939396,0.0,73.40923472378495,49.11105778502316,51.69191674940949,47.82062830283001,12.43753247303448,18.104211338997832,0.0,-2.0611601658520193,2.8,9.236100170605994,7438.709193577109,2400.8555372457204,-2751.1507835119414,-0.0,-0.0,928.7297112789082,0.0,3.0,0.13793859159462402,0.0,0,3.5701383152899906,197.99884266666666,-51.23404735225226,0.22839362893972492,8.521635587110499,0.002878866684256363,-25.109377847856592,1.229879083227471,0,0,72.76445895512177
2025-01-01 00:05:00,3.4971532403906975,0.6232970308563159,0.48036224356808405,0.05828588733984496,0.010388283847605265,0.008006037392801401,0.03616425466444593,3.379258216495482,0.08173076923076923,0.0,0.48036224356808405,0.0,0.6232970308563159,0,1,0,0,Off,3.0867318565191044,0.43983546808019136,On,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.01666095591409431,0,On,0.01666095591409431,0.0,On,0.04791094294154486,0,On,0.20955066655230367,0.15716299991422772,On,On,11640.455391452992,18.33333333333337,0.8210470437277401,0.0,14.078029645832457,0.08173076923076923,1,11558.724622222222,11558.724622222222,Off,0.0,0,46.36877716944684,51.666666666666686,46.10666666666668,0.0,51.668318055022645,0.3664820354146011,1002.3428800939398,0.0,72.45121432726069,49.00378763994975,51.668318055022645,47.6715224324133,12.43753247303448,18.404983082473333,0.0,-1.8272463136078962,2.8,9.236100170605994,7357.703434879254,2398.4710203039267,-2826.303867415975,-0.0,-0.0,928.7297112789082,0.0,3.0,0.13897538911547283,0.0,0,3.596972796573213,197.99884266666666,-57.086722146072944,0.22410242158519747,8.662075545956537,0.0028786274321756624,-26.728662215637115,1.2286105020271056,0,0,70.37994201332825
2025-01-01 00:06:00,3.4154224711599284,0.6232970308563159,0.0,0.05692370785266547,0.010388283847605265,0.0,0.03616425466444593,3.379258216495482,0.0,0.0,0.0,0.0,0.6232970308563159,0,1,0,0,Off,3.0867318565191044,0.43983546808019136,On,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.01666095591409431,0,On,0.01666095591409431,0.0,On,0.04791094294154486,0,On,0.20955066655230367,0.15716299991422772,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,11558.724622222222,Off,0.0,0,45.77247028717109,51.666666666666686,46.10666666666668,0.0,51.64479642955479,0.3667018990905587,1002.3428800939399,0.0,71.51948482370483,48.896613025236434,51.64479642955479,47.52252132307726,12.43753247303448,18.69473057462411,0.0,-1.5974194006899314,2.8,9.236100170605994,-2032.7172296146136,68.08561902218415,-2899.437086396995,-0.0,-0.0,928.7297112789082,0.0,3.0,0.13997254753596464,0.0,0,3.6227813353023453,197.99884266666666,-62.009854496527055,0.22005206796451485,8.796483208435308,0.002878372487946347,-28.2734969400276,1.227390909286676,0,0,68.08561902218415
2025-01-01 00:07:00,3.4154224711599284,0.6232970308563159,0.0,0.05692370785266547,0.010388283847605265,0.0,0.03616425466444593,3.379258216495482,0.0,0.0,0.0,0.0,0.6232970308563159,0,1,0,0,Off,3.0867318565191044,0.43983546808019136,On,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.01666095591409431,0,On,0.01666095591409431,0.0,On,0.04791094294154486,0,On,0.20955066655230367,0.15716299991422772,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,11558.724622222222,Off,0.0,0,45.900740247734284,51.666666666666686,46.10666666666668,0.0,51.62134907713906,0.36692133122873877,1002.3428800939399,0.0,71.71990663708482,48.78953131924962,51.62134907713906,47.3736224403049,12.43753247303448,18.505752105108826,0.0,-1.4888331758768505,2.8,9.236100170605994,-1980.7095730123347,67.23514332120564,-2851.6566607842456,-0.0,-0.0,928.7297112789082,0.0,3.0,0.13932236724087604,0.0,0,3.6059533138146094,197.99884266666666,-57.78262350699708,0.22265077279942685,8.708189486109323,0.0028781025407564214,-27.073208954361377,1.228186397780598,0,0,67.23514332120564
2025-01-01 00:08:00,3.4154224711599284,0.6232970308563159,0.0,0.05692370785266547,0.010388283847605265,0.0,0.03616425466444593,3.379258216495482,0.0,0.0,0.0,0.0,0.6232970308563159,0,1,0,0,Off,3.0867318565191044,0.43983546808019136,On,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.01666095591409431,0,On,0.01666095591409431,0.0,On,0.04791094294154486,0,On,0.20955066655230367,0.15716299991422772,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,11558.724622222222,Off,0.0,0,46.01816033594514,51.666666666666686,46.10666666666668,0.0,51.597855368713525,0.3671414607407952,1002.3428800939398,0.0,71.90337552491428,48.68242962791794,51.597855368713525,47.224716757520156,12.43753247303448,18.323922609224663,0.0,-1.3818087601851607,2.8,9.236100170605994,-1931.7700054824663,66.3236991204361,-2805.9728939215734,-0.0,-0.0,928.7297112789082,0.0,3.0,0.13869613230007755,0.0,0,3.5897450480155175,197.99884266666666,-54.526822839800914,0.22518393532449174,8.622904808517099,0.0028778442209903186,-25.918924373747615,1.2289527659627217,0,0,66.3236991204361
2025-01-01 00:09:00,3.4154224711599284,0.6232970308563159,0.0,0.05692370785266547,0.010388283847605265,0.0,0.03616425466444593,3.379258216495482,0.0,0.0,0.0,0.0,0.6232970308563159,0,1,0,0,Off,3.0867318565191044,0.43983546808019136,On,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.01666095591409431,0,On,0.01666095591409431,0.0,On,0.04791094294154486,0,On,0.20955066655230367,0.15716299991422772,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,11558.724622222222,Off,0.0,0,46.12534252156125,51.666666666666686,46.10666666666668,0.0,51.5743171185538,0.36736227263490445,1002.3428800939398,0.0,72.07084768993946,48.57530964172638,51.5743171185538,47.07580590331268,12.43753247303448,18.148839376952534,0.0,-1.2763491398162563,2.8,9.236100170605994,-1884.951134689551,65.4691159635919,-2762.252681796108,-0.0,-0.0,928.7297112789082,0.0,3.0,0.13809253771314933,0.0,0,3.57412276177363,197.99884266666666,-51.42816417235134,0.22765393340726453,8.541085766739219,0.002877597069080955,-24.808147062998557,1.2296916032206682,0,0,65.4691159635919
