Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,1.8527171311545279,0.3942925109905605,0.22258610231363435,1.8527171311545279,0.3942925109905605,0.22258610231363438,0.02306529622164075,1.7969595272405792,0.032692307692307694,0.030441204886400744,0.19214489742723362,0.0,0.3942925109905605,0.0,1.0,0.0,0.0,1.5433659282595522,0.21991773404009568,0.03506475048252919,0.02629856286189688,0.0,0.0,0.00284234283625731,0.0,0.010111476692691718,0.0,0.010111476692691718,0.0,0.02109389638040712,0.0,0.19743495211809067,0.14807621408856797,4656.182156581197,18.33333333333337,0.328418817491096,0.0,5.631211858332983,0.032692307692307694,0.4,4623.489848888888,11558.724622222222,703.3706666666666,0.0,48.62551160187277,51.66666666666668,46.10666666666668,0.0,51.68018801028377,0.09173092374160195,250.58572002348495,703.3706666666666,75.97736187792621,50.09271644953595,51.685368943623985,49.29379973582182,12.43753247303448,18.03594027158619,-0.07285659932453245,0.9300456372311958,2.8,9.236100170605994,1609.386462351458,512.2827680860838,-2734.8180724373055,0.0,0.0,669.1916915361076,0.0,3.0,0.13770168707177985,0.0,0.0,3.564006732356644,197.99884266666666,-49.93288201230189,0.22873896939295685,8.478293982150298,0.0028700741114790276,-44.27373313692994,1.2301162708116626,0.0,0.0,50.241446768531105
2025-01-01 01:00:00,0.2814172492124856,0.16949387721346995,0.17613282264163083,0.2814172492124856,0.16949387721346995,0.17613282264163083,0.01679097965051817,0.23465832084401875,0.02996794871794872,0.0,0.17613282264163083,0.0,0.16949387721346995,0.0,1.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.002629167123538011,0.0,0.007080906263490081,0.0,0.007080906263490081,0.0,0.008666484559392073,0.0,0.1918037045641607,0.1438527784231205,4268.166976866097,18.33333333333337,0.3010505827001714,0.0,5.161944203471901,0.02996794871794872,0.36666666666666664,4238.199028148148,11558.724622222222,0.0,0.0,50.74441891899785,51.66666666666668,46.10666666666668,0.0,51.530342053893804,0.0,0.0,0.0,79.28815456093413,51.561447845181554,51.57700074082545,51.530342053893804,12.43753247303448,18.027219086237853,-0.07672111586494144,2.5535022437235515,2.5,9.236100170605994,1255.5001089598034,-1241.1783263419215,-2544.7466363021044,0.0,0.0,436.02188384171234,0.0,3.0,0.12583417817366158,0.0,0.0,3.256850861512823,197.99884266666666,-50.30872007268231,0.22663069917278636,8.441762159507613,0.0028418370946480093,-31.400759247513456,1.2302337144888789,0.0,0.0,44.12432656811127
2025-01-01 02:00:00,0.2832649894247814,0.16883641314192255,0.19214489742723362,0.2832649894247814,0.16883641314192255,0.19214489742723362,0.01679097965051817,0.2337817020819555,0.032692307692307694,0.0,0.19214489742723362,0.0,0.16883641314192255,0.0,1.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.002629167123538011,0.0,0.007080906263490081,0.0,0.007080906263490081,0.0,0.008666484559392073,0.0,0.1918037045641607,0.1438527784231205,4656.182156581197,18.33333333333337,0.328418817491096,0.0,5.631211858332983,0.032692307692307694,0.4,4623.489848888888,11558.724622222222,0.0,0.0,50.067494780283546,51.66666666666668,46.10666666666668,0.0,51.05195683417624,0.0,0.0,0.0,78.23046059419303,51.09005268074905,51.10910060403546,51.05195683417624,12.43753247303448,18.002912436329275,-0.08227398361224066,1.7135804682488815,1.6500000000000001,9.236100170605994,1650.8856426875132,-1613.571872520783,-2462.885642708194,0.0,0.0,435.1452650796491,0.0,3.0,0.11501487445277969,0.0,0.0,2.976824725881426,197.99884266666666,-46.31970494889943,0.2266212689143046,8.425169527146533,0.002837363313186507,11.126313314889083,1.2303397213693048,0.0,0.0,50.250994995960426
2025-01-01 03:00:00,0.2808840740337258,0.1681789490703751,0.1841388600344322,0.2808840740337258,0.16817894907037512,0.18413886003443222,0.016648862508705307,0.23290508331989226,0.031330128205128205,0.0,0.1841388600344322,0.0,0.1681789490703751,0.0,1.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.002487049981725146,0.0,0.007080906263490081,0.0,0.007080906263490081,0.0,0.008666484559392073,0.0,0.1918037045641607,0.1438527784231205,4462.174566723647,18.33333333333337,0.3147347000956337,0.0,5.396578030902442,0.031330128205128205,0.38333333333333336,4430.8444385185185,11558.724622222222,0.0,0.0,49.342221241569824,51.66666666666668,46.10666666666668,0.0,50.59849041878879,0.0,0.0,0.0,77.09722068995285,50.625547556899704,50.639076125955164,50.59849041878879,12.43753247303448,18.018064371300646,-0.07017197783762352,1.5819631767393771,1.6500000000000001,9.236100170605994,1365.9466071512104,-842.8898506466162,-2592.7451345245067,0.0,0.0,434.12652917577304,0.0,3.0,0.12117045483071404,0.0,0.0,3.1361439787899585,197.99884266666666,-45.17444087897348,0.22663231236979564,8.43575576148051,0.002840296388113391,-42.583044916560986,1.2302733849678127,0.0,0.0,48.98220194694802
2025-01-01 04:00:00,0.2963536091178164,0.16752148499882769,0.280211308748049,0.2963536091178164,0.16752148499882769,0.28021130874804906,0.016648862508705307,0.23202846455782905,0.04767628205128205,0.0,0.280211308748049,0.0,0.16752148499882769,0.0,1.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.002487049981725146,0.0,0.007080906263490081,0.0,0.007080906263490081,0.0,0.008666484559392073,0.0,0.1918037045641607,0.1438527784231205,6790.265645014245,20.000000000000057,0.4789441088411817,0.0,8.212183960068932,0.04767628205128205,0.5833333333333334,6742.589362962963,11558.724622222222,0.0,0.0,46.3272186205938,51.66666666666668,46.10666666666668,0.0,50.13185779197866,0.0,0.0,0.0,72.3862790946778,50.17775100094973,50.20069760543527,50.13185779197866,12.43753247303448,19.562010091881763,-0.126622440439924,0.6712799333269748,0.55,9.236100170605994,2555.2023043029994,-2635.135441478596,-3252.0322065912897,0.0,0.0,433.2499104137098,0.0,3.0,0.13031649665705497,0.0,0.0,3.3728626082901396,197.99884266666666,-58.22791553081753,0.20320942702670586,9.110249627014051,0.0028055865181588016,18.36904169654694,1.2232364244803526,0.0,0.0,58.341598673401386
2025-01-01 05:00:00,0.2898269459655447,0.16752148499882769,0.24018112178404202,0.2898269459655447,0.16752148499882769,0.24018112178404205,0.01693309679233104,0.23202846455782905,0.040865384615384616,0.0,0.24018112178404202,0.0,0.16752148499882769,0.0,1.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.002771284265350877,0.0,0.007080906263490081,0.0,0.007080906263490081,0.0,0.008666484559392073,0.0,0.1918037045641607,0.1438527784231205,5820.227695726496,20.000000000000057,0.41052352186387003,0.0,7.039014822916228,0.040865384615384616,0.5,5779.362311111111,11558.724622222222,0.0,0.0,45.51678340580371,51.66666666666668,46.10666666666668,0.0,49.729818227654086,0.0,0.0,0.0,71.1199740715683,49.748963118993046,49.75853556466253,49.729818227654086,12.43753247303448,19.66969476593541,-0.08694965475089796,-0.3537969411094645,-0.25000000000000006,9.236100170605994,1644.118953023945,-1181.0432106920518,-3399.4899338742625,0.0,0.0,433.5341446973355,0.0,3.0,0.12964365414997897,0.0,0.0,3.3554480415115595,197.99884266666666,-46.10741438032442,0.20498819663680554,9.207447806642175,0.0028510979142021948,24.579953359219576,1.222138700517193,0.0,0.0,61.17417149953669
2025-01-01 06:00:00,0.33294774001031235,0.1791390365076353,0.2858429291136432,0.33294774001031235,0.17913903650763532,0.2858429291136432,0.037259992404232285,0.25482236299069544,0.040865384615384616,0.045661807329601116,0.24018112178404202,0.0,0.1791390365076353,0.0,1.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.0031265771198830407,0.0,0.017066707642174623,0.0,0.017066707642174623,0.0,0.015970314313848284,0.0,0.20554053571844444,0.15415540178883327,5820.227695726496,20.000000000000057,0.41052352186387003,0.0,7.039014822916228,0.040865384615384616,0.5,5779.362311111111,11558.724622222222,1055.056,0.0,45.4677111762613,51.66666666666668,46.10666666666668,0.0,50.221449691813014,0.29432547268906234,772.721194163923,1055.056,71.04329871290828,49.69009196831373,50.23635657231424,49.40950622606286,12.43753247303448,19.67552080961302,-0.07755598529966831,0.36664300725045074,0.3,9.236100170605994,1778.3719517111265,-1739.0952112018233,-3309.0950502331516,0.0,0.0,475.69336056130334,0.0,3.0,0.12995969286285025,0.0,0.0,3.363627782256286,197.99884266666666,-44.40851519822267,0.20311396527671302,9.181784182749631,0.0028260621827046395,-49.067067340639,1.2221326174132032,0.0,0.0,57.474814531149455
2025-01-01 07:00:00,0.38374478121507877,0.19229238280387845,0.24818715917684342,0.38374478121507877,0.19229238280387842,0.24818715917684345,0.05935957101267291,0.2821576460998418,0.042227564102564105,0.0,0.24818715917684342,0.0,0.19229238280387845,0.0,1.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.0029134014071637428,0.0,0.028223084802754587,0.0,0.028223084802754587,0.0,0.025767802361337123,0.0,0.22132509325597546,0.16599381994198156,6014.235285584045,20.000000000000057,0.42420763925933236,0.0,7.27364865034677,0.042227564102564105,0.5166666666666667,5972.007721481481,11558.724622222222,0.0,0.0,46.12457653956029,51.66666666666668,46.10666666666668,0.0,51.63784629616233,0.046532491387708465,127.42201972436033,0.0,72.06965084306295,50.11339763867514,51.63784629616233,49.35117330993155,12.43753247303448,19.67923457094695,-0.07805555717365689,-0.4733385490430449,-0.55,9.236100170605994,1739.6461576566885,-2130.663918283882,-3555.4399632534264,0.0,0.0,524.0233032512631,2.6653645654229776,3.0,0.13325302063547512,0.0,0.0,3.4488659707134377,197.99884266666666,-40.32541080838498,0.20231276305053972,9.171452902730993,0.0028154733453430907,28.03020973192427,1.2221249654475845,0.0,0.0,63.53161579818963
2025-01-01 08:00:00,0.4716709493300145,0.21329912780894553,0.2641992339624462,0.4716709493300145,0.21329912780894555,0.26419923396244627,0.09620795057546774,0.33051107567762367,0.04495192307692308,0.0,0.2641992339624462,0.0,0.21329912780894553,0.0,1.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.002202815698099415,0.0,0.04700256743868417,0.0,0.04700256743868417,0.0,0.04611223859902951,0.0,0.24845746783400174,0.18634310087550124,6402.250465299146,20.000000000000057,0.45157587405025706,0.0,7.742916305207851,0.04495192307692308,0.55,6357.298542222223,11558.724622222222,0.0,0.0,44.98554086773743,51.66666666666668,46.10666666666668,0.0,51.10951534193561,0.0,0.0,0.0,70.28990760583973,49.39619193747499,51.10951534193561,48.53953023524468,12.43753247303448,19.72737492857173,-0.07235345284459296,-1.3261639406664805,-1.4,9.236100170605994,1860.6579838009357,-2210.091257581515,-3858.271410977551,0.0,0.0,607.3258461713779,143.88443740177718,3.0,0.13811421577417488,0.0,0.0,3.5746838351858914,197.99884266666666,-10.196823632208154,0.20500923552600125,9.248076245703876,0.002860340609272692,133.75374061061493,1.222465128540047,0.0,0.0,68.56368703482148
2025-01-01 09:00:00,0.4817945705180875,0.21432299100056917,0.2862386652848443,0.4817945705180875,0.21432299100056917,0.2862386652848444,0.09922869347708314,0.34033831293844025,0.042227564102564105,0.038051506108000926,0.24818715917684342,0.0,0.21432299100056917,0.0,1.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0017764642726608186,0.0,0.048726114602211164,0.0,0.048726114602211164,0.0,0.05457432493768122,0.0,0.2498226187561666,0.18736696406712489,6014.235285584045,20.000000000000057,0.42420763925933236,0.0,7.27364865034677,0.042227564102564105,0.5166666666666667,5972.007721481481,11558.724622222222,879.2133333333333,0.0,45.16600101824007,51.66666666666668,46.10666666666668,0.0,51.01112043993716,0.09598339600421231,254.84403944872065,879.2133333333333,70.5718765910001,49.456830167588805,51.01199274836675,48.67881272298504,12.43753247303448,19.69330711692562,-0.07413400359900812,-0.9759490601088125,-0.85,9.236100170605994,1797.8350965244647,-1233.316522811375,-3686.9920106469667,0.0,0.0,620.0782657692583,441.9815332995351,3.0,0.13587280237653798,0.0,0.0,3.5166713837116537,197.99884266666666,53.36061293493591,0.2130639948891281,9.355511362215424,0.002965533572462877,230.2707102777391,1.2231431884865,0.0,0.0,63.79606182628966
