Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.5280027377310996,0.3993884130422889,0.8084125000000001,0.025466712295518328,0.006656473550704815,0.013473541666666668,0.025667216933984483,0.0,0.5391876041304481,0.9431479166666669,0.020000000000000004,0.8084125000000001,0.0,0.0,0.39355507970895554,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005773848684210526,0.0,On,0.000399390229144878,0.0,On,0.01949397802062908,0,On,0.014447497851840603,0,On,0.46394899839244724,0.34796174879433533,On,On,14655.432953462747,20.61111111111117,0.8,5241.5029320928115,23.69223496111111,0.9431479166666669,1,18953.78796888889,18953.78796888889,Off,0.0,21.61111111111117,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3072.557528888889,Off,0.0,0.0,35.953806329071604,51.666666666666686,46.10666666666668,0.0,51.84313248758419,0.0,0.0,0.0,35.953806329071604,51.18404157630067,51.84313248758419,50.85449612065892,12.43753247303448,20.307205712030296,0.0,7.992247231801512,-0.5946522910537884,-2.372574918417466,2.8,9.236100170605994,12056.579436861328,2329.4203189447876,2480.2667163910614,1829.8879014863833,-3275.7769820169924,-0.0,-0.0,664.3776196214058,0.0,2.0,0.14357533563539168,0.0,0.0,0.6893177665635575,131.99922844444444,12.545845794168372,0.18556657148904362,9.302199129112687,0.0026903220689540683,-40.61764221343071,1.2172295430462927,0.42937331180907173,-2905.4142499716577,-6.6683631763664035,0.5436834545663999,2405.2435871897515,75.02312920130997,0.3136545449433881,2114.345844365897,-284.4579428795138
2025-01-01 00:01:00,1.5280027377310996,0.3993884130422889,0.8084125000000001,0.025466712295518328,0.006656473550704815,0.013473541666666668,0.025667216933984483,0.0,0.5391876041304481,0.9431479166666669,0.020000000000000004,0.8084125000000001,0.0,0.0,0.39355507970895554,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005773848684210526,0.0,On,0.000399390229144878,0.0,On,0.01949397802062908,0,On,0.014447497851840603,0,On,0.46394899839244724,0.34796174879433533,On,On,14655.432953462747,20.61111111111117,0.8,5241.5029320928115,23.69223496111111,0.9431479166666669,1,18953.78796888889,18953.78796888889,Off,0.0,21.61111111111117,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3072.557528888889,Off,0.0,0.0,35.85200989991073,51.666666666666686,46.10666666666668,0.0,51.83977835032867,0.0,0.0,0.0,35.85200989991073,51.181014087000165,51.83977835032867,50.85163195533591,12.43753247303448,20.391656915383614,0.0,8.130399713535596,-0.3792631025437617,-2.3084668131220853,2.8,9.236100170605994,12009.014612832589,2245.08467391831,2323.9279846717536,1794.7067428672472,-3300.8687454877777,-0.0,-0.0,664.3776196214058,0.0,2.0,0.14398055957611341,0.0,0.0,0.6912632822089866,131.99922844444444,-9.92721476378577,0.1851352333170289,9.364472322675997,0.0026902495310856356,-41.01575120975588,1.2204340647450038,0.4298899431952081,-2986.3088013337756,-10.109456840725569,0.5436834545663999,2252.6319439357303,71.29604073602312,0.3130599787265294,2084.182666443596,-289.47592357634915
2025-01-01 00:02:00,1.5280027377310996,0.3993884130422889,0.8084125000000001,0.025466712295518328,0.006656473550704815,0.013473541666666668,0.025667216933984483,0.0,0.5391876041304481,0.9431479166666669,0.020000000000000004,0.8084125000000001,0.0,0.0,0.39355507970895554,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005773848684210526,0.0,On,0.000399390229144878,0.0,On,0.01949397802062908,0,On,0.014447497851840603,0,On,0.46394899839244724,0.34796174879433533,On,On,14655.432953462747,20.61111111111117,0.8,5241.5029320928115,23.69223496111111,0.9431479166666669,1,18953.78796888889,18953.78796888889,Off,0.0,21.61111111111117,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3072.557528888889,Off,0.0,0.0,35.75273295154107,51.666666666666686,46.10666666666668,0.0,51.836433468071355,0.0,0.0,0.0,35.75273295154107,51.17799516946524,51.836433468071355,50.84877602016219,12.43753247303448,20.473951303624485,0.0,8.261277439885458,-0.1760929646343743,-2.246580493741227,2.8,9.236100170605994,11962.280232187051,2165.1894898516293,2176.745450311197,1762.906460936746,-3325.3931803388436,-0.0,-0.0,664.3776196214058,0.0,2.0,0.14437489979898926,0.0,0.0,0.693156544171398,131.99922844444444,-32.13716055825594,0.18419202951402608,9.401745995949863,0.0026901764745770576,-41.40185592042829,1.220092065816658,0.43037879805297796,-3063.1111774552614,-13.202264785920807,0.5436834545663999,2108.677974746352,68.06747556484511,0.3124849451597383,2055.152035183093,-292.24557424634725
2025-01-01 00:03:00,1.5280027377310996,0.3993884130422889,0.8084125000000001,0.025466712295518328,0.006656473550704815,0.013473541666666668,0.025667216933984483,0.0,0.5391876041304481,0.9431479166666669,0.020000000000000004,0.8084125000000001,0.0,0.0,0.39355507970895554,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005773848684210526,0.0,On,0.000399390229144878,0.0,On,0.01949397802062908,0,On,0.014447497851840603,0,On,0.46394899839244724,0.34796174879433533,On,On,14655.432953462747,20.61111111111117,0.8,5241.5029320928115,23.69223496111111,0.9431479166666669,1,18953.78796888889,18953.78796888889,Off,0.0,21.61111111111117,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3072.557528888889,Off,0.0,0.0,35.65587774411825,51.666666666666686,46.10666666666668,0.0,51.833097612910905,0.0,0.0,0.0,35.65587774411825,51.17498461154311,51.833097612910905,50.84592811085921,12.43753247303448,20.554172668120344,0.0,8.385331476587067,0.015577188477392326,-2.186685868112993,2.8,9.236100170605994,11916.335724428785,2089.39543978813,2037.8541442070393,1731.9957353545806,-3349.369554769624,-0.0,-0.0,664.3776196214058,0.0,2.0,0.1447588009395621,0.0,0.0,0.6949996871849926,131.99922844444444,-54.105293885742825,0.1832776065924186,9.43783961941677,0.002690102709674867,-41.77634760492859,1.2197588683064298,0.430841652992204,-3136.0594572643126,-16.04803504036891,0.5436834545663999,1972.8721934465402,64.98195076049916,0.31192740851818307,2027.1374645596984,-295.1417292051179
2025-01-01 00:04:00,1.5280027377310996,0.3993884130422889,0.8084125000000001,0.025466712295518328,0.006656473550704815,0.013473541666666668,0.025667216933984483,0.0,0.5391876041304481,0.9431479166666669,0.020000000000000004,0.8084125000000001,0.0,0.0,0.39355507970895554,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005773848684210526,0.0,On,0.000399390229144878,0.0,On,0.01949397802062908,0,On,0.014447497851840603,0,On,0.46394899839244724,0.34796174879433533,On,On,14655.432953462747,20.61111111111117,0.8,5241.5029320928115,23.69223496111111,0.9431479166666669,1,18953.78796888889,18953.78796888889,Off,0.0,21.61111111111117,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3072.557528888889,Off,0.0,0.0,35.561353436546604,51.666666666666686,46.10666666666668,0.0,51.829770565785424,0.0,0.0,0.0,35.561353436546604,51.171982209311125,51.829770565785424,50.843088031073975,12.43753247303448,20.632398879386642,0.0,8.502966012606333,0.19640746410804583,-2.128649676719116,2.8,9.236100170605994,11878.255199833187,2017.4540146017853,1906.8033036557654,1702.6647417568288,-3372.8158061622494,-0.0,-0.0,664.3776196214058,0.0,2.0,0.14513267585274628,0.0,0.0,0.6967946934023888,131.99922844444444,-68.73956708871407,0.18239066510309743,9.473544222016631,0.002690028257215559,-42.13967967456202,1.2194341347098907,0.4312800974431626,-3205.3676700531123,-18.68124743791401,0.5436834545663999,1844.7468882491212,62.05641540664409,0.311386219059252,2000.0690534482117,-297.4043116913826
2025-01-01 00:05:00,1.5280027377310996,0.3993884130422889,0.8084125000000001,0.025466712295518328,0.006656473550704815,0.013473541666666668,0.025667216933984483,0.0,0.5391876041304481,0.9431479166666669,0.020000000000000004,0.8084125000000001,0.0,0.0,0.39355507970895554,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005773848684210526,0.0,On,0.000399390229144878,0.0,On,0.01949397802062908,0,On,0.014447497851840603,0,On,0.46394899839244724,0.34796174879433533,On,On,14655.432953462747,20.61111111111117,0.8,5241.5029320928115,23.69223496111111,0.9431479166666669,1,18953.78796888889,18953.78796888889,Off,0.0,21.61111111111117,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3072.557528888889,Off,0.0,0.0,35.46899842736676,51.666666666666686,46.10666666666668,0.0,51.82645211584861,0.0,0.0,0.0,35.46899842736676,51.16898776649593,51.82645211584861,50.84025559181959,12.43753247303448,20.70876863190083,0.0,8.614549566681026,0.3670220073524274,-2.072323405137726,2.8,9.236100170605994,11847.09284765381,1949.1394160386712,1783.1410658330292,1674.6966742091133,-3395.768583751808,-0.0,-0.0,664.3776196214058,0.0,2.0,0.1454972243777635,0.0,0.0,0.6985449228130102,131.99922844444444,-76.94914167853281,0.18152925884712026,9.508195010143865,0.002689953137238536,-42.49261013761944,1.2191172762434248,0.4316955772988213,-3271.2318673263253,-21.131648727815023,0.5436834545663999,1723.859828004,59.281237829029095,0.31086007371261715,1973.8707200656195,-299.1740458565061
2025-01-01 00:06:00,1.5280027377310996,0.3993884130422889,0.8084125000000001,0.025466712295518328,0.006656473550704815,0.013473541666666668,0.025667216933984483,0.0,0.5391876041304481,0.9431479166666669,0.020000000000000004,0.8084125000000001,0.0,0.0,0.39355507970895554,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005773848684210526,0.0,On,0.000399390229144878,0.0,On,0.01949397802062908,0,On,0.014447497851840603,0,On,0.46394899839244724,0.34796174879433533,On,On,14655.432953462747,20.61111111111117,0.8,5241.5029320928115,23.69223496111111,0.9431479166666669,1,18953.78796888889,18953.78796888889,Off,0.0,21.61111111111117,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3072.557528888889,Off,0.0,0.0,35.37866866994513,51.666666666666686,46.10666666666668,0.0,51.823142066867355,0.0,0.0,0.0,35.37866866994513,51.166001100431814,51.823142066867355,50.837430617214046,12.43753247303448,20.783405545919486,0.0,8.720420818608938,0.5280094093652008,-2.0175743762587777,2.8,9.236100170605994,11818.616599719116,1884.2474852340106,1666.4428467969456,1647.9807373222307,-3418.2605695605766,-0.0,-0.0,664.3776196214058,0.0,2.0,0.1458530701261347,0.0,0.0,0.7002533694304103,131.99922844444444,-82.93340380445858,0.1806916550664887,9.541860724862758,0.0026898773684249162,-42.83581489275508,1.2188077681541476,0.4320894181206286,-3333.833141623257,-23.422305235543973,0.5436834545663999,1609.7939729148004,56.648873882145054,0.31034780655817423,1948.4746523538336,-300.4939150316028
2025-01-01 00:07:00,0.5848548210644327,0.3993884130422889,0.0,0.009747580351073877,0.006656473550704815,0.0,0.025667216933984483,0.0,0.5391876041304481,0.0,0.020000000000000004,0.0,0.0,0.0,0.39355507970895554,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005773848684210526,0.0,On,0.000399390229144878,0.0,On,0.01949397802062908,0,On,0.014447497851840603,0,On,0.46394899839244724,0.34796174879433533,On,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,18953.78796888889,Off,0.0,21.61111111111117,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3072.557528888889,Off,0.0,0.0,35.29027157486471,51.666666666666686,46.10666666666668,0.0,51.81984023563437,0.0,0.0,0.0,35.29027157486471,51.163022040582504,51.81984023563437,50.83461294305658,12.43753247303448,20.856389027942516,0.0,8.820893071590739,0.6799246787598353,-1.9642814080476783,2.8,9.236100170605994,-2864.305532165674,-3418.911588836623,1556.3081089511907,1622.4115435363615,-3440.311575616119,-0.0,-0.0,664.3776196214058,0.0,2.0,0.14620062246191684,0.0,0.0,0.7019219986472954,131.99922844444444,-88.37157617096071,0.17987665007619877,9.575339557279015,0.0026898009682445653,-43.169741185667476,1.2185052702594708,0.4324628429799842,-3393.339912623907,-25.571676212716362,0.5436834545663999,1502.1560777257703,54.15203122542041,0.309848349809401,1923.8191574801688,-301.40761394380735
2025-01-01 00:08:00,0.5848548210644327,0.3993884130422889,0.0,0.009747580351073877,0.006656473550704815,0.0,0.025667216933984483,0.0,0.5391876041304481,0.0,0.020000000000000004,0.0,0.0,0.0,0.39355507970895554,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005773848684210526,0.0,On,0.000399390229144878,0.0,On,0.01949397802062908,0,On,0.014447497851840603,0,On,0.46394899839244724,0.34796174879433533,On,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,18953.78796888889,Off,0.0,21.61111111111117,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3072.557528888889,Off,0.0,0.0,35.362925621066076,51.666666666666686,46.10666666666668,0.0,51.816546447315666,0.0,0.0,0.0,35.362925621066076,51.16005042420822,51.816546447315666,50.83180241265451,12.43753247303448,20.79096173561332,0.0,8.680220759488048,0.8232910421839474,-1.9123340505232436,2.8,9.236100170605994,-2836.4107698019425,-3329.590293199375,1452.3591755938153,1597.8927383388627,-3420.5409462691605,-0.0,-0.0,664.3776196214058,0.0,2.0,0.14588907201916185,0.0,0.0,0.7004262176733465,131.99922844444444,-80.24744315418776,0.18059735535742186,9.545660823610698,0.0026897239533727004,-42.80293192183714,1.2187765497508116,0.4319399162796748,-3310.05052288702,-19.53977031235444,0.5436834545663999,1400.5754159439075,51.78375964990778,0.3093607279201175,1899.8482023055906,-301.95546396672796
2025-01-01 00:09:00,0.5848548210644327,0.3993884130422889,0.0,0.009747580351073877,0.006656473550704815,0.0,0.025667216933984483,0.0,0.5391876041304481,0.0,0.020000000000000004,0.0,0.0,0.0,0.39355507970895554,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.005773848684210526,0.0,On,0.000399390229144878,0.0,On,0.01949397802062908,0,On,0.014447497851840603,0,On,0.46394899839244724,0.34796174879433533,On,Off,0.0,20.61111111111117,0.0,0.0,0.0,0.0,0,0.0,18953.78796888889,Off,0.0,21.61111111111117,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3072.557528888889,Off,0.0,0.0,35.433431664181356,51.666666666666686,46.10666666666668,0.0,51.81324614068202,0.0,0.0,0.0,35.433431664181356,51.157072690001925,51.81324614068202,50.82898596466189,12.43753247303448,20.727374449757033,0.0,8.548033556627567,0.9586016779443731,-1.8616317260965742,2.8,9.236100170605994,-2810.610164748327,-3247.043920027724,1354.2399889589794,1574.3365053247787,-3401.369937341814,-0.0,-0.0,664.3776196214058,0.0,2.0,0.1455859709749188,0.0,0.0,0.6989710030019959,131.99922844444444,-73.61784702791908,0.181300811561839,9.516202285782398,0.0026896476098855976,-42.445561152446544,1.219040316915234,0.43144795399924984,-3231.9554118371852,-15.088508190538615,0.5436834545663999,1304.7025514979578,49.53743746102173,0.30888405063254776,1876.5109224589462,-302.1744171341677
