Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.13830483482849923,0.07249503201279203,0.0,0.0023050805804749872,0.001208250533546534,0.0,0.009435216854250583,0.0,0.07886961797424864,0.0,0.05,0.0,0.0,0.057911698679458695,0.0,0.01458333333333334,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.006331909105712571,0,On,0.0016540197349703713,0,On,0.043904085280875554,0.03292806396065666,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2032.1550844444446,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,2503.413431111111,Off,0.0,0.0,24.787727367862907,51.666666666666686,46.10666666666668,0.0,50.8109693765496,0.0,0.0,0.0,24.787727367862907,50.860346828142184,50.885035553938486,50.8109693765496,12.43753247303448,15.660550719514852,0.0,2.8,-267.98742210112584,-406.9423130908891,-0.0,-0.0,151.23116308106017,0.0,1.0,0.02428038847016941,0.0,0,0.45181993209781995,65.99961422222222,-12.276272091296914,0.26947121481423386,7.378282225438021,0.002917376124443371,8.781486651091829,1.2366440254999174
2025-01-01 00:01:00,0.13830483482849923,0.07249503201279203,0.0,0.0023050805804749872,0.001208250533546534,0.0,0.009435216854250583,0.0,0.07886961797424864,0.0,0.05,0.0,0.0,0.057911698679458695,0.0,0.01458333333333334,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.006331909105712571,0,On,0.0016540197349703713,0,On,0.043904085280875554,0.03292806396065666,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2032.1550844444446,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,2503.413431111111,Off,0.0,0.0,24.812505526444784,51.666666666666686,46.10666666666668,0.0,50.80729289311604,0.0,0.0,0.0,24.812505526444784,50.856868078275234,50.88165567085483,50.80729289311604,12.43753247303448,15.62188137929604,0.0,2.8,-267.2435547254863,-405.24393418703244,-0.0,-0.0,151.23116308106017,0.0,1.0,0.024251975245809618,0.0,0,0.45129120657447447,65.99961422222222,-13.23078361951401,0.2709344165839082,7.38145426567541,0.0029174359540336957,8.827625277772245,1.2404224603754073
2025-01-01 00:02:00,0.13830483482849923,0.07249503201279203,0.0,0.0023050805804749872,0.001208250533546534,0.0,0.009435216854250583,0.0,0.07886961797424864,0.0,0.05,0.0,0.0,0.057911698679458695,0.0,0.01458333333333334,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.006331909105712571,0,On,0.0016540197349703713,0,On,0.043904085280875554,0.03292806396065666,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2032.1550844444446,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,2503.413431111111,Off,0.0,0.0,24.836445167324715,51.666666666666686,46.10666666666668,0.0,50.803612757943846,0.0,0.0,0.0,24.836445167324715,50.85338585100131,50.87827239753005,50.803612757943846,12.43753247303448,15.584399243633737,0.0,2.8,-266.59652679939904,-403.60031054112596,-0.0,-0.0,151.23116308106017,0.0,1.0,0.024224427107391148,0.0,0,0.45077857894312723,65.99961422222222,-14.227379339333305,0.271591693275906,7.363028450490873,0.0029174959147697486,8.872219078410364,1.2405834412848997
2025-01-01 00:03:00,0.13830483482849923,0.07249503201279203,0.0,0.0023050805804749872,0.001208250533546534,0.0,0.009435216854250583,0.0,0.07886961797424864,0.0,0.05,0.0,0.0,0.057911698679458695,0.0,0.01458333333333334,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.006331909105712571,0,On,0.0016540197349703713,0,On,0.043904085280875554,0.03292806396065666,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2032.1550844444446,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,2503.413431111111,Off,0.0,0.0,24.859586076419397,51.666666666666686,46.10666666666668,0.0,50.799929095690864,0.0,0.0,0.0,24.859586076419397,50.84990026399935,50.8748858481536,50.799929095690864,12.43753247303448,15.548047934959618,0.0,2.8,-266.07018892848146,-402.0087326509991,-0.0,-0.0,151.23116308106017,0.0,1.0,0.02419770330502691,0.0,0,0.45028129091231833,65.99961422222222,-15.292619358542531,0.27223104182167257,7.345783758473871,0.0029175561705846566,8.915327792427885,1.2407396037924958
2025-01-01 00:04:00,0.13830483482849923,0.07249503201279203,0.0,0.0023050805804749872,0.001208250533546534,0.0,0.009435216854250583,0.0,0.07886961797424864,0.0,0.05,0.0,0.0,0.057911698679458695,0.0,0.01458333333333334,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.006331909105712571,0,On,0.0016540197349703713,0,On,0.043904085280875554,0.03292806396065666,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2032.1550844444446,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,2503.413431111111,Off,0.0,0.0,24.881966574545675,51.666666666666686,46.10666666666668,0.0,50.79624202510039,0.0,0.0,0.0,24.881966574545675,50.84641142936468,50.871496131496826,50.79624202510039,12.43753247303448,15.512773150243175,0.0,2.8,-264.7663360992825,-400.46660366559206,-0.0,-0.0,151.23116308106017,0.0,1.0,0.02417176454884496,0.0,0,0.44979861135917903,65.99961422222222,-15.530895514750682,0.2728532608785443,7.32856464957351,0.002917616711552279,8.957021993199742,1.2408911776854972
2025-01-01 00:05:00,0.13830483482849923,0.07249503201279203,0.0,0.0023050805804749872,0.001208250533546534,0.0,0.009435216854250583,0.0,0.07886961797424864,0.0,0.05,0.0,0.0,0.057911698679458695,0.0,0.01458333333333334,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.006331909105712571,0,On,0.0016540197349703713,0,On,0.043904085280875554,0.03292806396065666,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2032.1550844444446,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,2503.413431111111,Off,0.0,0.0,24.903600337358238,51.666666666666686,46.10666666666668,0.0,50.79255165921898,0.0,0.0,0.0,24.903600337358238,50.842919453814595,50.8681033511124,50.79255165921898,12.43753247303448,15.47855557713492,0.0,2.8,-262.8897222850512,-398.97287351700027,-0.0,-0.0,151.23116308106017,0.0,1.0,0.024146597227432752,0.0,0,0.4493302869966789,65.99961422222222,-15.148011849111187,0.2734585485955513,7.311924253892322,0.0029176775282214627,8.997326349068782,1.2410382426313478
2025-01-01 00:06:00,0.13830483482849923,0.07249503201279203,0.0,0.0023050805804749872,0.001208250533546534,0.0,0.009435216854250583,0.0,0.07886961797424864,0.0,0.05,0.0,0.0,0.057911698679458695,0.0,0.01458333333333334,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.006331909105712571,0,On,0.0016540197349703713,0,On,0.043904085280875554,0.03292806396065666,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2032.1550844444446,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,2503.413431111111,Off,0.0,0.0,24.924505200637252,51.666666666666686,46.10666666666668,0.0,50.78885810905956,0.0,0.0,0.0,24.924505200637252,50.83942444214714,50.864707608690935,50.78885810905956,12.43753247303448,15.445369993869056,0.0,2.8,-260.3917898554241,-397.52624557151773,-0.0,-0.0,151.23116308106017,0.0,1.0,0.024122183347612614,0.0,0,0.44887598300001375,65.99961422222222,-14.096707364966566,0.2740472139236397,7.295848936980871,0.0029177386113111293,9.036273350413591,1.241180903889827
2025-01-01 00:07:00,0.13830483482849923,0.07249503201279203,0.0,0.0023050805804749872,0.001208250533546534,0.0,0.009435216854250583,0.0,0.07886961797424864,0.0,0.05,0.0,0.0,0.057911698679458695,0.0,0.01458333333333334,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.006331909105712571,0,On,0.0016540197349703713,0,On,0.043904085280875554,0.03292806396065666,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2032.1550844444446,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,2503.413431111111,Off,0.0,0.0,24.94469670683176,51.666666666666686,46.10666666666668,0.0,50.78516148298311,0.0,0.0,0.0,24.94469670683176,50.835926496657265,50.86130900349435,50.78516148298311,12.43753247303448,15.41319443295663,0.0,2.8,-258.2370628988323,-396.12557666950653,-0.0,-0.0,151.23116308106017,0.0,1.0,0.024098507274790983,0.0,0,0.4484354084339291,65.99961422222222,-13.342649310386008,0.27461951611151764,7.28032685983487,0.002917799951761753,9.073891261777927,1.2413192529158794
2025-01-01 00:08:00,0.13830483482849923,0.07249503201279203,0.0,0.0023050805804749872,0.001208250533546534,0.0,0.009435216854250583,0.0,0.07886961797424864,0.0,0.05,0.0,0.0,0.057911698679458695,0.0,0.01458333333333334,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.006331909105712571,0,On,0.0016540197349703713,0,On,0.043904085280875554,0.03292806396065666,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2032.1550844444446,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,2503.413431111111,Off,0.0,0.0,24.96421380134111,51.666666666666686,46.10666666666668,0.0,50.78146188703956,0.0,0.0,0.0,24.96421380134111,50.83242571745866,50.857907632668216,50.78146188703956,12.43753247303448,15.381973692474952,0.0,2.8,-256.3092424623337,-394.7682904833109,-0.0,-0.0,151.23116308106017,0.0,1.0,0.0240755288786642,0.0,0,0.44800781653644056,65.99961422222222,-12.772115060082935,0.27517630852714675,7.265327711488757,0.0029178615407069795,9.110252130432453,1.2414535243353981
2025-01-01 00:09:00,0.13830483482849923,0.07249503201279203,0.0,0.0023050805804749872,0.001208250533546534,0.0,0.009435216854250583,0.0,0.07886961797424864,0.0,0.05,0.0,0.0,0.057911698679458695,0.0,0.01458333333333334,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.006331909105712571,0,On,0.0016540197349703713,0,On,0.043904085280875554,0.03292806396065666,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2032.1550844444446,Off,0.0,26.666666666666686,0,0.0,0.05,0.0,0.0,0,0,0,2503.413431111111,Off,0.0,0.0,24.983090568220483,51.666666666666686,46.10666666666668,0.0,50.77775942148937,0.0,0.0,0.0,24.983090568220483,50.828922199199354,50.85450358805435,50.77775942148937,12.43753247303448,15.351659468250261,0.0,2.8,-254.05866990516782,-393.4521276962061,-0.0,-0.0,151.23116308106017,0.0,1.0,0.02405321305604703,0.0,0,0.4475925540923497,65.99961422222222,-11.837705290021919,0.27571833428691866,7.250268668745493,0.002917923369763289,9.1454190040313,1.2415839233775474
