Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Grill Gas Power (therms/hour),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.7240439389709238,0.45566316320816963,0.03316815917674328,0.7240439389709238,0.4556631632081696,0.03316815917674328,0.028147996804763594,0.6458959421661601,0.0,0.05,0.032728036107376915,0.00044012306936636996,0.0,0.0,0.4410798298748363,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0661799100099244,0.04963493250744329,0.0,0.0,0.005264967105263157,0.0,0.0011035883495205887,0.0,0.021779441349979847,0.0,0.05778950233304489,0.0,0.5219265298231908,0.39144489736739296,0.00044012306936636996,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,8142.101608888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9943.9028,742.4468148148148,0.0,92.49186407450617,51.66666666666668,46.10666666666668,0.0,51.41614335371454,0.0,0.0,742.4468148148148,144.5185376164159,50.78091771953304,51.441149518413596,50.43829873774324,12.43753247303448,16.210516934971725,0.0,7.45093005128569,1.5792516001122827,-0.7714936235603531,2.8,9.236100170605994,148.06791898940892,-2268.4331428920545,453.7819057022996,870.0748789353787,-766.073167690503,0.0,-0.7193116263716667,967.5071529944115,0.0,5.0,0.043759777226696855,0.0,3.681904492163186e-05,0.5667736078098604,329.99807111111113,-52.64675468812786,0.29371044768078564,8.091853845017603,0.003279894437672675,138.44513409200897,1.2375798615037097,0.3838880933832115,-2327.2891725573304,58.856029665276054,0.27184172728319994,432.47393380171644,21.30797190058315,0.2146889091485674,1004.8759979083369,-134.80111897295825
2025-01-01 01:00:00,0.6717258910346454,0.4420337748534411,0.06820316802224356,0.6717258910346454,0.4420337748534411,0.06820316802224356,0.021833296553474366,0.599892594481171,0.0,0.05,0.0,0.00011003076734159249,0.06809313725490197,0.0,0.42745044152010775,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06452541225967628,0.04839405919475721,0.0,0.0,0.00487009457236842,0.0,0.0008180906253563872,0.0,0.016145111355749562,0.0,0.029958672454360503,0.0,0.5054085097671343,0.37905638232535055,0.00011003076734159249,936.9724991108938,15.000000000000057,0.11333333333333334,420.0444357039211,1.9956131394335512,0.0,0.16666666666666666,1357.016934814815,8142.101608888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9943.9028,0.0,0.0,93.84140144301749,51.66666666666668,46.10666666666668,0.0,50.641663373143196,0.19839949777749588,525.5462539712005,0.0,146.62718975471483,49.79333317354378,50.66309991000622,49.34773153688105,12.43753247303448,14.663794091797168,-0.04374545807954699,7.484000048998507,2.612318130263682,0.9288214544818263,2.5,9.236100170605994,1199.2144388484191,-1414.7618389965905,-22.139486121938994,239.75985942178596,-605.3611214116954,0.0,0.0,916.3453664620572,0.0,5.0,0.03825473448911329,0.0,0.0,0.4950561396994561,329.99807111111113,-48.742305312836464,0.32778781006223606,7.3988785936574955,0.0033202663225898738,151.20595761250266,1.2442504592240682,0.3015403814992885,-1884.1553524972617,49.34907779674997,0.27184172728319994,-39.94174322969912,17.802257107760127,0.1566677830469378,350.2916208188891,-110.53176139710321
2025-01-01 02:00:00,0.6638018511475962,0.440792901540755,0.21537100494287975,0.6638018511475962,0.440792901540755,0.21537100494287975,0.020731372100458,0.5930704790471382,0.0,0.05,0.06545607221475383,0.00011003076734159249,0.14980490196078433,0.0,0.4262095682074217,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06287091450942818,0.04715318588207112,0.0,0.0,0.00487009457236842,0.0,0.0007649477065921268,0.0,0.015096329821497454,0.0,0.024791054770575655,0.0,0.5054085097671343,0.37905638232535055,0.00011003076734159249,2061.339498043966,15.000000000000057,0.24933333333333335,924.0977585486265,4.390348906753813,0.0,0.36666666666666664,2985.437256592593,8142.101608888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9943.9028,1484.8936296296297,0.0,95.76511520715002,51.66666666666668,46.10666666666668,0.0,51.18420805769469,0.23114429854499435,620.7388235597903,1484.8936296296297,149.6329925111719,50.46439014088045,51.187687361073905,50.101001879094106,12.43753247303448,14.677121616279344,-0.06725486566838802,8.259161912713434,2.3909459514080753,1.1682518941365414,1.6500000000000001,9.236100170605994,2291.7063619756927,-867.3461244096427,-246.50752264172363,-19.44541011705821,-603.1511646469473,0.0,0.0,908.4213265750078,0.0,5.0,0.03534653217854332,0.0,0.0,0.4574209703913138,329.99807111111113,-74.90329799633447,0.3319282583642805,7.458952725378063,0.003365129900535856,162.1571880480082,1.2441597295623672,0.21207001599780567,-1827.202643918983,35.758760960714035,0.27184172728319994,-263.82180328714793,17.314280645424255,0.09258898014668866,94.72453705946535,-114.16994717652355
2025-01-01 03:00:00,0.6709466107610632,0.4453440612347381,0.23728167218804597,0.6709466107610632,0.44534406123473813,0.23728167218804594,0.02069333458230768,0.6002532761787553,0.0,0.05,0.07363808124159806,0.00022006153468318498,0.16342352941176472,0.0,0.4307607279014048,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061216416759180055,0.04591231256938503,0.0,0.0,0.004606846217105263,0.0,0.0007758090330548954,0.0,0.01531067933214752,0.0,0.02590563897688219,0.0,0.5131312204426932,0.3848484153320197,0.00022006153468318498,2248.7339978661453,15.000000000000057,0.272,1008.1066456894107,4.789471534640523,0.0,0.4,3256.8406435555557,8142.101608888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9943.9028,1670.5053333333335,0.0,93.26894154125371,51.66666666666668,46.10666666666668,0.0,51.19302941736835,0.5531069761712705,1495.2614161420433,1670.5053333333335,145.7327211582089,49.49832425632396,51.193342610971015,48.65065848219911,12.43753247303448,14.645616904598077,-0.06182730217534387,8.144730093261169,2.1217749244209787,1.098844278672248,1.6500000000000001,9.236100170605994,2448.3809109206913,-1098.1728892766077,-153.00900739252353,99.8673788338769,-630.6453627934427,0.0,0.0,915.0254964411857,0.0,5.0,0.037123353367663696,0.0,0.0,0.48041488867540116,329.99807111111113,-84.73322059319693,0.33695583578785554,7.496815228999444,0.0034094666952617413,138.18888790130242,1.24426245170228,0.2583378512022952,-2143.861978168204,37.5824432021856,0.27184172728319994,-170.26638201766934,17.257374625145818,0.1167367606029088,224.8835717077615,-125.01619287388462
2025-01-01 04:00:00,0.6979244152096459,0.4563308131583536,0.17649383971406218,0.6979244152096458,0.4563308131583536,0.17649383971406218,0.02508494590600794,0.6228394693036379,0.0,0.05,0.032728036107376915,0.0007702153713911474,0.14299558823529415,0.0,0.4417474798250203,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05956191900893194,0.04467143925669895,0.0,0.0,0.004606846217105263,0.0,0.0009876048990788819,0.0,0.019490494789823794,0.0,0.033842829536943876,0.0,0.529434720757762,0.39707604056832135,0.0007702153713911474,1967.6422481328768,15.000000000000057,0.23800000000000002,882.0933149782343,4.190787592810457,0.0,0.35,2849.7355631111113,8142.101608888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9943.9028,742.4468148148148,0.0,93.8428249251961,51.66666666666668,46.10666666666668,0.0,51.16981335360467,0.4289367798098259,1159.7218020653643,742.4468148148148,146.62941394561892,49.7696120194512,51.16981335360467,49.06951135237447,12.43753247303448,14.663508619234197,-0.05676608579590049,7.928097770995224,2.013923315034637,1.0446348977712971,0.55,9.236100170605994,2106.492159966417,-1158.4201467415478,-507.4003066084045,-119.99705726224495,-713.6052868586944,0.0,0.0,940.8620558677136,0.0,5.0,0.038464916913415484,0.0,0.0,0.49777611935680616,329.99807111111113,-88.40685717547882,0.3399625021011871,7.54505857203229,0.003445620254757202,147.78082627664804,1.2435741742572692,0.23409295609298747,-2079.5460625730175,39.03260085323505,0.27184172728319994,-524.5900337836346,17.18972717523004,0.11921853814222329,-1.4905201237847672,-118.50653713846019
2025-01-01 05:00:00,0.7123459046095857,0.45069966995742533,0.3038380520762157,0.7123459046095856,0.4506996699574253,0.3038380520762157,0.03904366040147827,0.6233022442081073,0.0,0.05,0.13909415345635187,0.0013203692080991098,0.16342352941176472,0.0,0.43611633662409194,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05956191900893194,0.04467143925669895,0.0,0.0,0.005133342927631578,0.0,0.0016354054416797196,0.0,0.03227491203216697,0.0,0.04181379537598455,0.0,0.5219265298231908,0.39144489736739296,0.0013203692080991098,2248.7339978661453,15.000000000000057,0.272,1008.1066456894107,4.789471534640523,0.0,0.4,3256.8406435555557,8142.101608888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9943.9028,3155.398962962963,0.0,94.19752020534995,51.66666666666668,46.10666666666668,0.0,51.5382481896825,1.0492586429413797,2858.832017339923,3155.398962962963,147.18362532085928,49.89637354413982,51.5382481896825,49.07543622136849,12.43753247303448,14.69969802867709,-0.05074782475881286,8.153763871485522,0.8331448011417166,0.11207368034894281,-0.25000000000000006,9.236100170605994,2301.2224626218585,-1186.0916054293136,-373.57351290724785,-148.78227232942575,-756.6982158063488,0.0,0.0,901.9369335241845,0.0,4.18375,0.038434081365835655,0.0,0.0,0.49737707522921626,276.1258860022222,-92.75025296212212,0.343100391175775,7.608462304762705,0.0034874531587184283,107.51702084709709,1.2427625884417177,0.2077432390319426,-2230.669267593179,36.47101647445479,0.27184172728319994,-394.39553485991354,20.82202195266568,0.09394372558629561,-8.759695741544098,-140.02257658788167
2025-01-01 06:00:00,0.7268079731591924,0.4525378573598342,0.2634258346854476,0.7268079731591924,0.4525378573598342,0.2634258346854476,0.04673157670522962,0.6300763964539627,0.0,0.05,0.0900020992952865,0.0031908922529061824,0.17023284313725492,0.0,0.43795452402650087,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06287091450942818,0.04715318588207112,0.0,0.0,0.005791463815789473,0.0,0.0019744339891247086,0.0,0.03896567890031544,0.0,0.046137031085294745,0.0,0.5210684508592398,0.39080133814442974,0.0031908922529061824,2342.431247777234,15.000000000000057,0.2833333333333333,1050.1110892598028,4.989032848583878,0.0,0.4166666666666667,3392.5423370370368,8142.101608888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9943.9028,2041.7287407407407,0.0,94.80519053815298,51.66666666666668,46.10666666666668,0.0,51.35661924065239,0.5615543728138745,1515.9894249675153,2041.7287407407407,148.13311021586404,50.122967150639276,51.35661924065239,49.50614110563272,12.43753247303448,14.696172554762946,-0.058252289025543795,7.7754517136199714,1.2526226329259167,-0.1909539902827829,0.3,9.236100170605994,2348.705571995743,-1314.0208022183092,-321.1664241112975,-47.65632079894955,-725.2385455598574,0.0,0.0,829.5870753812677,0.0,2.8675,0.03832881367962497,0.0,0.0,0.4960148016422598,189.25389378222224,-98.0742056029019,0.3447710868771988,7.626127655032864,0.0035037355502186176,13.534278399478673,1.2427657269176011,0.24530346510671341,-2404.725519901861,40.593628423749124,0.27184172728319994,-340.3352601830723,19.16883607177489,0.1091148649649921,74.80277669216733,-122.45909749111686
2025-01-01 07:00:00,0.7840185648015399,0.4722348131994732,0.1889128858859486,0.7840185648015398,0.47223481319947314,0.18891288588594857,0.060251516608234974,0.6737670481933048,0.0,0.05,0.0,0.005061415297713255,0.1838514705882353,0.0,0.45765147986613985,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0661799100099244,0.04963493250744329,0.0,0.0,0.005396591282894736,0.0,0.0026455088027171935,0.0,0.05220941652262304,0.0,0.06356507503845148,0.0,0.544022063144929,0.4080165473586966,0.005061415297713255,2529.825747599413,15.000000000000057,0.30600000000000005,1134.119976400587,5.388155476470588,0.0,0.45,3663.945724,8142.101608888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9943.9028,0.0,0.0,93.1815839798679,51.66666666666668,46.10666666666668,0.0,51.333283457655554,0.1800098941873516,488.83182355333486,0.0,145.59622496854357,49.542099889547636,51.333283457655554,48.64650810549368,12.43753247303448,14.693686708730555,-0.0562239082302104,7.618093490273899,0.8114473054362602,-0.440654108633874,-0.55,9.236100170605994,2496.122512858112,-1510.5713123858272,-467.45022796288504,-146.342343787083,-796.9256743249772,0.0,0.0,860.9360559369503,2.3992346550958055,2.5,0.0396159887411205,0.0,0.0,0.5126721886447165,164.99903555555557,-97.71361635327443,0.3449431794464604,7.626443834546382,0.003504985433092612,13.053117070886286,1.242775424938794,0.24873670375615492,-2686.486579171599,41.795290385184565,0.27184172728319994,-487.8769029645038,20.426675001618786,0.10866686719440675,-21.69727650764596,-124.64506727943703
2025-01-01 08:00:00,0.7490983962975791,0.4599609428299311,0.2418488016351129,0.749098396297579,0.4599609428299311,0.24184880163511288,0.047674732976277494,0.6514236633213015,0.0,0.05,0.032728036107376915,0.0048413537630300684,0.2042794117647059,0.0,0.44537760949659777,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06783440776017251,0.05087580582012936,0.0,0.0,0.004080349506578947,0.0,0.002102442479578767,0.0,0.04149194099011978,0.0,0.05758685065917098,0.0,0.526002404901958,0.3945018036764684,0.0048413537630300684,2810.9174973326813,15.000000000000057,0.34,1260.1333071117633,5.9868394183006535,0.0,0.5,4071.0508044444446,8142.101608888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9943.9028,742.4468148148148,0.0,93.58549467526022,51.66666666666668,46.10666666666668,0.0,51.11658155307094,0.1195655101688864,325.5093830862314,742.4468148148148,146.22733543009412,49.67353509769534,51.118049523555975,48.950543899522515,12.43753247303448,14.705625137707521,-0.047222332722981916,7.116202118207372,0.14248838252191048,-0.9495771494693881,-1.4,9.236100170605994,2659.4414646833316,-1676.2551101037293,-532.1038075572432,-191.60989905429886,-880.6816157427862,0.0,0.0,794.2774563988864,146.98484112624155,2.0,0.04135105400060104,0.0,0.0,0.5351257416743295,131.99922844444444,-65.07187330545005,0.3451882354533259,7.640052580050469,0.00350859926551179,19.62136101805747,1.2433047802085673,0.26489462413371945,-2982.7596886611054,46.37127144561269,0.27184172728319994,-554.3093671598937,22.205559602650446,0.11724296956491095,-70.5634975802605,-121.04640147403838
2025-01-01 09:00:00,0.8469720759558296,0.4866686505829057,0.4539801301246383,0.8469720759558296,0.48666865058290576,0.4539801301246382,0.0700495311563795,0.7269225447994501,0.0,0.05,0.04091004513422114,0.004511261461005292,0.4085588235294118,0.0,0.47208531724957237,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06783440776017251,0.05087580582012936,0.0,0.0,0.003290604440789473,0.0,0.003219607487177816,0.0,0.0635393192284122,0.0,0.09747545513335333,0.0,0.5616126819059242,0.421209511429443,0.004511261461005292,5621.8349946653625,18.33333333333337,0.68,2520.2666142235266,11.973678836601307,0.0,1.0,8142.101608888889,8142.101608888889,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9943.9028,928.0585185185186,0.0,91.19068129780463,51.66666666666668,46.10666666666668,0.0,51.3272076540411,0.18177820175119183,488.45332427067643,928.0585185185186,142.48543952781975,50.160468160665026,51.3272076540411,49.57709841397699,12.43753247303448,16.080727863428063,-1.6975154588099493,7.838310866897994,0.08130029734822546,-0.7303192879111566,-0.85,9.236100170605994,5509.646866908395,-493.02127408368324,-320.09675611365014,-88.49921066694716,-951.132374928839,0.0,0.0,889.6584166668594,359.31558098224434,2.0,0.04256961513178638,0.0,0.0,0.5508951928977877,131.99922844444444,-50.714169494988134,0.3175286389775542,8.311300072602679,0.0035197481780449495,60.971966546182244,1.2380140140582783,0.2657303200116715,-3047.6066694921606,34.318781184950595,0.27184172728319994,-338.8756197285157,18.778863614865568,0.1194459132368551,-20.01747925846357,-68.48173140848358
