Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:10:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,90.32037596382875,51.666666666666686,46.10666666666668,0.0,51.58696990840218,0.0,0.0,0.0,141.12558744348243,51.61205213338916,51.62459324588266,51.58696990840218,12.43753247303448,17.949297423129963,0.0,2.8,2049.6160114152285,-1710.3211919996504,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08662984411994387,0.0,0,1.209742383966298,131.99922844444444,-0.7372234079291928,0.2200652220695825,8.294252239555632,0.0027464089005166926,-2.5919175346753685,1.2306319446117848
2025-01-01 00:11:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,90.17597251928625,51.666666666666686,46.10666666666668,0.0,51.56708748100337,0.0,0.0,0.0,140.89995706138475,51.5932887497309,51.60638938409467,51.56708748100337,12.43753247303448,17.984318711012175,0.0,2.8,2043.3536580264424,-1715.6925823336267,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08670147998783644,0.0,0,1.2107427429820876,131.99922844444444,-1.6281864627384124,0.2195797126915358,8.310917609451923,0.0027463955836733323,-2.6772673920124896,1.2304839186537846
2025-01-01 00:12:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,90.03450492672039,51.666666666666686,46.10666666666668,0.0,51.547237570380155,0.0,0.0,0.0,140.6789139480006,51.57455536480994,51.588214262024835,51.547237570380155,12.43753247303448,18.018275894997686,0.0,2.8,2036.604653534309,-1720.906827585601,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08677093005405043,0.0,0,1.2117125783722102,131.99922844444444,-3.1629457028977868,0.21911003648924807,8.326986652572593,0.002746381826661774,-2.7597737018662025,1.2303404250182013
2025-01-01 00:13:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,89.89588339080007,51.666666666666686,46.10666666666668,0.0,51.5274195281607,0.0,0.0,0.0,140.4623177981251,51.55585136872496,51.570067289007085,51.5274195281607,12.43753247303448,18.051201830345075,0.0,2.8,2030.7738055766786,-1725.968418081397,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08683826230332664,0.0,0,1.2126528395095204,131.99922844444444,-3.9322031647321296,0.21865563411370137,8.342477903511853,0.0027463676440415397,-2.8395249530250277,1.2302013217360943
2025-01-01 00:14:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,89.75992216719935,51.666666666666686,46.10666666666668,0.0,51.507632725779885,0.0,0.0,0.0,140.24987838624898,51.537176170228925,51.551947892453455,51.507632725779885,12.43753247303448,18.08316515074158,0.0,2.8,2024.524154244371,-1730.8873928426167,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08690361782172816,0.0,0,1.2135654965902252,131.99922844444444,-5.262879735820164,0.21821546323165888,8.357429605188198,0.0027463530499254652,-2.916700357095885,1.2300663159456335
2025-01-01 00:15:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,89.62654121498801,51.666666666666686,46.10666666666668,0.0,51.487876575616816,0.0,0.0,0.0,140.04147064841877,51.51852921666185,51.533855537184365,51.487876575616816,12.43753247303448,18.114195133382147,0.0,2.8,2019.0798983895372,-1735.667785395425,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08696705715323833,0.0,0,1.2144513950807276,131.99922844444444,-5.926743037845668,0.2177890320285915,8.3718582722437,0.002746338057510829,-2.991378804434313,1.2299352813192546
2025-01-01 00:16:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,89.4955768115395,51.666666666666686,46.10666666666668,0.0,51.46815050770614,0.0,0.0,0.0,139.83683876803045,51.49990997199159,51.51578970413432,51.46815050770614,12.43753247303448,18.144352259881625,0.0,2.8,2013.2766987316797,-1740.318476796892,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08702870458357423,0.0,0,1.2153122705688182,131.99922844444444,-7.079251294236208,0.2173754289269612,8.38646097355895,0.002746322679596102,-3.063718282030373,1.2298079599730423
2025-01-01 00:17:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,89.36695723985044,51.666666666666686,46.10666666666668,0.0,51.448453988173085,0.0,0.0,0.0,139.6358706872663,51.4813179341982,51.49774990721077,51.448453988173085,12.43753247303448,18.173662755843772,0.0,2.8,2008.1805231265294,-1744.8431078077363,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08708861431320496,0.0,0,1.2161488799369005,131.99922844444444,-7.650795888542298,0.21697421900272354,8.399926649929446,0.002746306928172021,-3.13378948192402,1.2296842389015787
2025-01-01 00:18:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,89.24053788356034,51.666666666666686,46.10666666666668,0.0,51.42878649896263,0.0,0.0,0.0,139.43834044306303,51.462752616160394,51.47973567475928,51.42878649896263,12.43753247303448,18.20218003110409,0.0,2.8,2002.7779476042506,-1749.2495491349205,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08714689606031595,0.0,0,1.216962755344481,131.99922844444444,-8.646930083636697,0.21658460289931655,8.413612647841806,0.0027462908148714682,-3.201731977751856,1.229563890530977
2025-01-01 00:19:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,89.11625418473946,51.666666666666686,46.10666666666668,0.0,51.40914755389921,0.0,0.0,0.0,139.2441471636554,51.444213560799845,51.46174656425017,51.40914755389921,12.43753247303448,18.22992768813988,0.0,2.8,1997.9959030102104,-1753.541101132027,-0.0,-0.0,422.3558682116964,0.0,2.0,0.0872035985749245,0.0,0,1.217754577561135,131.99922844444444,-9.137422680570367,0.21620619398639138,8.426202841196938,0.0027462743506132393,-3.267609405213684,1.229446813291843
2025-01-01 00:20:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,88.99397818768439,51.666666666666686,46.10666666666668,0.0,51.3895366810481,0.0,0.0,0.0,139.05309091825686,51.425700324449664,51.443782146150454,51.3895366810481,12.43753247303448,18.25695297092832,0.0,2.8,1992.9536475374746,-1757.7247487209436,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08725881887945303,0.0,0,1.2185257014563966,131.99922844444444,-9.996030564389713,0.21583828975530825,8.439054634495665,0.0027462575459935717,-3.331545282830384,1.2293328060102378
