Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,91.97267827217645,51.666666666666686,46.10666666666668,0.0,51.78775652183606,0.0,0.0,0.0,143.7073098002757,51.801499550963484,51.808371065527204,51.78775652183606,12.43753247303448,17.523282131895165,-0.3100512014382062,2.8,2164.4089013780626,-1645.4903099987632,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08575768383780157,0.0,0,1.1975631024538123,131.99922844444444,49.22478455401805,0.22540562396261019,8.069739894961224,0.0027465139807548076,-1.5367505829576595,1.2288458818438657
2025-01-01 00:01:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,91.78576784462054,51.666666666666686,46.10666666666668,0.0,51.76750295029246,0.0,0.0,0.0,143.41526225721958,51.782392913838876,51.789837895612095,51.76750295029246,12.43753247303448,17.57380148347976,-0.25953184985361233,2.8,2145.850726480525,-1653.129074921395,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08586118009803856,0.0,0,1.1990083758911894,131.99922844444444,38.30537457911166,0.22534354869330994,8.11630609520197,0.0027465060737088317,-1.6632394331747173,1.2322213441954064
2025-01-01 00:02:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,91.6046353132021,51.666666666666686,46.10666666666668,0.0,51.74729127764412,0.0,0.0,0.0,143.13224267687826,51.763325105959886,51.77134202011777,51.74729127764412,12.43753247303448,17.622206361350287,-0.2111269719830844,2.8,2127.7112500143935,-1660.4605692783002,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08596032713432085,0.0,0,1.200392914594379,131.99922844444444,27.497392469885924,0.2246555318736156,8.139829130682902,0.0027464975392823498,-1.784145715925555,1.2320162225325353
2025-01-01 00:03:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,91.42897134011399,51.666666666666686,46.10666666666668,0.0,51.72712022905044,0.0,0.0,0.0,142.8577677189281,51.74429492701172,51.75288227599237,51.72712022905044,12.43753247303448,17.668610851732577,-0.16472248160079417,2.8,2109.986740957107,-1667.5005122096782,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08605536064926785,0.0,0,1.2017200100324072,131.99922844444444,16.812826343977854,0.22399808323580245,8.161581400196964,0.0027464883829364448,-1.8997636480315174,1.2318196425917614
2025-01-01 00:04:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,91.25848581078948,51.666666666666686,46.10666666666668,0.0,51.706988597866946,0.0,0.0,0.0,142.59138407935856,51.72530124094224,51.73445756247989,51.706988597866946,12.43753247303448,17.713121940826767,-0.1202113925066044,2.8,2096.6518833755836,-1674.2637196121361,-0.0,-0.0,422.3558682116964,0.0,2.0,0.086146501602135,0.0,0,1.2029927477906077,131.99922844444444,10.241176164911671,0.22336941118106232,8.182919310195352,0.0027464786316762713,-2.01037505092986,1.231631143186207
2025-01-01 00:05:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,91.09261955307484,51.666666666666686,46.10666666666668,0.0,51.68689524140776,0.0,0.0,0.0,142.33221805167943,51.706342971968404,51.71606683724873,51.68689524140776,12.43753247303448,17.75594695176387,-0.07738638156950017,2.8,2087.0095874636945,-1680.7804451608458,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08623417616428816,0.0,0,1.2042170791386535,131.99922844444444,7.115605801732407,0.22276634722261743,8.202659411688034,0.0027464683110816515,-2.1165164563000696,1.2314498392755764
2025-01-01 00:06:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,90.9308915962384,51.666666666666686,46.10666666666668,0.0,51.66683914021858,0.0,0.0,0.0,142.0795181191225,51.68741916047104,51.69770917059728,51.66683914021858,12.43753247303448,17.79726417873481,-0.03606915459856097,2.8,2078.82602942209,-1687.0767493034189,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08631875078441356,0.0,0,1.2053981213489093,131.99922844444444,5.228351902701256,0.2221861752681803,8.222202745982017,0.002746457443992773,-2.2186494311593004,1.2312749699805103
2025-01-01 00:07:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,90.77300611081773,51.666666666666686,46.10666666666668,0.0,51.646819380843866,0.0,0.0,0.0,141.8328220481527,51.66852894674904,51.679383729701634,51.646819380843866,12.43753247303448,17.837183014713148,0.0,2.8,2071.550813784922,-1693.1683631687438,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08640045065083722,0.0,0,1.2065390190635612,131.99922844444444,4.044750130857501,0.22162717884628227,8.241614238654755,0.002746446050892239,-2.317059345131576,1.2311060670074974
2025-01-01 00:08:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,90.61872317600248,51.666666666666686,46.10666666666668,0.0,51.62683511503517,0.0,0.0,0.0,141.59175496250387,51.64967153255766,51.66108974131891,51.62683511503517,12.43753247303448,17.875792077351207,0.0,2.8,2063.648721406934,-1699.0679647172115,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08647945828188301,0.0,0,1.2076423210595861,131.99922844444444,2.0422593013370047,0.22108795513163457,8.259636699879373,0.0027464341508094845,-2.4119781584841684,1.230942750629068
2025-01-01 00:09:00,0.41913945897455795,0.12271177818977047,0.11871351351351352,0.006985657649575966,0.002045196303162841,0.0019785585585585584,0.11015937098934693,0.18887540048521106,0.1201046875,0.0,0.11871351351351352,0.0,0.12271177818977047,0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.08968667362092587,0,On,0.02525969623218373,0,On,0.12397331010437164,0.0929799825782787,On,0,0,Off,On,3338.3185586111113,18.33333333333337,0.925,0.0,3.4791501309309307,0.1201046875,1,3218.213871111111,3218.213871111111,Off,0.0,0,90.46792613609144,51.666666666666686,46.10666666666668,0.0,51.60688554743169,0.0,0.0,0.0,141.35613458764286,51.630846169493914,51.64282648052503,51.60688554743169,12.43753247303448,17.91313409387786,0.0,2.8,2056.9216349365197,-1704.7813057761018,-0.0,-0.0,422.3558682116964,0.0,2.0,0.08655586217959917,0.0,0,1.2087092632237608,131.99922844444444,1.028513889813759,0.2205677582044775,8.276947108252156,0.0027464217615938576,-2.5035206894180044,1.2307848357283586
