Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,3.72305501017533,1.7096198235559537,0.0,3.72305501017533,1.7096198235559537,0.0,0.037926283573585386,1.0083453494074075,0.2830765128076927,2.3437068643866446,0.05,0.0,0.0,0.18115141041442534,1.5138850798081949,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589948405115722,0.04424613038367913,0.0,0.0,0.004021034356725146,0.0,0.0011483848398806632,0.0,0.032756864376979576,0.0,0.04154129892179217,0.0,0.1825403733743283,0.1369052800307462,4055.8371399492376,16.666666666666686,1.6919418185344726,1051.9758747198503,2.031283496331089,0.3124233680555556,0.7166666666666667,4795.389646613532,6687.736940359963,0.0,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8760.774724444445,1008.3453494074075,0.18333333333333332,38.73014494839784,51.66666666666668,46.10666666666668,0.0,51.16367240757066,0.4235049849378995,1141.7383909822831,1008.3453494074075,38.73014494839784,49.66438610197468,51.16367240757066,48.91474294917669,12.43753247303448,16.42667441087843,-0.03518929818319618,8.998027411623873,2.6925268754253526,2.8,9.236100170605994,3228.5483441595998,-368.6844253362173,107.58588636910787,-1132.645725318282,0.0,0.0,374.2245844672973,0.0,1.0,0.0637648642563615,0.0,0.0,0.5967760414543377,65.99961422222222,-68.86765493865278,0.23268497359272705,7.43400018575552,0.0026362245331830597,-1.8415524636415077,1.2371261018189061,0.1777460715380567,-1436.096454489986,15.436154433918443,0.5436834545663999,60.770073489271304,46.81581287983657
2025-01-01 01:00:00,2.17663616170365,1.397757007896029,0.0,2.17663616170365,1.397757007896029,0.0,0.014344143170507606,0.0,0.21611433668740684,1.8961776818457357,0.05,0.0,0.0,0.15836388933266726,1.2248097852300286,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05751996949878289,0.04313997712408715,0.0,0.0,0.0037194567799707597,0.0,0.00035986253046951653,0.0,0.010264823860067331,0.0,0.004962484243850454,0.0,0.1536318829447735,0.1152239122085801,3256.0234066465246,16.666666666666686,1.3665178628692423,844.5255450661795,1.6418795915679578,0.25429809027777783,0.5833333333333334,3846.250861434926,6604.749847401602,0.0,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8760.774724444445,0.0,0.0,37.8849667570081,51.66666666666668,46.10666666666668,0.0,51.07917805625376,0.0,0.0,0.0,37.8849667570081,48.93740544564014,51.07917805625376,47.86651914033333,12.43753247303448,16.455456224849716,-0.033779517134234195,9.255603398397051,3.6356104799733733,2.5,9.236100170605994,2323.4011038561393,-351.47766440278895,-761.3459817480841,-1144.5703693986013,0.0,0.0,285.7038622740025,0.0,1.0,0.06287056287453952,0.0,0.0,0.5884062653286459,65.99961422222222,-73.75579566578581,0.23225409546670886,7.448012585931904,0.002635980030355902,1.5015210789939037,1.2370635647285044,0.14148114693500205,-1209.6213719854848,13.618162516516277,0.5436834545663999,-805.6606881846359,44.31470643655174
2025-01-01 02:00:00,2.3119226057690483,1.4849899372827644,0.0,2.3119226057690483,1.4849899372827642,0.0,0.014344143170507606,0.0,0.21463946567461756,2.032938996923923,0.05,0.0,0.0,0.15725773607307528,1.3131488678763554,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05604509848599359,0.042033823864495175,0.0,0.0,0.0037194567799707597,0.0,0.00035986253046951653,0.0,0.010264823860067331,0.0,0.004962484243850454,0.0,0.1536318829447735,0.1152239122085801,3442.380436257257,16.666666666666686,1.4631583153813092,892.8615833414731,1.7568439274794787,0.2760950694444445,0.6333333333333333,4059.1469501542856,6372.463713131377,0.0,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8760.774724444445,0.0,0.0,37.74832016818261,51.66666666666668,46.10666666666668,0.0,50.853949301537945,0.0,0.0,0.0,37.74832016818261,48.74627816382493,50.853949301537945,47.692442594968426,12.43753247303448,16.3805151689692,-0.05210189487572438,9.842559505517917,3.2627590816897825,1.6500000000000001,9.236100170605994,2440.3694318213943,-178.56957892215053,-1102.0776152116023,-1216.8731440134763,0.0,0.0,284.2289912612132,0.0,1.0,0.06302380192151598,0.0,0.0,0.5898404311959672,65.99961422222222,-69.36685168359949,0.23349223044671363,7.41323918643348,0.0026373540416140856,14.545919044083925,1.237382899917332,0.1012344810244825,-1082.1110762864357,10.679914022812046,0.5436834545663999,-1147.8277623496908,45.75014713808869
2025-01-01 03:00:00,2.6213338763635696,1.6848262600855939,0.0,2.621333876363569,1.6848262600855939,0.0,0.01414309145267135,0.0,0.21316459466182824,2.3440261902490698,0.05,0.0,0.0,0.1561515828134833,1.5140913439387773,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05457022747320427,0.040927670604903196,0.0,0.0,0.003518405062134503,0.0,0.00035986253046951653,0.0,0.010264823860067331,0.0,0.004962484243850454,0.0,0.1536318829447735,0.1152239122085801,3955.488990455292,16.666666666666686,1.6884726895851534,1025.9482437529587,2.024337162471292,0.3196890277777778,0.7333333333333333,4661.748206430473,6427.0158021161105,0.0,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8760.774724444445,0.0,0.0,37.54735742329236,51.66666666666668,46.10666666666668,0.0,50.63024480544792,0.0,0.0,0.0,37.54735742329236,48.55627316747036,50.63024480544792,47.51928734848158,12.43753247303448,16.36198886973158,-0.054482340929556665,9.736939993898881,2.943566092673284,1.6500000000000001,9.236100170605994,2938.5352093729502,-226.10293109823232,-874.1656745922631,-1228.8586071522845,0.0,0.0,282.55306853058767,0.0,1.0,0.06378417682670048,0.0,0.0,0.5969567880051476,65.99961422222222,-70.64824246064508,0.23400089493946374,7.407487423921982,0.0026400524674197053,-8.670261458525088,1.2374599564296043,0.12180985345554962,-1264.6459494978506,12.59477464665946,0.5436834545663999,-920.907860244927,46.74218565266391
2025-01-01 04:00:00,2.697545092950543,1.7339003621783422,0.0,2.697545092950543,1.733900362178342,0.0,0.01414309145267135,0.0,0.2116897236490389,2.421712277848833,0.05,0.0,0.0,0.1550454295538913,1.5642715992911174,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053095356460414966,0.03982151734531121,0.0,0.0,0.003518405062134503,0.0,0.00035986253046951653,0.0,0.010264823860067331,0.0,0.004962484243850454,0.0,0.1536318829447735,0.1152239122085801,4038.9123625051143,16.666666666666686,1.7426701880651514,1047.5860392945444,2.087491930626611,0.3342203472222222,0.7666666666666667,4752.278054577436,6296.953854796142,0.0,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8760.774724444445,0.0,0.0,37.36238590506048,51.66666666666668,46.10666666666668,0.0,50.40793176071943,0.0,0.0,0.0,37.36238590506048,48.367270245949115,50.40793176071943,47.34693948856396,12.43753247303448,16.330735057598847,-0.050957109766241585,9.482436869842081,2.834375626381126,0.55,9.236100170605994,2869.5507079576105,-168.7818499540458,-1587.5663870196995,-1382.818990988171,0.0,0.0,281.0781975177984,0.0,1.0,0.06643795032259457,0.0,0.0,0.6217934823236511,65.99961422222222,-67.62086107713093,0.23405270676529813,7.384687758458079,0.002636617621090686,22.747666903903838,1.2370148193300599,0.11101723625466871,-1230.497296375896,14.12940712730572,0.5436834545663999,-1634.838489008284,47.27210198858431
2025-01-01 05:00:00,3.1207747118193128,2.0070199560461757,0.0,3.1207747118193123,2.0070199560461757,0.0,0.014545194888343865,0.0,0.2116897236490389,2.8445397932819296,0.05,0.0,0.0,0.1550454295538913,1.837391193158951,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053095356460414966,0.03982151734531121,0.0,0.0,0.0039205084978070175,0.0,0.00035986253046951653,0.0,0.010264823860067331,0.0,0.004962484243850454,0.0,0.1536318829447735,0.1152239122085801,4601.206794968999,16.666666666666686,2.0216491584697946,1193.4302034043244,2.4449285085597072,0.39961128472222224,0.9166666666666666,5395.025713651102,5910.815738217733,0.0,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8760.774724444445,0.0,0.0,36.89756582074603,51.66666666666668,46.10666666666668,0.0,50.186838143220236,0.0,0.0,0.0,36.89756582074603,48.17911242062402,50.186838143220236,47.17524955932592,12.43753247303448,16.54086091984363,0.0,10.135807263494579,1.637739044329592,-0.25000000000000006,9.236100170605994,3289.5036471360086,-145.7555373247694,-1300.356905268489,-1516.1863966183455,0.0,0.0,281.4803009534709,0.0,1.0,0.06854245588100469,0.0,0.0,0.6414895721846334,65.99961422222222,-76.99705216811638,0.23178979040540076,7.496670011710475,0.0026480264649544507,29.97470941631058,1.23548838451852,0.10065480732974708,-1348.904021046087,9.718280316993365,0.5436834545663999,-1352.0712834324772,51.714378163988286
2025-01-01 06:00:00,2.905198528451889,1.8677537926969547,0.0,2.905198528451889,1.8677537926969547,0.0,0.015047824182934507,0.0,0.21463946567461756,2.6255112385943367,0.05,0.0,0.0,0.15725773607307528,1.695912723290546,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05604509848599359,0.042033823864495175,0.0,0.0,0.00442313779239766,0.0,0.00035986253046951653,0.0,0.010264823860067331,0.0,0.004962484243850454,0.0,0.1536318829447735,0.1152239122085801,4324.125503585704,16.666666666666686,1.8721588787978085,1121.562713706477,2.262228252483226,0.36328298611111115,0.8333333333333334,5082.405231181069,6113.985280314334,0.0,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8760.774724444445,0.0,0.0,36.8712637553292,51.66666666666668,46.10666666666668,0.0,49.96788068362291,0.0,0.0,0.0,36.8712637553292,47.992657207235894,49.96788068362291,47.00504546904239,12.43753247303448,16.375813340945193,-0.043930424208247484,9.403217093503493,2.140596920334684,0.3,9.236100170605994,3123.443235632048,-246.59207168599931,-1265.034781886203,-1415.9444817361516,0.0,0.0,284.93267227364015,0.0,1.0,0.06698851874565198,0.0,0.0,0.6269462580394588,65.99961422222222,-69.67045849114439,0.23413551174633157,7.414729849640253,0.002646576032097203,-13.550411410122122,1.23619437132496,0.11597545993263474,-1383.1796849878365,15.02489959535992,0.5436834545663999,-1315.0016350835606,49.96685319735764
2025-01-01 07:00:00,2.6502412211416475,1.7002530138951764,0.0,2.6502412211416475,1.7002530138951764,0.0,0.019040300892822045,0.0,0.22215892297606385,2.3590419972727616,0.05,0.0,0.0,0.1618790834613888,1.5237905971004544,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589948405115722,0.04424613038367913,0.0,0.0,0.004121560215643275,0.0,0.0005053039284331092,0.0,0.01441343674874566,0.0,0.0063201450275453906,0.0,0.15684393743694625,0.11763295307770966,3799.005906426789,16.666666666666686,1.684740328607529,985.3607094118228,2.0248216500505394,0.3342203472222222,0.7666666666666667,4450.146268616389,5853.959135196109,0.0,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8760.774724444445,0.0,0.0,36.68112631058837,51.66666666666668,46.10666666666668,0.0,49.750629710847555,0.0,0.0,0.0,36.68112631058837,47.80750795144949,49.750629710847555,46.83594707175046,12.43753247303448,16.35289768689427,-0.04049226727055413,9.20118285789779,1.6988976666639084,-0.55,9.236100170605994,2490.7595155219087,-510.6386874440048,-1559.548313232962,-1541.2111438655872,0.0,0.0,296.2197624705219,4.480201152042269,1.0,0.06914762559357304,0.0,0.0,0.6471533619485795,65.99961422222222,-63.25500950981484,0.23447991875945512,7.403533743440566,0.002646534689249674,24.249772737548096,1.2362924501236803,0.11735513524223735,-1512.2037884096271,16.204391553799635,0.5436834545663999,-1611.5013605727634,51.95304733980129
2025-01-01 08:00:00,3.3435651027027506,2.1389551992497067,0.0,3.3435651027027506,2.1389551992497067,0.0,0.030911817391563203,0.0,0.2374190840495782,3.02523420126161,0.05,0.0,0.0,0.17026361551707436,1.9541082503992988,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604697115243615,0.04535228364327111,0.0,0.0,0.0031163016264619883,0.0,0.0009414456362536693,0.0,0.026854070128847548,0.0,0.010400930026812352,0.0,0.16654844249840436,0.12491133187380325,4755.595308693229,16.666666666666686,2.144380702094167,1233.4744621276361,2.589294617928276,0.4359395833333334,1.0,5553.130187487531,5553.130187487531,0.0,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8760.774724444445,0.0,0.0,36.21102773792522,51.66666666666668,46.10666666666668,0.0,49.534372231202006,0.0,0.0,0.0,36.21102773792522,47.62300381213001,49.534372231202006,46.66731960259401,12.43753247303448,16.571257513957686,0.0,9.003912225588698,1.0319598985580811,-1.4,9.236100170605994,3304.9469941937127,-471.3612637733569,-1693.2121137578588,-1712.621866504418,0.0,0.0,269.8724333106976,306.22827535093506,0.2,0.07207865509287421,0.0,0.0,0.6745848981461077,13.199922844444444,-7.898881305795095,0.2319892889570524,7.522698588468132,0.002654394504838002,48.6525705631674,1.2359337233634886,0.1251660522570356,-1721.4314554612308,16.595729560237906,0.5436834545663999,-1747.8216551803841,54.609541422525254
2025-01-01 09:00:00,2.4868268959882323,1.5992065895016547,0.0,2.4868268959882323,1.5992065895016547,0.0,0.013137832863490065,0.0,0.21906407871298547,2.204624984411757,0.05,0.0,0.0,0.1605761958518512,1.4240470603164703,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604697115243615,0.04535228364327111,0.0,0.0,0.0025131464729532165,0.0,0.00035986253046951653,0.0,0.010264823860067331,0.0,0.004962484243850454,0.0,0.1536318829447735,0.1152239122085801,3453.1541426536005,16.666666666666686,1.567431691689802,895.6559951531885,1.884935956633979,0.3196890277777778,0.7333333333333333,4029.121110029011,5532.1924620167265,0.0,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8760.774724444445,0.0,0.0,35.96171046003974,51.66666666666668,46.10666666666668,0.0,49.32107854608016,0.0,0.0,0.0,35.96171046003974,47.4409836200334,49.32107854608016,46.500936157010024,12.43753247303448,16.602364604547656,-0.01683523881896794,8.718584089777782,0.956027674879233,-0.85,9.236100170605994,2164.3301781103064,-645.9522239990914,-1242.2178285546543,-1631.9492760043984,0.0,0.0,221.44767977034138,857.4945774501228,0.0,0.07073661185203088,0.0,0.0,0.6620247012089497,0.0,121.67763169076312,0.23301567904983023,7.559753711382754,0.0026697382201251664,107.179587551299,1.2364106816256586,0.12333000261315859,-1559.8574662081842,18.249247055904195,0.5436834545663999,-1296.6224368158366,54.404608261182425
