Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Fireplace Gas Power (therms/hour),Gas Fireplace Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,9.202553697659656,0.33183517455895223,0.006667682296991072,0.15337589496099427,0.005530586242649203,0.00011112803828318452,0.01116003475385733,0.0,0.4383539473502409,8.703039715555557,0.05,0.006667682296991072,0.0,0.0,0.3172518412256189,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0031326663011695902,0.0,On,0.00802736845268774,0,On,0.015351492382748907,0,On,0.38618446696083636,0.28963835022062717,On,0.006667682296991072,On,0,0,Off,On,8703.039715555557,17.77777777777783,1.0,0.0,8.703039715555557,0.0,1,8703.039715555557,8703.039715555557,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,4161.902848888889,Off,0.0,0.0,40.212669334792025,51.666666666666686,46.10666666666668,0.0,52.10854859879129,0.0,0.0,0.0,40.212669334792025,52.11057141969479,52.11158283014655,52.10854859879129,12.43753247303448,17.547895674098193,0.0,2.8,8040.396860778201,-1356.5886594060012,-0.0,-0.0,718.1851650492592,0.0,3.0,0.07058305854248759,0.0,0.0,1.2731869862373104,197.99884266666666,-24.23936042061399,0.2597370813859944,8.57686256918488,0.0031719154078843634,-1.8520835725342621,1.2284265803228387
2025-01-01 00:01:00,9.202553697659656,0.33183517455895223,0.006667682296991072,0.15337589496099427,0.005530586242649203,0.00011112803828318452,0.01116003475385733,0.0,0.4383539473502409,8.703039715555557,0.05,0.006667682296991072,0.0,0.0,0.3172518412256189,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0031326663011695902,0.0,On,0.00802736845268774,0,On,0.015351492382748907,0,On,0.38618446696083636,0.28963835022062717,On,0.006667682296991072,On,0,0,Off,On,8703.039715555557,17.77777777777783,1.0,0.0,8.703039715555557,0.0,1,8703.039715555557,8703.039715555557,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,4161.902848888889,Off,0.0,0.0,39.96770296561794,51.666666666666686,46.10666666666668,0.0,52.1025721781879,0.0,0.0,0.0,39.96770296561794,52.104927908451415,52.10610577358318,52.1025721781879,12.43753247303448,17.752789869016127,0.0,2.8,8001.462736497978,-1383.3861884597989,-0.0,-0.0,718.1851650492592,0.0,3.0,0.07099104241180912,0.0,0.0,1.2805462557807554,197.99884266666666,-36.37595564703952,0.25714948410492716,8.695627179832467,0.0031719030942565056,-2.908175697668547,1.2311472263316192
2025-01-01 00:02:00,9.202553697659656,0.33183517455895223,0.006667682296991072,0.15337589496099427,0.005530586242649203,0.00011112803828318452,0.01116003475385733,0.0,0.4383539473502409,8.703039715555557,0.05,0.006667682296991072,0.0,0.0,0.3172518412256189,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0031326663011695902,0.0,On,0.00802736845268774,0,On,0.015351492382748907,0,On,0.38618446696083636,0.28963835022062717,On,0.006667682296991072,On,0,0,Off,On,8703.039715555557,17.77777777777783,1.0,0.0,8.703039715555557,0.0,1,8703.039715555557,8703.039715555557,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,4161.902848888889,Off,0.0,0.0,39.73022811448847,51.666666666666686,46.10666666666668,0.0,52.096632241710005,0.0,0.0,0.0,39.73022811448847,52.099318776185655,52.100662043423476,52.096632241710005,12.43753247303448,17.951279577679184,0.0,2.8,7963.495455344162,-1409.5413438979754,-0.0,-0.0,718.1851650492592,0.0,3.0,0.07138563957613593,0.0,0.0,1.2876640540853532,197.99884266666666,-48.18808136267934,0.2539531547590057,8.78801672242125,0.0031718838018990783,-3.9279096802151443,1.2303077731722512
2025-01-01 00:03:00,0.4995139821040982,0.33183517455895223,0.006667682296991072,0.008325233035068304,0.005530586242649203,0.00011112803828318452,0.01116003475385733,0.0,0.4383539473502409,0.0,0.05,0.006667682296991072,0.0,0.0,0.3172518412256189,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0031326663011695902,0.0,On,0.00802736845268774,0,On,0.015351492382748907,0,On,0.38618446696083636,0.28963835022062717,On,0.006667682296991072,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8703.039715555557,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,4161.902848888889,Off,0.0,0.0,39.49990775698345,51.666666666666686,46.10666666666668,0.0,52.09072767541106,0.0,0.0,0.0,39.49990775698345,52.09374297152569,52.09525061958302,52.09072767541106,12.43753247303448,18.143653417814484,0.0,2.8,-776.5995528271831,-1435.0734286912573,-0.0,-0.0,718.1851650492592,0.0,3.0,0.07176747905873879,0.0,0.0,1.294551727559986,197.99884266666666,-59.71128918518502,0.2508972623620069,8.877428428222567,0.0031718577270157104,-4.9129389196226825,1.2294952824151277
2025-01-01 00:04:00,0.4995139821040982,0.33183517455895223,0.006667682296991072,0.008325233035068304,0.005530586242649203,0.00011112803828318452,0.01116003475385733,0.0,0.4383539473502409,0.0,0.05,0.006667682296991072,0.0,0.0,0.3172518412256189,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0031326663011695902,0.0,On,0.00802736845268774,0,On,0.015351492382748907,0,On,0.38618446696083636,0.28963835022062717,On,0.006667682296991072,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8703.039715555557,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,4161.902848888889,Off,0.0,0.0,39.63093395381292,51.666666666666686,46.10666666666668,0.0,52.08485741545096,0.0,0.0,0.0,39.63093395381292,52.08819949039832,52.089870527872,52.08485741545096,12.43753247303448,18.025483833729766,0.0,2.8,-759.4414859688491,-1419.368529359017,-0.0,-0.0,718.1851650492592,0.0,3.0,0.07153299639713621,0.0,0.0,1.290322096832508,197.99884266666666,-58.25812165909135,0.25276562301728484,8.822375080253916,0.003171825091600112,-4.296990034058631,1.229994280444086
2025-01-01 00:05:00,0.4995139821040982,0.33183517455895223,0.006667682296991072,0.008325233035068304,0.005530586242649203,0.00011112803828318452,0.01116003475385733,0.0,0.4383539473502409,0.0,0.05,0.006667682296991072,0.0,0.0,0.3172518412256189,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0031326663011695902,0.0,On,0.00802736845268774,0,On,0.015351492382748907,0,On,0.38618446696083636,0.28963835022062717,On,0.006667682296991072,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8703.039715555557,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,4161.902848888889,Off,0.0,0.0,39.75756640311261,51.666666666666686,46.10666666666668,0.0,52.078967753877244,0.0,0.0,0.0,39.75756640311261,52.08263762084194,52.08447255432429,52.078967753877244,12.43753247303448,17.911072238385078,0.0,2.8,-741.6109072304719,-1404.2276975383577,-0.0,-0.0,718.1851650492592,0.0,3.0,0.07130575806885904,0.0,0.0,1.2862231403929445,197.99884266666666,-55.56837474137353,0.25458972272398367,8.769250729946169,0.003171796559357775,-3.7008188518072913,1.2304777932932756
2025-01-01 00:06:00,0.4995139821040982,0.33183517455895223,0.006667682296991072,0.008325233035068304,0.005530586242649203,0.00011112803828318452,0.01116003475385733,0.0,0.4383539473502409,0.0,0.05,0.006667682296991072,0.0,0.0,0.3172518412256189,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0031326663011695902,0.0,On,0.00802736845268774,0,On,0.015351492382748907,0,On,0.38618446696083636,0.28963835022062717,On,0.006667682296991072,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8703.039715555557,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,4161.902848888889,Off,0.0,0.0,39.8800067591267,51.666666666666686,46.10666666666668,0.0,52.07305934396594,0.0,0.0,0.0,39.8800067591267,52.07705797948222,52.07905729724036,52.07305934396594,12.43753247303448,17.800245928555785,0.0,2.8,-723.4766984850735,-1389.6220566457987,-0.0,-0.0,718.1851650492592,0.0,3.0,0.07108544189569851,0.0,0.0,1.282249046746142,197.99884266666666,-52.039806888534144,0.2563710248763432,8.7173660898425,0.0031717719953799337,-3.1235479957078027,1.2309465147283267
2025-01-01 00:07:00,0.4995139821040982,0.33183517455895223,0.006667682296991072,0.008325233035068304,0.005530586242649203,0.00011112803828318452,0.01116003475385733,0.0,0.4383539473502409,0.0,0.05,0.006667682296991072,0.0,0.0,0.3172518412256189,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0031326663011695902,0.0,On,0.00802736845268774,0,On,0.015351492382748907,0,On,0.38618446696083636,0.28963835022062717,On,0.006667682296991072,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8703.039715555557,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,4161.902848888889,Off,0.0,0.0,39.998438723871374,51.666666666666686,46.10666666666668,0.0,52.0671328090127,0.0,0.0,0.0,39.998438723871374,52.07146115464432,52.073625327460135,52.0671328090127,12.43753247303448,17.692847602404946,0.0,2.8,-705.9429899021095,-1375.5252945894472,-0.0,-0.0,718.1851650492592,0.0,3.0,0.07087175440777557,0.0,0.0,1.2783945222417745,197.99884266666666,-48.6028603619216,0.25811085098523673,8.66724807996004,0.003171751270899567,-2.564376983132142,1.2314010766025645
2025-01-01 00:08:00,0.4995139821040982,0.33183517455895223,0.006667682296991072,0.008325233035068304,0.005530586242649203,0.00011112803828318452,0.01116003475385733,0.0,0.4383539473502409,0.0,0.05,0.006667682296991072,0.0,0.0,0.3172518412256189,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0031326663011695902,0.0,On,0.00802736845268774,0,On,0.015351492382748907,0,On,0.38618446696083636,0.28963835022062717,On,0.006667682296991072,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8703.039715555557,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,4161.902848888889,Off,0.0,0.0,40.11305933034869,51.666666666666686,46.10666666666668,0.0,52.06118874500144,0.0,0.0,0.0,40.11305933034869,52.06584770887238,52.06817719080786,52.06118874500144,12.43753247303448,17.588708474559596,0.0,2.8,-689.1044562589857,-1361.910089945549,-0.0,-0.0,718.1851650492592,0.0,3.0,0.07066437751723652,0.0,0.0,1.2746538291670793,197.99884266666666,-45.37953136269596,0.2598108087196667,8.618809499863307,0.00317173426275296,-2.0224436370239047,1.2318421623701639
2025-01-01 00:09:00,0.4995139821040982,0.33183517455895223,0.006667682296991072,0.008325233035068304,0.005530586242649203,0.00011112803828318452,0.01116003475385733,0.0,0.4383539473502409,0.0,0.05,0.006667682296991072,0.0,0.0,0.3172518412256189,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0031326663011695902,0.0,On,0.00802736845268774,0,On,0.015351492382748907,0,On,0.38618446696083636,0.28963835022062717,On,0.006667682296991072,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,8703.039715555557,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,4161.902848888889,Off,0.0,0.0,40.22405095205651,51.666666666666686,46.10666666666668,0.0,52.05522771862328,0.0,0.0,0.0,40.22405095205651,52.0602181770586,52.06271340627627,52.05522771862328,12.43753247303448,17.487672331486763,0.0,2.8,-672.9244603868071,-1348.7512441722029,-0.0,-0.0,718.1851650492592,0.0,3.0,0.07046301648068784,0.0,0.0,1.2710216508999006,197.99884266666666,-42.358381263863606,0.2614723983617476,8.571378393338014,0.0031717208537646517,-1.4969485485268237,1.2322704051203757
