Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.021076293985423,0.6199753864996302,0.0,0.017017938233090384,0.010332923108327171,0.0,0.017935992974275887,0.0,0.4304960633655147,0.5726442376456323,0.0,0.0,0.0,0.2500837500569746,0.3698916364426556,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.014803326673106297,0,On,0.026223550725848557,0,On,0.27445015956439406,0.20583761967329547,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,Off,0.0,0.0,34.191382866456955,51.666666666666686,46.10666666666668,0.0,47.85655347652158,0.0,0.0,0.0,34.191382866456955,47.15706530498413,47.85655347652158,46.80732121921541,12.43753247303448,HP On,2001.656012236715,17.77777777777783,3.5495948953355554,0.0,0.5604858156899505,0.012158421955681875,0.9956487207272465,1989.4975902810331,5178.696616320277,0.0,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,7209.825699781892,17.790378404631223,0.0,-1.9167403866374009,2.8,9.236100170605994,1626.5396447275891,639.362808495668,-694.1622652059865,-0.0,-0.0,358.3930326065832,0.0,0.0,0.03553290819034452,0.0,0.0,0.6409475194940649,0.0,-39.34713490972279,0.21764567052328038,8.137952593904126,0.0026968059550398797,-32.78936393352374,1.227754581078416,0.1239384776577672,761.8435276288392,-122.48071913317123
2025-01-01 00:01:00,1.0214039117566298,0.6201870066741693,0.0,0.017023398529277162,0.010336450111236154,0.0,0.017935992974275887,0.0,0.4304960633655147,0.5729718554168391,0.0,0.0,0.0,0.2500837500569746,0.37010325661719473,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.014803326673106297,0,On,0.026223550725848557,0,On,0.27445015956439406,0.20583761967329547,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,Off,0.0,0.0,34.185867152815995,51.666666666666686,46.10666666666668,0.0,47.851315260147494,0.0,0.0,0.0,34.185867152815995,47.15226683085085,47.851315260147494,46.80274261620252,12.43753247303448,HP On,2016.2792391214043,17.77777777777783,3.559920197786309,0.0,0.5638095222470862,0.009162333169752986,1.008931040193996,2007.1169059516512,5178.70088704111,0.0,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,7210.808711348133,17.790307674797834,0.0,-1.84026005009226,2.8,9.236100170605994,1635.753146064884,624.3573693479957,-694.1576157665008,-0.0,-0.0,358.3930326065832,0.0,0.0,0.035532837850285826,0.0,0.0,0.6409462506903436,0.0,-44.76150989660279,0.2182648359153368,8.160760965429084,0.0026965878347439075,-32.76464877846953,1.2313414726734844,0.12366909798469368,747.8614807713745,-123.50411142337882
2025-01-01 00:02:00,1.0266731780239289,0.6235906164450049,0.0,0.017111219633732147,0.010393176940750082,0.0,0.017935992974275887,0.0,0.4304960633655147,0.5782411216841382,0.0,0.0,0.0,0.2500837500569746,0.37350686638803027,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.014803326673106297,0,On,0.026223550725848557,0,On,0.27445015956439406,0.20583761967329547,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,Off,0.0,0.0,34.18027005259443,51.666666666666686,46.10666666666668,0.0,47.84607796184082,0.0,0.0,0.0,34.18027005259443,47.14746913080175,47.84607796184082,46.798164715282226,12.43753247303448,HP On,2028.8272147364614,17.77777777777783,3.5491436680306387,0.0,0.5690483872072166,0.009192734476921545,1.021459928521569,2019.63448025954,5178.70088704111,0.0,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,7210.817385797445,17.790307674797834,0.0,-1.766932760576975,2.8,9.236100170605994,1642.8258169891974,610.7353699983508,-694.1576157665008,-0.0,-0.0,358.3930326065832,0.0,0.0,0.035532837850285826,0.0,0.0,0.6409462506903436,0.0,-50.23681458734638,0.21824732164302466,8.160338630915156,0.002696370513761668,-32.74010023197356,1.2313416341963475,0.12341027186229002,734.5030075788234,-123.7676375804725
2025-01-01 00:03:00,1.0319368285204384,0.626990598786259,0.0,0.017198947142007308,0.010449843313104315,0.0,0.017935992974275887,0.0,0.4304960633655147,0.5835047721806478,0.0,0.0,0.0,0.2500837500569746,0.3769068487292844,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.014803326673106297,0,On,0.026223550725848557,0,On,0.27445015956439406,0.20583761967329547,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,Off,0.0,0.0,34.174673871214054,51.666666666666686,46.10666666666668,0.0,47.84084159366601,0.0,0.0,0.0,34.174673871214054,47.14267221625879,47.84084159366601,46.79358752755518,12.43753247303448,HP On,2041.237191123693,17.77777777777783,3.5385958111605933,0.0,0.5742278516864804,0.009276920494167503,1.0337968595671714,2031.9602706295254,5178.70088704111,0.0,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,7210.798866747995,17.790307674797834,0.0,-1.6963129580797087,2.8,9.236100170605994,1649.7407813397867,597.8361967768499,-694.1576157665008,-0.0,-0.0,358.3930326065832,0.0,0.0,0.035532837850285826,0.0,0.0,0.6409462506903436,0.0,-55.731826623988624,0.21822982048320763,8.159916581730142,0.002696153355633229,-32.715570081419145,1.2313417955982824,0.12316048828349782,721.6815222809682,-123.8453255041183
2025-01-01 00:04:00,1.0363108423597618,0.6298159326156921,0.0,0.017271847372662696,0.010496932210261536,0.0,0.017935992974275887,0.0,0.4304960633655147,0.5878787860199711,0.0,0.0,0.0,0.2500837500569746,0.37973218255871755,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.014803326673106297,0,On,0.026223550725848557,0,On,0.27445015956439406,0.20583761967329547,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,Off,0.0,0.0,34.16907860857363,51.666666666666686,46.10666666666668,0.0,47.83560615545419,0.0,0.0,0.0,34.16907860857363,47.137876087093,47.83560615545419,46.78901105291241,12.43753247303448,HP On,2051.506422077656,17.77777777777783,3.5299187367112057,0.0,0.5785275292914518,0.009351256728519365,1.0440009689506387,2042.1551653491367,5178.70088704111,0.0,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,7210.780360209999,17.790307674797834,0.0,-1.6280692643557542,2.8,9.236100170605994,1656.5324254450534,585.7052673020953,-694.1576157665008,-0.0,-0.0,358.3930326065832,0.0,0.0,0.035532837850285826,0.0,0.0,0.6409462506903436,0.0,-59.20941347268546,0.21821233242607438,8.160154033476474,0.0026959363602365102,-32.69105831301612,1.2313419568793795,0.12291862679131847,709.3323343572246,-123.6270670551292
2025-01-01 00:05:00,1.0396463593752088,0.6319704637645579,0.0,0.017327439322920146,0.010532841062742632,0.0,0.017935992974275887,0.0,0.4304960633655147,0.5912143030354181,0.0,0.0,0.0,0.2500837500569746,0.3818867137075833,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.014803326673106297,0,On,0.026223550725848557,0,On,0.27445015956439406,0.20583761967329547,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,Off,0.0,0.0,34.163484264521244,51.666666666666686,46.10666666666668,0.0,47.83037164703648,0.0,0.0,0.0,34.163484264521244,47.13308074317544,47.83037164703648,46.784435291244925,12.43753247303448,HP On,2059.312474960282,17.77777777777783,3.5233530902288113,0.0,0.5818044956172743,0.009409807418143774,1.0517554737297772,2049.9026675421383,5178.70088704111,0.0,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,7210.761866175922,17.790307674797834,0.0,-1.5619042703737227,2.8,9.236100170605994,1663.2438306691556,574.2183251143433,-694.1576157665008,-0.0,-0.0,358.3930326065832,0.0,0.0,0.035532837850285826,0.0,0.0,0.6409462506903436,0.0,-60.30406113120914,0.21819485746182085,8.159732583282878,0.002695719527449522,-32.6665649129846,1.2313421180397295,0.1226836771426463,697.3977892581441,-123.17946414380089
2025-01-01 00:06:00,1.0428483785319025,0.6340387638153184,0.0,0.01738080630886504,0.010567312730255306,0.0,0.017935992974275887,0.0,0.4304960633655147,0.5944163221921119,0.0,0.0,0.0,0.2500837500569746,0.3839550137583439,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.014803326673106297,0,On,0.026223550725848557,0,On,0.27445015956439406,0.20583761967329547,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,Off,0.0,0.0,34.157890838905026,51.666666666666686,46.10666666666668,0.0,47.825138068244065,0.0,0.0,0.0,34.157890838905026,47.1282861843772,47.825138068244065,46.779860242443775,12.43753247303448,HP On,2066.7940818722013,17.77777777777783,3.517079496650171,0.0,0.5849548103822657,0.009461511809846317,1.0591920917734092,2057.332570062355,5178.70088704111,0.0,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,7210.772368096674,17.790307674797834,0.0,-1.497566650224985,2.8,9.236100170605994,1669.8978851053766,563.2862285248145,-694.1576157665008,-0.0,-0.0,358.3930326065832,0.0,0.0,0.035532837850285826,0.0,0.0,0.6409462506903436,0.0,-61.131613606907194,0.2181773955806505,8.159311417882938,0.002695502857150368,-32.64208986755513,1.2313422790794228,0.12245478415089318,685.8292917024874,-122.54306317767283
2025-01-01 00:07:00,1.0459368506915812,0.6360337197515695,0.0,0.017432280844859687,0.010600561995859492,0.0,0.017935992974275887,0.0,0.4304960633655147,0.5975047943517905,0.0,0.0,0.0,0.2500837500569746,0.3859499696945949,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.014803326673106297,0,On,0.026223550725848557,0,On,0.27445015956439406,0.20583761967329547,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,Off,0.0,0.0,34.1522983315562,51.666666666666686,46.10666666666668,0.0,47.81990541890814,0.0,0.0,0.0,34.1522983315562,47.12349241056938,47.81990541890814,46.775285906400015,12.43753247303448,HP On,2073.9937042281354,17.77777777777783,3.5110634666435727,0.0,0.5879934655135987,0.009511328838191961,1.0663483594583383,2064.482375389943,5178.70088704111,0.0,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,7210.753900311297,17.790307674797834,0.0,-1.4348430699467234,2.8,9.236100170605994,1676.4959840579447,552.8320696255222,-694.1576157665008,-0.0,-0.0,358.3930326065832,0.0,0.0,0.035532837850285826,0.0,0.0,0.6409462506903436,0.0,-61.7331370102732,0.21815994677277395,8.158890537104778,0.002695286349217242,-32.61763316296855,1.2313424399985495,0.12223122076985009,674.585687334359,-121.75361770883686
2025-01-01 00:08:00,1.0489720433201388,0.6379942605105435,0.0,0.01748286738866898,0.010633237675175725,0.0,0.017935992974275887,0.0,0.4304960633655147,0.6005399869803482,0.0,0.0,0.0,0.2500837500569746,0.38791051045356895,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.014803326673106297,0,On,0.026223550725848557,0,On,0.27445015956439406,0.20583761967329547,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,Off,0.0,0.0,34.146706742339774,51.666666666666686,46.10666666666668,0.0,47.81467369885995,0.0,0.0,0.0,34.146706742339774,47.11869942162313,47.81467369885995,46.77071228300472,12.43753247303448,HP On,2081.053617220435,17.77777777777783,3.505183966555627,0.0,0.5909800038660007,0.009559983114347458,1.0733659553063566,2071.493634106088,5178.70088704111,0.0,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,7210.735445006369,17.790307674797834,0.0,-1.3735530645949048,2.8,9.236100170605994,1683.0301550870613,542.7902836638634,-694.1576157665008,-0.0,-0.0,358.3930326065832,0.0,0.0,0.035532837850285826,0.0,0.0,0.6409462506903436,0.0,-62.25887897345641,0.21814251102840912,8.159129271832832,0.002695070003528429,-32.59319478547599,1.2313426007972,0.12201237132975028,663.6322140770884,-120.841930413225
2025-01-01 00:09:00,1.0519869412686123,0.6399416922012098,0.0,0.017533115687810203,0.010665694870020163,0.0,0.017935992974275887,0.0,0.4304960633655147,0.6035548849288217,0.0,0.0,0.0,0.2500837500569746,0.38985794214423514,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.014803326673106297,0,On,0.026223550725848557,0,On,0.27445015956439406,0.20583761967329547,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,Off,0.0,0.0,34.14111607108695,51.666666666666686,46.10666666666668,0.0,47.80944290793075,0.0,0.0,0.0,34.14111607108695,47.11390721740956,47.80944290793075,46.76613937214898,12.43753247303448,HP On,2088.051032613839,17.77777777777783,3.4993758600982154,0.0,0.5939467414183487,0.009608143510473047,1.0803214913933972,2078.4428891033663,5178.70088704111,0.0,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,7210.717002174365,17.790307674797834,0.0,-1.313544481867111,2.8,9.236100170605994,1689.4925958830404,533.1051643757604,-694.1576157665008,-0.0,-0.0,358.3930326065832,0.0,0.0,0.035532837850285826,0.0,0.0,0.6409462506903436,0.0,-62.793853570881424,0.21812508833778135,8.158708988554967,0.002694853819962307,-32.568774721338904,1.2313427614754635,0.12179771650326635,652.9395806050694,-119.83441622930901
