occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_clothes_washer,clothes_washer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.706,0.363,0.14,0.365,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.693,0.295,0.14,0.304,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.65,0.136,0.187,0.16,0.0,0.0,0.0,0.0819,0,0,0,0
1.0,0.614,0.0879,0.281,0.116,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.614,0.0879,0.281,0.116,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.612,0.0727,0.281,0.102,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.0424,0.281,0.074,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.0424,0.281,0.074,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.0424,0.281,0.074,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.0369,0.281,0.0685,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.026,0.281,0.0576,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.593,0.0227,0.327,0.0548,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.577,0.0193,0.374,0.0606,0.0,0.0,0.0,0.313,0,0,0,0
1.0,0.608,0.026,0.281,0.0831,0.0,0.0,0.0,0.231,0,0,0,0
1.0,0.632,0.0357,0.234,0.139,0.0,0.0,0.0,0.0819,0,0,0,0
1.0,0.68,0.0551,0.14,0.252,0.0,0.0,0.0,0.283,0,0,0,0
0.889,0.68,0.0551,0.14,0.252,0.0,0.0,0.0,0.0902,0,0,0,0
0.667,0.68,0.0551,0.14,0.252,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.693,0.0614,0.14,0.273,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.719,0.074,0.14,0.315,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.719,0.074,0.14,0.315,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.719,0.074,0.14,0.315,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.724,0.0792,0.14,0.321,0.0,0.0,0.333,0.0,0,0,0,0
0.667,0.732,0.0895,0.14,0.333,0.0,0.0,0.667,0.0,0,0,0,0
0.667,0.732,0.0895,0.14,0.333,0.0,0.0,0.0,0.164,0,0,0,0
0.556,0.704,0.0772,0.187,0.286,0.0,0.0,0.0,0.246,0,0,0,0
0.333,0.647,0.0553,0.281,0.193,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.647,0.0604,0.281,0.196,0.0,0.0,0.0,0.0819,0,0,0,0
0.333,0.647,0.0604,0.281,0.196,0.0,0.0,0.0,0.164,0,0,0,0
0.333,0.647,0.0604,0.281,0.196,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.647,0.0624,0.281,0.194,0.0,0.0,0.0,0.0819,0,0,0,0
0.333,0.647,0.0664,0.281,0.191,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.647,0.0664,0.281,0.191,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.647,0.0664,0.281,0.191,0.0,0.0,0.0,0.0819,0,0,0,0
0.444,0.675,0.0873,0.234,0.235,0.288,0.333,0.0,0.0819,0,0,0,0
0.667,0.732,0.129,0.14,0.321,0.469,1.0,0.0,0.0,0,0,0,0
0.778,0.761,0.148,0.0936,0.366,0.1,0.6,0.0,0.0,0,0,0,0
1.0,0.818,0.186,0.0,0.457,0.503,0.0,0.0,0.0819,0,0,0,0
1.0,0.818,0.189,0.0,0.452,0.622,0.0,0.0,0.319,0,0,0,0
1.0,0.818,0.196,0.0,0.444,0.422,0.0,0.0,0.0621,0,0,0,0
1.0,0.818,0.196,0.0,0.444,0.369,0.0,0.0,0.0,0,0,0,0
1.0,0.818,0.196,0.0,0.444,0.197,0.0,0.0,0.0,0,0,0,0
1.0,0.789,0.182,0.0468,0.399,0.0,0.0,0.0,0.164,0,0,0,0
1.0,0.732,0.153,0.14,0.31,0.0,0.0,0.0,0.246,0,0,0,0
1.0,0.732,0.153,0.14,0.31,0.216,0.333,0.0,0.0,0,0,0,0
1.0,0.732,0.153,0.14,0.31,0.272,1.0,0.0,0.0819,0,0,0,0
1.0,0.732,0.156,0.14,0.311,0.306,1.0,0.0,0.0,0,0,0,0
0.889,0.732,0.162,0.14,0.315,0.484,0.533,0.0,0.0,0,0,0,0
0.667,0.732,0.162,0.14,0.315,0.0719,0.0,0.0,0.0,0,0,0,0
0.667,0.732,0.162,0.14,0.315,0.244,0.0,0.0,0.0,0,0,0,0
0.667,0.741,0.168,0.14,0.326,0.216,0.0,0.0,0.164,0,0,0,0
0.667,0.758,0.181,0.14,0.347,0.134,0.0,0.0,0.0,0,0,0,0
0.667,0.758,0.181,0.14,0.347,0.0375,0.0,0.0,0.0,0,0,0,0
0.667,0.758,0.181,0.14,0.347,0.181,0.0,0.0,0.0819,0,0,0,0
0.667,0.771,0.195,0.14,0.374,0.2,0.0,0.0,0.0,0,0,0,0
0.667,0.797,0.224,0.14,0.427,0.191,0.0,0.0,0.0,0,0,0,0
0.667,0.797,0.224,0.14,0.427,0.316,0.0,0.0,0.0819,0,0,0,0
0.667,0.797,0.224,0.14,0.427,0.459,0.0,0.0,0.0819,0,0,0,0
0.667,0.81,0.24,0.14,0.472,0.225,0.0,0.0,0.0,0,0,0,0
0.667,0.836,0.273,0.14,0.561,0.244,0.0,0.0,0.0,0,0,0,0
0.667,0.836,0.273,0.14,0.561,0.153,0.0,0.333,0.0,0,0,0,0
0.667,0.836,0.273,0.14,0.561,0.162,0.0,1.0,0.0,0,0,0,0
0.556,0.793,0.246,0.187,0.495,0.0,0.0,1.0,0.0,0,0,0,0
0.333,0.705,0.191,0.281,0.362,0.0,0.0,1.0,0.0819,0,0,0,0
0.333,0.705,0.191,0.281,0.362,0.0,0.0,1.0,0.0819,0,0,0,0
0.333,0.705,0.191,0.281,0.362,0.0,0.0,1.0,0.0,0,0,0,0
0.333,0.703,0.215,0.281,0.361,0.0,0.0,1.0,0.0,0,0,0,0
0.333,0.699,0.263,0.281,0.359,0.0,0.0,1.0,0.0,0,0,0,0
0.333,0.699,0.263,0.281,0.359,0.0,0.0,1.0,0.145,0,0,0,0
0.333,0.699,0.263,0.281,0.359,0.0,0.0,1.0,0.193,0,0,0,0
0.333,0.695,0.283,0.281,0.339,0.0,0.0,0.0,0.328,0,0,0,0
0.333,0.686,0.322,0.281,0.299,0.0,0.0,0.0,0.159,0,0,0,0
0.333,0.686,0.322,0.281,0.299,0.0,0.0,0.0,0.38,0,0,0,0
0.333,0.686,0.322,0.281,0.299,0.0,0.0,0.0,0.0,0,0,0,0
0.444,0.71,0.414,0.234,0.339,0.0,0.0,0.0,0.0896,0,0,0,0
0.667,0.758,0.596,0.14,0.418,0.0,0.0,0.0,0.0299,0,0,0,0
0.667,0.725,0.5,0.187,0.356,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.66,0.306,0.281,0.234,0.0,0.0,0.0,0.155,0,0,0,0
0.667,0.651,0.267,0.281,0.225,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.61,0.131,0.327,0.155,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0166,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.778,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.577,0.0201,0.374,0.0606,0.0,0.0,0.0,0.317,0,0,0,0
1.0,0.608,0.0241,0.281,0.0831,0.0,0.0,0.0,0.225,0,0,0,0
1.0,0.612,0.027,0.281,0.106,0.0,0.0,0.0,0.0819,0,0,0,0
1.0,0.621,0.0327,0.281,0.151,0.0,0.0,0.0,0.397,0,0,0,0
1.0,0.621,0.0327,0.281,0.151,0.0,0.0,0.0,0.151,0,0,0,0
1.0,0.621,0.0327,0.281,0.151,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.627,0.0381,0.281,0.161,0.0,0.0,0.0,0.0819,0,0,0,0
1.0,0.64,0.049,0.281,0.182,0.0,0.0,0.333,0.0,0,0,0,0
1.0,0.667,0.0593,0.234,0.226,0.0,0.0,1.0,0.239,0,0,0,0
1.0,0.719,0.0799,0.14,0.315,0.0,0.0,0.733,0.0314,0,0,0,0
1.0,0.724,0.096,0.14,0.321,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.732,0.128,0.14,0.333,0.0,0.0,0.0,0.246,0,0,0,0
1.0,0.732,0.128,0.14,0.333,0.0,0.0,0.0,0.229,0,0,0,0
1.0,0.732,0.128,0.14,0.333,0.0,0.0,0.0,0.0819,0,0,0,0
1.0,0.732,0.141,0.14,0.336,0.0,0.0,0.0,0.207,0,0,0,0
0.889,0.704,0.143,0.187,0.293,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.647,0.0928,0.281,0.196,0.0,0.0,0.0,0.0819,0,0,0,0
0.667,0.647,0.0928,0.281,0.196,0.0,0.0,0.0,0.406,0,0,0,0
0.667,0.647,0.098,0.281,0.194,0.0,0.0,0.0,0.619,0,0,0,0
0.667,0.647,0.108,0.281,0.191,0.0,0.0,0.0,0.0819,0,0,0,0
0.667,0.647,0.108,0.281,0.191,0.0,0.0,0.0,0.158,0,0,0,0
0.667,0.647,0.108,0.281,0.191,0.0,0.0,0.0,0.252,0,0,0,0
0.667,0.675,0.145,0.234,0.235,0.0,0.0,0.0,0.0,0,0,0,0
0.556,0.704,0.184,0.187,0.276,0.0,0.0,0.0,0.322,0,0,0,0
0.333,0.647,0.118,0.281,0.185,0.0,0.0,0.0,0.277,0,0,0,0
0.333,0.647,0.118,0.281,0.185,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.647,0.12,0.281,0.184,0.0,0.0,0.0,0.239,0,0,0,0
0.333,0.647,0.125,0.281,0.181,0.0,0.0,0.0,0.189,0,0,0,0
0.222,0.618,0.0897,0.327,0.137,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.111,0.601,0.0751,0.374,0.112,0.0,0.0,0.333,0.164,0,0,0,0
0.333,0.679,0.189,0.281,0.238,0.0,0.0,0.667,0.0,0,0,0,0
0.333,0.686,0.191,0.281,0.261,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.699,0.195,0.281,0.305,0.0,0.0,0.0,0.164,0,0,0,0
0.333,0.699,0.195,0.281,0.305,0.0,0.0,0.0,0.164,0,0,0,0
0.444,0.745,0.254,0.234,0.391,0.0,0.0,0.0,0.132,0,0,0,0
0.556,0.793,0.324,0.187,0.495,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.705,0.228,0.281,0.362,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.705,0.228,0.281,0.362,0.0,0.0,0.0,0.0819,0,0,0,0
0.333,0.705,0.228,0.281,0.362,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.703,0.25,0.281,0.361,0.0,0.0,0.0,0.164,0,0,0,0
0.333,0.699,0.296,0.281,0.359,0.0,0.0,0.0,0.328,0,0,0,0
0.333,0.699,0.296,0.281,0.359,0.0,0.0,0.0,0.0,0,0,0,0
0.444,0.745,0.388,0.234,0.462,0.0,0.0,0.0,0.0819,0,0,0,0
0.667,0.827,0.606,0.14,0.628,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.81,0.673,0.14,0.549,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.81,0.673,0.14,0.549,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.81,0.673,0.14,0.549,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.793,0.656,0.14,0.505,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.758,0.621,0.14,0.418,0.0,0.0,0.0,0.151,0,0,0,0
0.667,0.758,0.621,0.14,0.418,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.758,0.621,0.14,0.418,0.172,0.333,0.0,0.0,0,0,0,0
0.778,0.765,0.608,0.0936,0.453,0.334,1.0,0.0,0.314,0,0,0,0
1.0,0.755,0.52,0.0468,0.47,0.0,0.6,0.0,0.251,0,0,0,0
1.0,0.682,0.332,0.187,0.312,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.61,0.144,0.327,0.155,0.0,0.0,0.0,0.414,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.191,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.889,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.778,0.581,0.023,0.374,0.0831,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.621,0.0327,0.281,0.151,0.0,0.0,0.0,0.0819,0,0,0,0
0.889,0.601,0.0279,0.327,0.117,0.0,0.0,0.0,0.0,0,0,0,0
0.556,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.59,0.043,0.374,0.0981,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.647,0.0928,0.281,0.196,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.647,0.0928,0.281,0.196,0.0,0.0,0.0,0.233,0,0,0,0
0.333,0.647,0.0928,0.281,0.196,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.647,0.098,0.281,0.194,0.0,0.0,0.0,0.0819,0,0,0,0
0.333,0.647,0.108,0.281,0.191,0.0,0.0,0.0,0.482,0,0,0,0
0.333,0.647,0.108,0.281,0.191,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.647,0.108,0.281,0.191,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.647,0.111,0.281,0.189,0.0,0.0,0.0,0.164,0,0,0,0
0.444,0.675,0.151,0.234,0.23,0.0,0.0,0.0,0.163,0,0,0,0
0.667,0.732,0.217,0.14,0.321,0.0,0.0,0.0,0.294,0,0,0,0
0.667,0.732,0.217,0.14,0.321,0.0,0.0,0.0,0.0819,0,0,0,0
0.556,0.704,0.187,0.187,0.274,0.0,0.0,0.0,0.187,0,0,0,0
0.333,0.647,0.125,0.281,0.181,0.0,0.0,0.0,0.0819,0,0,0,0
0.333,0.647,0.125,0.281,0.181,0.0,0.0,0.0,0.0,0,0,0,0
0.444,0.675,0.161,0.234,0.225,0.0,0.0,0.0,0.475,0,0,0,0
0.667,0.732,0.247,0.14,0.311,0.0,0.0,0.0,0.44,0,0,0,0
0.667,0.732,0.274,0.14,0.31,0.0,0.0,0.0,0.164,0,0,0,0
0.556,0.704,0.231,0.187,0.266,0.0,0.0,0.0,0.399,0,0,0,0
0.333,0.647,0.146,0.281,0.179,0.0,0.0,0.0,0.256,0,0,0,0
0.333,0.647,0.152,0.281,0.18,0.0,0.0,0.0,0.164,0,0,0,0
0.222,0.618,0.116,0.327,0.138,0.0,0.0,0.0,0.0819,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0181,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.111,0.601,0.0751,0.374,0.112,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.679,0.189,0.281,0.238,0.0,0.0,0.0,0.0819,0,0,0,0
0.333,0.679,0.189,0.281,0.238,0.316,0.333,0.0,0.0,0,0,0,0
0.333,0.686,0.191,0.281,0.261,0.225,1.0,0.0,0.0819,0,0,0,0
0.333,0.699,0.195,0.281,0.305,0.188,0.6,0.0,0.0,0,0,0,0
0.444,0.745,0.254,0.234,0.391,0.1,0.0,0.0,0.0819,0,0,0,0
0.667,0.836,0.372,0.14,0.561,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.84,0.394,0.14,0.599,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.849,0.437,0.14,0.674,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.849,0.437,0.14,0.674,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.849,0.437,0.14,0.674,0.0,0.0,0.0,0.0,0,0,0,0
0.778,0.891,0.575,0.0936,0.775,0.0,0.0,0.333,0.0,0,0,0,0
1.0,0.973,0.851,0.0,0.977,0.0,0.0,1.0,0.0,0,0,0,0
1.0,0.973,0.851,0.0,0.977,0.0,0.0,1.0,0.0819,0,0,0,0
1.0,0.973,0.851,0.0,0.977,0.0,0.0,1.0,0.0,0,0,0,0
1.0,0.96,0.9,0.0,0.918,0.0,0.0,0.8,0.0,0,0,0,0
1.0,0.934,1.0,0.0,0.798,0.0,0.0,0.0,0.0819,0,0,0,0
1.0,0.934,1.0,0.0,0.798,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.934,1.0,0.0,0.798,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.908,0.974,0.0,0.733,0.0,0.0,0.0,0.162,0,0,0,0
1.0,0.857,0.923,0.0,0.602,0.0,0.0,0.0,0.0325,0,0,0,0
1.0,0.857,0.923,0.0,0.602,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.923,0.0,0.602,0.0,0.0,0.0,0.184,0,0,0,0
1.0,0.831,0.809,0.0,0.576,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.755,0.52,0.0468,0.47,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.706,0.394,0.14,0.365,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.706,0.394,0.14,0.365,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.676,0.296,0.187,0.282,0.0,0.0,0.0,0.164,0,0,0,0
1.0,0.614,0.101,0.281,0.116,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.614,0.101,0.281,0.116,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.597,0.0731,0.327,0.0936,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0174,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.577,0.0167,0.374,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.0183,0.281,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.0183,0.281,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.0183,0.281,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.0177,0.281,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.0166,0.281,0.0493,0.0,0.0,0.0,0.0819,0,0,0,0
1.0,0.593,0.0164,0.327,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
