Metric,Value
Total Electric Energy (kWh),1468.479738467441
Total Gas Energy (therms),0.0
Average Electric Power (kW),2.03955519231589
Peak Electric Power (kW),10.354821187632478
Other Electric Energy (kWh),487.5959192996535
HVAC Heating Electric Energy (kWh),633.5710810033034
Lighting Electric Energy (kWh),50.758831831528326
Water Heating Electric Energy (kWh),261.1614454965185
HVAC Cooling Electric Energy (kWh),35.39246083643741
Average Temperature - Indoor (C),20.34471102584929
Unmet Heating Load (C-hours),43.92922007011863
Unmet Cooling Load (C-hours),0.5585021215361164
Total Hot Water Unmet Demand (kWh),0.0
