Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.04555902520019,0.17192964436619995,0.0,1.04555902520019,0.17192964436619995,0.0,0.022419664478702344,0.0,0.2301879164575988,0.7429514442638888,0.05,0.0,0.0,0.15734631103286661,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.0035099780701754383,0.0,0.0008009214602884353,0.0,0.018108764948238473,0.0,0.02039283508044328,0.0,0.17473033089462636,0.13104774817096973,622.5044894992144,16.111111111111143,0.05,120.44695476467456,0.7162218348888889,0.026729609374999998,0.05,716.2218348888889,14324.436697777777,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9579.029266666666,0.0,0.0,24.280479249734192,51.66666666666668,46.10666666666668,0.0,51.25972709421943,0.0,0.0,0.0,24.280479249734192,51.29531940932216,51.31311556687353,51.25972709421943,12.43753247303448,16.816638873292895,-0.024024564185280508,7.32828130188685,1.9631572782619422,-0.3997521677101506,2.8,9.236100170605994,5.849042467558623,-2082.9082624842604,502.26159436332796,704.4237666725247,-949.2948333734165,0.0,-0.5290094883966303,372.37568621812176,0.0,2.0,0.05180317859193367,0.0,2.522432429830157e-05,0.6707135578682345,131.99922844444444,-39.20729038796434,0.24004632905758916,7.791497799407144,0.002781359950628898,35.982151540382084,1.2353710778678229,0.38347495817100374,-2263.101509809916,59.74629256098081,0.4530695454719999,494.1130974472725,8.148496916055509,0.21188506387464814,888.7753382585561,-184.3515715860313
2025-01-01 01:00:00,2.7571739430165274,0.16797609642912076,0.0,2.7571739430165274,0.16797609642912076,0.0,0.017062921488760024,0.0,0.2136062073148048,2.476504814212963,0.05,0.0,0.0,0.1533927630957874,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.0032467297149122803,0.0,0.0005851860391585011,0.0,0.013231005734689242,0.0,0.009082523187088184,0.0,0.17033555240725068,0.12775166430543797,2075.014964997381,16.111111111111143,0.16666666666666666,401.4898492155819,2.387406116296296,0.08909869791666665,0.16666666666666666,2387.406116296296,14324.436697777777,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9579.029266666666,0.0,0.0,24.876435968613084,51.66666666666668,46.10666666666668,0.0,51.125538242780344,0.0,0.0,0.0,24.876435968613084,51.170083395561754,51.192355971952466,51.125538242780344,12.43753247303448,15.844836667873135,-0.042992866626713803,7.642794483569134,2.74259738426762,1.2244459986732275,2.5,9.236100170605994,1525.7760828524877,-1522.8825631899826,-135.41144279726848,129.2235042649179,-839.8810897543805,0.0,0.0,350.7448685795017,0.0,2.0,0.04826234855415932,0.0,0.0,0.6245650972914529,131.99922844444444,-60.102660970014576,0.25574127396547264,7.338937597085051,0.002792214031628997,41.34148564929047,1.2395606587893877,0.3019924005915526,-1972.9886627945673,48.61625038900263,0.4530695454719999,-143.6923082555723,8.280865458303813,0.15331307622099324,284.38708758122374,-155.16358331630587
2025-01-01 02:00:00,3.994549731360946,0.16731863235757333,0.0,3.994549731360946,0.16731863235757333,0.0,0.017062921488760024,0.0,0.2127295885527416,3.714757221319444,0.05,0.0,0.0,0.15273529902424,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.0032467297149122803,0.0,0.0005851860391585011,0.0,0.013231005734689242,0.0,0.009082523187088184,0.0,0.17033555240725068,0.12775166430543797,3112.5224474960714,16.111111111111143,0.25,602.2347738233728,3.5811091744444443,0.13364804687499998,0.25,3581.1091744444443,14324.436697777777,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9579.029266666666,0.0,0.0,24.778536573397755,51.66666666666668,46.10666666666668,0.0,50.9911482072719,0.0,0.0,0.0,24.778536573397755,51.04460150663828,51.07132815632147,50.9911482072719,12.43753247303448,15.858039852734926,-0.05530499805276265,8.210043117599064,2.327311106806979,1.4506385432283033,1.6500000000000001,9.236100170605994,2495.501096867245,-1169.166886976626,-393.31844226696194,-121.69827456421406,-886.1102902756326,0.0,0.0,349.8682498174385,0.0,2.0,0.04759646320468691,0.0,0.0,0.6159478467734536,131.99922844444444,-80.77931017063216,0.25671106344378125,7.360791738002499,0.002805087542690309,50.35150384454417,1.23949474680969,0.21177913784934796,-1810.3718181817792,38.970157381780375,0.4530695454719999,-401.89178481634605,8.573342549384067,0.09328733305012317,32.05483845580939,-153.75311302002348
2025-01-01 03:00:00,3.993497613695374,0.16666116828602592,0.0,3.9934976136953737,0.1666611682860259,0.0,0.016887422585251253,0.0,0.21185296979067836,3.714757221319444,0.05,0.0,0.0,0.1520778349526926,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.003071230811403509,0.0,0.0005851860391585011,0.0,0.013231005734689242,0.0,0.009082523187088184,0.0,0.17033555240725068,0.12775166430543797,3112.5224474960714,16.111111111111143,0.25,602.2347738233728,3.5811091744444443,0.13364804687499998,0.25,3581.1091744444443,14324.436697777777,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9579.029266666666,0.0,0.0,24.71421882657729,51.66666666666668,46.10666666666668,0.0,50.85727137885783,0.0,0.0,0.0,24.71421882657729,50.91953967370733,50.950673821132085,50.85727137885783,12.43753247303448,15.823981848241942,-0.058302725017487324,8.056545795713712,2.067511054666738,1.215757105541647,1.6500000000000001,9.236100170605994,2469.774529143148,-1468.6878480633943,-242.10246973711895,-62.96546071833811,-900.9675525715344,0.0,0.0,348.8161321518665,0.0,2.0,0.04855758222634805,0.0,0.0,0.6283857287509299,131.99922844444444,-90.59649793325562,0.2585102085363697,7.360654681110463,0.002818715087797145,29.995783516397694,1.239630522871834,0.2578311985491817,-2112.020822361678,41.09820047491046,0.4530695454719999,-250.27513868481617,8.172668947697211,0.11758413346780307,95.96212856801677,-158.92758928635484
2025-01-01 04:00:00,4.0131989741278735,0.17879023645145514,0.0,4.0131989741278735,0.17879023645145514,0.0,0.017531991369832387,0.0,0.2309097614385963,3.714757221319444,0.05,0.0,0.0,0.1642069031181218,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.003071230811403509,0.0,0.0006124868077196483,0.0,0.01384827375070923,0.0,0.011967223947767135,0.0,0.18738426205655287,0.14053819654241462,3112.5224474960714,16.111111111111143,0.25,602.2347738233728,3.5811091744444443,0.13364804687499998,0.25,3581.1091744444443,14324.436697777777,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9579.029266666666,0.0,0.0,24.274023181378478,51.66666666666668,46.10666666666668,0.0,50.71263262100506,0.13570888928727567,361.34737238506057,0.0,24.274023181378478,50.277980223536154,50.71441190362902,50.05887474217775,12.43753247303448,15.811065114173546,-0.06029341977193185,7.7851744215476035,1.8233831916956322,1.246365406901865,0.55,9.236100170605994,2368.138335206835,-1383.3308260553447,-751.9286158999159,-193.64575660468543,-1018.2824610057739,0.0,0.0,367.3240829089144,0.0,2.0,0.05054791283881806,0.0,0.0,0.6541426815279898,131.99922844444444,-93.42573419237682,0.2591949256814363,7.358560231398787,0.002825184301848238,51.62987226351376,1.2390993487909987,0.23311859170129987,-2028.6536143333835,43.088014454666045,0.4530695454719999,-760.2801783720695,8.351562472153558,0.12044007971976858,-39.42558506853809,-154.22017153614732
2025-01-01 05:00:00,6.357794054750589,0.1767443912935389,0.0,6.357794054750589,0.1767443912935389,0.0,0.024475806853924333,1.1000131084444444,0.2302955110262945,4.953009628425926,0.05,0.0,0.0,0.16216105796020555,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.0034222286184210525,0.0,0.0008917261905026856,0.0,0.020161852045000598,0.0,0.014080767079353691,0.0,0.18465646851266454,0.13849235138449836,4150.029929994762,16.111111111111143,0.3333333333333333,802.9796984311638,4.774812232592592,0.1781973958333333,0.3333333333333333,4774.812232592592,14324.436697777777,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9579.029266666666,1100.0131084444445,0.2,23.80196802389237,51.66666666666668,46.10666666666668,0.0,50.75648235307097,0.1823735199353865,481.7964965134141,1100.0131084444445,23.80196802389237,49.551971594269595,50.75689856807012,48.94929999986976,12.43753247303448,15.823431187751607,-0.059421225093498245,7.952624271483455,0.5940661177494306,0.3841999018184141,-0.25000000000000006,9.236100170605994,3315.6621782825073,-1315.938806701453,-498.0317127028035,-226.22605731768147,-1090.6335342542955,0.0,0.0,352.9557156274434,0.0,1.6835,0.05146452956730533,0.0,0.0,0.666004657444147,111.11035054311111,-96.68993308540296,0.26073260481809807,7.385495644276641,0.0028457323778283737,39.22688101845498,1.2384091353824342,0.20644478205173517,-2159.282427099965,40.36392196734815,0.4530695454719999,-507.4996579660461,9.467945263242592,0.09495850196136993,-50.372264802645304,-175.8537925150362
2025-01-01 06:00:00,3.9951639775232266,0.16731863235757333,0.0,3.9951639775232266,0.16731863235757333,0.0,0.017677167651040725,0.0,0.2127295885527416,3.714757221319444,0.05,0.0,0.0,0.15273529902424,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.0038609758771929823,0.0,0.0005851860391585011,0.0,0.013231005734689242,0.0,0.009082523187088184,0.0,0.17033555240725068,0.12775166430543797,3112.5224474960714,16.111111111111143,0.25,602.2347738233728,3.5811091744444443,0.13364804687499998,0.25,3581.1091744444443,14324.436697777777,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9579.029266666666,0.0,0.0,25.36922087327672,51.66666666666668,46.10666666666668,0.0,51.840986856779615,0.0,0.0,0.0,25.36922087327672,51.847988323373556,51.85148905667054,51.840986856779615,12.43753247303448,15.824389552575537,-0.04787580847794673,7.5366149744634034,1.1519014699144619,0.11909145526152712,0.3,9.236100170605994,2258.4060928600984,-1668.208986858987,-498.75385356697456,-131.42057474204267,-1036.1417109233023,0.0,0.0,284.482881757497,0.0,1.0,0.050772415495035375,0.0,0.0,0.6570479799132354,65.99961422222222,-102.45752547016747,0.2604155252252302,7.382171555733876,0.002842544571366297,-28.692346149018544,1.2384071658940141,0.24403547508605106,-2315.340786340047,44.897025657686896,0.4530695454719999,-507.2353798105811,8.481526243606506,0.10608573500204929,29.352368487529773,-160.77294322957243
2025-01-01 07:00:00,5.292987121990495,0.18198838305928827,0.0,5.292987121990495,0.18198838305928827,0.0,0.04523546976938274,0.0,0.24474202379518678,4.953009628425926,0.05,0.0,0.0,0.16740504972595494,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.0035977275219298247,0.0,0.0017635702995532313,0.0,0.03987417194789968,0.0,0.02153529082724682,0.0,0.18814198248541078,0.14110648686405805,4150.029929994762,16.111111111111143,0.3333333333333333,802.9796984311638,4.774812232592592,0.1781973958333333,0.3333333333333333,4774.812232592592,14324.436697777777,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9579.029266666666,0.0,0.0,25.029967116469876,51.66666666666668,46.10666666666668,0.0,51.64707907839018,0.04402831234778071,120.44912412835353,0.0,25.029967116469876,51.34512592537884,51.652255331473086,51.18897309579026,12.43753247303448,15.809731699118634,-0.06276743220525409,7.335845946381734,0.5953942830734942,-0.08280467976476874,-0.55,9.236100170605994,3237.9745253947503,-1728.7626352107432,-674.8244174154231,-217.52658073127893,-1131.813375311342,0.0,0.0,321.9182911114797,2.404140317098965,0.6835,0.052445631306486246,0.0,0.0,0.6787011366156219,45.11073632088889,-102.16032040014935,0.2601291989782771,7.3679362088966105,0.0028366554534008754,-15.918023957465739,1.2384745511547008,0.2472624108963729,-2577.8759985737715,46.133664931864764,0.4530695454719999,-684.081209985909,9.256792570485906,0.10840562004560872,-53.30875700474829,-164.21782372653064
2025-01-01 08:00:00,4.739604535200498,0.1692910245722156,0.0,4.739604535200499,0.1692910245722156,0.0,0.016536424778233708,0.0,0.21535944483893127,4.457708665583334,0.05,0.0,0.0,0.15470769123888226,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.002720233004385965,0.0,0.0005851860391585011,0.0,0.013231005734689242,0.0,0.009082523187088184,0.0,0.17033555240725068,0.12775166430543797,3735.0269369952857,16.111111111111143,0.3,722.6817285880475,4.297331009333333,0.16037765624999997,0.3,4297.331009333333,14324.436697777777,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9579.029266666666,0.0,0.0,24.79670943211453,51.66666666666668,46.10666666666668,0.0,51.47401736051487,0.0,0.0,0.0,24.79670943211453,50.98623333661421,51.47401736051487,50.74234132466389,12.43753247303448,15.793819079330175,-0.0695165282712515,6.783670910031196,-0.1388658987658247,-0.6189205713284641,-1.4,9.236100170605994,2649.454748825639,-2074.4845680561743,-745.3292709639489,-291.2119798239562,-1235.5959176297742,0.0,0.0,219.97238094865745,138.94324524111892,0.0,0.05434063199396215,0.0,0.0,0.7032244207946459,0.0,-69.94865148852953,0.2601184254887474,7.358388251645176,0.002832208990218401,-1.2702285536751587,1.2391280451775506,0.26326501591449464,-2848.2721845373885,51.105887893166404,0.4530695454719999,-755.3419217548815,10.01265079093242,0.12170831457606325,-126.29720991695471,-164.91476990700147
2025-01-01 09:00:00,10.930340074022379,0.1692910245722156,0.0,10.930340074022379,0.1692910245722156,0.0,0.01600992806770739,0.0,0.21535944483893127,10.64897070111574,0.05,0.0,0.0,0.15470769123888226,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0021937362938596492,0.0,0.0005851860391585011,0.0,0.013231005734689242,0.0,0.009082523187088184,0.0,0.17033555240725068,0.12775166430543797,8922.564349488737,19.444444444444457,0.7166666666666667,1726.4063516270023,10.265846300074072,0.3831244010416666,0.7166666666666667,10265.846300074074,14324.436697777777,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9579.029266666666,0.0,0.0,22.78642576108076,51.66666666666668,46.10666666666668,0.0,51.34054674071327,0.0,0.0,0.0,22.78642576108076,50.865075383105,51.34054674071327,50.627339704300866,12.43753247303448,18.526734530086802,-0.5502912088237683,7.374504759938731,-0.10125922253451441,-0.5764939333441169,-0.85,9.236100170605994,7564.160072369176,-1093.4253377603752,-442.15761947897084,-173.73076604176862,-1498.322519665219,0.0,0.0,219.44588423813113,418.9624299673432,0.0,0.0585234732421426,0.0,0.0,0.757354746594951,0.0,-79.52764169247497,0.22002380919744838,8.669841554334395,0.002840021776357218,58.25922518193765,1.22814391357175,0.26344292174142175,-2862.651626120168,42.81993673279059,0.4530695454719999,-451.286366118735,9.128746639764122,0.11992971138770243,-49.83595993913321,-123.8948061026354
