Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.44604044122382824,0.27369360650915764,0.0,0.0074340073537304706,0.004561560108485961,0.0,0.0693935297983438,0.0,0.37664691142548445,0.0,0.0,0.0,0.27369360650915764,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.019015860745614035,0.0,On,0.002364600312160815,0.0,On,0.030109907767151566,0,On,0.01790316097341739,0.0,On,0.0117221027466075,0,On,0.3281068206722213,0.2460801155041659,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,12960.190675555556,Off,0.0,0.0,26.641224958899237,51.666666666666686,46.10666666666668,0.0,51.61167030285585,0.0,0.0,0.0,26.641224958899237,51.63589632521193,51.648009336389975,51.61167030285585,12.43753247303448,13.805464568429864,-0.13897987601459327,-2.8,-0.9395475931469547,2.8,9.236100170605994,-817.2631137663653,51.857657000834095,2677.4705155917472,-1420.1894561391314,-0.0,-0.0,555.0721922212172,0.0,2.0,0.09901939127057081,0.0,0,1.720319843400239,131.99922844444444,47.8541501515485,0.29484567233312603,6.358680834382039,0.0028315184462886374,-40.49257005584577,1.2447030546697593,0,0,51.857657000834095,0.5436834545663999,2649.6153644694637,27.855151122283722
2025-01-01 00:01:00,0.44604044122382824,0.27369360650915764,0.0,0.0074340073537304706,0.004561560108485961,0.0,0.0693935297983438,0.0,0.37664691142548445,0.0,0.0,0.0,0.27369360650915764,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.019015860745614035,0.0,On,0.002364600312160815,0.0,On,0.030109907767151566,0,On,0.01790316097341739,0.0,On,0.0117221027466075,0,On,0.3281068206722213,0.2460801155041659,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,12960.190675555556,Off,0.0,0.0,26.65481087903269,51.666666666666686,46.10666666666668,0.0,51.6092644168086,0.0,0.0,0.0,26.65481087903269,51.63365300157666,51.645847293960706,51.6092644168086,12.43753247303448,13.7839237558658,-0.1605206885786572,-2.6167911388414704,-0.5139844441459838,2.8,9.236100170605994,-821.7424425518456,50.55457473008215,2375.189158242766,-1416.174033037289,-0.0,-0.0,555.0721922212172,0.0,2.0,0.09893306531920083,0.0,0,1.718820053861679,131.99922844444444,39.35939826422628,0.296094737558554,6.368941664239177,0.002831262539701041,-40.28145244055796,1.248432902038944,0,0,50.55457473008215,0.5436834545663999,2348.0872704798685,27.10188776289781
2025-01-01 00:02:00,0.44604044122382824,0.27369360650915764,0.0,0.0074340073537304706,0.004561560108485961,0.0,0.0693935297983438,0.0,0.37664691142548445,0.0,0.0,0.0,0.27369360650915764,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.019015860745614035,0.0,On,0.002364600312160815,0.0,On,0.030109907767151566,0,On,0.01790316097341739,0.0,On,0.0117221027466075,0,On,0.3281068206722213,0.2460801155041659,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,12960.190675555556,Off,0.0,0.0,26.668868540174717,51.666666666666686,46.10666666666668,0.0,51.60685732142684,0.0,0.0,0.0,26.668868540174717,51.631408533939364,51.64368414019563,51.60685732142684,12.43753247303448,13.76171194239131,-0.18273250205314717,-2.438506716269727,-0.1327760931505214,2.8,9.236100170605994,-826.0207146936599,49.39656365963479,2104.477705182384,-1412.0382369431836,-0.0,-0.0,555.0721922212172,0.0,2.0,0.09884402458617486,0.0,0,1.717273098887204,131.99922844444444,30.94533002830636,0.2964962531563971,6.356984278780201,0.002831008727909455,-40.06702981746333,1.2485297430469304,0,0,49.39656365963479,0.5436834545663999,2077.9862813354434,26.491423846940332
2025-01-01 00:03:00,0.44604044122382824,0.27369360650915764,0.0,0.0074340073537304706,0.004561560108485961,0.0,0.0693935297983438,0.0,0.37664691142548445,0.0,0.0,0.0,0.27369360650915764,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.019015860745614035,0.0,On,0.002364600312160815,0.0,On,0.030109907767151566,0,On,0.01790316097341739,0.0,On,0.0117221027466075,0,On,0.3281068206722213,0.2460801155041659,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,12960.190675555556,Off,0.0,0.0,26.683364888625626,51.666666666666686,46.10666666666668,0.0,51.60444897406657,0.0,0.0,0.0,26.683364888625626,51.62916288257708,51.64151983683234,51.60444897406657,12.43753247303448,13.73887602310929,-0.20556842133516717,-2.264851830423933,0.2087590844982386,2.8,9.236100170605994,-830.1793836356738,48.262903304673735,1861.938478278159,-1407.7912198971915,-0.0,-0.0,555.0721922212172,0.0,2.0,0.09875245478528656,0.0,0,1.7156822049875042,131.99922844444444,22.53964404030046,0.29691058159351824,6.345710586432185,0.0028307562867679586,-39.849360223839575,1.2486293143138407,0,0,48.262903304673735,0.5436834545663999,1835.9952833165019,25.943194961657117
2025-01-01 00:04:00,0.44604044122382824,0.27369360650915764,0.0,0.0074340073537304706,0.004561560108485961,0.0,0.0693935297983438,0.0,0.37664691142548445,0.0,0.0,0.0,0.27369360650915764,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.019015860745614035,0.0,On,0.002364600312160815,0.0,On,0.030109907767151566,0,On,0.01790316097341739,0.0,On,0.0117221027466075,0,On,0.3281068206722213,0.2460801155041659,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,12960.190675555556,Off,0.0,0.0,26.698271268730515,51.666666666666686,46.10666666666668,0.0,51.60203933507264,0.0,0.0,0.0,26.698271268730515,51.62691601055016,51.639354348288926,51.60203933507264,12.43753247303448,13.715456651032188,-0.22898779341226927,-2.095586517806068,0.514799349329138,2.8,9.236100170605994,-831.2120789905313,47.17137369271321,1644.6084815535787,-1403.4409459480692,-0.0,-0.0,555.0721922212172,0.0,2.0,0.09865851675158924,0.0,0,1.714050166440853,131.99922844444444,17.15667473632069,0.2973369974058652,6.333587298222675,0.002830505237068746,-39.6286979373455,1.2487314401624618,0,0,47.17137369271321,0.5436834545663999,1619.1538158276862,25.454665725892458
2025-01-01 00:05:00,0.44604044122382824,0.27369360650915764,0.0,0.0074340073537304706,0.004561560108485961,0.0,0.0693935297983438,0.0,0.37664691142548445,0.0,0.0,0.0,0.27369360650915764,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.019015860745614035,0.0,On,0.002364600312160815,0.0,On,0.030109907767151566,0,On,0.01790316097341739,0.0,On,0.0117221027466075,0,On,0.3281068206722213,0.2460801155041659,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,12960.190675555556,Off,0.0,0.0,26.71349007911671,51.666666666666686,46.10666666666668,0.0,51.599628367381065,0.0,0.0,0.0,26.71349007911671,51.6246678833319,51.63718764130733,51.599628367381065,12.43753247303448,13.691592381802312,-0.25285206264214466,-1.9305008437357931,0.78908129932665,2.8,9.236100170605994,-829.0234349299027,46.12411895533324,1449.833149639899,-1399.0135050846075,-0.0,-0.0,555.0721922212172,0.0,2.0,0.09856276435044486,0.0,0,1.7123866058631902,131.99922844444444,14.917877933487368,0.2977728746913772,6.321211225145426,0.002830255597952979,-39.40588928887514,1.248835518590864,0,0,46.12411895533324,0.5436834545663999,1424.814353417348,25.018796222550996
2025-01-01 00:06:00,0.44604044122382824,0.27369360650915764,0.0,0.0074340073537304706,0.004561560108485961,0.0,0.0693935297983438,0.0,0.37664691142548445,0.0,0.0,0.0,0.27369360650915764,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.019015860745614035,0.0,On,0.002364600312160815,0.0,On,0.030109907767151566,0,On,0.01790316097341739,0.0,On,0.0117221027466075,0,On,0.3281068206722213,0.2460801155041659,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,12960.190675555556,Off,0.0,0.0,26.728925781957823,51.666666666666686,46.10666666666668,0.0,51.5972160427526,0.0,0.0,0.0,26.728925781957823,51.62241847461413,51.635019690544894,51.5972160427526,12.43753247303448,13.66741884904898,-0.277025595395477,-1.7694087874840303,1.0349461571882383,2.8,9.236100170605994,-825.7279071990453,45.12199338383494,1275.2391390382966,-1394.5343253291483,-0.0,-0.0,555.0721922212172,0.0,2.0,0.09846574037903724,0.0,0,1.7107009535767412,131.99922844444444,13.734225908885755,0.29821562720430916,6.3086588670009345,0.002830007383097842,-39.181760368262424,1.2489409599461267,0,0,45.12199338383494,0.5436834545663999,1250.609509449859,24.629629588437645
2025-01-01 00:07:00,13.406231116779384,0.27369360650915764,0.0,0.2234371852796564,0.004561560108485961,0.0,0.0693935297983438,0.0,0.37664691142548445,12.960190675555555,0.0,0.0,0.27369360650915764,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.019015860745614035,0.0,On,0.002364600312160815,0.0,On,0.030109907767151566,0,On,0.01790316097341739,0.0,On,0.0117221027466075,0,On,0.3281068206722213,0.2460801155041659,On,0,0,Off,On,12960.190675555556,14.444444444444457,1.0,0.0,12.960190675555555,0.0,1,12960.190675555556,12960.190675555556,Off,0.0,0.0,26.74453670306464,51.666666666666686,46.10666666666668,0.0,51.59480234158612,0.0,0.0,0.0,26.74453670306464,51.6201677661334,51.63285047840705,51.59480234158612,12.43753247303448,13.64299521050989,-0.3014492339345676,-1.612143090725024,1.2553817599674242,2.8,9.236100170605994,9545.947750804535,2636.2025385337774,1118.7041178209677,-1390.0145680512846,-0.0,-0.0,555.0721922212172,0.0,2.0,0.09836768121380773,0.0,0,1.7089973162830052,131.99922844444444,12.737586190157742,0.298664137981713,6.295963567342158,0.0028297606008508684,-38.95667185234354,1.2490475072624994,0,0,44.16440342266615,0.5436834545663999,1094.4222848053118,24.281833015655813
2025-01-01 00:08:00,13.406231116779384,0.27369360650915764,0.0,0.2234371852796564,0.004561560108485961,0.0,0.0693935297983438,0.0,0.37664691142548445,12.960190675555555,0.0,0.0,0.27369360650915764,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.019015860745614035,0.0,On,0.002364600312160815,0.0,On,0.030109907767151566,0,On,0.01790316097341739,0.0,On,0.0117221027466075,0,On,0.3281068206722213,0.2460801155041659,On,0,0,Off,On,12960.190675555556,14.444444444444457,1.0,0.0,12.960190675555555,0.0,1,12960.190675555556,12960.190675555556,Off,0.0,0.0,26.514152164016746,51.666666666666686,46.10666666666668,0.0,51.59238724804855,0.0,0.0,0.0,26.514152164016746,51.617915743135484,51.630679990678956,51.59238724804855,12.43753247303448,13.967874567416883,0.0,-1.2035916545001175,1.4530600463467775,2.8,9.236100170605994,9471.396665950566,2633.4712126684103,978.3301650334168,-1450.608826486878,-0.0,-0.0,555.0721922212172,0.0,2.0,0.09966946710296606,0.0,0,1.7316139782139808,131.99922844444444,-1.2192402282185029,0.29239712629879977,6.458539250019795,0.0028295152572308238,-40.84157890584789,1.2476343708598991,0,0,41.43307755729886,0.5436834545663999,954.3595066840797,23.970658349337135
2025-01-01 00:09:00,13.406231116779384,0.27369360650915764,0.0,0.2234371852796564,0.004561560108485961,0.0,0.0693935297983438,0.0,0.37664691142548445,12.960190675555555,0.0,0.0,0.27369360650915764,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.019015860745614035,0.0,On,0.002364600312160815,0.0,On,0.030109907767151566,0,On,0.01790316097341739,0.0,On,0.0117221027466075,0,On,0.3281068206722213,0.2460801155041659,On,0,0,Off,On,12960.190675555556,14.444444444444457,1.0,0.0,12.960190675555555,0.0,1,12960.190675555556,12960.190675555556,Off,0.0,0.0,26.291976023546102,51.666666666666686,46.10666666666668,0.0,51.58999300339504,0.0,0.0,0.0,26.291976023546102,51.61568311966152,51.62852817779476,51.58999300339504,12.43753247303448,14.281117759532306,0.0,-0.8054032654185193,1.630370580095007,2.8,9.236100170605994,9399.886314845142,2630.9755043521027,852.419967049725,-1509.9973649074873,-0.0,-0.0,555.0721922212172,0.0,2.0,0.10091933173324233,0.0,0,1.7533285827721226,131.99922844444444,-13.341052913033622,0.2864916484709371,6.614841673227778,0.0028292577513975483,-42.64235496840681,1.24627488926804,0,0,38.93736924099133,0.5436834545663999,828.728075929582,23.6918911201429
