Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,2.8220753984090132,0.27369360650915764,0.0,2.8220753984090132,0.27369360650915764,0.0,0.0693935297983438,0.0,0.37664691142548445,2.376034957185185,0.0,0.0,0.27369360650915764,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.019015860745614035,0.0,0.002364600312160815,0.0,0.030109907767151566,0.0,0.01790316097341739,0.0,0.0117221027466075,0.0,0.32810682067222124,0.2460801155041659,0.0,0.0,2376.0349571851852,14.444444444444457,0.18333333333333332,0.0,2.376034957185185,0.0,0.18333333333333332,2376.0349571851852,12960.190675555556,0.0,0.0,26.37527055966545,51.66666666666668,46.10666666666668,0.0,51.54140992092252,0.0,0.0,0.0,26.37527055966545,51.57037256937751,51.584853893605015,51.54140992092252,12.43753247303448,14.117411458193825,-0.07440595917446924,1.2902499366741103,2.5364583325919265,2.8,9.236100170605994,950.5277751015516,67.83889895285873,207.5026825319736,-1479.4715906751312,0.0,0.0,555.0721922212172,0.0,2.0,0.10026330680176801,0.0,0.0,1.741931090898064,131.99922844444444,-25.90079219268249,0.28907616610757947,6.525586622718285,0.002823908466525483,-39.951016822562785,1.246930514246808,0.0,0.0,30.553910317564732,0.5436834545663999,185.62663615337405,21.876046378599508
2025-01-01 01:00:00,3.2517351150047777,0.27300326923403284,0.0,3.2517351150047773,0.27300326923403284,0.0,0.06796734024242275,0.0,0.37572646172531804,2.808041313037037,0.0,0.0,0.27300326923403284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03589753830648924,0.026923153729866926,0.0,0.0,0.01758967118969298,0.0,0.002364600312160815,0.0,0.030109907767151566,0.0,0.01790316097341739,0.0,0.0117221027466075,0.0,0.32810682067222124,0.2460801155041659,0.0,0.0,2808.041313037037,14.444444444444457,0.21666666666666667,0.0,2.808041313037037,0.0,0.21666666666666667,2808.041313037037,12960.190675555556,0.0,0.0,26.26027792937345,51.66666666666668,46.10666666666668,0.0,51.398920804865995,0.0,0.0,0.0,26.26027792937345,51.4374474659924,51.456710796555605,51.398920804865995,12.43753247303448,14.147419002452388,-0.05964164041634253,2.5678274154677725,3.1387012253836493,2.5,9.236100170605994,1293.5929941481236,-881.8951731874827,-434.4455446145414,-1440.0052444268063,0.0,0.0,552.7255529651297,0.0,2.0,0.0948423331348094,0.0,0.0,1.6477494518256095,131.99922844444444,-65.56036481982963,0.2871727847977382,6.524705323468306,0.0028107019217043405,-23.557887892810065,1.246870536218118,0.0,0.0,27.777706291863673,0.5436834545663999,-453.1517606043997,18.706215989858297
2025-01-01 02:00:00,3.0348114873786853,0.27231293195890804,0.0,3.0348114873786853,0.27231293195890804,0.0,0.06796734024242275,0.0,0.3748060120251517,2.5920381351111113,0.0,0.0,0.27231293195890804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.01758967118969298,0.0,0.002364600312160815,0.0,0.030109907767151566,0.0,0.01790316097341739,0.0,0.0117221027466075,0.0,0.32810682067222124,0.2460801155041659,0.0,0.0,2592.0381351111114,14.444444444444457,0.2,0.0,2.5920381351111113,0.0,0.2,2592.0381351111114,12960.190675555556,0.0,0.0,26.179489249893482,51.66666666666668,46.10666666666668,0.0,51.25691385210381,0.0,0.0,0.0,26.179489249893482,51.30490921330272,51.32890689390218,51.25691385210381,12.43753247303448,14.129248585704861,-0.05383177686824384,1.7174649779844318,2.6111151058177793,1.6500000000000001,9.236100170605994,1058.4770599058809,-1103.1669060350714,-666.4547417861961,-1490.6774602723967,0.0,0.0,551.8051032649635,0.0,2.0,0.09115489982707503,0.0,0.0,1.5836855890901116,131.99922844444444,-76.2810911755749,0.28709626109632086,6.510823243222772,0.002806742408042617,2.2451048714855073,1.2469520821396776,0.0,0.0,31.67179196570671,0.5436834545663999,-684.120019204227,17.66527741803081
2025-01-01 03:00:00,4.544962490122719,0.27162259468378325,0.0,4.54496249012272,0.27162259468378325,0.0,0.06701654720514205,0.0,0.37388556232498527,4.104060380592593,0.0,0.0,0.27162259468378325,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03405663890615646,0.025542479179617338,0.0,0.0,0.01663887815241228,0.0,0.002364600312160815,0.0,0.030109907767151566,0.0,0.01790316097341739,0.0,0.0117221027466075,0.0,0.32810682067222124,0.2460801155041659,0.0,0.0,4104.060380592592,14.444444444444457,0.31666666666666665,0.0,4.104060380592593,0.0,0.31666666666666665,4104.060380592592,12960.190675555556,0.0,0.0,26.067162866448776,51.66666666666668,46.10666666666668,0.0,51.11557006872958,0.0,0.0,0.0,26.067162866448776,51.17292704692798,51.20160553602719,51.11557006872958,12.43753247303448,14.156420557712883,-0.06703305867818035,1.6225972718836832,2.3402766053932695,1.6500000000000001,9.236100170605994,2204.185923798593,-673.1551792062467,-476.5016118475665,-1545.1841856389685,0.0,0.0,549.9338605275163,0.0,2.0,0.09440250837244721,0.0,0.0,1.6401081276707987,131.99922844444444,-83.81205556402897,0.2865778984718347,6.523713849616846,0.002806347628792194,-35.07565811837917,1.2468350715457648,0.0,0.0,30.74295507314751,0.5436834545663999,-493.7068976501148,17.20528580254832
2025-01-01 04:00:00,3.464026150792924,0.27093225740865845,0.0,3.464026150792924,0.27093225740865845,0.0,0.06701654720514205,0.0,0.37296511262481885,3.024044490962963,0.0,0.0,0.27093225740865845,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.01663887815241228,0.0,0.002364600312160815,0.0,0.030109907767151566,0.0,0.01790316097341739,0.0,0.0117221027466075,0.0,0.32810682067222124,0.2460801155041659,0.0,0.0,3024.044490962963,14.444444444444457,0.23333333333333334,0.0,3.024044490962963,0.0,0.23333333333333334,3024.044490962963,12960.190675555556,0.0,0.0,25.959220446735277,51.66666666666668,46.10666666666668,0.0,51.00821101345539,0.0,0.0,0.0,25.959220446735277,51.04152884946837,51.05818776747488,51.00821101345539,12.43753247303448,14.17918272046857,-0.053752058709318394,0.6665057918331546,2.018068287905106,0.55,9.236100170605994,1110.8194262095935,-1734.3376148410266,-1033.694560336449,-1772.845609456298,0.0,0.0,549.0134108273498,0.0,2.0,0.0985844162928417,0.0,0.0,1.7127627772946186,131.99922844444444,-84.58396793182881,0.2842276205620961,6.510012826495615,0.002788754951685542,13.232205612938573,1.2461643836769396,0.0,0.0,36.92831280391291,0.5436834545663999,-1050.9876896821065,17.293129345657295
2025-01-01 05:00:00,4.897303484786033,0.3002692106805073,0.0,4.897303484786033,0.3002692106805074,0.0,0.1516121062633172,0.0,0.42562782000419686,4.320063558518518,0.0,0.0,0.3002692106805073,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.018540464226973686,0.0,0.006246046159252377,0.0,0.07953474115572642,0.0,0.047290854721364704,0.0,0.02526887243018692,0.0,0.36722275836801993,0.27541706877601485,0.0,0.0,4320.063558518518,14.444444444444457,0.3333333333333333,0.0,4.320063558518518,0.0,0.3333333333333333,4320.063558518518,12960.190675555556,0.0,0.0,24.6703383704684,51.66666666666668,46.10666666666668,0.0,50.645111028218174,0.2388337592035495,636.5645612406468,0.0,24.6703383704684,49.21586913508136,50.64523151441649,48.50112770231465,12.43753247303448,14.211641542920951,-0.05363987465930269,-0.27758236267657954,0.7769897719327876,-0.25000000000000006,9.236100170605994,2148.6970011014337,-964.0908725553494,-729.7396755507704,-1904.814465768269,0.0,0.0,683.5335616261972,0.0,2.0,0.09992972212433503,0.0,0.0,1.7361355357782178,131.99922844444444,-86.07294157130968,0.285802483224529,6.550579364332027,0.0028115533708379537,21.746890206592727,1.2453812185130482,0.0,0.0,38.61730428490758,0.5436834545663999,-748.8328609767498,19.093185425979346
2025-01-01 06:00:00,6.240419702767114,0.31588049689247477,0.0,6.240419702767114,0.3158804968924747,0.0,0.24393826367125604,1.650019662666667,0.4584045737625249,3.8880572026666664,0.0,0.0,0.31588049689247477,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.020917446820175437,0.0,0.010468032822091237,0.0,0.13329588986168012,0.0,0.07925689416730924,0.0,0.037230577905891744,0.0,0.3861969072503103,0.2896476804377326,0.0,0.0,3888.0572026666664,14.444444444444457,0.3,0.0,3.8880572026666664,0.0,0.3,3888.0572026666664,12960.190675555556,1650.0196626666666,0.3,25.806892714830937,51.66666666666668,46.10666666666668,0.0,51.29177027014702,0.41395247897643267,1097.9896664785758,1650.0196626666666,25.806892714830937,50.767911363143476,51.29321507355023,50.50453710623849,12.43753247303448,14.164534278207702,-0.05426485171280655,0.38430607340815026,1.3817275384470293,0.3,9.236100170605994,2029.3411203531323,-1222.1238204946662,-754.4014886676813,-1797.6401326562595,0.0,0.0,807.3082823707038,0.0,2.0,0.09862292043017826,0.0,0.0,1.7134317314324208,131.99922844444444,-90.77279149464549,0.2854835341568594,6.512799020867368,0.0027998817163769193,-38.15135993112582,1.2455939610914852,0.0,0.0,36.47847984885493,0.5436834545663999,-772.8456294441169,18.444140776435585
2025-01-01 07:00:00,5.875769697703968,0.3064240133311085,0.0,5.8757696977039675,0.3064240133311085,0.0,0.19839329396621516,0.9166775903703706,0.44063525484886346,4.320063558518518,0.0,0.0,0.3064240133311085,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.019491257264254387,0.0,0.008397208917881434,0.0,0.1069268174915631,0.0,0.06357801029251622,0.0,0.03206990374071863,0.0,0.37174736310148915,0.2788105223261168,0.0,0.0,4320.063558518518,14.444444444444457,0.3333333333333333,0.0,4.320063558518518,0.0,0.3333333333333333,4320.063558518518,12960.190675555556,916.6775903703705,0.16666666666666666,25.004901720935987,51.66666666666668,46.10666666666668,0.0,51.392114173583344,0.20055464458781175,543.3813891366367,916.6775903703705,25.004901720935987,49.57599103366992,51.392201614371146,48.66784202292543,12.43753247303448,14.151930389589612,-0.06453795645458828,-0.4489748385840842,0.7849081312773507,-0.55,9.236100170605994,2106.110736873176,-1469.5454647735285,-937.3722249931809,-1982.2286217996889,0.0,0.0,720.8166032299744,5.383889436321212,1.6335000000000002,0.10216607470276466,0.0,0.0,1.7749889529538412,107.810369832,-88.52809137192487,0.2849255300100132,6.496749116258863,0.0027920388142713215,-0.5647062040122924,1.2456546625583487,0.0,0.0,40.30215943135296,0.5436834545663999,-956.62777047999,19.255545486809144
2025-01-01 08:00:00,13.402872997811787,0.27438394378428244,0.0,13.402872997811787,0.27438394378428244,0.0,0.06511496113058064,0.0,0.3775673611256508,12.960190675555555,0.0,0.0,0.27438394378428244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.014737292077850878,0.0,0.002364600312160815,0.0,0.030109907767151566,0.0,0.01790316097341739,0.0,0.0117221027466075,0.0,0.32810682067222124,0.2460801155041659,0.0,0.0,12960.190675555556,21.111111111111143,1.0,0.0,12.960190675555555,0.0,1.0,12960.190675555556,12960.190675555556,0.0,0.0,23.766979391270027,51.66666666666668,46.10666666666668,0.0,51.985918845389925,0.0,0.0,0.0,23.766979391270027,51.991548926199975,51.99436396660501,51.985918845389925,12.43753247303448,18.24312342788269,-2.2648602122490735,-1.1434250558723202,0.036556481388456706,-1.4,9.236100170605994,7532.401589688734,-1460.0615416777885,-1011.8983034830401,-3205.564584802296,0.0,0.0,485.7144590313982,345.3248888875691,1.0,0.12263485052678375,0.0,0.0,2.130604562869599,65.99961422222222,-115.90082498481266,0.2215949989010194,8.479870574064968,0.0027997370403964705,62.680889886675935,1.2287768501349239,0.0,0.0,42.77154433793659,0.5436834545663999,-1032.4691850206123,20.570881537572287
2025-01-01 09:00:00,10.375976127736982,0.27438394378428244,0.0,10.375976127736982,0.27438394378428244,0.0,0.06226258201873854,0.0,0.3775673611256508,9.936146184592593,0.0,0.0,0.27438394378428244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.011884912966008772,0.0,0.002364600312160815,0.0,0.030109907767151566,0.0,0.01790316097341739,0.0,0.0117221027466075,0.0,0.32810682067222124,0.2460801155041659,0.0,0.0,9936.146184592593,21.111111111111143,0.7666666666666667,0.0,9.936146184592593,0.0,0.7666666666666667,9936.146184592593,12960.190675555556,0.0,0.0,21.89626720231341,51.66666666666668,46.10666666666668,0.0,51.86403488842236,0.0,0.0,0.0,21.89626720231341,51.877970303553866,51.88493801111962,51.86403488842236,12.43753247303448,20.785579674143932,-0.07949319577265583,-0.7342790809589357,0.15851903128097333,-0.85,9.236100170605994,4715.821946459297,-1011.0175832425927,-716.6540684119032,-3723.2691458085974,0.0,0.0,482.8620799195561,887.4341125558092,1.0,0.13028300924289718,0.0,0.0,2.263480346450737,65.99961422222222,7.31206467426359,0.19115006420702113,9.717272358505905,0.002845829647179797,176.47380036474996,1.21868575826176,0.0,0.0,38.97263396743486,0.5436834545663999,-737.2267142706129,20.57264585870976
