Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,19.695195201976933,0.0966285517218281,0.0,0.3282532533662822,0.0016104758620304684,0.0,0.02256088933892598,0.0,0.13186097896279195,19.540773333675215,0.0,0.0,0.0966285517218281,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003754306469298246,0.0,On,0.011462857512983262,0,On,0.007343725356644474,0.0,On,0.0030229100003544397,0,On,0.08708995872736361,0.06531746904552269,On,0,0,Off,On,19540.773333675214,22.222222222222285,0.9999999999999999,0.0,19.459042564444445,0.08173076923076923,1,19459.042564444444,19459.042564444444,Off,0.0,0.0,31.56989148280545,51.666666666666686,46.10666666666668,0.0,50.56203456051205,0.0,0.0,0.0,31.56989148280545,49.35458379484581,50.56203456051205,48.7508584120127,12.43753247303448,22.25606007826438,0.0,-2.637272400865427,2.4004380192278987,2.8,9.236100170605994,11571.909257380172,3997.9799224127473,76.24936198423615,-3931.1003576067287,-0.0,-0.0,214.3251854130247,0.0,1.0,0.15503922206020157,0.0,0,1.6960289840412313,65.99961422222222,-343.93423736629603,0.1611874613458173,10.116797802667037,0.002633355348759743,-83.88499618424422,1.2092408134437334,0,0,89.82525567770415,0.09659998186858308,50.301258884661145,25.948103099574993
2025-01-01 00:01:00,19.695195201976933,0.0966285517218281,0.0,0.3282532533662822,0.0016104758620304684,0.0,0.02256088933892598,0.0,0.13186097896279195,19.540773333675215,0.0,0.0,0.0966285517218281,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003754306469298246,0.0,On,0.011462857512983262,0,On,0.007343725356644474,0.0,On,0.0030229100003544397,0,On,0.08708995872736361,0.06531746904552269,On,0,0,Off,On,19540.773333675214,22.222222222222285,0.9999999999999999,0.0,19.459042564444445,0.08173076923076923,1,19459.042564444444,19459.042564444444,Off,0.0,0.0,31.43246555104159,51.666666666666686,46.10666666666668,0.0,50.55707247886472,0.0,0.0,0.0,31.43246555104159,49.350153225065625,50.55707247886472,48.74669359816608,12.43753247303448,22.369730806465423,0.0,-2.349965209664487,2.463428373239813,2.8,9.236100170605994,11527.682010174725,3994.2245424749626,68.2517935419198,-3966.376497154311,-0.0,-0.0,214.3251854130247,0.0,1.0,0.15552185667502355,0.0,0,1.7013086951011964,65.99961422222222,-352.88534502415985,0.1605231223409019,10.191646958976094,0.002633011754330622,-84.14142076214551,1.2123069245745999,0,0,86.06987573991934,0.0964244481479864,42.29434618885958,25.957447353060225
2025-01-01 00:02:00,0.15442186830171795,0.0966285517218281,0.0,0.0025736978050286325,0.0016104758620304684,0.0,0.02256088933892598,0.0,0.13186097896279195,0.0,0.0,0.0,0.0966285517218281,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003754306469298246,0.0,On,0.011462857512983262,0,On,0.007343725356644474,0.0,On,0.0030229100003544397,0,On,0.08708995872736361,0.06531746904552269,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,19459.042564444444,Off,0.0,0.0,31.29868447170649,51.666666666666686,46.10666666666668,0.0,50.552130941814454,0.0,0.0,0.0,31.29868447170649,49.34574194186362,50.552130941814454,48.742547441888206,12.43753247303448,22.48028812339092,0.0,-2.0677821312149067,2.523679405229931,2.8,9.236100170605994,-4147.956221211053,82.70399323670588,60.63238512496831,-4000.807481158553,-0.0,-0.0,214.3251854130247,0.0,1.0,0.15599064341478397,0.0,0,1.706436919349246,65.99961422222222,-361.47392546552453,0.15942701489276345,10.240070758065706,0.0026326679812415997,-84.38450111336985,1.2118538077811754,0,0,82.70399323670588,0.09625624850491538,34.66249647405302,25.969888650915287
2025-01-01 00:03:00,0.15442186830171795,0.0966285517218281,0.0,0.0025736978050286325,0.0016104758620304684,0.0,0.02256088933892598,0.0,0.13186097896279195,0.0,0.0,0.0,0.0966285517218281,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003754306469298246,0.0,On,0.011462857512983262,0,On,0.007343725356644474,0.0,On,0.0030229100003544397,0,On,0.08708995872736361,0.06531746904552269,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,19459.042564444444,Off,0.0,0.0,31.555491774160316,51.666666666666686,46.10666666666668,0.0,50.54720940733997,0.0,0.0,0.0,31.555491774160316,49.341349433715294,50.54720940733997,48.73841944690296,12.43753247303448,22.255155220744864,0.0,-1.95693554788063,2.581631248693353,2.8,9.236100170605994,-4070.732393758677,81.60332381996255,53.36602150605477,-3930.820054410081,-0.0,-0.0,214.3251854130247,0.0,1.0,0.15503537748896176,0.0,0,1.6959869269142196,65.99961422222222,-354.237524761621,0.16160411042147688,10.1396524587852,0.002632323086099919,-83.37283766534901,1.2127776330968387,0,0,81.60332381996255,0.09609418961360336,27.346721716493377,26.019299789561394
2025-01-01 00:04:00,0.15442186830171795,0.0966285517218281,0.0,0.0025736978050286325,0.0016104758620304684,0.0,0.02256088933892598,0.0,0.13186097896279195,0.0,0.0,0.0,0.0966285517218281,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003754306469298246,0.0,On,0.011462857512983262,0,On,0.007343725356644474,0.0,On,0.0030229100003544397,0,On,0.08708995872736361,0.06531746904552269,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,19459.042564444444,Off,0.0,0.0,31.804880501413844,51.666666666666686,46.10666666666668,0.0,50.54224982139855,0.0,0.0,0.0,31.804880501413844,49.33692088481357,50.54224982139855,48.73425641652109,12.43753247303448,22.0363624513184,0.0,-1.8476071086814259,2.6376062780036875,2.8,9.236100170605994,-3996.248486139847,80.3725577418473,46.3710368543704,-3863.2786900179067,-0.0,-0.0,214.3251854130247,0.0,1.0,0.15410454059690568,0.0,0,1.6858041723353239,65.99961422222222,-347.2949815349648,0.16375175964240982,10.041507012677641,0.0026319825853866876,-82.38689249954061,1.213676795984704,0,0,80.3725577418473,0.09593739886162313,20.303683131810416,26.067353722559986
2025-01-01 00:05:00,0.15442186830171795,0.0966285517218281,0.0,0.0025736978050286325,0.0016104758620304684,0.0,0.02256088933892598,0.0,0.13186097896279195,0.0,0.0,0.0,0.0966285517218281,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003754306469298246,0.0,On,0.011462857512983262,0,On,0.007343725356644474,0.0,On,0.0030229100003544397,0,On,0.08708995872736361,0.06531746904552269,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,19459.042564444444,Off,0.0,0.0,32.04718224178003,51.666666666666686,46.10666666666668,0.0,50.53725328707403,0.0,0.0,0.0,32.04718224178003,49.33245733629334,50.53725328707403,48.730059360903,12.43753247303448,21.823625859464197,0.0,-1.7397733297760731,2.691811549949836,2.8,9.236100170605994,-3922.546931380836,79.21381254656633,39.61253836471176,-3798.0574569051155,-0.0,-0.0,214.3251854130247,0.0,1.0,0.1531971134966096,0.0,0,1.6758775057631128,65.99961422222222,-338.81465988874527,0.16587056464858957,9.94630625059118,0.002631646360624677,-81.4255948367626,1.2145523528578666,0,0,79.21381254656633,0.09578532074184029,13.505090807965264,26.1074475567465
2025-01-01 00:06:00,0.15442186830171795,0.0966285517218281,0.0,0.0025736978050286325,0.0016104758620304684,0.0,0.02256088933892598,0.0,0.13186097896279195,0.0,0.0,0.0,0.0966285517218281,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003754306469298246,0.0,On,0.011462857512983262,0,On,0.007343725356644474,0.0,On,0.0030229100003544397,0,On,0.08708995872736361,0.06531746904552269,On,0,0,Off,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,19459.042564444444,Off,0.0,0.0,32.28265746467246,51.666666666666686,46.10666666666668,0.0,50.532220858151916,0.0,0.0,0.0,32.28265746467246,49.32795978275382,50.532220858151916,48.72582924505478,12.43753247303448,21.616722569068383,-0.10549965315390253,-1.6334087437543818,2.74440153958262,2.8,9.236100170605994,-3850.9211002229663,78.10492386036465,33.06723430763609,-3735.0522047048507,-0.0,-0.0,214.3251854130247,0.0,1.0,0.15231232326896532,0.0,0,1.6661984719615985,65.99961422222222,-330.1940809311405,0.16796066402141216,9.853158717152045,0.002631314298515853,-80.48810005916843,1.215405117702093,0,0,78.10492386036465,0.09563754332761733,6.929610577493997,26.137623730142096
2025-01-01 00:07:00,19.695195201976933,0.0966285517218281,0.0,0.3282532533662822,0.0016104758620304684,0.0,0.02256088933892598,0.0,0.13186097896279195,19.540773333675215,0.0,0.0,0.0966285517218281,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003754306469298246,0.0,On,0.011462857512983262,0,On,0.007343725356644474,0.0,On,0.0030229100003544397,0,On,0.08708995872736361,0.06531746904552269,On,0,0,Off,On,19540.773333675214,22.222222222222285,0.9999999999999999,0.0,19.459042564444445,0.08173076923076923,1,19459.042564444444,19459.042564444444,Off,0.0,0.0,32.51158279681537,51.666666666666686,46.10666666666668,0.0,50.5271535496905,0.0,0.0,0.0,32.51158279681537,49.323429182239565,50.5271535496905,48.7215669985141,12.43753247303448,21.415415780473943,-0.3068064417483427,-1.5284927371999402,2.795500620273003,2.8,9.236100170605994,11850.840835172294,3985.1978725194185,-308.90700514624115,-3674.15720913822,-0.0,-0.0,214.3251854130247,0.0,1.0,0.15144932505399714,0.0,0,1.6567578287081544,65.99961422222222,-321.9458080426832,0.1700224692973974,9.761967673126868,0.0026309862899112834,-79.57350891765029,1.2162359696332006,0,0,77.04320578437562,0.0954937363008513,-335.06450017511486,26.157495028873704
2025-01-01 00:08:00,19.695195201976933,0.0966285517218281,0.0,0.3282532533662822,0.0016104758620304684,0.0,0.02256088933892598,0.0,0.13186097896279195,19.540773333675215,0.0,0.0,0.0966285517218281,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003754306469298246,0.0,On,0.011462857512983262,0,On,0.007343725356644474,0.0,On,0.0030229100003544397,0,On,0.08708995872736361,0.06531746904552269,On,0,0,Off,On,19540.773333675214,22.222222222222285,0.9999999999999999,0.0,19.459042564444445,0.08173076923076923,1,19459.042564444444,19459.042564444444,Off,0.0,0.0,32.347136667487156,51.666666666666686,46.10666666666668,0.0,50.522052335619875,0.0,0.0,0.0,32.347136667487156,49.318866453972845,50.522052335619875,48.717273513149344,12.43753247303448,21.552177887561605,-0.17004433466068036,-1.2584527836840391,2.8000061166286896,2.8,9.236100170605994,11801.713494386342,3981.979016843865,26.23685210888645,-3715.483857853194,-0.0,-0.0,214.3251854130247,0.0,1.0,0.15203585217813725,0.0,0,1.663174056739031,65.99961422222222,-329.7465001136604,0.16858374965212955,9.823075942042426,0.0026306622300159045,-79.93053143662948,1.2156717902109904,0,0,73.82435010882182,0.09548108064855809,-0.0007611094163844605,26.237613218302833
2025-01-01 00:09:00,19.695195201976933,0.0966285517218281,0.0,0.3282532533662822,0.0016104758620304684,0.0,0.02256088933892598,0.0,0.13186097896279195,19.540773333675215,0.0,0.0,0.0966285517218281,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.003754306469298246,0.0,On,0.011462857512983262,0,On,0.007343725356644474,0.0,On,0.0030229100003544397,0,On,0.08708995872736361,0.06531746904552269,On,0,0,Off,On,19540.773333675214,22.222222222222285,0.9999999999999999,0.0,19.459042564444445,0.08173076923076923,1,19459.042564444444,19459.042564444444,Off,0.0,0.0,32.18736132193821,51.666666666666686,46.10666666666668,0.0,50.51697568375927,0.0,0.0,0.0,32.18736132193821,49.31432680434268,50.51697568375927,48.713002364634384,12.43753247303448,21.684948598568635,-0.03727362365365039,-0.9928451158958856,2.850783263256285,2.8,9.236100170605994,11755.441839352105,3979.0445180905194,19.92023262954679,-3755.7814036532545,-0.0,-0.0,214.3251854130247,0.0,1.0,0.1526043271031212,0.0,0,1.6693928053670333,65.99961422222222,-335.72060934783775,0.16719937185519718,9.882668449011035,0.002630336565093493,-80.26979487164743,1.2151245851662396,0,0,70.88985135547622,0.09562400125297285,-6.32856388673129,26.248796516278077
