Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.7850850613593294,0.3005137435346618,0.2889607207207207,0.7850850613593295,0.30051374353466176,0.28896072072072065,0.07895515038534993,0.0,0.4137829318073128,0.29234697916666674,0.2889607207207207,0.0,0.0,0.3005137435346618,0.0,1.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.024126206140350874,0.0,0.002680166296435852,0.0,0.05214877794856322,0.0,0.013097940427763586,0.0,0.36386700337289357,0.2729002525296701,0.0,0.0,6325.503092576825,22.222222222222285,0.4008333333333335,1800.3025393305832,8.468603948908909,0.29234697916666674,0.43333333333333335,7833.458652740741,18077.212275555557,0.0,0.0,30.006454579341842,51.66666666666668,46.10666666666668,0.0,50.20149462736797,0.0,0.0,0.0,30.006454579341842,47.56152119671315,50.20149462736797,46.24153448138575,12.43753247303448,21.84907420897779,-0.07797607232187928,9.009291893632225,1.7500690322036596,2.8,9.236100170605994,5566.689192795681,-2468.4607514563777,751.2706561971364,-1260.3436936161643,0.0,0.0,599.2666204010046,0.0,2.0,0.050760916127895746,0.0,0.0,0.4750719528800549,131.99922844444444,-97.73682656598355,0.17648276622487424,10.148023460344637,0.002804686473885949,37.61513404471726,1.214263195999899,0.5380457005932813,-4354.113066564855,85.34977577789428,0.5436834545663999,743.9170526947094,7.353603502427018
2025-01-01 01:00:00,1.27360108378197,0.299823406259537,0.2556190990990991,1.27360108378197,0.299823406259537,0.2556190990990991,0.07714568492482363,0.5249782813333334,0.4128624821071464,0.2586146354166667,0.2556190990990991,0.0,0.0,0.299823406259537,0.0,1.0,0.0,0.0,0.0,0.0,0.03589753830648924,0.026923153729866926,0.0,0.0,0.022316740679824556,0.0,0.002680166296435852,0.0,0.05214877794856322,0.0,0.013097940427763586,0.0,0.36386700337289357,0.2729002525296701,0.0,0.0,5595.6373511256525,22.222222222222285,0.3545833333333334,1592.575323253977,7.491457339419418,0.2586146354166667,0.38333333333333336,6929.598038962964,18077.212275555557,524.9782813333334,0.15,33.79274464532197,51.66666666666668,46.10666666666668,0.0,51.30085075795464,0.0,0.0,524.9782813333334,33.79274464532197,50.90634061872854,51.30793960453012,50.701996702540015,12.43753247303448,21.909025122611364,-0.06204206548476024,9.346808947271557,2.8551318472526996,2.5,9.236100170605994,4829.718607081541,-2071.6654619203687,-246.9953880869795,-1260.513713103614,0.0,0.0,596.5367052403119,0.0,2.0,0.04979028811200877,0.0,0.0,0.4659878349759238,131.99922844444444,-101.94173618080859,0.17634177914421983,10.183820804360392,0.002812618391406272,40.15171900286316,1.2140696275287246,0.4284422042831835,-3743.96523711147,79.72445193712355,0.5436834545663999,-253.69790875884652,6.702520671867037
2025-01-01 02:00:00,0.6240170923318037,0.2991330689844122,0.13336648648648647,0.6240170923318037,0.2991330689844122,0.13336648648648647,0.07714568492482363,0.0,0.41194203240698,0.13492937500000002,0.13336648648648647,0.0,0.0,0.2991330689844122,0.0,1.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.022316740679824556,0.0,0.002680166296435852,0.0,0.05214877794856322,0.0,0.013097940427763586,0.0,0.36386700337289357,0.2729002525296701,0.0,0.0,2919.462965804689,20.5555555555556,0.18500000000000005,830.908864306423,3.9085864379579576,0.13492937500000002,0.2,3615.442455111111,18077.212275555557,0.0,0.0,36.045098375181965,51.66666666666668,46.10666666666668,0.0,51.39893847756131,0.0,0.0,0.0,36.045098375181965,51.42046157318217,51.43122312099261,51.39893847756131,12.43753247303448,20.439219168590203,-0.04359058591900376,9.567888004281683,2.514776560843106,1.6500000000000001,9.236100170605994,2308.6473178741885,-2231.604587344101,-611.9515389318938,-1159.8078714359401,0.0,0.0,595.6162555401456,0.0,2.0,0.04713900605353727,0.0,0.0,0.4411744580467055,131.99922844444444,-46.62403203470503,0.1936908892988597,9.533541575216889,0.0028221011918974134,52.33073333598978,1.2201423294160718,0.3041671866190013,-3140.580165825774,78.0667141752499,0.5436834545663999,-615.7031025439694,3.7515636120755094
2025-01-01 03:00:00,0.6893550198246197,0.2984427317092874,0.20004972972972973,0.6893550198246197,0.2984427317092874,0.2000497297297297,0.07593937461780609,0.0,0.4110215827068136,0.20239406250000005,0.20004972972972973,0.0,0.0,0.2984427317092874,0.0,1.0,0.0,0.0,0.0,0.0,0.03405663890615646,0.025542479179617338,0.0,0.0,0.021110430372807017,0.0,0.002680166296435852,0.0,0.05214877794856322,0.0,0.013097940427763586,0.0,0.36386700337289357,0.2729002525296701,0.0,0.0,4379.194448707032,20.5555555555556,0.2775000000000001,1246.3632964596343,5.862879656936936,0.20239406250000005,0.3,5423.163682666667,18077.212275555557,0.0,0.0,35.94568230289594,51.66666666666668,46.10666666666668,0.0,51.077504358461965,0.0,0.0,0.0,35.94568230289594,51.116573466080695,51.13610801989007,51.077504358461965,12.43753247303448,20.220260527068863,-0.06224760899951314,9.541840817552835,2.1736244963897033,1.6500000000000001,9.236100170605994,3744.8546356337934,-2401.3136814754225,-372.63589172518107,-1154.9076494107417,0.0,0.0,593.4894955329617,0.0,2.0,0.04751259540162703,0.0,0.0,0.4446708847212165,131.99922844444444,-72.92165919545927,0.1970102856589807,9.446287028972803,0.002832695139685073,33.6292580714966,1.221043520521023,0.3671870497510275,-3724.8167703583995,77.13979242334268,0.5436834545663999,-374.8668721284046,2.23098040322352
2025-01-01 04:00:00,0.7505610185960427,0.3094064977450382,0.22227747747747748,0.7505610185960427,0.3094064977450382,0.22227747747747745,0.09565221511968457,0.0,0.4300265118096914,0.2248822916666667,0.22227747747747748,0.0,0.0,0.3094064977450382,0.0,1.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.021110430372807017,0.0,0.003643775781310608,0.0,0.07089800896556693,0.0,0.01748451481630705,0.0,0.37940580778739436,0.28455435584054567,0.0,0.0,4865.771609674481,20.5555555555556,0.30833333333333346,1384.8481071773715,6.514310729929929,0.2248822916666667,0.3333333333333333,6025.737425185186,18077.212275555557,0.0,0.0,35.43887950507969,51.66666666666668,46.10666666666668,0.0,50.739278617072586,0.05089000172619045,135.25702367231284,0.0,35.43887950507969,50.68266997595249,50.80166569574437,50.591978576720656,12.43753247303448,20.21552462517621,-0.07483697408673079,9.238335697455168,2.078216272853743,0.55,9.236100170605994,4143.958671526206,-2103.4788392690148,-1093.0393474681837,-1271.05981017997,0.0,0.0,631.1195488287029,0.0,2.0,0.049055514478460176,0.0,0.0,0.45911108073974727,131.99922844444444,-81.87267679700787,0.19736625336183952,9.44654660723543,0.0028382377370834207,54.89459148920227,1.2204863363574125,0.3347331058508383,-3567.503384506937,79.17643806055072,0.5436834545663999,-1094.9849421677318,1.9455946995481785
2025-01-01 05:00:00,2.0846567990874374,0.3709547308555999,0.23339135135135133,2.0846567990874374,0.3709547308555999,0.2333913513513513,0.25874255824479964,1.0499565626666667,0.539831271925971,0.23612640625000003,0.23339135135135133,0.0,0.0,0.3709547308555999,0.0,1.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.023523050986842105,0.0,0.011498076504993564,0.0,0.22372143075296394,0.0,0.04522496411850445,0.0,0.4614701186014766,0.34610258895110735,0.0,0.0,5109.060190158204,20.5555555555556,0.3237500000000001,1454.09051253624,6.840026266426426,0.23612640625000003,0.35,6327.024296444445,18077.212275555557,1049.9565626666667,0.3,33.613526434842555,51.66666666666668,46.10666666666668,0.0,50.373289867540535,0.3600489507815542,953.7651926764377,1049.9565626666667,33.613526434842555,49.10824633344873,50.373289867540535,48.47572456640284,12.43753247303448,20.26118230304781,-0.05984575253704604,9.481106257078505,0.7839114699008939,-0.25000000000000006,9.236100170605994,4573.225929827628,-2208.96720526464,-744.0400594316914,-1347.4539644359827,0.0,0.0,898.2701503131119,0.0,2.0,0.04985188692762767,0.0,0.0,0.4665643389451869,131.99922844444444,-86.65044620770679,0.19785024122288236,9.481705588780377,0.002854724712229443,61.296127849460404,1.2196719334742203,0.29933900507020117,-3737.1715422585476,74.11382445766743,0.5436834545663999,-744.9440960790887,0.9040366473971819
2025-01-01 06:00:00,1.933352655148707,0.3939440552947646,0.24450522522522522,1.933352655148707,0.3939440552947646,0.2445052252252252,0.45054562175247725,0.6416401216296297,0.5937963909332669,0.24737052083333336,0.24450522522522522,0.0,0.0,0.3939440552947646,0.0,1.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.02653882675438596,0.0,0.020726438144344193,0.0,0.4032803568537471,0.0,0.0685376505402472,0.0,0.49028165178669686,0.3677112388400225,0.0,0.0,5352.348770641928,20.5555555555556,0.3391666666666667,1523.3329178951087,7.1657418029229225,0.24737052083333336,0.36666666666666664,6628.311167703705,18077.212275555557,641.6401216296297,0.18333333333333332,34.99775756063927,51.66666666666668,46.10666666666668,0.0,51.4730127275159,0.20071839492777194,543.9306059268545,641.6401216296297,34.99775756063927,50.30857859001397,51.47335539545508,49.72601885332383,12.43753247303448,20.269033182073652,-0.0488994801695305,8.951747843085377,1.299235962023134,0.3,9.236100170605994,5104.927729704286,-2341.8238694613424,-711.3275899634194,-1294.0912518625332,0.0,0.0,1142.0215255051198,0.0,2.0,0.049311695132934666,0.0,0.0,0.46150867820439206,131.99922844444444,-95.35131458022911,0.1982330745062701,9.493298960081948,0.0028617910769707594,28.575849620942734,1.2196338470748478,0.34768113548787016,-3946.93746681283,81.78067945637846,0.5436834545663999,-713.9754589721855,2.6478690087660595
2025-01-01 07:00:00,1.758222862294144,0.37080255412838015,0.2111636036036036,1.758222862294144,0.37080255412838015,0.2111636036036036,0.3494768606760043,0.6416401216296297,0.5534677029051769,0.21363817708333335,0.2111636036036036,0.0,0.0,0.37080255412838015,0.0,1.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.024729361293859647,0.0,0.015874412952520664,0.0,0.30887308642962397,0.0,0.05906429740066975,0.0,0.4575854174978514,0.3431890631233884,0.0,0.0,4622.4830291907565,20.5555555555556,0.29291666666666677,1315.605701818503,6.188595193433432,0.21363817708333335,0.31666666666666665,5724.450553925926,18077.212275555557,641.6401216296297,0.18333333333333332,34.81632001814519,51.66666666666668,46.10666666666668,0.0,51.43550840066392,0.1613013159177085,435.5701863896655,641.6401216296297,34.81632001814519,50.137121450952144,51.435849312802866,49.48758706395732,12.43753247303448,20.264890159072323,-0.05375103266760218,8.756030785560792,0.8451162327110987,-0.55,9.236100170605994,4090.531111611655,-2932.3010101753284,-997.2453564662245,-1389.2346585631396,0.0,0.0,950.1131214229982,6.096087780556955,1.2,0.05060924119367884,0.0,0.0,0.47365242556065373,79.19953706666666,-92.83038043896026,0.1985938121897945,9.496395741043616,0.0028662729365789056,13.238253033387423,1.2196478106879285,0.3520631685453131,-4330.5531366715095,82.64642467767825,0.5436834545663999,-999.8614534699442,2.616097003719735
2025-01-01 08:00:00,1.0833771671858585,0.3633592984677897,0.22227747747747748,1.0833771671858585,0.3633592984677897,0.22227747747747745,0.31258317520990797,0.0,0.5459117003092839,0.2248822916666667,0.22227747747747748,0.0,0.0,0.3633592984677897,0.0,1.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.01869780975877193,0.0,0.014365800077752008,0.0,0.27951956537338407,0.0,0.06143263568556411,0.0,0.4467406269168977,0.3350554701876732,0.0,0.0,4865.771609674481,20.5555555555556,0.30833333333333346,1384.8481071773715,6.514310729929929,0.2248822916666667,0.3333333333333333,6025.737425185186,18077.212275555557,0.0,0.0,35.39744301056,51.66666666666668,46.10666666666668,0.0,51.677348283893444,0.10623331025937333,290.6381252586751,0.0,35.39744301056,50.6700328321001,51.67948211123961,50.16424127885726,12.43753247303448,20.255951247326223,-0.05494620866742862,8.156275284556369,0.15166877862623152,-1.4,9.236100170605994,4269.197468583271,-3240.727550105208,-1110.8868963842376,-1490.7770908535813,0.0,0.0,893.2226458572313,382.4767125803435,1.0,0.05206330769462863,0.0,0.0,0.48726104937830106,65.99961422222222,0.9803039051402922,0.19916820208860855,9.502133793510291,0.0028716031061542884,49.30885152100233,1.2202539909303183,0.37325495741277354,-4715.599383702036,90.02372641945654,0.5436834545663999,-1115.2255080812602,4.338611697022431
2025-01-01 09:00:00,1.1142221835990873,0.3633592984677897,0.24450522522522522,1.1142221835990873,0.3633592984677897,0.2445052252252252,0.3120226539576941,0.0,0.55482900880806,0.24737052083333336,0.24450522522522522,0.0,0.0,0.3633592984677897,0.0,1.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.015078878837719297,0.0,0.014515302254530883,0.0,0.28242847286544387,0.0,0.07034994418434026,0.0,0.4467406269168977,0.3350554701876732,0.0,0.0,5352.348770641928,20.5555555555556,0.3391666666666667,1523.3329178951087,7.1657418029229225,0.24737052083333336,0.36666666666666664,6628.311167703705,18077.212275555557,0.0,0.0,33.51187995850866,51.66666666666668,46.10666666666668,0.0,51.14062772634558,0.05411825504072801,145.31906262933754,0.0,33.51187995850866,48.99520038182228,51.14062772634558,47.92248670956063,12.43753247303448,20.24530758431397,-0.05988209765810056,7.998999129947146,0.20324325942401048,-0.85,9.236100170605994,4976.3159059425,-2695.791139140788,-745.12482818124,-1427.0670506757513,0.0,0.0,901.5794331037936,959.9678127794195,1.0,0.051205578027570635,0.0,0.0,0.4792335483193029,65.99961422222222,149.45475287252893,0.2004729910770496,9.51881613316266,0.0028871210023522667,100.20624591471594,1.2208993125661645,0.36849375511856547,-4308.352845655025,89.22878861912851,0.5436834545663999,-757.6322612797884,12.507433098548521
