Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.7892203440932214,0.28053412135609074,0.0,0.01315367240155369,0.004675568689268179,0.0,0.10411465516392045,0.635105688929301,0.0,0.05,0.0,0.0,0.0,0.2659507880227574,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005086641081871345,0.0,On,0.002365898980372156,0.0,On,0.09666211510167695,0,On,0.141761542834857,0,On,0.29201367543626167,0.2190102565771962,On,0.07229208561756852,0,On,0.06645100977986543,0,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,19899.528444444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12984.515577777778,Off,0.0,0,40.84387433179786,51.666666666666686,46.10666666666668,0.0,51.05280425616413,0.0,0.0,0.0,63.81855364343416,49.36607478256673,51.05280425616413,48.52271004576803,12.43753247303448,22.433261368386056,0.0,0.31510342065948815,4.296743233556887,2.8,9.236100170605994,-2763.039272392654,2705.6394974444543,-999.4495276170152,-3458.4350460704677,-0.0,-0.0,778.0351340819158,0.0,3.0,0.13516664162601116,0.0,0,0.8020964172511063,197.99884266666666,-82.63936040410223,0.16155296095388819,10.234046016826966,0.002668081466309814,25.507315335212265,1.2084905428223303,0.8155251818495999,2640.969258341847,64.67023910260734,0.2500353628295414,-487.71531268516503,-511.73421493185015
2025-01-01 00:01:00,0.7892203440932214,0.28053412135609074,0.0,0.01315367240155369,0.004675568689268179,0.0,0.10411465516392045,0.635105688929301,0.0,0.05,0.0,0.0,0.0,0.2659507880227574,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005086641081871345,0.0,On,0.002365898980372156,0.0,On,0.09666211510167695,0,On,0.141761542834857,0,On,0.29201367543626167,0.2190102565771962,On,0.07229208561756852,0,On,0.06645100977986543,0,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,19899.528444444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12984.515577777778,Off,0.0,0,40.97556480501554,51.666666666666686,46.10666666666668,0.0,51.045499963792295,0.0,0.0,0.0,64.02432000783678,49.35971102514212,51.045499963792295,48.51681655581704,12.43753247303448,22.339841057548625,0.0,0.5300535095361922,4.189316326419709,2.8,9.236100170605994,-2737.7275933613437,2476.1387515313604,-954.5983228080189,-3433.343920075543,-0.0,-0.0,778.0351340819158,0.0,3.0,0.13482754615661965,0.0,0,0.8000841806679294,197.99884266666666,-82.41880736771694,0.1629514930999456,10.21663965308247,0.0026681381765491707,25.819958231568474,1.2124038439536653,0.8155251818495999,2412.518472292681,63.62027923867954,0.24910033514722166,-451.01719857673777,-503.58112423128114
2025-01-01 00:02:00,0.7892203440932214,0.28053412135609074,0.0,0.01315367240155369,0.004675568689268179,0.0,0.10411465516392045,0.635105688929301,0.0,0.05,0.0,0.0,0.0,0.2659507880227574,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005086641081871345,0.0,On,0.002365898980372156,0.0,On,0.09666211510167695,0,On,0.141761542834857,0,On,0.29201367543626167,0.2190102565771962,On,0.07229208561756852,0,On,0.06645100977986543,0,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,19899.528444444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12984.515577777778,Off,0.0,0,41.10338470449672,51.666666666666686,46.10666666666668,0.0,51.03817402745286,0.0,0.0,0.0,64.22403860077613,49.35332674943318,51.03817402745286,48.51090311042335,12.43753247303448,22.24895796036273,0.0,0.7320329244588077,4.085741357899229,2.8,9.236100170605994,-2714.93962571598,2260.5791523781418,-913.459099971778,-3409.004552189306,-0.0,-0.0,778.0351340819158,0.0,3.0,0.1344973079244367,0.0,0,0.7981245040814076,197.99884266666666,-83.9702076085899,0.16385879288203212,10.176598858657805,0.0026681953965969367,26.123701022984104,1.212776812913165,0.8155251818495999,2197.8530290451117,62.726123333030166,0.2481954988438126,-415.8772532240724,-497.5818467477056
2025-01-01 00:03:00,0.7892203440932214,0.28053412135609074,0.0,0.01315367240155369,0.004675568689268179,0.0,0.10411465516392045,0.635105688929301,0.0,0.05,0.0,0.0,0.0,0.2659507880227574,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005086641081871345,0.0,On,0.002365898980372156,0.0,On,0.09666211510167695,0,On,0.141761542834857,0,On,0.29201367543626167,0.2190102565771962,On,0.07229208561756852,0,On,0.06645100977986543,0,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,19899.528444444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12984.515577777778,Off,0.0,0,41.22756366362311,51.666666666666686,46.10666666666668,0.0,51.03082709189325,0.0,0.0,0.0,64.4180682244111,49.34692255850201,51.03082709189325,48.504970291806394,12.43753247303448,22.160460933904574,0.0,0.9218491909874992,3.9859335210149274,2.8,9.236100170605994,-2693.1765718348706,2057.998900017338,-872.0856212894146,-3385.370920750873,-0.0,-0.0,778.0351340819158,0.0,3.0,0.13417540496365216,0.0,0,0.7962142900785901,197.99884266666666,-85.84078516591312,0.16474786990692994,10.136988563016645,0.0026682532719701935,26.41899735994556,1.213140208863488,0.8155251818495999,1996.1146835528657,61.884216464472665,0.24732044043563742,-382.24165074016673,-489.84397054924784
2025-01-01 00:04:00,0.7892203440932214,0.28053412135609074,0.0,0.01315367240155369,0.004675568689268179,0.0,0.10411465516392045,0.635105688929301,0.0,0.05,0.0,0.0,0.0,0.2659507880227574,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005086641081871345,0.0,On,0.002365898980372156,0.0,On,0.09666211510167695,0,On,0.141761542834857,0,On,0.29201367543626167,0.2190102565771962,On,0.07229208561756852,0,On,0.06645100977986543,0,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,19899.528444444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12984.515577777778,Off,0.0,0,41.34828023716059,51.666666666666686,46.10666666666668,0.0,51.023459763616835,0.0,0.0,0.0,64.60668787056342,49.340499019632226,51.023459763616835,48.49901864763993,12.43753247303448,22.074232553352658,0.0,1.1002557928342962,3.889938618304432,2.8,9.236100170605994,-2668.7666244939787,1867.6007089858044,-830.8897160841019,-3362.406556778731,-0.0,-0.0,778.0351340819158,0.0,3.0,0.13386143529393918,0.0,0,0.7943511532559776,197.99884266666666,-84.39520179716347,0.1656195094195499,10.098549331406664,0.0026683117840208955,26.70625232062289,1.2134944970629822,0.8155251818495999,1806.5026269063585,61.09808207944604,0.24647588074282414,-350.1016194851107,-480.7880965989912
2025-01-01 00:05:00,0.7892203440932214,0.28053412135609074,0.0,0.01315367240155369,0.004675568689268179,0.0,0.10411465516392045,0.635105688929301,0.0,0.05,0.0,0.0,0.0,0.2659507880227574,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005086641081871345,0.0,On,0.002365898980372156,0.0,On,0.09666211510167695,0,On,0.141761542834857,0,On,0.29201367543626167,0.2190102565771962,On,0.07229208561756852,0,On,0.06645100977986543,0,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,19899.528444444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12984.515577777778,Off,0.0,0,41.46563192914552,51.666666666666686,46.10666666666668,0.0,51.0160726193877,0.0,0.0,0.0,64.79004988928988,49.3340566722874,51.0160726193877,48.493048698737255,12.43753247303448,21.990208926467545,0.0,1.2679593542867915,3.7977656596705094,2.8,9.236100170605994,-2641.157386573055,1688.629112859644,-792.2058286568493,-3340.089653094059,-0.0,-0.0,778.0351340819158,0.0,3.0,0.13355518989865672,0.0,0,0.7925338532816588,197.99884266666666,-79.1028675609123,0.16647398681992695,10.061248712583705,0.0026683709150070417,26.98567880379218,1.2138399241451705,0.8155251818495999,1628.265852791587,60.36326006805705,0.24566221398699098,-319.43652012630963,-472.7693085305397
2025-01-01 00:06:00,0.7892203440932214,0.28053412135609074,0.0,0.01315367240155369,0.004675568689268179,0.0,0.10411465516392045,0.635105688929301,0.0,0.05,0.0,0.0,0.0,0.2659507880227574,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005086641081871345,0.0,On,0.002365898980372156,0.0,On,0.09666211510167695,0,On,0.141761542834857,0,On,0.29201367543626167,0.2190102565771962,On,0.07229208561756852,0,On,0.06645100977986543,0,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,19899.528444444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12984.515577777778,Off,0.0,0,41.579695515291576,51.666666666666686,46.10666666666668,0.0,51.00866621972536,0.0,0.0,0.0,64.96827424264309,49.327596040739294,51.00866621972536,48.48706095124626,12.43753247303448,21.908339843424745,0.0,1.425622268673183,3.7093168640687355,2.8,9.236100170605994,-2613.247861562929,1520.3765426407879,-754.7200736200272,-3318.4023164652513,-0.0,-0.0,778.0351340819158,0.0,3.0,0.1332565082943077,0.0,0,0.7907614378257062,197.99884266666666,-72.8806791795935,0.16731145815593546,10.025061568479131,0.0026684306476752115,27.257441216460986,1.2141766814245738,0.8155251818495999,1460.700363935085,59.67617870570285,0.24487888074762226,-290.1911937516018,-464.52887986842535
2025-01-01 00:07:00,0.7892203440932214,0.28053412135609074,0.0,0.01315367240155369,0.004675568689268179,0.0,0.10411465516392045,0.635105688929301,0.0,0.05,0.0,0.0,0.0,0.2659507880227574,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005086641081871345,0.0,On,0.002365898980372156,0.0,On,0.09666211510167695,0,On,0.141761542834857,0,On,0.29201367543626167,0.2190102565771962,On,0.07229208561756852,0,On,0.06645100977986543,0,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,19899.528444444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12984.515577777778,Off,0.0,0,41.69058960593942,51.666666666666686,46.10666666666668,0.0,51.001241112356134,0.0,0.0,0.0,65.14154625928035,49.321117637297476,51.001241112356134,48.481055899768144,12.43753247303448,21.828547437123895,0.0,1.5738654900180045,3.624532998506246,2.8,9.236100170605994,-2586.0716946394177,1362.1796729380374,-718.5554960753444,-3297.319602215774,-0.0,-0.0,778.0351340819158,0.0,3.0,0.1329651277762882,0.0,0,0.7890323479648594,197.99884266666666,-66.78722650555986,0.16813238031821998,9.989161632345152,0.0026684909651541926,27.5218054796195,1.214505074915215,0.8155251818495999,1303.1462051084247,59.033467829612434,0.24412564597284478,-262.3246478631793,-456.23084821216514
2025-01-01 00:08:00,0.7892203440932214,0.28053412135609074,0.0,0.01315367240155369,0.004675568689268179,0.0,0.10411465516392045,0.635105688929301,0.0,0.05,0.0,0.0,0.0,0.2659507880227574,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005086641081871345,0.0,On,0.002365898980372156,0.0,On,0.09666211510167695,0,On,0.141761542834857,0,On,0.29201367543626167,0.2190102565771962,On,0.07229208561756852,0,On,0.06645100977986543,0,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,19899.528444444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12984.515577777778,Off,0.0,0,41.798442431256774,51.666666666666686,46.10666666666668,0.0,50.993797825248336,0.0,0.0,0.0,65.3100662988387,49.31462195579121,50.993797825248336,48.475034021062655,12.43753247303448,21.750747464937728,0.0,1.7132711294907463,3.543338867584995,2.8,9.236100170605994,-2559.8276489657114,1213.4166964363942,-683.7405197488889,-3276.815199191351,-0.0,-0.0,778.0351340819158,0.0,3.0,0.1326807608138476,0.0,0,0.7873448774542784,197.99884266666666,-61.04758385627625,0.16893729865961607,9.95429610455395,0.0026685518511722823,27.77906202334037,1.2148254379345804,0.8155251818495999,1154.9847036004996,58.43199283589448,0.24340211802342007,-235.79188082351052,-447.94863892537836
2025-01-01 00:09:00,0.7892203440932214,0.28053412135609074,0.0,0.01315367240155369,0.004675568689268179,0.0,0.10411465516392045,0.635105688929301,0.0,0.05,0.0,0.0,0.0,0.2659507880227574,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.005086641081871345,0.0,On,0.002365898980372156,0.0,On,0.09666211510167695,0,On,0.141761542834857,0,On,0.29201367543626167,0.2190102565771962,On,0.07229208561756852,0,On,0.06645100977986543,0,On,Off,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0,0.0,19899.528444444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,12984.515577777778,Off,0.0,0,41.90337814915109,51.666666666666686,46.10666666666668,0.0,50.98633686501107,0.0,0.0,0.0,65.47402835804857,49.30810947007063,50.98633686501107,48.46899577260042,12.43753247303448,21.674858355180323,-0.04736386704196249,1.8443848924979107,3.4656490354825356,2.8,9.236100170605994,-2534.4714836671187,1073.5047147868645,-650.26309147452,-3256.86381351087,-0.0,-0.0,778.0351340819158,0.0,3.0,0.1324031281104988,0.0,0,0.7856973689123117,197.99884266666666,-55.64280423816473,0.16972675421282069,9.920422467802066,0.0026686132901082038,28.029492893759535,1.2151380938441303,0.8155251818495999,1015.6358790553193,57.868835731545275,0.24270779793512035,-210.54585161567752,-439.7172398588425
