Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Pool Pump Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.9558101403247452,0.40630584334610637,0.0,0.01593016900541242,0.006771764055768439,0.0,0.25708808438072367,0.6487220559440215,0.0,0.05,0.0,0.0,0.0,0.39172251001277303,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.021784046052631574,0.0,On,0.11765201916404605,0,On,0.11765201916404605,0.0,On,0.1046206124517506,0,On,0.4806721661609424,0.3605041246207067,On,0.021804763475240078,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,16718.534604444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9214.741875555555,Off,0.0,0,84.2037279669877,51.666666666666686,46.10666666666668,0.0,50.065484763327746,0.0,0.0,0.0,131.56832494841828,47.46728291813572,50.065484763327746,46.16818199553972,12.43753247303448,16.031406964987735,-0.13525970167895096,-2.660569165518265,-0.9301908811136866,2.8,9.236100170605994,-2191.93930419745,144.47760225553145,700.6371841333266,-3072.9736609055913,-0.0,-0.0,982.3575536626838,0.0,2.0,0.1782112672553591,0.0,0,2.1150576393664773,131.99922844444444,-101.32319695454227,0.25009528940298414,7.383335088284031,0.002771971286987657,-123.38955301850243,1.2351664711247603,0,0,144.47760225553145,0.19027955459616988,924.9980861034454,-224.36090197011873
2025-01-01 00:01:00,0.9558101403247452,0.40630584334610637,0.0,0.01593016900541242,0.006771764055768439,0.0,0.25708808438072367,0.6487220559440215,0.0,0.05,0.0,0.0,0.0,0.39172251001277303,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.021784046052631574,0.0,On,0.11765201916404605,0,On,0.11765201916404605,0.0,On,0.1046206124517506,0,On,0.4806721661609424,0.3605041246207067,On,0.021804763475240078,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,16718.534604444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9214.741875555555,Off,0.0,0,84.44567903616125,51.666666666666686,46.10666666666668,0.0,50.05020550336581,0.0,0.0,0.0,131.94637349400196,47.45416339635196,50.05020550336581,46.15614234284504,12.43753247303448,15.927629616777999,0.0,-2.557402664968406,-0.873945844235621,2.8,9.236100170605994,-2159.5559625505985,142.43501042012974,684.4921008980846,-3040.4385272342665,-0.0,-0.0,982.3575536626838,0.0,2.0,0.17771834497232247,0.0,0,2.1092075095940612,131.99922844444444,-101.4749889790154,0.25244629213181924,7.35453422243145,0.0027714344741691177,-122.43366874289975,1.2392196673502711,0,0,142.43501042012974,0.18991215758413535,909.2915809878133,-224.79948008972877
2025-01-01 00:02:00,0.9558101403247452,0.40630584334610637,0.0,0.01593016900541242,0.006771764055768439,0.0,0.25708808438072367,0.6487220559440215,0.0,0.05,0.0,0.0,0.0,0.39172251001277303,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.021784046052631574,0.0,On,0.11765201916404605,0,On,0.11765201916404605,0.0,On,0.1046206124517506,0,On,0.4806721661609424,0.3605041246207067,On,0.021804763475240078,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,16718.534604444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9214.741875555555,Off,0.0,0,84.680487060899,51.666666666666686,46.10666666666668,0.0,50.03488700886949,0.0,0.0,0.0,132.31326103265468,47.441006176922265,50.03488700886949,46.144065760948656,12.43753247303448,15.826488794703652,0.0,-2.455783759909367,-0.8196086704360027,2.8,9.236100170605994,-2129.3904497779426,140.53767341818852,669.3057237320136,-3008.855017722016,-0.0,-0.0,982.3575536626838,0.0,2.0,0.17723775465847055,0.0,0,2.1035037388371793,131.99922844444444,-102.8929857186107,0.25403623954059995,7.304723643334954,0.0027709035621626553,-121.49907634613206,1.239653787348844,0,0,140.53767341818852,0.18955654662110344,894.1658099474961,-224.86008621548257
2025-01-01 00:03:00,0.9558101403247452,0.40630584334610637,0.0,0.01593016900541242,0.006771764055768439,0.0,0.25708808438072367,0.6487220559440215,0.0,0.05,0.0,0.0,0.0,0.39172251001277303,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.021784046052631574,0.0,On,0.11765201916404605,0,On,0.11765201916404605,0.0,On,0.1046206124517506,0,On,0.4806721661609424,0.3605041246207067,On,0.021804763475240078,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,16718.534604444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9214.741875555555,Off,0.0,0,84.90850494620548,51.666666666666686,46.10666666666668,0.0,50.019530469821,0.0,0.0,0.0,132.66953897844607,47.42781237278225,50.019530469821,46.13195332426288,12.43753247303448,15.72785349064605,0.0,-2.3556356572304225,-0.766911556299,2.8,9.236100170605994,-2100.273871413971,138.70592515578795,655.1463627488104,-2978.1729496622074,-0.0,-0.0,982.3575536626838,0.0,2.0,0.17676889254698713,0.0,0,2.097939161434329,131.99922844444444,-104.45847541444707,0.2555968769139275,7.256243429386703,0.0027703768873545125,-120.58395517326753,1.240077452534454,0,0,138.70592515578795,0.1892110306746927,879.541719400286,-224.39535665147554
2025-01-01 00:04:00,0.9558101403247452,0.40630584334610637,0.0,0.01593016900541242,0.006771764055768439,0.0,0.25708808438072367,0.6487220559440215,0.0,0.05,0.0,0.0,0.0,0.39172251001277303,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.021784046052631574,0.0,On,0.11765201916404605,0,On,0.11765201916404605,0.0,On,0.1046206124517506,0,On,0.4806721661609424,0.3605041246207067,On,0.021804763475240078,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,16718.534604444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9214.741875555555,Off,0.0,0,85.12999973766601,51.666666666666686,46.10666666666668,0.0,50.00413701741045,0.0,0.0,0.0,133.01562459010313,47.414583041882494,50.00413701741045,46.11980605411851,12.43753247303448,15.631624786168278,0.0,-2.2568974582442136,-0.715617604898212,2.8,9.236100170605994,-2070.1782769419024,136.9445057745072,641.728269549749,-2948.3529039136765,-0.0,-0.0,982.3575536626838,0.0,2.0,0.17631130566748557,0.0,0,2.092508401415228,131.99922844444444,-104.18292669090965,0.25712907015409453,7.208457395583784,0.002769854357998339,-119.68757928547589,1.2404910661498068,0,0,136.9445057745072,0.18887410771362037,865.3498209472084,-223.62155139745934
2025-01-01 00:05:00,0.9558101403247452,0.40630584334610637,0.0,0.01593016900541242,0.006771764055768439,0.0,0.25708808438072367,0.6487220559440215,0.0,0.05,0.0,0.0,0.0,0.39172251001277303,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.021784046052631574,0.0,On,0.11765201916404605,0,On,0.11765201916404605,0.0,On,0.1046206124517506,0,On,0.4806721661609424,0.3605041246207067,On,0.021804763475240078,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,16718.534604444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9214.741875555555,Off,0.0,0,85.34510319605383,51.666666666666686,46.10666666666668,0.0,49.988707738332344,0.0,0.0,0.0,133.3517237438341,47.40131920056601,49.988707738332344,46.10762493168284,12.43753247303448,15.53775437026357,0.0,-2.1595182801654875,-0.665534574327556,2.8,9.236100170605994,-2038.68641779988,135.251362265599,628.9564212496456,-2919.3717133276505,-0.0,-0.0,982.3575536626838,0.0,2.0,0.1758647803282772,0.0,0,2.0872089226313753,131.99922844444444,-101.67225813491328,0.2586328986943177,7.161930390985284,0.002769335885859818,-118.80954394774679,1.240894815525274,0,0,135.251362265599,0.18854455773679468,851.5337960336869,-222.57737478404135
2025-01-01 00:06:00,0.9558101403247452,0.40630584334610637,0.4909205416106537,0.01593016900541242,0.006771764055768439,0.008182009026844229,0.25708808438072367,0.6487220559440215,0.0,0.05,0.4909205416106537,0.0,0.0,0.39172251001277303,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.021784046052631574,0.0,On,0.11765201916404605,0,On,0.11765201916404605,0.0,On,0.1046206124517506,0,On,0.4806721661609424,0.3605041246207067,On,0.021804763475240078,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,16718.534604444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9214.741875555555,On,11136.702222222222,0,86.98627050993149,51.666666666666686,46.10666666666668,0.0,49.973243697310366,0.0,0.0,11136.702222222222,135.91604767176796,47.388021844646595,49.973243697310366,46.09541091831471,12.43753247303448,15.446205953845169,0.0,-2.0634545596746263,-0.616500134291712,2.8,9.236100170605994,-2007.377230422143,133.62369499660448,616.737770094061,-2891.2103079055464,-0.0,-0.0,982.3575536626838,0.0,2.0,0.17542915895980452,0.0,0,2.0820388550063065,131.99922844444444,-98.52447617928041,0.26010827115884655,7.116066397656876,0.0027688213847218224,-117.9495220682144,1.2412888372860558,0,0,133.62369499660448,0.18822134855991435,838.0462262097911,-221.3084561157301
2025-01-01 00:07:00,0.9558101403247452,0.40630584334610637,0.4909205416106537,0.01593016900541242,0.006771764055768439,0.008182009026844229,0.25708808438072367,0.6487220559440215,0.0,0.05,0.4909205416106537,0.0,0.0,0.39172251001277303,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.021784046052631574,0.0,On,0.11765201916404605,0,On,0.11765201916404605,0.0,On,0.1046206124517506,0,On,0.4806721661609424,0.3605041246207067,On,0.021804763475240078,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,16718.534604444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9214.741875555555,On,11136.702222222222,0,90.05292906152667,51.666666666666686,46.10666666666668,0.0,49.9577768244633,0.0,0.0,11136.702222222222,140.70770165863541,48.48498081187641,49.9577768244633,47.74858280558297,12.43753247303448,15.356908943046422,0.0,-1.9686681651700335,-0.5683783926114456,2.8,9.236100170605994,-1976.8971093986838,132.0582013992472,604.9905260994299,-2863.8394630289263,-0.0,-0.0,982.3575536626838,0.0,2.0,0.17500411971267643,0.0,0,2.076994378747795,131.99922844444444,-95.41520003244133,0.26155569684678787,7.071987075291275,0.002768310770018238,-117.10697423275631,1.2416734165427852,0,0,132.0582013992472,0.1879036148904254,824.8474950587116,-219.8569689592818
2025-01-01 00:08:00,0.9558101403247452,0.40630584334610637,0.4909205416106537,0.01593016900541242,0.006771764055768439,0.008182009026844229,0.25708808438072367,0.6487220559440215,0.0,0.05,0.4909205416106537,0.0,0.0,0.39172251001277303,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.021784046052631574,0.0,On,0.11765201916404605,0,On,0.11765201916404605,0.0,On,0.1046206124517506,0,On,0.4806721661609424,0.3605041246207067,On,0.021804763475240078,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,16718.534604444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9214.741875555555,On,11136.702222222222,0,93.11256473778631,51.666666666666686,46.10666666666668,0.0,49.94233898089754,0.0,0.0,11136.702222222222,145.4883824027911,49.58146197254537,49.94233898089754,49.401023468369296,12.43753247303448,15.269780786108015,0.0,-1.8751251055256206,-0.521056352443733,2.8,9.236100170605994,-1947.3566391820837,130.55135664339508,593.6457793258476,-2837.2267862826593,-0.0,-0.0,982.3575536626838,0.0,2.0,0.17458928268164417,0.0,0,2.0720709850416066,131.99922844444444,-92.48740656210828,0.2629759255914866,7.028494743316296,0.0027678039598056253,-116.28128973457173,1.2420488910805842,0,0,130.55135664339508,0.18759063659085634,811.9046971861939,-218.25891786034632
2025-01-01 00:09:00,0.9558101403247452,0.40630584334610637,0.4909205416106537,0.01593016900541242,0.006771764055768439,0.008182009026844229,0.25708808438072367,0.6487220559440215,0.0,0.05,0.4909205416106537,0.0,0.0,0.39172251001277303,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.021784046052631574,0.0,On,0.11765201916404605,0,On,0.11765201916404605,0.0,On,0.1046206124517506,0,On,0.4806721661609424,0.3605041246207067,On,0.021804763475240078,0,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,16718.534604444445,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,9214.741875555555,On,11136.702222222222,0,96.23411866983399,51.666666666666686,46.10666666666668,0.0,50.67746642086591,0.0,0.0,11136.702222222222,150.3658104216156,50.67746642086591,50.67746642086592,50.67746642086591,12.43753247303448,15.184739540693725,0.0,-1.7827946264175378,-0.4744406389801257,2.8,9.236100170605994,-1918.7146399352027,129.09960001696703,582.6453044052737,-2811.34058105666,-0.0,-0.0,982.3575536626838,0.0,2.0,0.1741842697555004,0.0,0,2.067264186365656,131.99922844444444,-89.73161254122655,0.2643697393032832,6.986123532741722,0.0027673008750824396,-115.47186548013447,1.242415597316092,0,0,129.09960001696703,0.18728181840689137,799.1906441005461,-216.54533969527245
