Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.22335008176803967,0.1565762393931262,0.0,0.003722501362800661,0.002609603989885437,0.0,0.008314057732485463,0.0,0.2150360240355542,0.0,0.0,0.0,0.0,0.1565762393931262,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0028521290204678363,0.0,On,0.005461928712017627,0,On,0.0062677048447192015,0,On,0.17195033118417935,0.12896274838813448,On,0,0,Off,Off,0.0,0.0,38.090377553257966,51.666666666666686,46.10666666666668,0.0,48.72166970587218,0.0,0.0,0.0,38.090377553257966,48.75648324663351,48.773890017014175,48.72166970587218,12.43753247303448,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2233.516908820524,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3046.039638310031,16.016939670049727,0.0,-2.799999999886763,2.8,9.236100170605994,173.9326166038293,44.86115032104537,-175.70130628128314,-0.0,-0.0,277.31317280736937,0.0,1.0,0.010200616748004094,0.0,0.0,0.2601992317242853,65.99961422222222,72.32075007774311,0.30237982078016123,8.063742650060536,0.003351485078714656,22.54227054898466,1.2347966721339543,0,0,44.86115032104537
2025-01-01 00:01:00,0.22335008176803967,0.1565762393931262,0.0,0.003722501362800661,0.002609603989885437,0.0,0.008314057732485463,0.0,0.2150360240355542,0.0,0.0,0.0,0.0,0.1565762393931262,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0028521290204678363,0.0,On,0.005461928712017627,0,On,0.0062677048447192015,0,On,0.17195033118417935,0.12896274838813448,On,0,0,Off,Off,0.0,0.0,38.10047245853878,51.666666666666686,46.10666666666668,0.0,48.71601605177121,0.0,0.0,0.0,38.10047245853878,48.75113758126132,48.768698346006374,48.71601605177121,12.43753247303448,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2234.0382674413345,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3046.2785515635337,16.00290838071063,0.0,-2.5202570586657633,2.8,9.236100170605994,171.58251425394266,42.32430226226029,-175.41887270388298,-0.0,-0.0,277.31317280736937,0.0,1.0,0.01019504282181442,0.0,0.0,0.26005705097697657,65.99961422222222,69.6882141504563,0.3035541123133274,8.080029369440458,0.0033516959244002512,22.553085315476984,1.2384636099319657,0,0,42.32430226226029
2025-01-01 00:02:00,0.22335008176803967,0.1565762393931262,0.0,0.003722501362800661,0.002609603989885437,0.0,0.008314057732485463,0.0,0.2150360240355542,0.0,0.0,0.0,0.0,0.1565762393931262,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0028521290204678363,0.0,On,0.005461928712017627,0,On,0.0062677048447192015,0,On,0.17195033118417935,0.12896274838813448,On,0,0,Off,Off,0.0,0.0,38.110845235607854,51.666666666666686,46.10666666666668,0.0,48.71036096606705,0.0,0.0,0.0,38.110845235607854,48.74579049915374,48.7635052656971,48.71036096606705,12.43753247303448,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2234.3963455757835,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3046.1642074963547,15.988636844545749,0.0,-2.25244195406755,2.8,9.236100170605994,169.21996582435904,40.113625019442225,-175.13178994312446,-0.0,-0.0,277.31317280736937,0.0,1.0,0.01018937215397795,0.0,0.0,0.2599124025257247,65.99961422222222,67.03858296011414,0.3038500389907842,8.073715923551369,0.003351906246652573,22.56423094556304,1.2385245820440394,0,0,40.113625019442225
2025-01-01 00:03:00,0.22335008176803967,0.1565762393931262,0.0,0.003722501362800661,0.002609603989885437,0.0,0.008314057732485463,0.0,0.2150360240355542,0.0,0.0,0.0,0.0,0.1565762393931262,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0028521290204678363,0.0,On,0.005461928712017627,0,On,0.0062677048447192015,0,On,0.17195033118417935,0.12896274838813448,On,0,0,Off,Off,0.0,0.0,38.12147602652558,51.666666666666686,46.10666666666668,0.0,48.70470440746249,0.0,0.0,0.0,38.12147602652558,48.74044196131382,48.75831073823948,48.70470440746249,12.43753247303448,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2234.760554802899,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3046.0376398319627,15.97414209034063,0.0,-1.9956783857231564,2.8,9.236100170605994,166.85293192258206,37.97201547974959,-174.84040977532607,-0.0,-0.0,277.31317280736937,0.0,1.0,0.010183611445892828,0.0,0.0,0.25976545731104145,65.99961422222222,64.38016889053877,0.3041506315199446,8.067280166418637,0.003352116662485971,22.575666398155107,1.2385865163545875,0,0,37.97201547974959
2025-01-01 00:04:00,0.22335008176803967,0.1565762393931262,0.0,0.003722501362800661,0.002609603989885437,0.0,0.008314057732485463,0.0,0.2150360240355542,0.0,0.0,0.0,0.0,0.1565762393931262,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0028521290204678363,0.0,On,0.005461928712017627,0,On,0.0062677048447192015,0,On,0.17195033118417935,0.12896274838813448,On,0,0,Off,Off,0.0,0.0,38.13234719816486,51.666666666666686,46.10666666666668,0.0,48.699046337612366,0.0,0.0,0.0,38.13234719816486,48.73509193153144,48.753114728490985,48.699046337612366,12.43753247303448,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2235.1304605485243,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3045.918587000491,15.959439237446565,0.0,-1.7492515989272748,2.8,9.236100170605994,165.6332769643644,35.929833965448964,-174.5450448695093,-0.0,-0.0,277.31317280736937,0.0,1.0,0.010177766645096616,0.0,0.0,0.2596163670438227,65.99961422222222,62.865149026504355,0.3044556106449873,8.060205766333137,0.0033523271744302133,22.587372930027392,1.23864934837313,0,0,35.929833965448964
2025-01-01 00:05:00,0.22335008176803967,0.1565762393931262,0.0,0.003722501362800661,0.002609603989885437,0.0,0.008314057732485463,0.0,0.2150360240355542,0.0,0.0,0.0,0.0,0.1565762393931262,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0028521290204678363,0.0,On,0.005461928712017627,0,On,0.0062677048447192015,0,On,0.17195033118417935,0.12896274838813448,On,0,0,Off,Off,0.0,0.0,38.14337783532267,51.666666666666686,46.10666666666668,0.0,48.693386720792816,0.0,0.0,0.0,38.14337783532267,48.729740376071206,48.74791720371041,48.693386720792816,12.43753247303448,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2235.5056769672115,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3045.797420341516,15.944597798316774,0.0,-1.5125421991480457,2.8,9.236100170605994,165.48078951667586,33.987958473481235,-174.24709878581953,-0.0,-0.0,277.31317280736937,0.0,1.0,0.010171865334535818,0.0,0.0,0.25946583531500483,65.99961422222222,62.414715495126046,0.30476363626808556,8.053579663457423,0.0033525377848506632,22.59926321257045,1.2387127805234646,0,0,33.987958473481235
2025-01-01 00:06:00,0.22335008176803967,0.1565762393931262,0.0,0.003722501362800661,0.002609603989885437,0.0,0.008314057732485463,0.0,0.2150360240355542,0.0,0.0,0.0,0.0,0.1565762393931262,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0028521290204678363,0.0,On,0.005461928712017627,0,On,0.0062677048447192015,0,On,0.17195033118417935,0.12896274838813448,On,0,0,Off,Off,0.0,0.0,38.15449631876195,51.666666666666686,46.10666666666668,0.0,48.687725533306995,0.0,0.0,0.0,38.15449631876195,48.72438727255346,48.7427181421767,48.687725533306995,12.43753247303448,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2235.8844301029853,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3045.665090152133,15.929679306955538,0.0,-1.2850039703298135,2.8,9.236100170605994,165.37814986399312,32.1466914434065,-173.94781134053372,-0.0,-0.0,277.31317280736937,0.0,1.0,0.010165931949690728,0.0,0.0,0.2593144854293698,65.99961422222222,62.01278839715749,0.30507351788037973,8.046386644913662,0.0033527484953484966,22.61125984654923,1.2387765492998655,0,0,32.1466914434065
2025-01-01 00:07:00,0.22335008176803967,0.1565762393931262,0.0,0.003722501362800661,0.002609603989885437,0.0,0.008314057732485463,0.0,0.2150360240355542,0.0,0.0,0.0,0.0,0.1565762393931262,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0028521290204678363,0.0,On,0.005461928712017627,0,On,0.0062677048447192015,0,On,0.17195033118417935,0.12896274838813448,On,0,0,Off,Off,0.0,0.0,38.16569258635729,51.666666666666686,46.10666666666668,0.0,48.682062762103214,0.0,0.0,0.0,38.16569258635729,48.71903260864971,48.73751753192297,48.682062762103214,12.43753247303448,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2236.265149609676,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3045.5417097777104,15.914692399382556,0.0,-1.0661467282243862,2.8,9.236100170605994,165.4961379575273,30.404484192382647,-173.64735886672915,-0.0,-0.0,277.31317280736937,0.0,1.0,0.01015996990329873,0.0,0.0,0.25916240443965843,65.99961422222222,61.83032401688712,0.3053850924847873,8.039678868794404,0.0033529593068477247,22.62335205072604,1.238840617793485,0,0,30.404484192382647
2025-01-01 00:08:00,0.22335008176803967,0.1565762393931262,0.0,0.003722501362800661,0.002609603989885437,0.0,0.008314057732485463,0.0,0.2150360240355542,0.0,0.0,0.0,0.0,0.1565762393931262,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0028521290204678363,0.0,On,0.005461928712017627,0,On,0.0062677048447192015,0,On,0.17195033118417935,0.12896274838813448,On,0,0,Off,Off,0.0,0.0,38.176946901949925,51.666666666666686,46.10666666666668,0.0,48.67639839562551,0.0,0.0,0.0,38.176946901949925,48.713676373443604,48.732315362352665,48.67639839562551,12.43753247303448,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2236.647615096289,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3045.417612012908,15.899654027760585,0.0,-0.8555245725358354,2.8,9.236100170605994,165.57479883098114,28.75873902059525,-173.34608377986208,-0.0,-0.0,277.31317280736937,0.0,1.0,0.010153985920842884,0.0,0.0,0.2590097639007452,65.99961422222222,61.60770980347388,0.3056980337660225,8.03294149834753,0.003353170220177906,22.635518531223553,1.2389049134366075,0,0,28.75873902059525
2025-01-01 00:09:00,0.22335008176803967,0.1565762393931262,0.0,0.003722501362800661,0.002609603989885437,0.0,0.008314057732485463,0.0,0.2150360240355542,0.0,0.0,0.0,0.0,0.1565762393931262,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0028521290204678363,0.0,On,0.005461928712017627,0,On,0.0062677048447192015,0,On,0.17195033118417935,0.12896274838813448,On,0,0,Off,Off,0.0,0.0,38.18825468684339,51.666666666666686,46.10666666666668,0.0,48.67073242525147,0.0,0.0,0.0,38.18825468684339,48.7083185587886,48.72711162555717,48.67073242525147,12.43753247303448,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2237.0313939440766,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,3045.283248415877,15.884568119380102,0.0,-0.6527275902975077,2.8,9.236100170605994,165.64646534780206,27.206216770049586,-173.04406689721762,-0.0,-0.0,277.31317280736937,0.0,1.0,0.010147981549638953,0.0,0.0,0.2588566032818487,65.99961422222222,61.37735943765034,0.30601226882545485,8.025654582811304,0.0033533812359822475,22.64775440873982,1.2389694194639151,0,0,27.206216770049586
