Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,2.261823060193025,0.13322081694423424,0.0,2.261823060193025,0.13322081694423424,0.0,0.022016685213216716,0.0,0.17112839547980796,2.0186779795,0.05,0.0,0.0,0.1186374836109009,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.0034871436403508763,0.0,0.01852954157286584,0.0,0.012945083998606737,0.0,0.11854091733254553,0.08890568799940914,1606.702692005156,19.500000000000057,0.35,411.9752874948443,1.9460507920000003,0.07262718750000001,0.35,1946.0507920000002,5560.14512,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6577.650324511704,0.0,0.0,33.00948889422426,51.66666666666668,46.10666666666668,0.0,49.578166466875395,0.0,0.0,0.0,33.00948889422426,47.41787319290538,49.578166466875395,46.337726555920376,12.43753247303448,19.110163835851512,-0.07612938616102571,6.079871614516222,-1.0465790146011567,2.8,9.236100170605994,1309.3267029290325,-371.9069554642534,402.58926875032626,-569.6146267282007,0.0,0.0,250.84683070196874,0.0,1.0,0.02679300545873446,0.0,0.0,0.35276199354515686,65.99961422222222,21.391806950108577,0.19555010690059937,8.696158774646257,0.0026236754750987375,30.877418645559544,1.2257763460059536,0.1863719283327806,-796.8934318424514,13.011188883353828,0.09488932578221614,477.58273104074345,-74.99346229041721
2025-01-01 01:00:00,2.363242051881097,0.13247752205394694,0.0,2.363242051881097,0.13247752205394694,0.0,0.021755149440190403,0.5833092014814816,0.17013733562609154,1.5380403653333334,0.05,0.0,0.0,0.1178941887206136,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.0032256078673245604,0.0,0.01852954157286584,0.0,0.012945083998606737,0.0,0.11854091733254553,0.08890568799940914,1224.1544320039284,19.500000000000057,0.26666666666666666,313.88593332940513,1.4827053653333335,0.05533500000000001,0.26666666666666666,1482.7053653333335,5560.14512,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6577.650324511704,583.3092014814815,0.16666666666666666,35.332887742502656,51.66666666666668,46.10666666666668,0.0,50.53078470653779,0.0,0.0,583.3092014814815,35.332887742502656,49.55096042876923,50.533152631035925,49.05868036538681,12.43753247303448,19.25115812772133,-0.04515528775946791,6.616681396090507,0.5196777811903563,2.5,9.236100170605994,904.2185665671507,-436.1461431108326,135.38047070862712,-581.5287023783966,0.0,0.0,249.594235075226,0.0,1.0,0.02660989566437465,0.0,0.0,0.3503511338827165,65.99961422222222,11.998601866392868,0.1945144880335202,8.77258488777548,0.0026326757189779285,31.58307010714674,1.2252383191729597,0.1460404190385,-758.8661700051666,8.834093564928837,0.07057771259138793,194.63593995520975,-59.25546924658265
2025-01-01 02:00:00,1.490559222045899,0.13173422716365965,0.0,1.490559222045899,0.13173422716365965,0.0,0.021755149440190403,0.0,0.16914627577237518,1.2496577968333333,0.05,0.0,0.0,0.1171508938303263,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0032256078673245604,0.0,0.01852954157286584,0.0,0.012945083998606737,0.0,0.11854091733254553,0.08890568799940914,994.6254760031918,19.500000000000057,0.21666666666666665,255.03232083014169,1.2046981093333333,0.044959687500000005,0.21666666666666667,1204.6981093333334,5560.14512,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6577.650324511704,0.0,0.0,37.90873526121524,51.66666666666668,46.10666666666668,0.0,51.71647352718208,0.0,0.0,0.0,37.90873526121524,51.73352356388977,51.74204858224361,51.71647352718208,12.43753247303448,19.15062539831802,-0.04890343547302762,7.006843053192441,0.7796153363184771,1.6500000000000001,9.236100170605994,652.0341359045415,-439.16794174950047,-6.49327013335807,-611.688493519276,0.0,0.0,248.60317522150962,0.0,1.0,0.026679461337201293,0.0,0.0,0.35126704924974883,65.99961422222222,20.493978199116025,0.1964485191935892,8.737006525198373,0.002642417931374162,36.37141807547122,1.2256522100917984,0.10040458624044837,-699.5886265830985,5.388364003456432,0.043077949307428906,54.018160675435425,-60.51143080879349
2025-01-01 03:00:00,2.4506690333434986,0.13099093227337236,0.0,2.450669033343498,0.13099093227337236,0.0,0.021580792258172856,0.0,0.1681552159186588,2.210933025166667,0.05,0.0,0.0,0.116407598940039,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.003051250685307017,0.0,0.01852954157286584,0.0,0.012945083998606737,0.0,0.11854091733254553,0.08890568799940914,1759.721996005647,19.500000000000057,0.38333333333333325,451.2110291610199,2.131388962666667,0.0795440625,0.38333333333333336,2131.388962666667,5560.14512,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6577.650324511704,0.0,0.0,37.581978570904546,51.66666666666668,46.10666666666668,0.0,51.38043612230294,0.0,0.0,0.0,37.581978570904546,51.41589784015681,51.43362869908375,51.38043612230294,12.43753247303448,19.113301854191942,-0.07677760627768482,6.886321546010779,0.6122052430270443,1.6500000000000001,9.236100170605994,1411.8135121423186,-361.41214690742095,19.481375782429033,-615.6375175543002,0.0,0.0,247.43775818577566,0.0,1.0,0.026918173191871793,0.0,0.0,0.35440997660316287,65.99961422222222,20.291275505196026,0.19768309389197328,8.731559226596051,0.002652799666281751,26.043021548445203,1.2258012430855127,0.12368916569248402,-819.1701287083633,6.54695263992251,0.054362790496223085,85.84780355958863,-66.3664277771596
2025-01-01 04:00:00,1.8729128364897818,0.13024763738308506,0.0,1.8729128364897818,0.13024763738308506,0.0,0.021580792258172856,0.0,0.1671641560649424,1.6341678881666666,0.05,0.0,0.0,0.11566430404975171,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.003051250685307017,0.0,0.01852954157286584,0.0,0.012945083998606737,0.0,0.11854091733254553,0.08890568799940914,1300.664084004174,19.500000000000057,0.2833333333333333,333.503804162493,1.575374450666667,0.05879343750000001,0.2833333333333333,1575.3744506666667,5560.14512,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6577.650324511704,0.0,0.0,37.04142676442959,51.66666666666668,46.10666666666668,0.0,51.048237378402256,0.0,0.0,0.0,37.04142676442959,51.1016663757391,51.128380874407526,51.048237378402256,12.43753247303448,19.26314167576834,-0.03986154711845871,6.781232821581856,0.7268581693479125,0.55,9.236100170605994,873.6629045211549,-478.1391342860939,-39.40431249591394,-692.1756450449367,0.0,0.0,246.4466983320593,0.0,1.0,0.028042731788717325,0.0,0.0,0.36921613685616467,65.99961422222222,18.727767229858287,0.19622821528208653,8.804952357877344,0.002659254909927959,38.33386263672562,1.2245934761351562,0.11136292899798156,-818.1503532625962,6.507414814009376,0.05165552248538266,26.661392041187607,-66.06570453710155
2025-01-01 05:00:00,1.7771340280204837,0.13024763738308506,0.0,1.7771340280204837,0.13024763738308506,0.0,0.021929506622207946,0.0,0.1671641560649424,1.5380403653333334,0.05,0.0,0.0,0.11566430404975171,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.0033999650493421046,0.0,0.01852954157286584,0.0,0.012945083998606737,0.0,0.11854091733254553,0.08890568799940914,1224.1544320039284,19.500000000000057,0.26666666666666666,313.88593332940513,1.4827053653333335,0.05533500000000001,0.26666666666666666,1482.7053653333335,5560.14512,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6577.650324511704,0.0,0.0,36.86925031878637,51.66666666666668,46.10666666666668,0.0,50.76935239539001,0.0,0.0,0.0,36.86925031878637,50.79047052619281,50.801029591594215,50.76935239539001,12.43753247303448,19.100885038260945,-0.0753497901415809,6.752757814310749,-0.05065011643471422,-0.25000000000000006,9.236100170605994,776.0165054988338,-543.2136326483921,-72.48172188982896,-725.7104739836985,0.0,0.0,246.79541269609436,0.0,1.0,0.028458629497188928,0.0,0.0,0.3746919281024012,65.99961422222222,30.77713478250966,0.19924729132722815,8.742995973007757,0.0026744315467176253,41.203911252904184,1.2246471506944043,0.09736816506076494,-863.1863251763934,6.086759198596157,0.0404539450967119,6.881089668091091,-79.36281155792007
2025-01-01 06:00:00,2.6446997461829604,0.13173422716365965,0.0,2.64469974618296,0.13173422716365965,0.0,0.022365399577251806,0.0,0.16914627577237518,2.403188070833333,0.05,0.0,0.0,0.1171508938303263,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.003835858004385964,0.0,0.01852954157286584,0.0,0.012945083998606737,0.0,0.11854091733254553,0.08890568799940914,1912.741300006138,19.500000000000057,0.41666666666666663,490.44677082719556,2.3167271333333335,0.08646093750000002,0.4166666666666667,2316.7271333333333,5560.14512,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6577.650324511704,0.0,0.0,36.35224279947547,51.66666666666668,46.10666666666668,0.0,50.45961699842181,0.0,0.0,0.0,36.35224279947547,50.48204371206932,50.49325706889308,50.45961699842181,12.43753247303448,19.236785310108413,-0.0440736655645854,6.484916156942245,-0.3419467140524395,0.3,9.236100170605994,1480.2681540165877,-451.5332211700749,-27.55514303789773,-701.3627462311368,0.0,0.0,249.21342535857102,0.0,1.0,0.028181051334418207,0.0,0.0,0.37103727927196617,65.99961422222222,19.676174883015804,0.19811135628958496,8.814662649742651,0.0026817956677661825,21.876866550893627,1.2240725916743742,0.11713092751270446,-950.1733530879126,8.193361090642169,0.048792790950457486,42.97903040497926,-70.534173442877
2025-01-01 07:00:00,0.2432322592840335,0.13322081694423424,0.0,0.24323225928403347,0.13322081694423424,0.0,0.02210386380422549,0.0,0.17112839547980796,0.0,0.05,0.0,0.0,0.1186374836109009,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.0035743222313596485,0.0,0.01852954157286584,0.0,0.012945083998606737,0.0,0.11854091733254553,0.08890568799940914,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,5560.14512,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6577.650324511704,0.0,0.0,36.85939608074624,51.66666666666668,46.10666666666668,0.0,50.1350634000161,0.0,0.0,0.0,36.85939608074624,50.17519802859884,50.19526534289022,50.1350634000161,12.43753247303448,18.49352056498411,-0.0006297983437120772,5.698588647078127,-0.5999917521321829,-0.55,9.236100170605994,-458.05661535513093,-950.3111689652143,-70.66090861271984,-709.7940090008411,0.0,-0.9767412006896486,200.32880508808861,4.057207029515285,0.23325,0.028281784456576683,0.0,3.8455452373222815e-05,0.3728698634927298,15.394410017333334,52.38532975831131,0.20786738685463044,8.471301187253692,0.0026854769170488084,-1.662194186743792,1.227191174440636,0.11723883183972116,-967.2678746821142,16.956705716899837,0.04774407283327868,1.0846926869837177,-71.74560129970357
2025-01-01 08:00:00,1.396881807227662,0.13396411183452153,0.0,1.396881807227662,0.13396411183452153,0.0,0.021232077894137773,0.0,0.17211945533352438,1.1535302740000002,0.05,0.0,0.0,0.11938077850118818,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0027025363212719294,0.0,0.01852954157286584,0.0,0.012945083998606737,0.0,0.11854091733254553,0.08890568799940914,918.1158240029462,18.33333333333337,0.19999999999999998,235.41444999705388,1.1120290240000001,0.04150125000000001,0.2,1112.029024,5560.14512,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6577.650324511704,0.0,0.0,37.08813488616972,51.66666666666668,46.10666666666668,0.0,49.804326453018284,0.0,0.0,0.0,37.08813488616972,49.86228879437605,49.89126996505494,49.804326453018284,12.43753247303448,17.98348477308272,-0.058432643273200094,5.153830930574839,-1.0894148258880194,-1.4,9.236100170605994,492.29790771729574,-830.7066962980656,-90.30849122360692,-734.7769242123455,0.0,0.0,185.05366901438396,309.5044485020613,0.0,0.0286659693103009,0.0,0.0,0.37742180496997796,0.0,123.90533891231108,0.21469176923462693,8.235306830434336,0.0026856731919891234,13.503322443470855,1.2299164054603264,0.12537160330965633,-1086.7547846363234,20.633638341204094,0.050558849059623996,-20.43643677804547,-69.87205444556145
2025-01-01 09:00:00,1.3002312128482763,0.13396411183452153,0.0,1.3002312128482763,0.13396411183452153,0.0,0.02070900634808514,0.0,0.17211945533352438,1.0574027511666668,0.05,0.0,0.0,0.11938077850118818,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.002179464775219298,0.0,0.01852954157286584,0.0,0.012945083998606737,0.0,0.11854091733254553,0.08890568799940914,841.6061720027008,18.33333333333337,0.1833333333333333,215.79657916396602,1.0193599386666667,0.0380428125,0.18333333333333332,1019.3599386666667,5560.14512,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6577.650324511704,0.0,0.0,36.68935210596328,51.66666666666668,46.10666666666668,0.0,49.542542373464684,0.0,0.0,0.0,36.68935210596328,49.55151527838096,49.5560017308391,49.542542373464684,12.43753247303448,18.016910237440808,-0.05787502521879837,5.05487502774916,-0.9711301961453315,-0.85,9.236100170605994,614.2837001296157,-728.0521049345002,-25.708181598428162,-702.1030960140898,0.0,0.0,184.5305974683313,1020.013087792732,0.0,0.02817641482965314,0.0,0.0,0.3709762341358942,0.0,290.2500266726734,0.214982985065748,8.264440681313424,0.002693717540556463,41.84933956944558,1.23038651913042,0.12373088522863719,-965.9696089850573,22.120924886591066,0.0525516011993777,9.01150330366998,-34.719684902098145
