Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,3.3412246485356647,0.062416169475981956,0.0,0.05568707747559441,0.0010402694912663658,0.0,0.006491015753272087,2.499896577777778,0.08460445090205013,0.7502326041025641,0.0,0.0,0.062416169475981956,0.0,1,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.003966180226956298,0,On,0.0013828916007408338,0,On,0.04147344906623538,0.031105086799676527,On,0,0,Off,On,750.2326041025642,16.666666666666686,1.0,0.0,0.6444633733333334,0.10576923076923077,1,644.4633733333334,644.4633733333334,Lower On,2499.896577777778,1.0,38.67905119422949,51.666666666666686,46.10666666666668,0.0,49.86400419797695,0.0,0.0,2499.896577777778,38.67905119422949,49.86400419797695,49.86400419797697,49.86400419797695,12.43753247303448,16.789769588648532,0.0,2.8,450.94124145131,-460.2393138113228,-0.0,-0.0,154.19193944290797,0.0,1.0,0.025243844707625685,0.0,0,1.2458542955853,65.99961422222222,6.7560117171606935,0.2695753241153209,8.180237090474865,0.0031375871718138516,-10.662597643897538,1.231664124823985
2025-01-01 00:01:00,3.3412246485356647,0.062416169475981956,0.0,0.05568707747559441,0.0010402694912663658,0.0,0.006491015753272087,2.499896577777778,0.08460445090205013,0.7502326041025641,0.0,0.0,0.062416169475981956,0.0,1,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.003966180226956298,0,On,0.0013828916007408338,0,On,0.04147344906623538,0.031105086799676527,On,0,0,Off,On,750.2326041025642,16.666666666666686,1.0,0.0,0.6444633733333334,0.10576923076923077,1,644.4633733333334,644.4633733333334,Lower On,2499.896577777778,1.0,39.042670482073845,51.666666666666686,46.10666666666668,0.0,50.209415457996315,0.0,0.0,2499.896577777778,39.042670482073845,50.20941545799631,50.209415457996315,50.209415457996315,12.43753247303448,16.822651637736794,0.0,2.8,447.61158212648445,-461.7612735411608,-0.0,-0.0,154.19193944290797,0.0,1.0,0.02526793262514611,0.0,0,1.247043101643256,65.99961422222222,4.948312122173116,0.26978231344007614,8.218301484300698,0.003137393723291914,-10.706946871553459,1.2351220442046489
2025-01-01 00:02:00,3.3412246485356647,0.062416169475981956,0.0,0.05568707747559441,0.0010402694912663658,0.0,0.006491015753272087,2.499896577777778,0.08460445090205013,0.7502326041025641,0.0,0.0,0.062416169475981956,0.0,1,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.003966180226956298,0,On,0.0013828916007408338,0,On,0.04147344906623538,0.031105086799676527,On,0,0,Off,On,750.2326041025642,16.666666666666686,1.0,0.0,0.6444633733333334,0.10576923076923077,1,644.4633733333334,644.4633733333334,Lower On,2499.896577777778,1.0,39.407707737283545,51.666666666666686,46.10666666666668,0.0,50.554775687094974,0.0,0.0,2499.896577777778,39.407707737283545,50.554775687094974,50.55477568709499,50.554775687094974,12.43753247303448,16.854263919052688,0.0,2.8,444.34377870602054,-463.22630408847823,-0.0,-0.0,154.19193944290797,0.0,1.0,0.025291084697545173,0.0,0,1.248185721128685,65.99961422222222,3.1455392490266796,0.26922490376628305,8.232836699901718,0.0031372000139967245,-10.748919916938686,1.2349875523998222
2025-01-01 00:03:00,2.5909920444331003,0.062416169475981956,0.0,0.043183200740551674,0.0010402694912663658,0.0,0.006491015753272087,2.499896577777778,0.08460445090205013,0.0,0.0,0.0,0.062416169475981956,0.0,1,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.003966180226956298,0,On,0.0013828916007408338,0,On,0.04147344906623538,0.031105086799676527,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,644.4633733333334,Lower On,2499.896577777778,1.0,39.7740901110983,51.666666666666686,46.10666666666668,0.0,50.900084686273125,0.0,0.0,2499.896577777778,39.7740901110983,50.900084686273125,50.90008468627313,50.900084686273125,12.43753247303448,16.884668846816332,0.0,2.8,-309.095763747751,-464.6370846999794,-0.0,-0.0,154.19193944290797,0.0,1.0,0.025313347280410917,0.0,0,1.2492844418194256,65.99961422222222,1.3493815093204837,0.2686892970041722,8.24728388175118,0.003137005524150386,-10.788591789589969,1.2348582309285812
2025-01-01 00:04:00,2.5909920444331003,0.062416169475981956,0.0,0.043183200740551674,0.0010402694912663658,0.0,0.006491015753272087,2.499896577777778,0.08460445090205013,0.0,0.0,0.0,0.062416169475981956,0.0,1,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.003966180226956298,0,On,0.0013828916007408338,0,On,0.04147344906623538,0.031105086799676527,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,644.4633733333334,Lower On,2499.896577777778,1.0,40.225068843798454,51.666666666666686,46.10666666666668,0.0,51.24534226675462,0.0,0.0,2499.896577777778,40.225068843798454,51.24534226675462,51.245342266754626,51.24534226675462,12.43753247303448,16.842312149975967,0.0,2.8,-307.4562713838682,-462.6722024081902,-0.0,-0.0,154.19193944290797,0.0,1.0,0.025282332164233513,0.0,0,1.2477537591454815,65.99961422222222,1.0239915814140126,0.26939593461737354,8.226820569219015,0.003136810296042011,-10.695846865015614,1.2350387414807988
2025-01-01 00:05:00,2.5909920444331003,0.062416169475981956,0.0,0.043183200740551674,0.0010402694912663658,0.0,0.006491015753272087,2.499896577777778,0.08460445090205013,0.0,0.0,0.0,0.062416169475981956,0.0,1,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.003966180226956298,0,On,0.0013828916007408338,0,On,0.04147344906623538,0.031105086799676527,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,644.4633733333334,Lower On,2499.896577777778,1.0,40.674104677191735,51.666666666666686,46.10666666666668,0.0,51.59053655614923,0.0,0.0,2499.896577777778,40.674104677191735,51.59053655614924,51.590536556149246,51.59053655614923,12.43753247303448,16.801562075637346,0.0,2.8,-305.4146655356768,-460.7849093050528,-0.0,-0.0,154.19193944290797,0.0,1.0,0.025252484046812716,0.0,0,1.2462806711220633,65.99961422222222,1.1783043264679982,0.27007726011154326,8.207220502145429,0.003136616774515277,-10.606175277950708,1.2352124591471454
2025-01-01 00:06:00,0.09109546665532221,0.062416169475981956,0.0,0.0015182577775887036,0.0010402694912663658,0.0,0.006491015753272087,0.0,0.08460445090205013,0.0,0.0,0.0,0.062416169475981956,0.0,1,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.003966180226956298,0,On,0.0013828916007408338,0,On,0.04147344906623538,0.031105086799676527,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,644.4633733333334,Off,0.0,0.0,40.92318652483083,51.666666666666686,46.10666666666668,0.0,51.93566782712661,0.0,0.0,0.0,40.92318652483083,51.93566782712661,51.93566782712662,51.93566782712661,12.43753247303448,16.76236536238925,0.0,2.8,-303.0855010479706,-458.97239121923775,-0.0,-0.0,154.19193944290797,0.0,1.0,0.025223765010951207,0.0,0,1.2448633064295005,65.99961422222222,1.6949507283591965,0.27073395705579506,8.18845536517911,0.0031364249024180067,-10.51947567455024,1.2353796051760748
2025-01-01 00:07:00,0.09109546665532221,0.062416169475981956,0.0,0.0015182577775887036,0.0010402694912663658,0.0,0.006491015753272087,0.0,0.08460445090205013,0.0,0.0,0.0,0.062416169475981956,0.0,1,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.003966180226956298,0,On,0.0013828916007408338,0,On,0.04147344906623538,0.031105086799676527,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,644.4633733333334,Off,0.0,0.0,40.960359303141395,51.666666666666686,46.10666666666668,0.0,51.92958534924128,0.0,0.0,0.0,40.960359303141395,51.92992460074825,51.93009422650175,51.92958534924128,12.43753247303448,16.724662273499767,0.0,2.8,-300.98212992872556,-457.2315633080787,-0.0,-0.0,154.19193944290797,0.0,1.0,0.025196132301275317,0.0,0,1.2434995549705965,65.99961422222222,2.057493936445148,0.2713668383952724,8.1704932933482,0.0031362346245167234,-10.43563499629806,1.235540428873213
2025-01-01 00:08:00,0.09109546665532221,0.062416169475981956,0.0,0.0015182577775887036,0.0010402694912663658,0.0,0.006491015753272087,0.0,0.08460445090205013,0.0,0.0,0.0,0.062416169475981956,0.0,1,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.003966180226956298,0,On,0.0013828916007408338,0,On,0.04147344906623538,0.031105086799676527,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,644.4633733333334,Off,0.0,0.0,40.9959088083756,51.666666666666686,46.10666666666668,0.0,51.923497422111204,0.0,0.0,0.0,40.9959088083756,51.924176157481895,51.924515525167244,51.923497422111204,12.43753247303448,16.688349157069183,0.0,2.8,-298.9543985848914,-455.5573458359802,-0.0,-0.0,154.19193944290797,0.0,1.0,0.02516951087161426,0.0,0,1.242185713007061,65.99961422222222,2.411007808180832,0.27197749428771495,8.153278506252528,0.003136045887708642,-10.35446038728701,1.2356953672333495
2025-01-01 00:09:00,0.09109546665532221,0.062416169475981956,0.0,0.0015182577775887036,0.0010402694912663658,0.0,0.006491015753272087,0.0,0.08460445090205013,0.0,0.0,0.0,0.062416169475981956,0.0,1,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.003966180226956298,0,On,0.0013828916007408338,0,On,0.04147344906623538,0.031105086799676527,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,644.4633733333334,Off,0.0,0.0,41.02993146747031,51.666666666666686,46.10666666666668,0.0,51.91740428705794,0.0,0.0,0.0,41.02993146747031,51.9184227251403,51.91893194418149,51.91740428705794,12.43753247303448,16.653343362749194,0.0,2.8,-297.0260137718504,-453.94566329607886,-0.0,-0.0,154.19193944290797,0.0,1.0,0.025143840958026336,0.0,0,1.2409188310213248,65.99961422222222,2.7277100813205086,0.2725671757078842,8.136196634592816,0.003135858642489101,-10.275797419515843,1.2358447683078038
