Metric,Value
Total Electric Energy (kWh),377.67444694156075
Total Gas Energy (therms),0.0
Average Electric Power (kW),0.5245478429743899
Peak Electric Power (kW),3.5853702021231504
Other Electric Energy (kWh),85.61295479534921
HVAC Heating Electric Energy (kWh),182.29401892018805
Lighting Electric Energy (kWh),21.35446425861606
Water Heating Electric Energy (kWh),88.41300896740742
Average Temperature - Indoor (C),17.938940591339477
Unmet Heating Load (C-hours),189.62247977373926
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
