Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,1.3800186617090626,0.17303065281754867,0.0,1.3800186617090626,0.17303065281754867,0.0,0.07665161996591398,1.0416235740740742,0.24174346766907429,0.0,0.020000000000000004,0.0,0.0,0.16719731948421535,0.0,0.005833333333333337,1.0,0.0,0.0,0.03345341991205265,0.025090064934039476,0.0,0.0,0.01861984649122807,0.0,0.0580317734746859,0.0,0.018813708356787095,0.0,0.18947633940023453,0.14210725455017587,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1540.9679022222222,0.0,23.888888888888914,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1020.0504980386733,1041.6235740740742,0.4166666666666667,32.964833994845016,51.66666666666668,46.10666666666668,0.0,50.17483529977718,0.0,0.0,1041.6235740740742,32.964833994845016,49.910698062263045,50.17915437485315,49.77431036843002,12.43753247303448,21.656301245374102,0.0,2.8,85.15069359610506,-327.79998482779126,0.0,0.0,371.131358099194,0.0,1.0,0.013339096387397885,0.0,0.0,0.24821965395672838,65.99961422222222,41.819320324702296,0.18750758047194033,10.217977083894585,0.002946168041604293,30.16122905747054,1.2149523411101306
2025-01-01 01:00:00,0.33616226365034485,0.17240340119419767,0.0,0.33616226365034485,0.17240340119419767,0.0,0.07525513147907187,0.0,0.24090713217127296,0.0,0.020000000000000004,0.0,0.0,0.16657006786086434,0.0,0.005833333333333337,1.0,0.0,0.0,0.032617084414251325,0.024462813310688485,0.0,0.0,0.01722335800438596,0.0,0.0580317734746859,0.0,0.018813708356787095,0.0,0.18947633940023453,0.14210725455017587,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1540.9679022222222,0.0,23.888888888888914,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1020.0504980386733,0.0,0.0,35.12900403313068,51.66666666666668,46.10666666666668,0.0,51.499329142251426,0.0,0.0,0.0,35.12900403313068,51.51796892344152,51.527288814036574,51.499329142251426,12.43753247303448,21.32419081652019,0.0,2.5,103.21122335791516,-306.0175334828672,0.0,0.0,368.89853411455067,0.0,1.0,0.01247125710436127,0.0,0.0,0.2320705265893816,65.99961422222222,40.330222726231696,0.1921848858447957,10.084586917016116,0.0029588501597868073,31.86515909592519,1.2163721460840575
2025-01-01 02:00:00,0.3353259281525435,0.1717761495708467,0.0,0.3353259281525435,0.1717761495708467,0.0,0.07525513147907187,0.0,0.24007079667347167,0.0,0.020000000000000004,0.0,0.0,0.16594281623751336,0.0,0.005833333333333337,1.0,0.0,0.0,0.03178074891645001,0.0238355616873375,0.0,0.0,0.01722335800438596,0.0,0.0580317734746859,0.0,0.018813708356787095,0.0,0.18947633940023453,0.14210725455017587,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1540.9679022222222,0.0,23.888888888888914,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1020.0504980386733,0.0,0.0,35.076007196996684,51.66666666666668,46.10666666666668,0.0,51.186642186631836,0.0,0.0,0.0,35.076007196996684,51.22237950373187,51.240248162281894,51.186642186631836,12.43753247303448,21.073646974664374,0.0,1.6500000000000001,108.71495570681117,-298.727008657487,0.0,0.0,368.0621986167493,0.0,1.0,0.011750117008259373,0.0,0.0,0.21865124091139174,65.99961422222222,39.379765747548774,0.1960787367811044,9.988058786526546,0.0029728013640385994,35.14918902297454,1.2173976893681813
2025-01-01 03:00:00,0.3335586003301808,0.17114889794749572,0.0,0.3335586003301808,0.17114889794749572,0.0,0.07432413915451047,0.0,0.23923446117567032,0.0,0.020000000000000004,0.0,0.0,0.16531556461416239,0.0,0.005833333333333337,1.0,0.0,0.0,0.03094441341864869,0.02320831006398651,0.0,0.0,0.01629236567982456,0.0,0.0580317734746859,0.0,0.018813708356787095,0.0,0.18947633940023453,0.14210725455017587,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1540.9679022222222,0.0,23.888888888888914,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1020.0504980386733,0.0,0.0,35.03690631133524,51.66666666666668,46.10666666666668,0.0,50.8745901215397,0.0,0.0,0.0,35.03690631133524,50.927174698667024,50.95346698723069,50.8745901215397,12.43753247303448,20.811551629781466,0.0,1.6500000000000001,101.14283992989492,-302.1510680352027,0.0,0.0,366.2948707943866,0.0,1.0,0.012056556825336996,0.0,0.0,0.22435360508543223,65.99961422222222,36.999037170711,0.2002209342742844,9.886477030500627,0.0029871429074021564,29.74116901714639,1.218472571014521
2025-01-01 04:00:00,0.3327222648323795,0.1705216463241447,0.0,0.3327222648323795,0.1705216463241447,0.0,0.07432413915451047,0.0,0.238398125677869,0.0,0.020000000000000004,0.0,0.0,0.16468831299081138,0.0,0.005833333333333337,1.0,0.0,0.0,0.030108077920847374,0.022581058440635526,0.0,0.0,0.01629236567982456,0.0,0.0580317734746859,0.0,0.018813708356787095,0.0,0.18947633940023453,0.14210725455017587,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1540.9679022222222,0.0,23.888888888888914,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1020.0504980386733,0.0,0.0,34.98766120323756,51.66666666666668,46.10666666666668,0.0,50.60647709834418,0.0,0.0,0.0,34.98766120323756,50.63238731511652,50.64534242350269,50.60647709834418,12.43753247303448,20.559878029625466,0.0,0.55,80.3753868674684,-322.58267070906277,0.0,0.0,365.4585352965853,0.0,1.0,0.012272037372153344,0.0,0.0,0.22836335996025958,65.99961422222222,37.49952227994591,0.20402900738662133,9.782117473495957,0.0029985684288221033,34.643956326049064,1.218935869620774
2025-01-01 05:00:00,0.3345842494815023,0.1705216463241447,0.0,0.3345842494815022,0.1705216463241447,0.0,0.07618612380363327,0.0,0.238398125677869,0.0,0.020000000000000004,0.0,0.0,0.16468831299081138,0.0,0.005833333333333337,1.0,0.0,0.0,0.030108077920847374,0.022581058440635526,0.0,0.0,0.01815435032894737,0.0,0.0580317734746859,0.0,0.018813708356787095,0.0,0.18947633940023453,0.14210725455017587,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1540.9679022222222,0.0,23.888888888888914,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1020.0504980386733,0.0,0.0,34.98989569470679,51.66666666666668,46.10666666666668,0.0,50.31802519950942,0.0,0.0,0.0,34.98989569470679,50.33773613595141,50.3475916041724,50.31802519950942,12.43753247303448,20.26348940994675,0.0,-0.25000000000000006,77.27877918275468,-328.34741106452043,0.0,0.0,367.32051994570804,0.0,1.0,0.012157242516735106,0.0,0.0,0.22622720782068526,65.99961422222222,38.305670301567034,0.20886022359193274,9.663124176695097,0.0030155030354757075,36.388652203780275,1.2195424893735103
2025-01-01 06:00:00,0.3385844012885084,0.1717761495708467,0.0,0.3385844012885084,0.1717761495708467,0.0,0.07851360461503679,0.0,0.24007079667347167,0.0,0.020000000000000004,0.0,0.0,0.16594281623751336,0.0,0.005833333333333337,1.0,0.0,0.0,0.03178074891645001,0.0238355616873375,0.0,0.0,0.02048183114035088,0.0,0.0580317734746859,0.0,0.018813708356787095,0.0,0.18947633940023453,0.14210725455017587,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1540.9679022222222,0.0,23.888888888888914,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1020.0504980386733,0.0,0.0,34.919459659135505,51.66666666666668,46.10666666666668,0.0,50.00665447716872,0.0,0.0,0.0,34.919459659135505,50.04337650690066,50.061737521766624,50.00665447716872,12.43753247303448,20.029166828588636,0.0,0.3,93.0163430935283,-312.18071610538885,0.0,0.0,371.32067175271425,0.0,1.0,0.012042883558278119,0.0,0.0,0.22409916703961233,65.99961422222222,33.876387446202955,0.21276646321309978,9.570769462628363,0.003027756245584198,28.236013445285675,1.2205081717454425
2025-01-01 07:00:00,1.6598083540764768,0.22878625713839168,0.0,1.6598083540764768,0.22878625713839165,0.0,0.5117080038939966,0.7083040303703705,0.4197963198121096,0.0,0.020000000000000004,0.0,0.0,0.22295292380505835,0.0,0.005833333333333337,1.0,0.0,0.0,0.03345341991205265,0.025090064934039476,0.0,0.0,0.019085342653508773,0.0,0.49262266124048787,0.0,0.12252575473869835,0.0,0.26381714516135857,0.19786285887101887,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1540.9679022222222,0.0,23.888888888888914,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1020.0504980386733,708.3040303703705,0.2833333333333333,33.51400459656284,51.66666666666668,46.10666666666668,0.0,49.852119352470794,0.16543556675618687,427.1267788235625,708.3040303703705,33.51400459656284,48.95577808964645,49.85336546378958,48.506361346915504,12.43753247303448,20.19612434254733,0.0,-0.55,666.0052034750621,-339.58239107388755,0.0,0.0,979.0367377670334,1.73579487325726,1.0,0.012409135747302834,0.0,0.0,0.23091454560652164,65.99961422222222,26.55085678191634,0.21147763540614803,9.660595096667686,0.003040630148641039,35.662560066945716,1.2198044106933104
2025-01-01 08:00:00,1.5701239407933154,0.2383900346274566,0.0,1.5701239407933152,0.23839003462745656,0.0,0.5800341772697803,0.49997931555555564,0.4701104479679792,0.0,0.020000000000000004,0.0,0.0,0.23255670129412323,0.0,0.005833333333333337,1.0,0.0,0.0,0.034289755409853954,0.025717316557390464,0.0,0.0,0.014430381030701754,0.0,0.5656037962390787,0.0,0.16003484624248143,0.0,0.2757858463156438,0.20683938473673277,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1540.9679022222222,0.0,23.888888888888914,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1020.0504980386733,499.9793155555556,0.2,34.94142456485223,51.66666666666668,46.10666666666668,0.0,51.56960416339302,0.18775266682922723,512.1504479624222,499.9793155555556,34.94142456485223,50.67323120339112,51.57092086873524,50.22372801804795,12.43753247303448,20.66671359312045,0.0,-1.4,766.9249543661092,-378.69027873411153,0.0,0.0,1096.8392302178868,132.41002968040658,1.0,0.012980290969289847,0.0,0.0,0.2415428481121647,65.99961422222222,48.776002882333806,0.20664319314636442,9.89527201926426,0.003057460450690809,46.42823400767981,1.2184099628904945
2025-01-01 09:00:00,2.3459753894754436,0.2383900346274566,0.0,2.3459753894754436,0.23839003462745656,0.0,0.5807725455379634,1.249948288888889,0.4952545550485909,0.0,0.020000000000000004,0.0,0.0,0.23255670129412323,0.0,0.005833333333333337,1.0,0.0,0.0,0.034289755409853954,0.025717316557390464,0.0,0.0,0.011637404057017544,0.0,0.5691351414809459,0.0,0.1851789533230931,0.0,0.2757858463156438,0.20683938473673277,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,1540.9679022222222,0.0,23.888888888888914,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1020.0504980386733,1249.948288888889,0.5,33.01508840283894,51.66666666666668,46.10666666666668,0.0,51.1715631814598,0.6919638113233577,1867.1733325061375,1249.948288888889,33.01508840283894,49.539293967650615,51.17237766840916,48.722344873796665,12.43753247303448,21.16856312685533,0.0,-0.85,853.1564327226912,-376.7764971269241,0.0,0.0,1122.7217055666815,436.37462913889675,1.0,0.01296255436475077,0.0,0.0,0.24121279773144952,65.99961422222222,107.21122428293361,0.20189171626649918,10.147607344888467,0.0030792773524660156,59.0849730163821,1.2169273123726645
